status,prefecture,municipality,raw_count,verified_count,remaining_count,remaining_slugs,remaining_titles
未完了,香川県,坂出市,9,0,9,sakaide-child-medical-aid sakaide-juutaku-reform sakaide-health-checkup-subsidy sakaide-scholarship-repayment sakaide-startup-support sakaide-elderly-taxi sakaide-water-saving sakaide-block-wall-removal sakaide-school-lunch-subsidy,坂出市 こども医療費助成 / 坂出市 住宅リフォーム助成金 / 坂出市 人間ドック受診費助成 / 坂出市 奨学金返還支援制度 / 坂出市 創業支援補助金 / 坂出市 高齢者タクシー利用助成 / 坂出市 雨水タンク設置補助金 / 坂出市 ブロック塀等撤去補助金 / 坂出市 学校給食費補助制度
未完了,高知県,高知県,3,2,1,kochi-katsuo-fishery,高知県 カツオ漁業新規就業支援事業
未完了,高知県,高知市,21,10,11,kochi-city-senior-medical kochi-city-scholarship kochi-child-medical-aid kochi-juutaku-reform kochi-health-checkup-subsidy kochi-scholarship-repayment kochi-startup-support kochi-elderly-taxi kochi-water-saving kochi-block-wall-removal kochi-school-lunch-subsidy,高知市 高齢者インフルエンザ予防接種費用助成 / 高知市 給付型奨学金制度 / 高知市 こども医療費助成 / 高知市 住宅リフォーム助成金 / 高知市 人間ドック受診費助成 / 高知市 奨学金返還支援制度 / 高知市 創業支援補助金 / 高知市 高齢者タクシー利用助成 / 高知市 雨水タンク設置補助金 / 高知市 ブロック塀等撤去補助金 / 高知市 学校給食費補助制度
未完了,高知県,南国市,9,0,9,nankoku-child-medical-aid nankoku-juutaku-reform nankoku-health-checkup-subsidy nankoku-scholarship-repayment nankoku-startup-support nankoku-elderly-taxi nankoku-water-saving nankoku-block-wall-removal nankoku-school-lunch-subsidy,南国市 こども医療費助成 / 南国市 住宅リフォーム助成金 / 南国市 人間ドック受診費助成 / 南国市 奨学金返還支援制度 / 南国市 創業支援補助金 / 南国市 高齢者タクシー利用助成 / 南国市 雨水タンク設置補助金 / 南国市 ブロック塀等撤去補助金 / 南国市 学校給食費補助制度
未完了,佐賀県,佐賀県,3,2,1,saga-arita-pottery,佐賀県 有田焼産業振興支援事業
未完了,佐賀県,佐賀市,21,3,18,saga-city-housing-reform saga-city-childcare-subsidy saga-city-birth-bonus saga-city-newlywed-rent saga-city-disability-medical saga-city-school-lunch saga-city-telework-bonus saga-city-nursing-home-reform saga-city-energy-support saga-city-bousai-equipment saga-juutaku-reform saga-health-checkup-subsidy saga-scholarship-repayment saga-startup-support saga-elderly-taxi saga-water-saving saga-block-wall-removal saga-school-lunch-subsidy,佐賀市 住宅リフォーム緊急助成事業 / 佐賀市 保育料軽減助成金 / 佐賀市 出産応援給付金 / 佐賀市 新婚世帯家賃補助金 / 佐賀市 障害者医療費助成制度 / 佐賀市 学校給食費補助制度 / 佐賀市 テレワーク導入支援補助金 / 佐賀市 介護リフォーム補助金 / 佐賀市 省エネ家電買換え補助金 / 佐賀市 家庭用防災用品購入補助金 / 佐賀市 住宅リフォーム助成金 / 佐賀市 人間ドック受診費助成 / 佐賀市 奨学金返還支援制度 / 佐賀市 創業支援補助金 / 佐賀市 高齢者タクシー利用助成 / 佐賀市 雨水タンク設置補助金 / 佐賀市 ブロック塀等撤去補助金 / 佐賀市 学校給食費補助制度
未完了,佐賀県,鳥栖市,9,1,8,tosu-child-medical-aid tosu-juutaku-reform tosu-health-checkup-subsidy tosu-scholarship-repayment tosu-elderly-taxi tosu-water-saving tosu-block-wall-removal tosu-school-lunch-subsidy,鳥栖市 こども医療費助成 / 鳥栖市 住宅リフォーム助成金 / 鳥栖市 人間ドック受診費助成 / 鳥栖市 奨学金返還支援制度 / 鳥栖市 高齢者タクシー利用助成 / 鳥栖市 雨水タンク設置補助金 / 鳥栖市 ブロック塀等撤去補助金 / 鳥栖市 学校給食費補助制度
未完了,佐賀県,唐津市,11,2,9,karatsu-housing-reform karatsu-child-medical-aid karatsu-juutaku-reform karatsu-health-checkup-subsidy karatsu-scholarship-repayment karatsu-elderly-taxi karatsu-water-saving karatsu-block-wall-removal karatsu-school-lunch-subsidy,唐津市 住宅リフォーム補助金 / 唐津市 こども医療費助成 / 唐津市 住宅リフォーム助成金 / 唐津市 人間ドック受診費助成 / 唐津市 奨学金返還支援制度 / 唐津市 高齢者タクシー利用助成 / 唐津市 雨水タンク設置補助金 / 唐津市 ブロック塀等撤去補助金 / 唐津市 学校給食費補助制度
完了,埼玉県,さいたま市,12,12,0,,
完了,埼玉県,羽生市,9,9,0,,
完了,埼玉県,越谷市,21,21,0,,
完了,埼玉県,加須市,9,9,0,,
完了,埼玉県,熊谷市,12,12,0,,
完了,埼玉県,行田市,9,9,0,,
完了,埼玉県,鴻巣市,9,9,0,,
完了,埼玉県,埼玉県,2,2,0,,
完了,埼玉県,埼玉県（各市町村）,1,1,0,,
完了,埼玉県,春日部市,21,21,0,,
完了,埼玉県,所沢市,21,21,0,,
完了,埼玉県,川越市,21,21,0,,
完了,埼玉県,川口市,21,21,0,,
完了,埼玉県,草加市,20,20,0,,
完了,埼玉県,秩父市,12,12,0,,
完了,埼玉県,朝霞市,12,12,0,,
完了,埼玉県,東松山市,9,9,0,,
完了,埼玉県,入間市,12,12,0,,
完了,埼玉県,本庄市,9,9,0,,
未完了,三重県,伊勢市,12,1,11,ise-startup-support ise-migration-support ise-after-school-care ise-heatstroke-prevention ise-cancer-screening ise-foreign-study-aid ise-tourism-startup ise-respite-care ise-multicultural-support ise-well-pump ise-barrier-free-reform,伊勢市 創業支援補助金 / 伊勢市 移住支援金 / 伊勢市 放課後児童クラブ利用料減免 / 伊勢市 暑さ対策住宅改修補助金 / 伊勢市 がん検診無料クーポン事業 / 伊勢市 外国人児童生徒学習支援 / 伊勢市 観光事業創業支援補助金 / 伊勢市 介護者レスパイト支援事業 / 伊勢市 外国人住民生活支援金 / 伊勢市 防災井戸設置補助金 / 伊勢市 高齢者向けバリアフリー改修補助金
未完了,三重県,桑名市,9,0,9,kuwana-after-school-care kuwana-heatstroke-prevention kuwana-cancer-screening kuwana-foreign-study-aid kuwana-tourism-startup kuwana-respite-care kuwana-multicultural-support kuwana-well-pump kuwana-barrier-free-reform,桑名市 放課後児童クラブ利用料減免 / 桑名市 暑さ対策住宅改修補助金 / 桑名市 がん検診無料クーポン事業 / 桑名市 外国人児童生徒学習支援 / 桑名市 観光事業創業支援補助金 / 桑名市 介護者レスパイト支援事業 / 桑名市 外国人住民生活支援金 / 桑名市 防災井戸設置補助金 / 桑名市 高齢者向けバリアフリー改修補助金
未完了,三重県,三重県,1,0,1,mie-employment-workcation,三重県 ワーケーション推進補助金
未完了,三重県,四日市市,21,3,18,yokkaichi-childcare-subsidy yokkaichi-birth-bonus yokkaichi-newlywed-rent yokkaichi-disability-medical yokkaichi-school-lunch yokkaichi-telework-bonus yokkaichi-nursing-home-reform yokkaichi-energy-support yokkaichi-bousai-equipment yokkaichi-after-school-care yokkaichi-heatstroke-prevention yokkaichi-cancer-screening yokkaichi-foreign-study-aid yokkaichi-tourism-startup yokkaichi-respite-care yokkaichi-multicultural-support yokkaichi-well-pump yokkaichi-barrier-free-reform,四日市市 子育て世帯応援給付金 / 四日市市 出産祝い金 / 四日市市 新婚世帯家賃補助制度 / 四日市市 障がい者医療費助成制度 / 四日市市 学校給食費補助制度 / 四日市市 テレワーク推進補助金 / 四日市市 介護住宅改修補助金 / 四日市市 省エネ家電買替支援事業 / 四日市市 家庭用防災設備購入補助金 / 四日市市 放課後児童クラブ利用料減免 / 四日市市 暑さ対策住宅改修補助金 / 四日市市 がん検診無料クーポン事業 / 四日市市 外国人児童生徒学習支援 / 四日市市 観光事業創業支援補助金 / 四日市市 介護者レスパイト支援事業 / 四日市市 外国人住民生活支援金 / 四日市市 防災井戸設置補助金 / 四日市市 高齢者向けバリアフリー改修補助金
未完了,三重県,松阪市,9,0,9,matsusaka-after-school-care matsusaka-heatstroke-prevention matsusaka-cancer-screening matsusaka-foreign-study-aid matsusaka-tourism-startup matsusaka-respite-care matsusaka-multicultural-support matsusaka-well-pump matsusaka-barrier-free-reform,松阪市 放課後児童クラブ利用料減免 / 松阪市 暑さ対策住宅改修補助金 / 松阪市 がん検診無料クーポン事業 / 松阪市 外国人児童生徒学習支援 / 松阪市 観光事業創業支援補助金 / 松阪市 介護者レスパイト支援事業 / 松阪市 外国人住民生活支援金 / 松阪市 防災井戸設置補助金 / 松阪市 高齢者向けバリアフリー改修補助金
未完了,三重県,津市,21,3,18,tsu-childcare-subsidy tsu-parenting-allowance tsu-disability-medical tsu-afterschool tsu-uij-turn tsu-nursing-equipment tsu-migration-bonus tsu-seismic-diagnosis tsu-after-school-care tsu-heatstroke-prevention tsu-cancer-screening tsu-foreign-study-aid tsu-tourism-startup tsu-respite-care tsu-multicultural-support tsu-well-pump tsu-barrier-free-reform tsu-infertility-treatment,津市 子育て支援医療費助成制度 / 津市 子育て応援手当 / 津市 障がい者医療費助成制度 / 津市 放課後児童クラブ利用料助成事業 / 津市 UIJターン就職支援補助金 / 津市 介護用品給付事業 / 津市 移住定住促進補助金 / 津市 木造住宅無料耐震診断事業 / 津市 放課後児童クラブ利用料減免 / 津市 暑さ対策住宅改修補助金 / 津市 がん検診無料クーポン事業 / 津市 外国人児童生徒学習支援 / 津市 観光事業創業支援補助金 / 津市 介護者レスパイト支援事業 / 津市 外国人住民生活支援金 / 津市 防災井戸設置補助金 / 津市 高齢者向けバリアフリー改修補助金 / 津市 不妊治療費助成事業
未完了,三重県,鈴鹿市,9,0,9,suzuka-after-school-care suzuka-heatstroke-prevention suzuka-cancer-screening suzuka-foreign-study-aid suzuka-tourism-startup suzuka-respite-care suzuka-multicultural-support suzuka-well-pump suzuka-barrier-free-reform,鈴鹿市 放課後児童クラブ利用料減免 / 鈴鹿市 暑さ対策住宅改修補助金 / 鈴鹿市 がん検診無料クーポン事業 / 鈴鹿市 外国人児童生徒学習支援 / 鈴鹿市 観光事業創業支援補助金 / 鈴鹿市 介護者レスパイト支援事業 / 鈴鹿市 外国人住民生活支援金 / 鈴鹿市 防災井戸設置補助金 / 鈴鹿市 高齢者向けバリアフリー改修補助金
未完了,山形県,山形県,3,1,2,yamagata-cherry-farming yamagata-housing-support,山形県 さくらんぼ・果樹産業新規就農支援 / 山形県 住宅取得・リフォーム支援事業
未完了,山形県,山形市,21,6,15,yamagata-city-birth-bonus yamagata-city-housing-eco yamagata-city-sme-support yamagata-city-energy-support yamagata-city-bousai-equipment yamagata-city-housing-reform yamagata-child-medical-aid yamagata-juutaku-reform yamagata-health-checkup-subsidy yamagata-scholarship-repayment yamagata-startup-support yamagata-elderly-taxi yamagata-water-saving yamagata-block-wall-removal yamagata-school-lunch-subsidy,山形市 出産祝金制度 / 山形市 住宅省エネルギー改修補助金 / 山形市 中小企業経営強化補助金 / 山形市 冬季灯油購入助成金 / 山形市 家庭用防災資機材購入補助金 / 山形市 住宅リフォーム総合支援事業 / 山形市 こども医療費助成 / 山形市 住宅リフォーム助成金 / 山形市 人間ドック受診費助成 / 山形市 奨学金返還支援制度 / 山形市 創業支援補助金 / 山形市 高齢者タクシー利用助成 / 山形市 雨水タンク設置補助金 / 山形市 ブロック塀等撤去補助金 / 山形市 学校給食費補助制度
未完了,山形県,酒田市,20,3,17,sakata-startup-support sakata-childcare-subsidy sakata-birth-bonus sakata-housing-purchase sakata-infertility sakata-scholarship sakata-sme-support sakata-nursing-equipment sakata-elderly-support sakata-child-medical-aid sakata-juutaku-reform sakata-health-checkup-subsidy sakata-scholarship-repayment sakata-elderly-taxi sakata-water-saving sakata-block-wall-removal sakata-school-lunch-subsidy,酒田市 創業支援補助金 / 酒田市 子育て世帯生活支援給付金 / 酒田市 出産祝い金支給制度 / 酒田市 住宅取得支援補助金 / 酒田市 不妊治療費助成事業 / 酒田市 奨学金制度 / 酒田市 中小企業経営革新支援補助金 / 酒田市 介護用品支給事業 / 酒田市 高齢者生活支援事業 / 酒田市 こども医療費助成 / 酒田市 住宅リフォーム助成金 / 酒田市 人間ドック受診費助成 / 酒田市 奨学金返還支援制度 / 酒田市 高齢者タクシー利用助成 / 酒田市 雨水タンク設置補助金 / 酒田市 ブロック塀等撤去補助金 / 酒田市 学校給食費補助制度
未完了,山形県,鶴岡市,30,2,28,tsuruoka-fertility-treatment tsuruoka-childcare-subsidy tsuruoka-birth-bonus tsuruoka-housing-purchase tsuruoka-disability-medical tsuruoka-scholarship tsuruoka-sme-support tsuruoka-nursing-equipment tsuruoka-energy-support tsuruoka-seismic-diagnosis tsuruoka-kosodate-taxi tsuruoka-twin-childcare tsuruoka-eco-reform tsuruoka-specific-disease tsuruoka-school-ict tsuruoka-agri-employment tsuruoka-home-care tsuruoka-fuel-subsidy tsuruoka-landslide-prevention tsuruoka-child-medical-aid tsuruoka-juutaku-reform tsuruoka-health-checkup-subsidy tsuruoka-scholarship-repayment tsuruoka-startup-support tsuruoka-elderly-taxi tsuruoka-water-saving tsuruoka-block-wall-removal tsuruoka-school-lunch-subsidy,鶴岡市 不妊治療費助成事業 / 鶴岡市 保育料軽減補助金 / 鶴岡市 出産祝い金 / 鶴岡市 住宅取得支援補助金 / 鶴岡市 障がい者医療費助成制度 / 鶴岡市 奨学金制度 / 鶴岡市 中小企業振興補助金 / 鶴岡市 介護用品支給事業 / 鶴岡市 省エネ設備導入補助金 / 鶴岡市 耐震診断補助制度 / 鶴岡市 子育てタクシー利用助成 / 鶴岡市 多胎児世帯支援給付金 / 鶴岡市 住宅省エネリフォーム補助金 / 鶴岡市 特定疾病療養者見舞金 / 鶴岡市 ICT学習環境整備補助金 / 鶴岡市 農業新規就農支援金 / 鶴岡市 在宅介護支援手当 / 鶴岡市 冬季燃料費助成制度 / 鶴岡市 土砂災害対策補助金 / 鶴岡市 こども医療費助成 / 鶴岡市 住宅リフォーム助成金 / 鶴岡市 人間ドック受診費助成 / 鶴岡市 奨学金返還支援制度 / 鶴岡市 創業支援補助金 / 鶴岡市 高齢者タクシー利用助成 / 鶴岡市 雨水タンク設置補助金 / 鶴岡市 ブロック塀等撤去補助金 / 鶴岡市 学校給食費補助制度
未完了,山口県,宇部市,12,2,10,ube-infertility-treatment ube-child-medical-aid ube-juutaku-reform ube-health-checkup-subsidy ube-scholarship-repayment ube-startup-support ube-elderly-taxi ube-water-saving ube-block-wall-removal ube-school-lunch-subsidy,宇部市 不妊治療費助成事業 / 宇部市 こども医療費助成 / 宇部市 住宅リフォーム助成金 / 宇部市 人間ドック受診費助成 / 宇部市 奨学金返還支援制度 / 宇部市 創業支援補助金 / 宇部市 高齢者タクシー利用助成 / 宇部市 雨水タンク設置補助金 / 宇部市 ブロック塀等撤去補助金 / 宇部市 学校給食費補助制度
未完了,山口県,下関市,20,2,18,shimonoseki-housing-reform shimonoseki-childcare-subsidy shimonoseki-birth-bonus shimonoseki-housing-purchase shimonoseki-infertility shimonoseki-scholarship shimonoseki-sme-support shimonoseki-nursing-equipment shimonoseki-elderly-support shimonoseki-seismic-diagnosis shimonoseki-child-medical-aid shimonoseki-juutaku-reform shimonoseki-health-checkup-subsidy shimonoseki-scholarship-repayment shimonoseki-elderly-taxi shimonoseki-water-saving shimonoseki-block-wall-removal shimonoseki-school-lunch-subsidy,下関市 住宅リフォーム助成事業 / 下関市 子育て応援給付金 / 下関市 出産祝い金 / 下関市 定住促進住宅取得補助金 / 下関市 不妊治療費助成事業 / 下関市 奨学金返還支援補助金 / 下関市 中小企業設備投資補助金 / 下関市 介護用品支給事業 / 下関市 高齢者見守り・生活支援事業 / 下関市 木造住宅耐震診断補助制度 / 下関市 こども医療費助成 / 下関市 住宅リフォーム助成金 / 下関市 人間ドック受診費助成 / 下関市 奨学金返還支援制度 / 下関市 高齢者タクシー利用助成 / 下関市 雨水タンク設置補助金 / 下関市 ブロック塀等撤去補助金 / 下関市 学校給食費補助制度
未完了,山口県,岩国市,9,0,9,iwakuni-child-medical-aid iwakuni-juutaku-reform iwakuni-health-checkup-subsidy iwakuni-scholarship-repayment iwakuni-startup-support iwakuni-elderly-taxi iwakuni-water-saving iwakuni-block-wall-removal iwakuni-school-lunch-subsidy,岩国市 こども医療費助成 / 岩国市 住宅リフォーム助成金 / 岩国市 人間ドック受診費助成 / 岩国市 奨学金返還支援制度 / 岩国市 創業支援補助金 / 岩国市 高齢者タクシー利用助成 / 岩国市 雨水タンク設置補助金 / 岩国市 ブロック塀等撤去補助金 / 岩国市 学校給食費補助制度
未完了,山口県,山口県,3,2,1,yamaguchi-fishery-support,山口県 水産業新規就業者支援事業
未完了,山口県,山口市,21,1,20,yamaguchi-city-senior-medical yamaguchi-city-iju-support yamaguchi-city-childcare-subsidy yamaguchi-city-birth-bonus yamaguchi-city-housing-purchase yamaguchi-city-infertility yamaguchi-city-scholarship yamaguchi-city-sme-support yamaguchi-city-nursing-equipment yamaguchi-city-elderly-support yamaguchi-city-bousai-equipment yamaguchi-child-medical-aid yamaguchi-juutaku-reform yamaguchi-health-checkup-subsidy yamaguchi-scholarship-repayment yamaguchi-startup-support yamaguchi-elderly-taxi yamaguchi-water-saving yamaguchi-block-wall-removal yamaguchi-school-lunch-subsidy,山口市 高齢者肺炎球菌ワクチン接種費用助成 / 山口市 移住支援金 / 山口市 保育料軽減助成金 / 山口市 出産祝い金 / 山口市 定住促進住宅取得補助金 / 山口市 不妊治療費助成事業 / 山口市 奨学金返還支援補助金 / 山口市 中小企業経営革新補助金 / 山口市 在宅介護用品支給事業 / 山口市 高齢者配食サービス事業 / 山口市 自主防災組織活動補助金 / 山口市 こども医療費助成 / 山口市 住宅リフォーム助成金 / 山口市 人間ドック受診費助成 / 山口市 奨学金返還支援制度 / 山口市 創業支援補助金 / 山口市 高齢者タクシー利用助成 / 山口市 雨水タンク設置補助金 / 山口市 ブロック塀等撤去補助金 / 山口市 学校給食費補助制度
未完了,山口県,周南市,20,3,17,shunan-childcare-subsidy shunan-birth-bonus shunan-newlywed-rent shunan-disability-medical shunan-school-lunch shunan-telework-bonus shunan-nursing-home-reform shunan-energy-support shunan-bousai-equipment shunan-child-medical-aid shunan-juutaku-reform shunan-health-checkup-subsidy shunan-scholarship-repayment shunan-elderly-taxi shunan-water-saving shunan-block-wall-removal shunan-school-lunch-subsidy,周南市 保育料軽減補助金 / 周南市 出産祝い金 / 周南市 新婚世帯家賃補助 / 周南市 障がい者医療費助成制度 / 周南市 学校給食費補助制度 / 周南市 テレワーク導入補助金 / 周南市 介護リフォーム補助金 / 周南市 省エネ家電買替補助金 / 周南市 防災用品購入補助金 / 周南市 こども医療費助成 / 周南市 住宅リフォーム助成金 / 周南市 人間ドック受診費助成 / 周南市 奨学金返還支援制度 / 周南市 高齢者タクシー利用助成 / 周南市 雨水タンク設置補助金 / 周南市 ブロック塀等撤去補助金 / 周南市 学校給食費補助制度
未完了,山口県,防府市,9,0,9,hofu-child-medical-aid hofu-juutaku-reform hofu-health-checkup-subsidy hofu-scholarship-repayment hofu-startup-support hofu-elderly-taxi hofu-water-saving hofu-block-wall-removal hofu-school-lunch-subsidy,防府市 こども医療費助成 / 防府市 住宅リフォーム助成金 / 防府市 人間ドック受診費助成 / 防府市 奨学金返還支援制度 / 防府市 創業支援補助金 / 防府市 高齢者タクシー利用助成 / 防府市 雨水タンク設置補助金 / 防府市 ブロック塀等撤去補助金 / 防府市 学校給食費補助制度
未完了,山梨県,甲府市,20,6,14,kofu-parenting-allowance kofu-housing-eco kofu-mental-health kofu-scholarship kofu-uij-turn kofu-nursing-home-reform kofu-energy-support kofu-bousai-equipment kofu-vacant-house-renovation kofu-health-checkup-subsidy kofu-scholarship-repayment kofu-elderly-taxi kofu-water-saving kofu-school-lunch-subsidy,甲府市 多子世帯応援手当 / 甲府市 住宅省エネ改修補助金 / 甲府市 こころの健康相談・医療費助成事業 / 甲府市 給付型奨学金制度 / 甲府市 UIJターン就職支援補助金 / 甲府市 高齢者住宅改造助成事業 / 甲府市 低所得世帯光熱費支援金 / 甲府市 家庭用防災資機材購入補助金 / 甲府市 空き家改修補助金 / 甲府市 人間ドック受診費助成 / 甲府市 奨学金返還支援制度 / 甲府市 高齢者タクシー利用助成 / 甲府市 雨水タンク設置補助金 / 甲府市 学校給食費補助制度
未完了,山梨県,山梨県,3,1,2,yamanashi-fruit-farming yamanashi-empty-house,山梨県 果樹王国やまなし新規就農支援 / 山梨県 空き家活用定住促進事業
未完了,山梨県,山梨市,9,0,9,yamanashi-child-medical-aid yamanashi-vacant-house-renovation yamanashi-health-checkup-subsidy yamanashi-scholarship-repayment yamanashi-startup-support yamanashi-elderly-taxi yamanashi-water-saving yamanashi-block-wall-removal yamanashi-school-lunch-subsidy,山梨市 こども医療費助成 / 山梨市 空き家改修補助金 / 山梨市 人間ドック受診費助成 / 山梨市 奨学金返還支援制度 / 山梨市 創業支援補助金 / 山梨市 高齢者タクシー利用助成 / 山梨市 雨水タンク設置補助金 / 山梨市 ブロック塀等撤去補助金 / 山梨市 学校給食費補助制度
