old_url,new_url,status_code,reason
/grant/ehime-official-001-003-2026/,/grant/matsuyama-結婚新生活支援事業補助金lywed-rent/,301,同一制度名・同一公式URLの完全重複を「松山市 結婚新生活支援事業」へ統合するため
/grant/ehime-official-001-005-2026/,/grant/matsuyama-seismic-diagnosis/,301,同一制度名・同一公式URLの完全重複を「松山市 木造住宅耐震診断事業」へ統合するため
/grant/ehime-official-001-006-2026/,/grant/matsuyama-wage-increase-support-2026/,301,同一制度名・同一公式URLの完全重複を「松山市 賃上げ応援奨励金」へ統合するため
/grant/ehime-official-001-012-2026/,/grant/matsuyama-productivity-digitalization-subsidy-2026/,301,同一制度名・同一公式URLの完全重複を「松山市 生産性向上デジタル化補助金」へ統合するため
/grant/ehime-official-001-013-2026/,/grant/matsuyama-dx-promotion-subsidy-2026/,301,同一制度名・同一公式URLの完全重複を「松山市 DX推進補助金」へ統合するため
/grant/ehime-official-001-016-2026/,/grant/matsuyama-health-checkup-subsidy/,301,同一制度名・同一公式URLの完全重複を「松山市 まつやま笑顔ドック」へ統合するため
/grant/ehime-official-001-017-2026/,/grant/matsuyama-juutaku-reform/,301,同一制度名・同一公式URLの完全重複を「松山市 わが家のリフォーム応援事業」へ統合するため
/grant/ehime-official-001-018-2026/,/grant/matsuyama-scholarship-repayment/,301,同一制度名・同一公式URLの完全重複を「松山市 出産世帯奨学金返還支援事業」へ統合するため
/grant/ehime-official-001-019-2026/,/grant/matsuyama-startup-support/,301,同一制度名・同一公式URLの完全重複を「松山市 創業資金利子補助金（日本政策金融公庫分）」へ統合するため
/grant/ehime-official-001-020-2026/,/grant/matsuyama-water-saving/,301,同一制度名・同一公式URLの完全重複を「松山市 雨水利用促進助成制度」へ統合するため
/grant/ehime-official-001-057-2026/,/grant/imabari-child-medical/,301,同一制度名・同一公式URLの完全重複を「今治市 こども医療費助成制度」へ統合するため
/grant/ehime-official-001-058-2026/,/grant/imabari-housing-reform/,301,同一制度名・同一公式URLの完全重複を「今治市 空き家リフォーム補助金」へ統合するため
/grant/ehime-official-001-059-2026/,/grant/imabari-startup-support/,301,同一制度名・同一公式URLの完全重複を「今治市 スタートアップ創業支援補助金」へ統合するため
/grant/ehime-official-001-061-2026/,/grant/imabari-block-wall-removal/,301,同一制度名・同一公式URLの完全重複を「今治市 ブロック塀等安全対策事業補助制度」へ統合するため
/grant/ehime-official-001-063-2026/,/grant/imabari-health-checkup-subsidy/,301,同一制度名・同一公式URLの完全重複を「今治市 国民健康保険短期人間ドック」へ統合するため
/grant/ehime-official-001-064-2026/,/grant/imabari-housing-purchase/,301,同一制度名・同一公式URLの完全重複を「今治市 住もういまばり！移住者住宅取得事業費補助金」へ統合するため
/grant/ehime-official-001-066-2026/,/grant/imabari-nursing-equipment/,301,同一制度名・同一公式URLの完全重複を「今治市 介護用品の支給」へ統合するため
/grant/ehime-official-001-067-2026/,/grant/imabari-school-lunch-subsidy/,301,同一制度名・同一公式URLの完全重複を「今治市 令和8年度市立小学校給食費無償化」へ統合するため
/grant/ehime-official-001-068-2026/,/grant/imabari-seismic-diagnosis/,301,同一制度名・同一公式URLの完全重複を「今治市 木造住宅耐震診断補助」へ統合するため
/grant/ehime-official-002-027-2026/,/grant/niihama-child-medical/,301,同一制度名・同一公式URLの完全重複を「新居浜市 子ども医療費助成制度」へ統合するため
/grant/ehime-official-002-028-2026/,/grant/niihama-health-checkup-subsidy/,301,同一制度名・同一公式URLの完全重複を「新居浜市 令和8年度一日人間ドック」へ統合するため
/grant/fuchu-wooden-house-seismic-subsidy-2026/,/grant/fuchu-housing-earthquake/,301,同一制度名・同一公式URLの完全重複を「府中市 木造住宅耐震診断・耐震改修等助成事業」へ統合するため
/grant/fujiyoshida-official-001-024-2026-yamanashi/,/grant/fujiyoshida-vacant-house-renovation/,301,同一制度名・同一公式URLの完全重複を「富士吉田市 中古物件改修支援奨励金」へ統合するため
/grant/fukuoka-child-medical-aid/,/grant/fukuoka-city-child-medical/,301,同一制度名・同一公式URLの完全重複を「福岡市 子ども医療費助成制度」へ統合するため
/grant/fukuoka-official-001-019-2026/,/grant/fukuoka-city-block-wall-removal-2026/,301,同一制度名・同一公式URLの完全重複を「福岡市 ブロック塀等除却費補助事業」へ統合するため
/grant/fukuoka-official-001-020-2026/,/grant/fukuoka-city-child-medical/,301,同一制度名・同一公式URLの完全重複を「福岡市 子ども医療費助成制度」へ統合するため
/grant/fukuoka-official-002-003-2026/,/grant/iizuka-child-medical/,301,同一制度名・同一公式URLの完全重複を「飯塚市 子ども医療費支給制度」へ統合するため
/grant/fukuoka-official-002-005-2026/,/grant/iizuka-startup-support/,301,同一制度名・同一公式URLの完全重複を「飯塚市 新規創業支援資金融資制度」へ統合するため
/grant/fukuoka-official-002-016-2026/,/grant/tagawa-hearing-aid-support-2026/,301,同一制度名・同一公式URLの完全重複を「田川市 難聴者補聴器購入助成」へ統合するため
/grant/fukuoka-official-004-044-2026/,/grant/onojo-infertility/,301,同一制度名・同一公式URLの完全重複を「大野城市 不育症・不妊治療費の助成制度」へ統合するため
/grant/fukushima-child-support/,/grant/fukushima-child-medical-support-official/,301,同一制度名・同一公式URLの完全重複を「福島県 子どもの医療費助成」へ統合するため
/grant/gifu-city-結婚新生活支援事業補助金lywed-rent/,/grant/gifu-city-newlywed-rent/,301,同一制度名・同一公式URLの完全重複を「岐阜市結婚新生活支援事業補助金」へ統合するため
/grant/gifu-official-001-007-2026/,/grant/gifu-city-disability-medical/,301,同一制度名・同一公式URLの完全重複を「岐阜市 重度心身障害者等医療費助成制度」へ統合するため
/grant/gifu-official-001-017-2026/,/grant/ogaki-child-medical/,301,同一制度名・同一公式URLの完全重複を「大垣市 子ども医療費助成制度」へ統合するため
/grant/hanamaki-child-medical-aid/,/grant/hanamaki-child-medical/,301,同一制度名・同一公式URLの完全重複を「花巻市 子ども医療費助成」へ統合するため
/grant/hanyu-home-renovation-subsidy-2026/,/grant/hanyu-housing-purchase/,301,同一制度名・同一公式URLの完全重複を「羽生市 住宅改修（リフォーム）補助金」へ統合するため
/grant/hirosaki-child-medical-aid/,/grant/hirosaki-child-medical/,301,同一制度名・同一公式URLの完全重複を「弘前市 子ども医療費給付」へ統合するため
/grant/hokkaido-agriculture-結婚新生活支援事業補助金/,/grant/hokkaido-agriculture-new/,301,同一制度名・同一公式URLの完全重複を「北海道 農業次世代人材投資資金」へ統合するため
/grant/hyogo-official-001-053-2026/,/grant/akashi-infertility-treatment/,301,同一制度名・同一公式URLの完全重複を「明石市 不妊治療費助成事業」へ統合するため
/grant/hyogo-official-002-051-2026/,/grant/toyooka-child-medical-2026/,301,同一制度名・同一公式URLの完全重複を「豊岡市 こども医療費助成制度」へ統合するため
/grant/hyogo-official-005-019-2026/,/grant/yabu-child-medical-2026/,301,同一制度名・同一公式URLの完全重複を「養父市 こども医療費助成制度」へ統合するため
/grant/hyogo-official-007-006-2026/,/grant/taka-child-medical-2026/,301,同一制度名・同一公式URLの完全重複を「多可町 こども医療費助成制度」へ統合するため
/grant/hyogo-official-007-019-2026/,/grant/inami-child-medical-2026/,301,同一制度名・同一公式URLの完全重複を「稲美町 こども医療費助成制度」へ統合するため
/grant/kagawa-official-001-016-2026/,/grant/marugame-health-checkup-subsidy/,301,同一制度名・同一公式URLの完全重複を「丸亀市 人間ドック診査料の一部助成制度」へ統合するため
/grant/kagawa-official-001-032-2026/,/grant/sakaide-child-medical-aid/,301,同一制度名・同一公式URLの完全重複を「坂出市 子ども医療費助成制度」へ統合するため
/grant/kagoshima-child-medical-aid/,/grant/kagoshima-city-child-medical/,301,同一制度名・同一公式URLの完全重複を「鹿児島市 こども医療費助成制度」へ統合するため
/grant/kagoshima-city-block-wall-removal-2026/,/grant/kagoshima-block-wall-removal/,301,同一制度名・同一公式URLの完全重複を「鹿児島市 ブロック塀等の撤去費補助」へ統合するため
/grant/kagoshima-official-001-007-2026/,/grant/kagoshima-city-migration-support/,301,同一制度名・同一公式URLの完全重複を「鹿児島市 移住・就業等支援事業（移住支援金制度）」へ統合するため
/grant/kagoshima-official-003-012-2026/,/grant/kirishima-child-medical/,301,同一制度名・同一公式URLの完全重複を「霧島市 子ども医療費助成制度」へ統合するため
/grant/kagoshima-official-004-028-2026/,/grant/amami-child-medical-aid/,301,同一制度名・同一公式URLの完全重複を「奄美市 子ども医療費給付制度」へ統合するため
/grant/kakogawa-child-medical-2026/,/grant/kakogawa-child-medical/,301,同一制度名・同一公式URLの完全重複を「加古川市 こども医療費助成制度」へ統合するため
/grant/kamagaya-marriage-結婚新生活支援事業補助金-life-support-2026/,/grant/kamagaya-newlywed-rent/,301,同一制度名・同一公式URLの完全重複を「鎌ケ谷市 結婚新生活支援事業」へ統合するため
/grant/kanoya-child-medical-aid/,/grant/kanoya-child-medical/,301,同一制度名・同一公式URLの完全重複を「鹿屋市 子ども医療費助成制度」へ統合するため
/grant/karatsu-child-medical-aid/,/grant/karatsu-child-medical/,301,同一制度名・同一公式URLの完全重複を「唐津市 子どもの医療費助成」へ統合するため
/grant/katsushika-fire-extinguisher-purchase-subsidy-2026/,/grant/katsushika-bousai-equipment/,301,同一制度名・同一公式URLの完全重複を「葛飾区 消火器購入支援事業補助金」へ統合するため
/grant/kirishima-child-medical-aid/,/grant/kirishima-child-medical/,301,同一制度名・同一公式URLの完全重複を「霧島市 子ども医療費助成制度」へ統合するため
/grant/kitami-child-medical-aid-2026/,/grant/kitami-child-medical/,301,同一制度名・同一公式URLの完全重複を「北見市 子ども医療費助成」へ統合するため
/grant/kitami-zero-carbon-equipment-support-2026/,/grant/kitami-energy-support/,301,同一制度名・同一公式URLの完全重複を「北見市 ゼロカーボン推進事業補助金」へ統合するため
/grant/kochi-child-medical-aid/,/grant/kochi-city-child-medical/,301,同一制度名・同一公式URLの完全重複を「高知市 子ども医療費助成事業」へ統合するため
/grant/kochi-city-block-wall-retrofit-2026/,/grant/kochi-block-wall-removal/,301,同一制度名・同一公式URLの完全重複を「高知市 ブロック塀等の耐震対策補助制度」へ統合するため
/grant/kochi-city-business-challenge-support-2026/,/grant/kochi-startup-support/,301,同一制度名・同一公式URLの完全重複を「高知市 空き店舗活用創業支援事業」へ統合するため
/grant/kochi-official-001-049-2026/,/grant/nankoku-child-medical-aid/,301,同一制度名・同一公式URLの完全重複を「南国市 乳幼児・児童医療費助成制度」へ統合するため
/grant/kofu-child-medical-aid/,/grant/kofu-child-medical/,301,同一制度名・同一公式URLの完全重複を「甲府市 すこやか子育て医療費助成」へ統合するため
/grant/kofu-official-001-010-2026-yamanashi/,/grant/kofu-hearing-aid-support-2026/,301,同一制度名・同一公式URLの完全重複を「甲府市 高齢者補聴器購入費助成事業」へ統合するため
/grant/kofu-official-001-016-2026-yamanashi/,/grant/kofu-child-medical/,301,同一制度名・同一公式URLの完全重複を「甲府市 すこやか子育て医療費助成」へ統合するため
/grant/kofu-uij-turn/,/grant/kofu-migration-support/,301,同一制度名・同一公式URLの完全重複を「甲府市 移住支援金交付事業」へ統合するため
/grant/koganei-re結婚新生活支援事業補助金able-energy-equipment-subsidy-2026/,/grant/koganei-housing-eco/,301,同一制度名・同一公式URLの完全重複を「小金井市 住宅用新エネルギー機器等普及促進補助金」へ統合するため
/grant/koriyama-infertility/,/grant/koriyama-assisted-reproduction-transport/,301,同一制度名・同一公式URLの完全重複を「郡山市 生殖補助医療交通費支援事業」へ統合するため
/grant/koshigaya-child-medical-aid/,/grant/koshigaya-child-medical/,301,同一制度名・同一公式URLの完全重複を「越谷市 こども医療費支給制度」へ統合するため
/grant/koto-pregnant-women-support-benefit-2026/,/grant/koto-birth-bonus/,301,同一制度名・同一公式URLの完全重複を「江東区 出産・子育て応援給付金（妊婦のための支援給付）」へ統合するため
/grant/kumamoto-official-001-001-2026/,/grant/kumamoto-city-child-medical/,301,同一制度名・同一公式URLの完全重複を「熊本市 こども医療費助成（ひまわりカード）」へ統合するため
/grant/kumamoto-official-001-002-2026/,/grant/kumamoto-exhibition-support-2026/,301,同一制度名・同一公式URLの完全重複を「熊本市 展示会等出展支援事業補助金」へ統合するため
/grant/kumamoto-official-001-003-2026/,/grant/kumamoto-shopping-street-opening-2026/,301,同一制度名・同一公式URLの完全重複を「熊本市 商店街出店支援事業」へ統合するため
/grant/kumamoto-official-001-004-2026/,/grant/kumamoto-city-elderly-hearing-aid-2026/,301,同一制度名・同一公式URLの完全重複を「熊本市 難聴高齢者補聴器購入費助成」へ統合するため
/grant/kumamoto-official-001-007-2026/,/grant/kumamoto-city-disability-medical/,301,同一制度名・同一公式URLの完全重複を「熊本市 重度心身障がい者（児）医療費助成」へ統合するため
/grant/kumamoto-official-001-008-2026/,/grant/kumamoto-city-energy-support/,301,同一制度名・同一公式URLの完全重複を「熊本市 省エネルギー機器等導入推進事業補助金」へ統合するため
/grant/kumamoto-official-001-065-2026/,/grant/minamata-block-wall-removal-2026/,301,同一制度名・同一公式URLの完全重複を「水俣市 危険ブロック塀等安全確保支援事業補助金」へ統合するため
/grant/kure-child-medical-aid/,/grant/kure-child-medical/,301,同一制度名・同一公式URLの完全重複を「呉市 こども医療費助成制度」へ統合するため
/grant/kure-school-lunch-subsidy/,/grant/kure-school-lunch/,301,同一制度名・同一公式URLの完全重複を「呉市 令和8年度学校給食費の実質無償化」へ統合するため
/grant/kyoto-employment-scholarship-repayment-2026/,/grant/kyoto-work-scholarship-repayment/,301,同一制度名・同一公式URLの完全重複を「京都府 就労・奨学金返済一体型支援事業」へ統合するため
/grant/kyoto-traditional-craft/,/grant/kyoto-city-sme-support/,301,同一制度名・同一公式URLの完全重複を「京都市 伝統産業技術後継者育成資金」へ統合するため
/grant/marugame-child-medical-aid/,/grant/marugame-child-medical/,301,同一制度名・同一公式URLの完全重複を「丸亀市 こども医療費助成制度」へ統合するため
/grant/matsumoto-結婚新生活支援事業補助金lywed-rent/,/grant/matsumoto-newlywed-rent/,301,同一制度名・同一公式URLの完全重複を「松本市 結婚新生活支援事業補助金」へ統合するため
/grant/matsuyama-block-wall-safety-2026/,/grant/matsuyama-block-wall-removal/,301,同一制度名・同一公式URLの完全重複を「松山市 ブロック塀等安全対策補助事業」へ統合するため
/grant/matsuyama-child-medical-aid/,/grant/matsuyama-child-medical/,301,同一制度名・同一公式URLの完全重複を「松山市 子ども医療費助成」へ統合するため
/grant/mie-official-001-030-2026/,/grant/yokkaichi-disability-medical/,301,同一制度名・同一公式URLの完全重複を「四日市市 障害者医療費助成」へ統合するため
/grant/mie-student-scholarship-repayment-2026/,/grant/mie-youth-scholarship-repayment/,301,同一制度名・同一公式URLの完全重複を「三重県 地域と若者の未来を拓く学生奨学金返還支援事業」へ統合するため
/grant/mitaka-zero-energy-town-incentive-2026/,/grant/mitaka-housing-purchase/,301,同一制度名・同一公式URLの完全重複を「三鷹市 ゼロエネルギータウン奨励事業」へ統合するため
/grant/mitaka-結婚新生活支援事業補助金-energy-equipment-subsidy-2026/,/grant/mitaka-eco-reform/,301,同一制度名・同一公式URLの完全重複を「三鷹市 新エネルギー・省エネルギー設備設置助成金」へ統合するため
/grant/miyazaki-official-001-001-2026/,/grant/nobeoka-child-medical/,301,同一制度名・同一公式URLの完全重複を「延岡市 子ども医療費助成制度」へ統合するため
/grant/nankoku-scholarship-repayment-2026/,/grant/nankoku-scholarship-repayment/,301,同一制度名・同一公式URLの完全重複を「南国市 奨学金返還支援補助金」へ統合するため
/grant/narita-marriage-結婚新生活支援事業補助金-life-support-2026/,/grant/narita-newlywed-rent/,301,同一制度名・同一公式URLの完全重複を「成田市 結婚新生活支援事業」へ統合するため
/grant/nenkin-seikatsusha-shien-kyuufukin/,/grant/nenkingata-seikatsu-shien-kyuufukin/,301,同一制度名・同一公式URLの完全重複を「年金生活者支援給付金」へ統合するため
/grant/niihama-child-medical-aid/,/grant/niihama-child-medical/,301,同一制度名・同一公式URLの完全重複を「新居浜市 子ども医療費助成制度」へ統合するため
/grant/nishinomiya-child-medical-2026/,/grant/nishinomiya-child-medical/,301,同一制度名・同一公式URLの完全重複を「西宮市 こども医療費助成制度」へ統合するため
/grant/okayama-child-medical-aid/,/grant/okayama-city-child-medical/,301,同一制度名・同一公式URLの完全重複を「岡山市 子ども医療費助成制度」へ統合するため
/grant/okayama-official-001-006-2026/,/grant/okayama-city-child-medical/,301,同一制度名・同一公式URLの完全重複を「岡山市 子ども医療費助成制度」へ統合するため
/grant/okayama-official-001-036-2026/,/grant/kurashiki-migration-support-2026/,301,同一制度名・同一公式URLの完全重複を「倉敷市 移住支援金」へ統合するため
/grant/okayama-official-001-045-2026/,/grant/tsuyama-child-medical-aid/,301,同一制度名・同一公式URLの完全重複を「津山市 子ども医療費公費負担制度」へ統合するため
/grant/okayama-official-001-052-2026/,/grant/tsuyama-juutaku-reform/,301,同一制度名・同一公式URLの完全重複を「津山市 空き家活用定住促進事業補助金」へ統合するため
/grant/okayama-official-001-059-2026/,/grant/tamano-child-medical-aid/,301,同一制度名・同一公式URLの完全重複を「玉野市 こども医療費助成制度」へ統合するため
/grant/okayama-official-001-097-2026/,/grant/kasaoka-elderly-taxi/,301,同一制度名・同一公式URLの完全重複を「笠岡市 高齢者タクシー利用助成制度」へ統合するため
/grant/okayama-official-002-025-2026/,/grant/soja-child-medical-aid/,301,同一制度名・同一公式URLの完全重複を「総社市 小児医療費助成」へ統合するため
/grant/okinawa-official-005-001-2026/,/grant/kadena-living-support-voucher-2026/,301,同一制度名・同一公式URLの完全重複を「嘉手納町 生活支援商品券配布事業」へ統合するため
/grant/okinawa-official-005-002-2026/,/grant/kadena-housing-renovation-support-2026/,301,同一制度名・同一公式URLの完全重複を「嘉手納町 住宅リフォーム支援事業補助金」へ統合するため
/grant/okinawa-official-005-003-2026/,/grant/kadena-結婚新生活支援事業補助金-housing-acquisition-support-2026/,301,同一制度名・同一公式URLの完全重複を「嘉手納町 新築住宅等取得補助金」へ統合するため
/grant/okinawa-official-005-004-2026/,/grant/kadena-building-demolition-support-2026/,301,同一制度名・同一公式URLの完全重複を「嘉手納町 建物除却補助金」へ統合するため
/grant/okinawa-official-005-006-2026/,/grant/kadena-school-entrance-congratulatory-benefit-2026/,301,同一制度名・同一公式URLの完全重複を「嘉手納町 入学祝金」へ統合するため
/grant/okinawa-official-005-007-2026/,/grant/kadena-advanced-infertility-treatment-subsidy-2026/,301,同一制度名・同一公式URLの完全重複を「嘉手納町 先進医療不妊治療費助成事業」へ統合するため
/grant/okinawa-official-005-008-2026/,/grant/kadena-cancer-appearance-care-support-2026/,301,同一制度名・同一公式URLの完全重複を「嘉手納町 がん患者アピアランスケア支援事業」へ統合するため
/grant/okinawa-official-005-009-2026/,/grant/kadena-young-cancer-home-care-support-2026/,301,同一制度名・同一公式URLの完全重複を「嘉手納町 若年がん患者在宅療養生活支援事業」へ統合するため
/grant/okinawa-official-007-035-2026/,/grant/kitadaito-childbirth-celebration-grant-2026/,301,同一制度名・同一公式URLの完全重複を「北大東村 出産お祝い金」へ統合するため
/grant/okinawa-official-008-020-2026/,/grant/kumejima-price-hike-cash-benefit-2026/,301,同一制度名・同一公式URLの完全重複を「久米島町 物価高騰重点支援臨時交付金現金給付事業」へ統合するため
/grant/osaka-official-003-044-2026/,/grant/yao-child-medical/,301,同一制度名・同一公式URLの完全重複を「八尾市 子ども医療費助成制度」へ統合するため
/grant/osaka-official-004-015-2026/,/grant/neyagawa-child-medical/,301,同一制度名・同一公式URLの完全重複を「寝屋川市 子ども医療費助成制度」へ統合するため
/grant/otsu-childcare-subsidy/,/grant/otsu-child-medical/,301,同一制度名・同一公式URLの完全重複を「大津市 子どもの医療費助成」へ統合するため
/grant/otsuki-official-001-082-2026-yamanashi/,/grant/otsuki-child-medical-aid/,301,同一制度名・同一公式URLの完全重複を「大月市 子育て支援医療費助成制度」へ統合するため
/grant/saga-child-medical-aid/,/grant/saga-city-child-medical/,301,同一制度名・同一公式URLの完全重複を「佐賀市 子どもの医療費助成制度」へ統合するため
/grant/saga-city-severe-disability-medical-subsidy-2026/,/grant/saga-city-disability-medical/,301,同一制度名・同一公式URLの完全重複を「佐賀市 重度心身障害者医療費助成」へ統合するため
/grant/saga-official-001-046-2026/,/grant/tosu-child-medical-aid/,301,同一制度名・同一公式URLの完全重複を「鳥栖市 子どもの医療費助成制度」へ統合するため
/grant/sakata-child-medical-aid/,/grant/sakata-child-medical/,301,同一制度名・同一公式URLの完全重複を「酒田市 子育て支援医療」へ統合するため
/grant/sano-infertility/,/grant/sano-infertility-support/,301,同一制度名・同一公式URLの完全重複を「佐野市 不妊治療費助成」へ統合するため
/grant/satsumasendai-child-medical-aid/,/grant/satsumasendai-child-medical/,301,同一制度名・同一公式URLの完全重複を「薩摩川内市 子ども医療費給付事業」へ統合するため
/grant/shiga-official-001-067-2026/,/grant/kusatsu-recurrent-pregnancy-loss-support/,301,同一制度名・同一公式URLの完全重複を「草津市 不育症治療費助成金交付事業」へ統合するため
/grant/shimane-official-001-029-2026/,/grant/hamada-marriage-結婚新生活支援事業補助金-life-support-2026/,301,同一制度名・同一公式URLの完全重複を「浜田市 結婚新生活支援事業補助金」へ統合するため
/grant/shimane-pharmacist-scholarship-repayment-2026/,/grant/shimane-pharmacist-scholarship-repayment/,301,同一制度名・同一公式URLの完全重複を「島根県 薬剤師奨学金返還助成事業」へ統合するため
/grant/shimonoseki-scholarship-repayment/,/grant/shimonoseki-scholarship/,301,同一制度名・同一公式URLの完全重複を「下関市奨学金返還支援補助金制度」へ統合するため
/grant/shinagawa-fertility-treatment-subsidy-2026/,/grant/shinagawa-infertility/,301,同一制度名・同一公式URLの完全重複を「品川区 不妊治療（生殖補助医療）医療費助成」へ統合するため
/grant/shizuoka-official-001-041-2026/,/grant/numazu-child-medical/,301,同一制度名・同一公式URLの完全重複を「沼津市 こども医療費助成」へ統合するため
/grant/shizuoka-official-001-045-2026/,/grant/numazu-housing-reform/,301,同一制度名・同一公式URLの完全重複を「沼津市 住宅用新エネ・省エネ機器設置費及び省エネリフォーム費補助金」へ統合するため
/grant/shokugyou-kunren-ukekou-kyuufukin-kyuushokusha/,/grant/shokugyou-kunren-ukekou-kyuufukin/,301,同一制度名・同一公式URLの完全重複を「職業訓練受講給付金（求職者支援制度）」へ統合するため
/grant/taito-child-rearing-house-renovation-subsidy-2026/,/grant/taito-housing-purchase/,301,同一制度名・同一公式URLの完全重複を「台東区 子育て世帯住宅リフォーム支援制度」へ統合するため
/grant/takamatsu-child-medical-aid/,/grant/takamatsu-child-medical/,301,同一制度名・同一公式URLの完全重複を「高松市 子ども医療費助成」へ統合するため
/grant/takaoka-child-medical-aid/,/grant/takaoka-child-medical/,301,同一制度名・同一公式URLの完全重複を「高岡市 こども医療費助成」へ統合するため
/grant/takarazuka-child-medical-2026/,/grant/takarazuka-child-medical/,301,同一制度名・同一公式URLの完全重複を「宝塚市 こども医療費助成制度」へ統合するため
/grant/tokushima-city-block-wall-retrofit-2026/,/grant/tokushima-block-wall-removal/,301,同一制度名・同一公式URLの完全重複を「徳島市 危険ブロック塀等耐震化事業」へ統合するため
/grant/tokushima-official-001-011-2026/,/grant/tokushima-child-medical-aid/,301,同一制度名・同一公式URLの完全重複を「徳島市 子ども医療費助成制度」へ統合するため
/grant/tokushima-official-001-023-2026/,/grant/naruto-child-medical-aid/,301,同一制度名・同一公式URLの完全重複を「鳴門市 子どもはぐくみ医療費助成制度」へ統合するため
/grant/tokushima-official-001-033-2026/,/grant/naruto-juutaku-reform/,301,同一制度名・同一公式URLの完全重複を「鳴門市 住宅安心リフォーム支援事業」へ統合するため
/grant/tokushima-official-001-034-2026/,/grant/naruto-startup-support/,301,同一制度名・同一公式URLの完全重複を「鳴門市 創業促進事業」へ統合するため
/grant/toyama-child-medical-aid/,/grant/toyama-city-child-medical/,301,同一制度名・同一公式URLの完全重複を「富山市 こども医療費助成」へ統合するため
/grant/toyota-結婚新生活支援事業補助金lywed-rent/,/grant/toyota-newlywed-rent/,301,同一制度名・同一公式URLの完全重複を「豊田市 結婚新生活支援補助金」へ統合するため
/grant/tsu-childcare-subsidy/,/grant/tsu-child-medical/,301,同一制度名・同一公式URLの完全重複を「津市 子ども医療費助成制度」へ統合するため
/grant/tsuchiura-marriage-結婚新生活支援事業補助金-life-support-2026/,/grant/tsuchiura-newlywed-rent-v2/,301,同一制度名・同一公式URLの完全重複を「土浦市 結婚新生活支援事業補助金」へ統合するため
/grant/tsuchiura-結婚新生活支援事業補助金lywed-rent-v2/,/grant/tsuchiura-newlywed-rent-v2/,301,同一制度名・同一公式URLの完全重複を「土浦市 結婚新生活支援事業補助金」へ統合するため
