municipality,priority,rescore,title,url,anchor,snippet
"小牧市","strong","170","中小企業省エネルギー設備等導入補助金／小牧市","https://www.city.komaki.aichi.jp/admin/soshiki/chiikikassei/syoukou/1/6/2/9062.html","省エネルギー設備等導入補助金","中小企業省エネルギー設備等導入補助金／小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 閉じる 文字サイズ 背景色変更 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 現在のページ ホーム 小牧市公式ホームページ 組織・機構 地域活性化営業部 商工振興課 新産業創出係 商工業 各種補助金制度 中小企業省エネルギー設備等導入補助金 中小企業省エネルギー設備等導入補助金 更新日：2026年04月01日 ページID： 9062 省エネルギー診断における提案に基づいて市内に所在する事業所に省エネルギー設備等を導入する方に経費の一部を補助する制度です。 現在の予算執行率は コチラ 対象者 次の用件を全て満たす方です。 中小企業者である方（ただし、みなし大企業は除く） "
"小牧市","strong","170","中小企業地場産品創出支援補助金／小牧市","https://www.city.komaki.aichi.jp/admin/soshiki/chiikikassei/syoukou/1/6/2/44651.html","地場産品創出支援補助金","中小企業地場産品創出支援補助金／小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 閉じる 文字サイズ 背景色変更 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 現在のページ ホーム 小牧市公式ホームページ 組織・機構 地域活性化営業部 商工振興課 新産業創出係 商工業 各種補助金制度 中小企業地場産品創出支援補助金 中小企業地場産品創出支援補助金 更新日：2024年03月28日 ページID： 44651 市内での新たな商品開発・製造とEC市場（電子商取引市場）、ふるさと納税市場への進出に向けた設備導入に要する経費の一部を補助します。 現在の予算執行率は コチラ 対象者 次のいずれにも該当する方 中小企業者である方 市内に事業所を有し、当該事業所において事業"
"小牧市","strong","170","中小企業新産業技術開発支援補助金／小牧市","https://www.city.komaki.aichi.jp/admin/soshiki/chiikikassei/syoukou/1/6/2/7140.html","新産業技術開発支援補助金","中小企業新産業技術開発支援補助金／小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 閉じる 文字サイズ 背景色変更 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 現在のページ ホーム 小牧市公式ホームページ 組織・機構 地域活性化営業部 商工振興課 新産業創出係 商工業 各種補助金制度 中小企業新産業技術開発支援補助金 中小企業新産業技術開発支援補助金 更新日：2026年04月01日 ページID： 7140 企業の新技術等の研究開発を支援するため、公的機関等が行う製品の品質管理、品質改善及び製品開発等に必要な依頼試験等を利用する事業者に対し、その利用に要した手数料又は、利用料の一部を補助する制度です。 現在の予算執行率は コチラ 対象者 次のいずれにも該当"
"小牧市","strong","170","中小企業知的財産権取得事業費補助金／小牧市","https://www.city.komaki.aichi.jp/admin/soshiki/chiikikassei/syoukou/1/6/2/9058.html","知的財産権取得事業費補助金","中小企業知的財産権取得事業費補助金／小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 閉じる 文字サイズ 背景色変更 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 現在のページ ホーム 小牧市公式ホームページ 組織・機構 地域活性化営業部 商工振興課 新産業創出係 商工業 各種補助金制度 中小企業知的財産権取得事業費補助金 中小企業知的財産権取得事業費補助金 更新日：2026年04月01日 ページID： 9058 知的財産の活用を推進し、企業価値及び資質の向上を図るため、 国内 及び 海外 における知的財産権の取得をしようとする事業者に対し、その経費の一部を補助する制度です。 ～令和7年10月より、海外知的財産権の取得に係る経費も一部補助対象となりました～"
"小牧市","strong","170","中小企業販路開拓支援補助金／小牧市","https://www.city.komaki.aichi.jp/admin/soshiki/chiikikassei/syoukou/1/6/2/9060.html","販路開拓支援補助金","中小企業販路開拓支援補助金／小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 閉じる 文字サイズ 背景色変更 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 現在のページ ホーム 小牧市公式ホームページ 組織・機構 地域活性化営業部 商工振興課 新産業創出係 商工業 各種補助金制度 中小企業販路開拓支援補助金 中小企業販路開拓支援補助金 更新日：2026年04月01日 ページID： 9060 技術及び製品の販路を拡大し、新規需要の開拓を促進するため、展示会等に出展する事業者に対し、その経費の一部を補助する制度です。 現在の予算執行率は コチラ 対象者 次の用件を全て満たす方です。 中小企業者である方（ただし、みなし大企業は除く） 市内に事業所を有し、当該事業"
"小牧市","strong","170","次世代産業関係の補助制度／小牧市","https://www.city.komaki.aichi.jp/admin/soshiki/chiikikassei/kigyouricchi/1/nextgeneration/hojo/index.html","次世代産業関係の補助制度","次世代産業関係の補助制度／小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 閉じる 文字サイズ 背景色変更 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 現在のページ ホーム 小牧市公式ホームページ 組織・機構 地域活性化営業部 企業立地・次世代産業推進課 企業立地・次世代産業係 次世代産業関係 次世代産業関係の補助制度 次世代産業関係の補助制度 更新日：2022年05月31日 ページID： 35326 小牧市中小企業次世代産業設備等導入補助金 小牧市次世代産業販路開拓支援補助金 小牧市航空宇宙産業認証費補助金 小牧市次世代産業インターンシップ受入助成金 小牧市次世代産業人材育成研修費補助金 この記事に関するお問い合わせ先 地域活性化営業部 企業立地・次世"
"小牧市","strong","170","小牧市中小企業次世代産業設備等導入補助金／小牧市","https://www.city.komaki.aichi.jp/admin/soshiki/chiikikassei/kigyouricchi/1/nextgeneration/hojo/7138.html","","小牧市中小企業次世代産業設備等導入補助金／小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 閉じる 文字サイズ 背景色変更 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 現在のページ ホーム 小牧市公式ホームページ 組織・機構 地域活性化営業部 企業立地・次世代産業推進課 企業立地・次世代産業係 次世代産業関係 次世代産業関係の補助制度 小牧市中小企業次世代産業設備等導入補助金 小牧市中小企業次世代産業設備等導入補助金 更新日：2024年04月01日 ページID： 7138 次世代産業の分野における製品の開発、生産等を行うために新たな設備等を導入する市内の中小企業者に対し、その経費の一部を補助します。 案内チラシ 小牧市中小企業次世代産業設備等導入補助金の"
"小牧市","strong","170","起業・会社設立支援補助金／小牧市","https://www.city.komaki.aichi.jp/admin/soshiki/chiikikassei/syoukou/1/6/2/7129.html","","起業・会社設立支援補助金／小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 閉じる 文字サイズ 背景色変更 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 現在のページ ホーム 小牧市公式ホームページ 組織・機構 地域活性化営業部 商工振興課 新産業創出係 商工業 各種補助金制度 起業・会社設立支援補助金 起業・会社設立支援補助金 更新日：2026年04月01日 ページID： 7129 市内で新たに会社を設立する方に対し、会社設立までに要する費用の一部を補助する制度です。 現在の予算執行率は コチラ 対象者 新たに会社を設立する方で次の要件を全て満たす方です。 （注意）会社とは、会社法に定める株式会社、合名会社、合資会社又は合同会社をいいます。 市内に本店所"
"小牧市","strong","170","小牧市中小企業デジタル化支援補助金／小牧市","https://www.city.komaki.aichi.jp/admin/soshiki/chiikikassei/syoukou/1/6/2/40561.html","","小牧市中小企業デジタル化支援補助金／小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 閉じる 文字サイズ 背景色変更 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 現在のページ ホーム 小牧市公式ホームページ 組織・機構 地域活性化営業部 商工振興課 新産業創出係 商工業 各種補助金制度 小牧市中小企業デジタル化支援補助金 小牧市中小企業デジタル化支援補助金 更新日：2026年04月01日 ページID： 40561 生産性向上のため、デジタル技術を導入する事業者に対し、その経費の一部を補助します。 現在の予算執行率は コチラ 対象者 次の用件を全て満たす方です。 中小企業者である方（ただし、みなし大企業は除く） 市内に事業所を有し、当該事業所において事業を"
"小牧市","strong","170","結婚新生活支援補助金／小牧市","https://www.city.komaki.aichi.jp/admin/soshiki/kodomomirai/deai_kekkon/deai_kekkon/FAQ/shinseikatsushien/index.html","結婚新生活支援補助金 よくある質問","結婚新生活支援補助金／小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 閉じる 文字サイズ 背景色変更 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 現在のページ ホーム 小牧市公式ホームページ 組織・機構 こども未来部 出会い・結婚支援室 出会い・結婚支援係 よくある質問 結婚新生活支援補助金 結婚新生活支援補助金 更新日：2026年05月25日 ページID： 51700 結婚新生活支援補助金の対象となる方（要件）について 結婚新生活支援補助金における所得の考え方について 結婚新生活支援補助金の対象となる費用について 結婚新生活支援補助金の申請手続きについて、その他 よくある質問 小牧市役所 〒485-8650 愛知県小牧市堀の内三丁目１番地 [ 小牧市"
"小牧市","strong","170","結婚支援／小牧市","https://www.city.komaki.aichi.jp/admin/soshiki/kodomomirai/deai_kekkon/deai_kekkon/konkatsu/index.html","結婚支援","結婚支援／小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 閉じる 文字サイズ 背景色変更 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 現在のページ ホーム 小牧市公式ホームページ 組織・機構 こども未来部 出会い・結婚支援室 出会い・結婚支援係 結婚支援 結婚支援 更新日：2023年06月02日 ページID： 603 結婚支援事業について 結婚新生活支援補助金 こまき結婚相談 【令和8年度も実施します】婚活イベント「こまりっじ」 ライフデザインセミナー 結婚支援に関するアンケート結果について 【イベントは終了しました】市主催婚活イベント「節分×恵方巻きコンinこまき」について 【イベントは終了しました】市主催婚活イベント第2弾「スポコンinこまき」を開"
"小牧市","strong","170","生活困窮者自立支援制度／小牧市","https://www.city.komaki.aichi.jp/admin/soshiki/fukushi/fukushisoumu/2/1/index.html","生活困窮者自立支援制度","生活困窮者自立支援制度／小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 閉じる 文字サイズ 背景色変更 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 現在のページ ホーム 小牧市公式ホームページ 組織・機構 福祉部 福祉総務課 社会福祉係 生活困窮者自立支援制度 生活困窮者自立支援制度 更新日：2020年04月03日 ページID： 1567 住居確保給付金（家賃補助）のご案内 生活自立相談支援窓口を開設しました 就労準備支援事業と家計改善支援事業のご案内 ひきこもり状態にある方についての実態調査 住居確保給付金（転居費用補助）のご案内 社会福祉係 小牧市役所 〒485-8650 愛知県小牧市堀の内三丁目１番地 [ 小牧市役所の地図 ] 代表電話番号：05"
"小牧市","strong","170","住居確保給付金（転居費用補助）のご案内／小牧市","https://www.city.komaki.aichi.jp/admin/soshiki/fukushi/fukushisoumu/2/1/51516.html","","住居確保給付金（転居費用補助）のご案内／小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 閉じる 文字サイズ 背景色変更 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 現在のページ ホーム 小牧市公式ホームページ 組織・機構 福祉部 福祉総務課 社会福祉係 生活困窮者自立支援制度 住居確保給付金（転居費用補助）のご案内 住居確保給付金（転居費用補助）のご案内 更新日：2026年04月01日 ページID： 51516 1 住居確保給付金（転居費用補助）とは 収入が著しく減少し、家計改善のため、転居により家賃負担等を軽減する必要がある方で、支給要件を満たす方に対し、転居のための費用の一部を支給します。 住居確保給付金（転居費用補助）のご案内 (PDFファイル:"
"小牧市","strong","170","各種補助金制度／小牧市","https://www.city.komaki.aichi.jp/admin/soshiki/chiikikassei/syoukou/1/6/2/index.html","各種補助金制度","各種補助金制度／小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 閉じる 文字サイズ 背景色変更 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 現在のページ ホーム 小牧市公式ホームページ 組織・機構 地域活性化営業部 商工振興課 新産業創出係 商工業 各種補助金制度 各種補助金制度 更新日：2026年06月01日 ページID： 1968 補助金予算執行状況（令和8年6月1日時点） 補助金名 予算額 執行予定額 執行率 販路開拓支援補助金 14,000,000円 6,122,100円 44% 知的財産権取得事業費補助金 2,000,000円 900,000円 45% 新産業技術開発支援補助金 2,000,000円 0円 0% 地場産品創出支援補助金 3,0"
"小牧市","strong","170","中小企業ECサイト導入支援補助金／小牧市","https://www.city.komaki.aichi.jp/admin/soshiki/chiikikassei/syoukou/1/6/2/40668.html","","中小企業ECサイト導入支援補助金／小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 閉じる 文字サイズ 背景色変更 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 現在のページ ホーム 小牧市公式ホームページ 組織・機構 地域活性化営業部 商工振興課 新産業創出係 商工業 各種補助金制度 中小企業ECサイト導入支援補助金 中小企業ECサイト導入支援補助金 更新日：2026年04月01日 ページID： 40668 事業のPRや販路開拓のためにECサイトを新規作成又は改修する事業者に対し、経費の一部を補助します。 ※R6年度まで実施しておりましたウェブサイト導入支援補助金については、R6年度をもって終了しました。 現在の予算執行率は コチラ 対象者 次のいずれに"
"小牧市","strong","170","結婚新生活支援補助金／小牧市","https://www.city.komaki.aichi.jp/admin/soshiki/kodomomirai/deai_kekkon/deai_kekkon/konkatsu/41185.html","結婚新生活支援補助金","結婚新生活支援補助金／小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 小牧市 ホーム 市民の方へ 事業者の方へ イベント観光 市政 防災情報 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 閉じる 文字サイズ 背景色変更 Select Language Español Tiếng Việt Português English 한국 中文（简体字） 中文（繁体字） 現在のページ ホーム 小牧市公式ホームページ 組織・機構 こども未来部 出会い・結婚支援室 出会い・結婚支援係 結婚支援 結婚新生活支援補助金 結婚新生活支援補助金 更新日：2026年06月11日 ページID： 41185 申請期間 対象世帯 対象経費 補助上限 申請の前にご確認ください 申請に必要な書類 定住促進補助金・定住促進奨励金について 結婚生活をスタートする夫婦を応援する取組の一つとして、経済的理由により、結婚に踏み出せない方の経済的不安を軽減するため、結婚に伴う住居費用（家賃を含む）やリフォーム費"
