organization	title	url	seed	anchor	evidence
五島市	障がい者への支援、助成	https://www.city.goto.nagasaki.jp/li/kurashi/070/020/index.html	https://www.city.goto.nagasaki.jp/li/kurashi/070/020/030/index.html	障がい者への支援、助成	障がい者への支援、助成｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 文字サイズ変更・コントラスト変更機能を利用する場合は、javascriptをオンにしてください 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ &gt; くらしの情報 &gt; 障がい・生活福祉 &gt; 障がい者への支援、助成 障がい者への支援、助成 車いすの貸出（五島市社会福祉協議会） 医療費の給付、助成（福祉医療費支給制度、自立支援医療） 補装具の購入 日常生
五島市	交通費（タクシー・定期旅客船・バス等）の助成	https://www.city.goto.nagasaki.jp/s030/010/030/020/060/010/20190311230233.html	https://www.city.goto.nagasaki.jp/li/kurashi/070/020/030/index.html	交通費（タクシー・定期旅客船・バス等）の助成	交通費（タクシー・定期旅客船・バス等）の助成｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 文字サイズ変更・コントラスト変更機能を利用する場合は、javascriptをオンにしてください 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ &gt; くらしの情報 &gt; 障がい・生活福祉 &gt; 障がい者への支援、助成 &gt; 移動の支援 &gt; 交通費（タクシー・定期旅客船・バス等）の助成 交通費（タクシー・定期旅客船・バス等）
五島市	障がい者等の駐車場のご利用について	https://www.city.goto.nagasaki.jp/s030/010/030/020/060/040/20190311224601.html	https://www.city.goto.nagasaki.jp/li/kurashi/070/020/030/index.html	障がい者等の駐車場のご利用について	障がい者等の駐車場のご利用について｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 文字サイズ変更・コントラスト変更機能を利用する場合は、javascriptをオンにしてください 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ &gt; くらしの情報 &gt; 障がい・生活福祉 &gt; 障がい者への支援、助成 &gt; 移動の支援 &gt; 障がい者等の駐車場のご利用について 障がい者等の駐車場のご利用について 更新日：2025年11
五島市	乗り物の助成・割引	https://www.city.goto.nagasaki.jp/s030/010/030/020/060/020/20190311225910.html	https://www.city.goto.nagasaki.jp/li/kurashi/070/020/030/index.html	乗り物の助成・割引	乗り物の助成・割引｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 文字サイズ変更・コントラスト変更機能を利用する場合は、javascriptをオンにしてください 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ &gt; くらしの情報 &gt; 障がい・生活福祉 &gt; 障がい者への支援、助成 &gt; 移動の支援 &gt; 乗り物の助成・割引 乗り物の助成・割引 更新日：2021年11月10日 五島市障害者交通費助成事業 五島市に住
五島市	税金の控除、免除	https://www.city.goto.nagasaki.jp/li/kurashi/070/020/020/index.html	https://www.city.goto.nagasaki.jp/li/kurashi/070/020/030/index.html	税金の控除、免除	税金の控除、免除｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 文字サイズ変更・コントラスト変更機能を利用する場合は、javascriptをオンにしてください 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ &gt; くらしの情報 &gt; 障がい・生活福祉 &gt; 障がい者への支援、助成 &gt; 税金の控除、免除 税金の控除、免除 自動車税、軽自動車税、自動車税環境性能割の減免 相続税の控除 贈与税の非課税 所得税の障がい者控除
五島市	住居確保給付金の支給	https://www.city.goto.nagasaki.jp/s031/010/020/010/020/020/20200825141332.html	https://www.city.goto.nagasaki.jp/li/kurashi/070/050/010/index.html	住居確保給付金の支給	住居確保給付金の支給｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 文字サイズ変更・コントラスト変更機能を利用する場合は、javascriptをオンにしてください 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ &gt; くらしの情報 &gt; 障がい・生活福祉 &gt; 生活にお困りの方へ &gt; 生活にお困りの方への支援制度 &gt; 住居確保給付金の支給 住居確保給付金の支給 更新日：2025年4月9日 離職等又はやむを得ない
五島市	産業廃棄物の福江島までの輸送費を補助します（産業廃棄物海上輸送費補助金）	https://www.city.goto.nagasaki.jp/s038/020/010/010/030/040/20190306160534.html	https://www.city.goto.nagasaki.jp/li/kurashi/080/010/030/index.html	産業廃棄物の福江島までの輸送費を補助します（産業廃棄物海上輸送費補助金）	産業廃棄物の福江島までの輸送費を補助します（産業廃棄物海上輸送費補助金）｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 文字サイズ変更・コントラスト変更機能を利用する場合は、javascriptをオンにしてください 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ &gt; くらしの情報 &gt; ごみ・環境 &gt; ごみ・リサイクル &gt; 事業者の方へ &gt; 産業廃棄物の福江島までの輸送費を補助します（産業廃棄物海上輸送費補
五島市	ばらかもん奨学助成金前期申請について	https://www.city.goto.nagasaki.jp/s052/010/030/010/030/20260525151041.html	https://www.city.goto.nagasaki.jp/li/kurashi/040/030/index.html	ばらかもん奨学助成金前期申請について	ばらかもん奨学助成金前期申請について｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 文字サイズ変更・コントラスト変更機能を利用する場合は、javascriptをオンにしてください 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ &gt; くらしの情報 &gt; 出会い・子育て・教育 &gt; 学校教育 &gt; ばらかもん奨学助成金前期申請について ばらかもん奨学助成金前期申請について 更新日：2026年6月2日 前期申請受付を開始し
五島市	出会い・結婚	https://www.city.goto.nagasaki.jp/li/kurashi/040/070/index.html	https://www.city.goto.nagasaki.jp/li/kurashi/040/030/index.html	出会い・結婚	出会い・結婚｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 文字サイズ変更・コントラスト変更機能を利用する場合は、javascriptをオンにしてください 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ &gt; くらしの情報 &gt; 出会い・子育て・教育 &gt; 出会い・結婚 出会い・結婚 地域少子化対策重点推進交付金実施計画書 結婚支援として、家賃や引越費用等を助成します！ 結婚支援センターを開設します！ 五島市の出会い・結婚
五島市	五島市危険ブロック塀等除却費補助	https://www.city.goto.nagasaki.jp/s5610/010/010/010/060/20190310024328.html	https://www.city.goto.nagasaki.jp/li/kurashi/120/010/index.html	五島市危険ブロック塀等除却費補助	五島市危険ブロック塀等除却費補助｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 文字サイズ変更・コントラスト変更機能を利用する場合は、javascriptをオンにしてください 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ &gt; くらしの情報 &gt; 住宅・水道 &gt; 建築・住まい &gt; 五島市危険ブロック塀等除却費補助 五島市危険ブロック塀等除却費補助 更新日：2026年5月11日 ブロック塀の倒壊は、昭和53年の宮城
五島市	空き家	https://www.city.goto.nagasaki.jp/li/kurashi/120/010/020/index.html	https://www.city.goto.nagasaki.jp/li/kurashi/120/010/index.html	空き家	空き家｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 文字サイズ変更・コントラスト変更機能を利用する場合は、javascriptをオンにしてください 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ &gt; くらしの情報 &gt; 住宅・水道 &gt; 建築・住まい &gt; 空き家 空き家 第3期五島市空家等対策計画 空き家対策に係る市内事業者について 空き家の譲渡所得の3,000万円特別控除に必要な確認書の発行について 建築・住ま
五島市	合併浄化槽の設置費用助成	https://www.city.goto.nagasaki.jp/s038/020/020/010/010/20190310164000.html	https://www.city.goto.nagasaki.jp/li/kurashi/120/010/index.html	合併浄化槽の設置費用助成	合併浄化槽の設置費用助成｜五島市 まるごとう メニューにジャンプ コンテンツにジャンプ 文字サイズ変更・コントラスト変更機能を利用する場合は、javascriptをオンにしてください 開く サイトマップ お問合せ・相談 Access 交通アクセス open --> まるごとうサーチ トップページ &gt; くらしの情報 &gt; 住宅・水道 &gt; 建築・住まい &gt; 合併浄化槽の設置費用助成 合併浄化槽の設置費用助成 更新日：2026年4月2日 合併浄化槽を設置する世帯に対して補助金を交付しています。 令和
