score	municipality	title	url	snippet
47	泰阜村	妊娠・出産	https://www.vill.yasuoka.nagano.jp/children/docs/birth.html	出生届を提出してください。（住民福祉課住民係） 保険証 赤ちゃんが生まれたら、生まれた日を含めて14日以内に、健康保険に加入する手続きをします。 会社勤務の方は各自職場へ、自営業の方は役場窓口で手続きをしてください。（住民福祉課保険福祉係） 出産育児一時金 国民健康保険に加入している人が出産したときに支給します。各医療機関にお問い合わせください。 児童手当の申請 児童手当制度のご案内（こども家庭庁ホームページ） 産後ケア事業 産後ケア事業について（村ホームページ） 授乳・育児相談利用料助成事業 1歳6か月までのお子さんをお持ちの母親が、授乳（母乳）や育児不安等を助産院で相談される場合の利用料を補助します。 全員の方に利用券4,000円を発行します。 未熟児養育医療給付 未熟児養育医療は、出生時の体重が2,000
47	泰阜村	1歳未満	https://www.vill.yasuoka.nagano.jp/children/docs/under1.html	 赤ちゃんが生まれたら、産科医療機関で出生届がもらえます。生まれた日を含めて14日以内に名前を決めて、役場窓口（住民福祉課住民係）まで出生届を提出してください。 保険証 赤ちゃんが生まれたら、生まれた日を含めて14日以内に、健康保険に加入する手続きをします。 会社勤務の方は各自職場へ、自営業の方は役場窓口（住民福祉課保険係）で手続きをしてください。 出産費用助成 出産費用（分娩費および入院費用等60万円を限度）から出産育児一時金等を差し引いた額を助成します。各医療機関にお問い合わせください。 出産育児一時金 国民健康保険に加入している人が出産したときに、出生児1人につき42万円を支給します。各医療機関にお問い合わせください。 児童手当の申請 国内に住所がある中学校3年生までの児童を養育している方に支給されます。
47	泰阜村	国民健康保険税	https://www.vill.yasuoka.nagano.jp/docs/2509.html	額を決定します。 保険税は下記の項目を組み合わせて、世帯ごとの保険税額を決定しています。 所得割&hellip;世帯の被保険者の所得に応じて課税 均等割&hellip;世帯の被保険者数に応じて課税 平等割&hellip;一世帯ごと同額を課税 保険税の納め方 保険税は下記の4つから成り立っています。 ・医療分 、後期高齢者支援分 、介護保険分 、子ども・子育て支援金分 それを年齢によって組み合わせています。 0歳以上40歳未満の方 医療分＋後期高齢者支援金分＋子ども・子育て支援金分＝国保税 40歳以上65歳未満の方 医療分＋後期高齢者支援金分＋介護保険分＋子ども・子育て支援金分＝国保税 65歳以上75歳未満の方（65歳以上の方は、介護保険料は別に収めます） 医療分＋後期高齢者支援金分＋子ども・子育て支援金分＝国保
47	泰阜村	泰阜村ひとねる条例	https://www.vill.yasuoka.nagano.jp/docs/43591.html	条例 - 泰阜村 本文へ ふりがなをつける ふりがなをはずす 読み上げ 文字サイズ 小さく 標準 大きく Home 泰阜村について 行政情報 暮らし・各種手続き 移住情報 観光 子ども・子育て 福祉 HOME &rsaquo; 行政情報 &rsaquo; 村づくり &rsaquo; 泰阜村ひとねる条例 HOME &rsaquo; 行政情報 &rsaquo; 助成金・補助金 &rsaquo; 泰阜村ひとねる条例 泰阜村ひとねる条例 泰阜村では、人口減少対策として若者や子育て世代の支援を積極的に行っています。ひとねる条例はそのひとつで、結婚祝金や住宅新築補助金等について定めています。 ひとねる条例補助金等の概要（令和4年4月1日～） 補助金等の金額や大まかな支給要件等は以下の通りです。 詳しくは、ページ下部の要綱を
47	喬木村	(no title)	https://www.vill.takagi.lg.jp/special/sp2_sumou.html	車で】 ケーヨーデーツー松尾 6分（3.5km） ドン・キホーテ高森、カインズ高森店 15分（8.3km） 飯田市立病院 11分（5.8km） 下伊那厚生病院 10分（5.2km） イオン飯田店 9分（3.7km） 高校は車で15分圏内に４校、短大1校あり 支援・施設・相談窓口も充実。ぜひご相談ください。 住まいについての支援 ①住宅取得の支援 住宅用地取得補助金 ６００,０００円 以内 取得費の１／３ 土地付建売住宅、中古住宅を土地付で取得した場合も対象となります。 ※村が行う住宅造成地を取得の場合は対象外 住宅新築補助金最大 ６００,０００円 ※詳細はこちらをご覧ください。 ②環境対策の支援 太陽光発電設置補助金 １００,０００円以内 出力１０ｋｗ未満のもの 蓄電池設置補助金 １００,０００円 以内 設置費
47	喬木村	空家等の解体費用を補助します | 喬木村	https://www.vill.takagi.lg.jp/doc/2026050100017/	空家等の解体費用を補助します | 喬木村 本文へ ふりがなをつける ひらがな Romaji よみあげる 背景色 標準 黄 青 黒 文字サイズ 拡大 標準 縮小 ズーム 120% 100% 80% Foreign Language サイト内検索 アクセシビリティツール グローバルナビ よくある質問 届出・証明・戸籍 税金 動物・ペット 防災・安心安全 ごみ・環境 バス・交通情報 住宅・インフラ 自治会情報 農業・農地 就職・求人 子育て 教育 文化・スポーツ 公民館 こども学遊館 椋鳩十記念館・図書館 保険・年金・介護 福祉 健康・予防 入札・契約 産業・雇用 行政 観光・イベント 広報活動 情報公開 公共施設 選挙 喬木村議会 よくある質問 トップ カテゴリ 区分 新着情報 トップ 組織 建設環境課 環境林務係
47	喬木村	住宅新築補助補助制度について | 喬木村	https://www.vill.takagi.lg.jp/doc/2022102700044/	住宅新築補助補助制度について | 喬木村 本文へ ふりがなをつける ひらがな Romaji よみあげる 背景色 標準 黄 青 黒 文字サイズ 拡大 標準 縮小 ズーム 120% 100% 80% Foreign Language サイト内検索 アクセシビリティツール グローバルナビ よくある質問 届出・証明・戸籍 税金 動物・ペット 防災・安心安全 ごみ・環境 バス・交通情報 住宅・インフラ 自治会情報 農業・農地 就職・求人 子育て 教育 文化・スポーツ 公民館 こども学遊館 椋鳩十記念館・図書館 保険・年金・介護 福祉 健康・予防 入札・契約 産業・雇用 行政 観光・イベント 広報活動 情報公開 公共施設 選挙 喬木村議会 よくある質問 トップ カテゴリ 分野 行政 施策・計画 トップ カテゴリ 分野 住宅
47	豊丘村	豊丘村エアコン設置促進事業補助金について	https://www.vill.nagano-toyooka.lg.jp/00topics/2026-0401-1337-3.html	豊丘村エアコン設置促進事業補助金について｜トピックス｜豊丘村 南信州 豊丘村 VILL TOYOOKA 文字サイズ 小 中 大 背景色変更 白 黒 青 黄 くらしの情報 観光情報 事業者の方へ 村の施設 村の情報 早引きメニュー 便利メニュー 目的別で探す --> ホーム > トピックス > 豊丘村エアコン設置促進事業補助金について --> 豊丘村エアコン設置促進事業補助金について 村では、近年の猛暑に伴う熱中症リスクの⾼まりを踏まえ、⽣活保護世帯を含む住⺠税⾮課税世帯を対象に、エアコン設置費⽤の⼀部を助成します。本事業は⻑野県の住⺠税⾮課税世帯エアコン設置促進事業補助⾦を活⽤しています。 対象者（対象世帯） 申請⽇時点で、豊丘村に住所があり、居住する住宅に稼働可能なエアコンが1台もない世帯のうち、 次のいずれ
47	豊丘村	南信州 豊丘村	https://www.vill.nagano-toyooka.lg.jp/08hoken/index.html	ー 目的別で探す --> ホーム > 保険・年金 --> 保険・年金 国民健康保険 制度 │ 手続き │ 被保険者証・高齢受給者証 │ 保険給付 │ 国民健康保険税 │ 退職者医療制度 │ 特定健診 │ 医療費を大切に ｜ 保健事業実施計画 後期高齢者医療制度 被保険者・被保険者証 │ 保険給付について │ 保険料について │ 各種手続き 福祉医療 福祉医療給付金とは │ 福祉医療の支給対象 │ 福祉医療の支給内容 │ 福祉医療の申請方法 介護保険 制度の概要 │ 保険料 │ 介護サービス │ 相談 │ 地域密着型特養 │ その他 国民年金 年金制度 │ 加入・届出 │ 保険料 │ 給付 │ その他 ▲このページの先頭へ --> ナビゲーション --> 豊丘村役場 〒399-3295 長野県下伊那郡豊丘村大字神
47	豊丘村	南信州 豊丘村	https://www.vill.nagano-toyooka.lg.jp/13fukushi/03boshikatei/index.html	児童 ・ 父または母が死亡した児童 ・ 父または母が重度の障害の状態（国民年金の障害等級1級程度）にある児童 ・ 父または母の生死が明らかでない児童 ・ 父または母から引き続き１年以上遺棄されている児童 ・ 父または母がDV保護命令を受けた児童 ・ 父または母が法令により引き続き１年以上拘禁されている児童 ・ 母が婚姻によらないで生まれた児童 ２）支給額 （令和 ８年 4月 改定） 全部支給の場合 ４８，０５０円 一部支給の場合 ４８，０４０円 ～ １１，３４０円 [児童加算額] 第２子以降 １１，３５０円 ～ ５，６８０円 ※ 前年の収入から給与控除を行い、実際の養育費額の８割相当額を加算した額と所得制限を比較して、全部支給、一部支給、支給停止のいずれかに決定されます。（所得制限限度額は扶養親族等の人数に応じ
47	豊丘村	住宅用地取得・住宅新増築助成金	https://www.vill.nagano-toyooka.lg.jp/21oidenansyo/03josei/01youchi/index.html	住宅用地取得・住宅新増築助成金｜各種助成制度｜おいでなんしょ｜豊丘村ホームページ 南信州 豊丘村 VILL TOYOOKA 文字サイズ 小 中 大 背景色変更 白 黒 青 黄 くらしの情報 観光情報 事業者の方へ 村の施設 村の情報 早引きメニュー 便利メニュー 目的別で探す --> ホーム > おいでなんしょ > 各種助成制度 > 住宅用地取得・住宅新築等助成金 --> 定住促進のための住宅用地取得・住宅新築等助成金 定住促進のための住宅取得住宅用地取得・住宅新築等助成金 以下の(1)(2)を満たした方が豊丘村内に住宅用地や新築等を購入された場合に助成金交付の申請ができます。 (1) 申請者の世帯全員に、現在居住している市区町村の市区町村税の滞納がないこと。 (2) 自治組織(区、自治会及び隣組)にそれぞれ加
47	豊丘村	空き家改修費補助金	https://www.vill.nagano-toyooka.lg.jp/21oidenansyo/03josei/02akiya/index.html	空き家改修費補助金｜各種助成制度｜おいでなんしょ｜豊丘村ホームページ 南信州 豊丘村 VILL TOYOOKA 文字サイズ 小 中 大 背景色変更 白 黒 青 黄 くらしの情報 観光情報 事業者の方へ 村の施設 村の情報 早引きメニュー 便利メニュー 目的別で探す --> ホーム > おいでなんしょ > 各種助成制度 > 空き家改修費助成金 --> 空き家改修費補助金 居住のため豊丘村内の空き家を改修する方に、空き家の改修費を助成します。 補助金の額 空き家改修費総額の１／２（ただし、上限を100万円とします） 補助金の対象要件（以下の全てに該当する方） 豊丘村空き家情報活用制度 の物件登録者（売主・貸主）または利用登録者（買主・借主） 空き家の改修を村内建設業者において行う方 （村内建設業者一覧表） (133
47	豊丘村	南信州 豊丘村	https://www.vill.nagano-toyooka.lg.jp/10sangyou/02shougyou/02seido/index.html	黒 青 黄 くらしの情報 観光情報 事業者の方へ 村の施設 村の情報 早引きメニュー 便利メニュー 目的別で探す --> ホーム > 産業・仕事 > 商業・工業 > 制度資金 --> 中小企業向け 豊丘村制度融資のご案内 制度資金について 豊丘村では金融機関及び長野県信用保証協会と協調し、長期・固定・低利の融資制度を設け、金融機関への資金の預託、信用保証料の補助を通じて、中小企業の皆さんが安定した経営を行えるよう応援しています。利用できる金融機関は、飯田信用金庫、八十二銀行です。 申込窓口は豊丘村商工会です。 申込前に必ず豊丘村商工会へ事前相談をお願いします 。 豊丘村商工会 電話 0265-35-2395 資金名 申込対象者 資金使途 限度額 貸付 利率 利子 補給 実質 金利 貸付期間 担保 添付書類 信用
47	豊丘村	南信州 豊丘村	https://www.vill.nagano-toyooka.lg.jp/19gyousei/koronarinjikoufukin.html	 便利メニュー 目的別で探す --> ホーム > 行政情報 > 地方創生臨時交付金について --> 地方創生臨時交付金について 地方創生臨時交付金について 物価高騰対応重点支援地方創生臨時交付金 エネルギー・食料品価格の物価高騰の影響を受けた生活者や事業者の支援を通じた地方創生を図るため、地方公共団体が地域の実情に応じてきめ細やかに必要な事業を実施できるよう令和5年11月に創設されました。 新型コロナウイルス感染症対応地方創生臨時交付金 新型コロナウイルス感染症の感染拡大防止とともに、感染拡大の影響を受けている地域経済や住民生活を支援し地方創生を図るため、地方公共団体が地域の実情に応じて、きめ細やかに必要な事業を実施できるよう令和2年4月に創設されました。 当村では、これらの臨時交付金を活用して、感染拡大の防止
47	大鹿村	ようこそ！南アルプスと歌舞伎の里 大鹿村へ	https://www.vill.ooshika.nagano.jp/ooshika-furusato-tax/	、一定期間「広報おおしか」など大鹿村の情報をお届けします。 寄付金額10,000円以上の方には希望により、大鹿村特産品を贈呈します。 控除について 5,000円を超える額の寄付をしていただいた方は、申告によりお住まいの市区町村の住民税の控除と所得税の還付を受けることができます。 税控除の詳細はお問合せください。 但し、税控除額は、個人住民税所得割額の約2割が上限です。また、控除対象額は、寄付者の家族構成や給与収入額等で1人ひとり異なります。 ワンストップ特例申請制度 平成27年度より、確定申告不要のワンストップ特例申請制度が開始しました。ワンストップ特例制度を受けるには一定の条件を満たす必要があります。詳しくは 総務省のHP をご確認ください。 ※平成28年寄付分より、個人番号の記入が必要になりました。 ワンス
47	大鹿村	若者通勤費助成	https://www.vill.ooshika.nagano.jp/wakamono_tukin_josei/	若者通勤費助成 &#8211; 大鹿村 ようこそ！南アルプスと歌舞伎の里 大鹿村へ くらしの 情報 文化・歴史 観光 事業者 向け 村政情報 文字サイズ 小 中 大 背景色 黒 白 MENU 早引きインデックス くらしと手続き 文化・歴史・観光 事業者向け 村政情報 お問い合わせ 大鹿村 ＞ お知らせ・新着 ＞ 若者通勤費助成 若者通勤費助成 大鹿村では、村外に通勤する若者が村内で長く家庭生活を送ることを支援するため、通勤費の一部を助成します。 １．大鹿村通勤就職者通勤費助成金を受けることができる条件等 （１）申請時点で大鹿村に住所をおき、村外の企業等に通年にわたり雇用され通勤する方 （２）申請年度中に年齢が４５歳になるまでの方が対象 （３）助成対象経費及び助成額 定期に運行される交通機関又は自家用車を利用した
47	大鹿村	空き家対策事業補助（空き家のリフォーム・片付け・解体）	https://www.vill.ooshika.nagano.jp/%e7%a9%ba%e3%81%8d%e5%ae%b6%e5%af%be%e7%ad%96%e4%ba%8b%e6%a5%ad%e8%a3%9c%e5%8a%a9%ef%bc%88%e7%a9%ba%e3%81%8d%e5%ae%b6%e3%81%ae%e3%83%aa%e3%83%95%e3%82%a9%e3%83%bc%e3%83%a0%e3%83%bb%e7%89%87%e4%bb%98/	空き家対策事業補助（空き家のリフォーム・片付け・解体） &#8211; 大鹿村 ようこそ！南アルプスと歌舞伎の里 大鹿村へ くらしの 情報 文化・歴史 観光 事業者 向け 村政情報 文字サイズ 小 中 大 背景色 黒 白 MENU 早引きインデックス くらしと手続き 文化・歴史・観光 事業者向け 村政情報 お問い合わせ 大鹿村 ＞ 移住・定住 ＞ 空き家バンク制度 ＞ 空き家対策事業補助（空き家のリフォーム・片付け・解体） 空き家対策事業補助（空き家のリフォーム・片付け・解体） 空き家対策事業補助 大鹿村では、平成２４年４月１日より「空き家改修事業補助金」を設けました。 空き家を利用して定住をお考えの方で下記に該当する事業を行う場合、費用の一部を補助します。 なお、４５歳以下で大鹿村に定住をお考えの方には「大鹿
47	大鹿村	住宅新築等補助	https://www.vill.ooshika.nagano.jp/shinchiku_hojo/	住宅新築等補助 &#8211; 大鹿村 ようこそ！南アルプスと歌舞伎の里 大鹿村へ くらしの 情報 文化・歴史 観光 事業者 向け 村政情報 文字サイズ 小 中 大 背景色 黒 白 MENU 早引きインデックス くらしと手続き 文化・歴史・観光 事業者向け 村政情報 お問い合わせ 大鹿村 ＞ 移住・定住 ＞ 土地・住宅 ＞ 住宅新築等補助 住宅新築等補助 補助金は４５歳以下の若者が対象で、本村に定住のため、住宅を新築又は空き家を取得する者、住宅を改築する者及び住宅用地を取得する者に対して、補助金を交付します。 なお、４６歳以上で大鹿村に定住をお考えの方は「空き家改修補助金」を設けました。 くわしくは「 住宅リフォーム補助 」のページをご覧ください。 １．大鹿村住宅新築事業等補助金を受けることができる条件等 （１
47	大鹿村	住宅リフォーム補助	https://www.vill.ooshika.nagano.jp/rehome_hozyo/	住宅リフォーム補助 &#8211; 大鹿村 ようこそ！南アルプスと歌舞伎の里 大鹿村へ くらしの 情報 文化・歴史 観光 事業者 向け 村政情報 文字サイズ 小 中 大 背景色 黒 白 MENU 早引きインデックス くらしと手続き 文化・歴史・観光 事業者向け 村政情報 お問い合わせ 大鹿村 ＞ 移住・定住 ＞ 土地・住宅 ＞ 住宅リフォーム補助 住宅リフォーム補助 大鹿村では、村民が居住する住宅等を村内の施工業者を利用して増改築及びリフォーム（住宅の修繕、補修工事）を行う場合、費用の一部を補助します。 １．住宅リフォーム補助金を受けることができる条件等 （１）大鹿村に住民登録し、居住し、かつ対象の住宅を所有している方が対象です。 （２）補助対象者及び同一世帯で生計を同じくしている全員が村税等、村への納付金を滞
47	大鹿村	青年等就農計画制度（認定新規就農者）について	https://www.vill.ooshika.nagano.jp/seinensyunoukeikaku/	青年等就農計画制度（認定新規就農者）について &#8211; 大鹿村 ようこそ！南アルプスと歌舞伎の里 大鹿村へ くらしの 情報 文化・歴史 観光 事業者 向け 村政情報 文字サイズ 小 中 大 背景色 黒 白 MENU 早引きインデックス くらしと手続き 文化・歴史・観光 事業者向け 村政情報 お問い合わせ 大鹿村 ＞ 事業者の方 ＞ 農業 ＞ 補助・助成金 ＞ 青年等就農計画制度（認定新規就農者）について 青年等就農計画制度（認定新規就農者）について 青年等就農計画制度は、新たに農業を始める方が作成する青年等就農計画を市町村が認定し、その計画に沿って農業を営む認定新規就農者に対して重点的に支援措置を講じようとするものです。 制度の概要 青年等就農計画制度について（PDF） 農業経営基盤強化促進法の基本要綱（
47	大鹿村	ようこそ！南アルプスと歌舞伎の里 大鹿村へ	https://www.vill.ooshika.nagano.jp/hokago_zidoclub/	鹿村放課後児童クラブ 趣旨 大鹿村放課後児童クラブでは、学校が授業を行う日の放課後や早下校日または夏季、冬季等長期休業の学校休業日である平日の昼間に、家に保護者がいない家庭の小学生に対し、遊びを主とする活動を通じて児童の健全育成と保護者の就労を支援するサービスを行っています。 年度ごとの申込みをお願いします。 なお、利用にあたっては村で保険に加入をします。 対象者 小学1年生～6年生 開設日 及び開設時間 学校が授業を行う日の放課後から午後６時まで。ただし延長する場合は事業者に連絡の上、午後７時までとする。 土日祝日、お盆、年末年始休業日を除く春季、夏季、冬季等長期休業の学校休業日である午前８時１５分から午後６時まで。ただし延長する場合は事業者に連絡の上、午後７時までとする。 開設場所 バンビハウス（大鹿村交流
47	大鹿村	ようこそ！南アルプスと歌舞伎の里 大鹿村へ	https://www.vill.ooshika.nagano.jp/blueberryfair/3185/	 お問い合わせ （7月1日～31日）ブルーベリーフェア2026 今年もブルーベリーの季節となりました。 大鹿村のブルーベリーは日中の寒暖の差により濃厚な味わいで、ファンになった方からは毎年たくさんブルーベリーをお求めいただいています。 今年も村内各店舗でブルーベリーオリジナルメニューの提供も行われます。 ぜひこの機会に、大鹿村へ遊びにきませんか？ 開催期間 令和8年7月1日（水）～31日（金） おすすめ① 期間限定オリジナルメニュー オリジナルメニュー 店舗一覧はこちら おすすめ② ブルーベリー狩り 村内でブルーベリー狩りを行うことが出来る農園が４ヵ所あります。 入園料 ：700～1,500円 お持ち帰り料金：100円／100ｇ ※前澤産業、秋葉路のみ1,300円/kg ブルーベリー収穫体験一覧はこちら ※ブル
46	泰阜村	住民票関係（転入・転出等）	https://www.vill.yasuoka.nagano.jp/docs/66485.html	手続き &rsaquo; 住民票関係（転入・転出等） HOME &rsaquo; 目的ナビ &rsaquo; 戸籍・住民票 &rsaquo; 住民票関係（転入・転出等） 住民票関係（転入・転出等） 泰阜村民であることを届けていただくと、住民基本台帳に記載されます。このことを住民登録といいます。住民票は住民基本台帳登録された居住関係を公的に証明したものです。 申請場所 役場住民福祉課住民係 手数料 住民票1通300円 記載事項証明書1通300円 住民票除票1通300円 制限 住民票を本人、同一世帯以外の方が請求する場合は、使い道などを明らかにするとともに、それを裏付ける資料の添付、提示が必要です。使い道によっては住民票を交付できないこともあります。 お持ちいただくもの 請求者のマイナンバーカード・運転免許証等の身
