municipalityCode,municipalityName,rescore,hasStrong,hasAmount,hasTarget,hasDeadline,title,h1,sourceUrl,snippet
"20482","松川村","58","true","true","true","true","個人に対して国や地方公共団体から助成金が支給された場合の取扱いについて","個人に対して国や地方公共団体から助成金が支給された場合の取扱いについて","https://www.vill.matsukawa.nagano.jp/life/?content=125","助成金が支給された場合の取扱いについて｜税金・国民年金｜松川村 本文へ メニュー 閉じる くらし・手続き 戸籍・住民票 税金・国民年金 住まい・土地 上下水道 ごみ・分別 ペット・動物 生活・環境 助成・手当 交通安全 消費生活 健康・福祉 健康づくり 高齢者福祉 障がい者福祉 検診・予防接種 国民健康保険 医療助成 教育・文化 認定こども園 子育て支援 補助・給付 小・中学校 教育委員会 伝承・文化 観光・産業 観光施設・観光情報 体"
"20482","松川村","58","true","true","true","true","生ごみ処理機等設置事業補助金の申請について","生ごみ処理機等設置事業補助金の申請について","https://www.vill.matsukawa.nagano.jp/life/?content=117","補助金の申請について｜ごみ・分別｜松川村 本文へ メニュー 閉じる くらし・手続き 戸籍・住民票 税金・国民年金 住まい・土地 上下水道 ごみ・分別 ペット・動物 生活・環境 助成・手当 交通安全 消費生活 健康・福祉 健康づくり 高齢者福祉 障がい者福祉 検診・予防接種 国民健康保険 医療助成 教育・文化 認定こども園 子育て支援 補助・給付 小・中学校 教育委員会 伝承・文化 観光・産業 観光施設・観光情報 体験・お土産 イベント情"
"20482","松川村","58","true","true","true","true","松川村エアコン設置促進事業補助金について","松川村エアコン設置促進事業補助金について","https://www.vill.matsukawa.nagano.jp/life/?content=1555","補助金について｜助成・手当｜松川村 本文へ メニュー 閉じる くらし・手続き 戸籍・住民票 税金・国民年金 住まい・土地 上下水道 ごみ・分別 ペット・動物 生活・環境 助成・手当 交通安全 消費生活 健康・福祉 健康づくり 高齢者福祉 障がい者福祉 検診・予防接種 国民健康保険 医療助成 教育・文化 認定こども園 子育て支援 補助・給付 小・中学校 教育委員会 伝承・文化 観光・産業 観光施設・観光情報 体験・お土産 イベント情報 農"
"20482","松川村","58","true","true","true","true","住宅の耐震診断・耐震改修工事・除却工事の補助金について","住宅の耐震診断・耐震改修工事・除却工事の補助金について","https://www.vill.matsukawa.nagano.jp/life/?content=246","補助金について｜助成・手当｜松川村 本文へ メニュー 閉じる くらし・手続き 戸籍・住民票 税金・国民年金 住まい・土地 上下水道 ごみ・分別 ペット・動物 生活・環境 助成・手当 交通安全 消費生活 健康・福祉 健康づくり 高齢者福祉 障がい者福祉 検診・予防接種 国民健康保険 医療助成 教育・文化 認定こども園 子育て支援 補助・給付 小・中学校 教育委員会 伝承・文化 観光・産業 観光施設・観光情報 体験・お土産 イベント情報 農"
"20521","坂城町","58","true","true","true","true","ブロック塀の点検と補助金のお知らせ","ブロック塀の点検と補助金のお知らせ","https://www.town.sakaki.nagano.jp/page/10078.html","補助金のお知らせ - 長野県坂城町（さかきまち）公式ホームページ（建設課） ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 おすすめ メニュー 検索 本文へ Foreign language 閲覧補助 やさしい日本語 もとに戻す 音声読み上げ 閉じる 閲覧補助 ルビふり あり なし 文字サイズ 標準 拡大 背景"
"20521","坂城町","58","true","true","true","true","坂城町移住定住促進補助金","坂城町移住定住促進補助金","https://www.town.sakaki.nagano.jp/page/1523.html","補助金 - 長野県坂城町（さかきまち）公式ホームページ（企画政策課） ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 おすすめ メニュー 検索 本文へ Foreign language 閲覧補助 やさしい日本語 もとに戻す 音声読み上げ 閉じる 閲覧補助 ルビふり あり なし 文字サイズ 標準 拡大 背景色変更"
"20481","池田町","48","true","true","true","true","ごみ・ペット・環境","ごみ・ペット・環境","https://www.ikedamachi.net/category/1-6-0-0-0-0-0-0-0-0.html","補助金について [2025年9月26日] 不法投棄の禁止 [2019年10月8日] 消火器の処分方法について [2020年3月16日] ごみ・リサイクル分別表（カレンダー） [2026年3月24日] 事業系ごみ 事業所から出るごみ（事業系一般廃棄物）の処理について [2026年7月8日] ペット・動物 愛犬のしつけ方教室の開催について [2026年7月8日] 令和8年度 犬・猫不妊・去勢手術費の補助金について [2026年6月1日] さ"
"20481","池田町","48","true","true","true","true","健康・福祉・医療","健康・福祉・医療","https://www.ikedamachi.net/category/15-0-0-0-0-0-0-0-0-0.html","手当・特別児童扶養手当 [2016年12月26日] 信州パーキング・パーミット（障がい者等用駐車場利用証）制度の申請について [2016年10月11日] 信州パーキング・パーミット制度の概要と手続き案内のページです。 その他福祉 やすらぎの郷 お風呂営業カレンダー [2026年7月6日] 池田町エアコン設置促進事業補助金のご案内(国の物価高騰対応重点支援地方創生臨時交付金／ 重点支援地方交付金を活用) [2026年4月15日] 池田町新"
"20481","池田町","48","true","true","true","true","その他福祉","その他福祉","https://www.ikedamachi.net/category/15-8-0-0-0-0-0-0-0-0.html","補助金のご案内(国の物価高騰対応重点支援地方創生臨時交付金／ 重点支援地方交付金を活用) [2026年4月15日] 池田町新型インフルエンザ等対策行動計画を改定しました [2025年12月10日] 障害者優先調達推進法について [2025年4月30日] もしもの時に役立ちます『救急医療情報キット』 [2025年4月25日] 児童扶養手当 所得限度額と第3子以降の加算額が引き上げられます [2024年10月7日] WEラブ赤ちゃんプロジェ"
"20481","池田町","48","true","true","true","true","","","https://www.ikedamachi.net/iju/","補助金 お知らせ 7月14日 池田町ハーブセンター 営業開始のお知らせ 7月10日 移住準備住宅の入居者を募集します（7月23日締切り） 7月10日 第3回『いけだまち交流会』参加者募集（新しく移住した方、検討中の方、地域在住の方） 6月12日 第30回 高瀬川納涼大花火大会 協賛・寄付のお願い 5月26日 【いよいよ今週土曜日！】あづみ野いけだまち酒蔵まつり2026 開催のお知らせ お知らせ一覧 移住ガイドブック いけだまち暮らしSN"
"20481","池田町","48","true","true","true","true","移住準備住宅の入居者を募集します（7月23日応募締切り）","移住準備住宅の入居者を募集します（7月23日応募締切り）","https://www.ikedamachi.net/iju/0000004228.html","貸付期間 入居から1年以内で1ヶ月単位の契約 4．募集対象者 池田町に定住を希望し、住まいや仕事等の生活基盤を整えたい方で、 以下の要件を満たす場合のみ応募できます ・当該住宅退去後に池田町への移住の見込みがある方（移住準備をしている） ・入居後住民票を移すこと ・前住所地で税等の滞納がないこと ・暴力団構成員（申込者だけでなく、同居者含む）でないこと 5．応募方法 下記4点を郵送または窓口持参でお申し込みください ・申請書（別紙様式第"
"20481","池田町","48","true","true","true","true","ペット・動物","ペット・動物","https://www.ikedamachi.net/category/1-6-4-0-0-0-0-0-0-0.html","補助金について [2026年6月1日] さくらねこ無料不妊手術に参加しています。 [2025年6月19日] ペットはルールとマナーを守って飼いましょう [2024年5月22日] 野良猫にエサを与えないでください [2021年6月30日] 犬の登録と狂犬病予防注射について [2026年3月27日] ペットも守ろう！防災対策 [2021年12月15日] 同じ階層の情報 ごみ・リサイクル 事業系ごみ ペット・動物 環境 ライフイベントから探す"
"20481","池田町","48","true","true","true","true","","","https://www.ikedamachi.net/iju/index.html","補助金 お知らせ 7月14日 池田町ハーブセンター 営業開始のお知らせ 7月10日 移住準備住宅の入居者を募集します（7月23日締切り） 7月10日 第3回『いけだまち交流会』参加者募集（新しく移住した方、検討中の方、地域在住の方） 6月12日 第30回 高瀬川納涼大花火大会 協賛・寄付のお願い 5月26日 【いよいよ今週土曜日！】あづみ野いけだまち酒蔵まつり2026 開催のお知らせ お知らせ一覧 移住ガイドブック いけだまち暮らしSN"
"20481","池田町","48","true","true","true","true","協働のまちづくり","協働のまちづくり","https://www.ikedamachi.net/0000000024.html","補助金 池田町元気なまちづくり事業の Q＆A 池田町元気なまちづくり事業報告 事業の詳細(2) 自治会パートナー（職員の自治会担当制度） 自治会要請 コミュニティ助成 自治会集会施設省エネ等支援補助金（令和8年度のみ） 町は、協働のまちづくりを推進するため、平成18年4月から地域づくりの根幹をなす「自治会」組織の充実と支援を中心に、「自助・共助・公助」の視点で役割を担う新しい時代の地域づくりを進めています。 時代は「協働」へ 長引く景気"
"20481","池田町","48","true","true","true","true","マイナンバーカードの申請サポートを会染郵便局で開始します","マイナンバーカードの申請サポートを会染郵便局で開始します","https://www.ikedamachi.net/0000003077.html","補助金について メモ {$onlinememomsg} メモの使い方 マイページ このページをチェックする 編集 https://www.ikedamachi.net/site_policy/0000000007.html 池田町 ページの先頭へ戻る サイトマップ 著作権・リンク等について 池田町（いけだまち） (法人番号：9000020204811) 〒399-8696 長野県北安曇郡池田町大字池田3203-6 電話： 0261-62"
"20481","池田町","48","true","true","true","true","赤ちゃんが生まれたら","赤ちゃんが生まれたら","https://www.ikedamachi.net/0000000160.html","一時金 国民健康保険の被保険者が出産したときで、医療機関へ出産費用を全額支払った方については申請により支給されます。 くわしくはこちらの「国民健康保険」のページをご覧ください。 （別ウインドウで開く） 児童手当 0歳から中学校終了（15歳になった後の最初の3月31日）までの子供を養育している方に子どもの年齢に応じた額を支給します。 くわしくはこちらの「児童手当」 のページをご覧ください。 福祉医療 町内に住所を有する高校卒業までの方へ、"
"20481","池田町","48","true","true","true","true","町県民税（個人住民税）の計算方法について","町県民税（個人住民税）の計算方法について","https://www.ikedamachi.net/0000000066.html","手当など （収入金額−退職所得控除）×2分の1＝退職所得の金額 ※ただし、平成25年1月1日以降に支払われる勤続年数が5年以内の役員等が支払いを受ける退職金については以下の計算となります。 収入金額−退職所得控除＝退職所得の金額 山林所得 山林（立木）を売った場合に生じる所得 収入金額−必要経費−特別控除（最高50万円）＝山林所得の金額 所得控除金額 所得控除とは、納税者の実情に応じた税負担を求めるために、扶養親族の状況や、病気・災害な"
"20482","松川村","48","true","true","true","true","ペット・動物","ペット・動物","https://www.vill.matsukawa.nagano.jp/life/?category=11","手当 交通安全 消費生活 健康・福祉 健康づくり 高齢者福祉 障がい者福祉 検診・予防接種 国民健康保険 医療助成 教育・文化 認定こども園 子育て支援 補助・給付 小・中学校 教育委員会 伝承・文化 観光・産業 観光施設・観光情報 体験・お土産 イベント情報 農業 開発・土地利用 入札・契約 村政情報 村の紹介 松川村キャラクター ふるさと納税 企業版ふるさと納税 各種計画 人事・給与 パブリックコメント 広報まつかわ 情報公開 公共"
"20482","松川村","48","true","true","true","true","補助・助成","補助・助成","https://www.vill.matsukawa.nagano.jp/purpose/?purpose=6","手当 交通安全 消費生活 健康・福祉 健康づくり 高齢者福祉 障がい者福祉 検診・予防接種 国民健康保険 医療助成 教育・文化 認定こども園 子育て支援 補助・給付 小・中学校 教育委員会 伝承・文化 観光・産業 観光施設・観光情報 体験・お土産 イベント情報 農業 開発・土地利用 入札・契約 村政情報 村の紹介 松川村キャラクター ふるさと納税 企業版ふるさと納税 各種計画 人事・給与 パブリックコメント 広報まつかわ 情報公開 公共"
"20482","松川村","48","true","true","true","true","松川村産後ケア事業","松川村産後ケア事業","https://www.vill.matsukawa.nagano.jp/education/?content=1644","手当 交通安全 消費生活 健康・福祉 健康づくり 高齢者福祉 障がい者福祉 検診・予防接種 国民健康保険 医療助成 教育・文化 認定こども園 子育て支援 補助・給付 小・中学校 教育委員会 伝承・文化 観光・産業 観光施設・観光情報 体験・お土産 イベント情報 農業 開発・土地利用 入札・契約 村政情報 村の紹介 松川村キャラクター ふるさと納税 企業版ふるさと納税 各種計画 人事・給与 パブリックコメント 広報まつかわ 情報公開 公共"
"20482","松川村","48","true","true","true","true","上水道基本料金の減免について","上水道基本料金の減免について","https://www.vill.matsukawa.nagano.jp/life/?content=1590","減免について｜くらし・手続き｜松川村 本文へ メニュー 閉じる くらし・手続き 戸籍・住民票 税金・国民年金 住まい・土地 上下水道 ごみ・分別 ペット・動物 生活・環境 助成・手当 交通安全 消費生活 健康・福祉 健康づくり 高齢者福祉 障がい者福祉 検診・予防接種 国民健康保険 医療助成 教育・文化 認定こども園 子育て支援 補助・給付 小・中学校 教育委員会 伝承・文化 観光・産業 観光施設・観光情報 体験・お土産 イベント情報 "
"20482","松川村","48","true","true","true","true","村民総合賠償補償保険について","村民総合賠償補償保険について","https://www.vill.matsukawa.nagano.jp/life/?content=503","手当 交通安全 消費生活 健康・福祉 健康づくり 高齢者福祉 障がい者福祉 検診・予防接種 国民健康保険 医療助成 教育・文化 認定こども園 子育て支援 補助・給付 小・中学校 教育委員会 伝承・文化 観光・産業 観光施設・観光情報 体験・お土産 イベント情報 農業 開発・土地利用 入札・契約 村政情報 村の紹介 松川村キャラクター ふるさと納税 企業版ふるさと納税 各種計画 人事・給与 パブリックコメント 広報まつかわ 情報公開 公共"
"20482","松川村","48","true","true","true","true","法人村民税の税率について","法人村民税の税率について","https://www.vill.matsukawa.nagano.jp/life/?content=109","手当 交通安全 消費生活 健康・福祉 健康づくり 高齢者福祉 障がい者福祉 検診・予防接種 国民健康保険 医療助成 教育・文化 認定こども園 子育て支援 補助・給付 小・中学校 教育委員会 伝承・文化 観光・産業 観光施設・観光情報 体験・お土産 イベント情報 農業 開発・土地利用 入札・契約 村政情報 村の紹介 松川村キャラクター ふるさと納税 企業版ふるさと納税 各種計画 人事・給与 パブリックコメント 広報まつかわ 情報公開 公共"
"20482","松川村","48","true","true","true","true","税務証明の郵送による発行について","税務証明の郵送による発行について","https://www.vill.matsukawa.nagano.jp/life/?content=159","手当 交通安全 消費生活 健康・福祉 健康づくり 高齢者福祉 障がい者福祉 検診・予防接種 国民健康保険 医療助成 教育・文化 認定こども園 子育て支援 補助・給付 小・中学校 教育委員会 伝承・文化 観光・産業 観光施設・観光情報 体験・お土産 イベント情報 農業 開発・土地利用 入札・契約 村政情報 村の紹介 松川村キャラクター ふるさと納税 企業版ふるさと納税 各種計画 人事・給与 パブリックコメント 広報まつかわ 情報公開 公共"
"20482","松川村","48","true","true","true","true","税金関係 証明書の交付・証明手数料について","税金関係 証明書の交付・証明手数料について","https://www.vill.matsukawa.nagano.jp/life/?content=108","手当 交通安全 消費生活 健康・福祉 健康づくり 高齢者福祉 障がい者福祉 検診・予防接種 国民健康保険 医療助成 教育・文化 認定こども園 子育て支援 補助・給付 小・中学校 教育委員会 伝承・文化 観光・産業 観光施設・観光情報 体験・お土産 イベント情報 農業 開発・土地利用 入札・契約 村政情報 村の紹介 松川村キャラクター ふるさと納税 企業版ふるさと納税 各種計画 人事・給与 パブリックコメント 広報まつかわ 情報公開 公共"
"20482","松川村","48","true","true","true","true","入湯税","入湯税","https://www.vill.matsukawa.nagano.jp/life/?content=104","手当 交通安全 消費生活 健康・福祉 健康づくり 高齢者福祉 障がい者福祉 検診・予防接種 国民健康保険 医療助成 教育・文化 認定こども園 子育て支援 補助・給付 小・中学校 教育委員会 伝承・文化 観光・産業 観光施設・観光情報 体験・お土産 イベント情報 農業 開発・土地利用 入札・契約 村政情報 村の紹介 松川村キャラクター ふるさと納税 企業版ふるさと納税 各種計画 人事・給与 パブリックコメント 広報まつかわ 情報公開 公共"
"20482","松川村","48","true","true","true","true","移住に関する支援制度など","移住に関する支援制度など","https://www.vill.matsukawa.nagano.jp/life/?content=311","手当 交通安全 消費生活 健康・福祉 健康づくり 高齢者福祉 障がい者福祉 検診・予防接種 国民健康保険 医療助成 教育・文化 認定こども園 子育て支援 補助・給付 小・中学校 教育委員会 伝承・文化 観光・産業 観光施設・観光情報 体験・お土産 イベント情報 農業 開発・土地利用 入札・契約 村政情報 村の紹介 松川村キャラクター ふるさと納税 企業版ふるさと納税 各種計画 人事・給与 パブリックコメント 広報まつかわ 情報公開 公共"
"20482","松川村","48","true","true","true","true","野外焼却（野焼き）について","野外焼却（野焼き）について","https://www.vill.matsukawa.nagano.jp/life/?content=116","手当 交通安全 消費生活 健康・福祉 健康づくり 高齢者福祉 障がい者福祉 検診・予防接種 国民健康保険 医療助成 教育・文化 認定こども園 子育て支援 補助・給付 小・中学校 教育委員会 伝承・文化 観光・産業 観光施設・観光情報 体験・お土産 イベント情報 農業 開発・土地利用 入札・契約 村政情報 村の紹介 松川村キャラクター ふるさと納税 企業版ふるさと納税 各種計画 人事・給与 パブリックコメント 広報まつかわ 情報公開 公共"
"20482","松川村","48","true","true","true","true","北アルプス成年後見支援センターが開所しました","北アルプス成年後見支援センターが開所しました","https://www.vill.matsukawa.nagano.jp/life/?content=266","手当 交通安全 消費生活 健康・福祉 健康づくり 高齢者福祉 障がい者福祉 検診・予防接種 国民健康保険 医療助成 教育・文化 認定こども園 子育て支援 補助・給付 小・中学校 教育委員会 伝承・文化 観光・産業 観光施設・観光情報 体験・お土産 イベント情報 農業 開発・土地利用 入札・契約 村政情報 村の紹介 松川村キャラクター ふるさと納税 企業版ふるさと納税 各種計画 人事・給与 パブリックコメント 広報まつかわ 情報公開 公共"
"20485","白馬村","48","true","true","true","true","白馬村への移住","白馬村への移住","https://www.vill.hakuba.lg.jp/gyosei/furusatonozei_ijuteiju/ijuteiju/2618.html","減免 未満児については、第2子は半額、第3子以降は無料となります。また、年収360万円未満の第1子については半額、第2子以降無料となります。 放課後児童クラブ 父母など家族が共に働いている家庭で、放課後や学校休業日に子どもたちだけで留守を過ごしている家庭のお子さんを対象に、家族が働いている間、子どもたちが安全で充実した生活を送ることができるよう、児童福祉法に基づき児童クラブを実施し子どもたちをお預かりします。 児童クラブは両小学校にそれ"
"20485","白馬村","48","true","true","true","true","白馬村がUN Tourismベスト・ツーリズム・ビレッジに選出されました","白馬村がUN Tourismベスト・ツーリズム・ビレッジに選出されました","https://www.vill.hakuba.lg.jp/gyosei/soshikikarasagasu/kankoka/kankoshokokakari/1/10162.html","補助金や省エネ・断熱住宅へのリフォーム補助金等のゼロカーボン推進支援 ・住民参加型のワークショップ形式による学校の教室の断熱改修 観光における使い捨てプラスチックを削減するための政策、施策、取組の普及・促進 ・宿泊事業者連携での使い捨てプラスチックアメニティゼロ活動 ・村内カフェ連携でのマイボトル優遇やリユース容器共有などの使い捨てプラスチック削減 地域の環境持続可能性において実施している政策、施策、取組 ・日本国内の町村初の気候非常事"
"20521","坂城町","48","true","true","true","true","防災・行政無線","防災・行政無線","https://www.town.sakaki.nagano.jp/life/1/2/","補助金のお知らせ 新着情報の一覧 新着情報のRSS ハザードマップ・避難所 2026年3月2日更新 坂城町大規模盛土造成地マップの公表について 2026年3月2日更新 土砂等の盛土等を規制に関する県への許可申請について 2025年11月11日更新 災害時避難場所 2025年11月11日更新 坂城町地域防災計画 2025年11月11日更新 風水害時の防災行動を時系列に整理する「マイ・タイムライン」を作成してみましょう！ ハザードマップ・避"
"20521","坂城町","48","true","true","true","true","生活環境","生活環境","https://www.town.sakaki.nagano.jp/life/1/4/","補助金 2026年3月26日更新 令和8年度松くい虫防除対策説明会を行います 2026年3月2日更新 令和8年度 坂城駅・テクノさかき駅の駅前駐輪場の申込みについて 2026年2月12日更新 物価高騰対策事業「さかきの暮らし応援券」 新着情報の一覧 新着情報のRSS 防犯・不審者情報 2025年11月11日更新 通学路・お散歩コースの緊急合同点検結果 防犯・不審者情報の一覧 交通 2026年4月1日更新 デマンド交通 乗合タクシー 20"
"20521","坂城町","48","true","true","true","true","道路・公園","道路・公園","https://www.town.sakaki.nagano.jp/life/1/5/","減免申請 2026年3月2日更新 すぱーく坂城（びんぐしの里公園内屋内ゲートボール場） 2026年3月2日更新 びんぐしわくわくステージ（野外ステージ） 2026年3月2日更新 社会資本総合整備計画の事後評価について 2026年3月2日更新 坂城町都市公園 公園の一覧 道・水路境界立会い申請書 2026年3月2日更新 境界立合い申請書 道・水路境界立会い申請書の一覧 坂城町役場 法人番号1000020205214 〒389-0692 長"
"20521","坂城町","48","true","true","true","true","税金","税金","https://www.town.sakaki.nagano.jp/life/1/6/","減免制度について 国民健康保険税の一覧 軽自動車税 2026年5月28日更新 軽自動車税について 2025年11月11日更新 軽自動車税の税止めについて 2025年11月11日更新 原動機付自転車及び小型特殊自動車の登録と廃車の手続き 軽自動車税の一覧 固定資産税・都市計画税 2026年5月21日更新 固定資産税について 2025年11月11日更新 住宅等の「罹災証明書」の交付申請について 固定資産税・都市計画税の一覧 法人町民税 20"
"20521","坂城町","48","true","true","true","true","ごみ・環境・衛生","ごみ・環境・衛生","https://www.town.sakaki.nagano.jp/life/1/7/","補助金 2025年11月11日更新 リンク集 2025年11月11日更新 し尿の処理について 2025年11月11日更新 家庭雑排水について 2025年11月11日更新 し尿・家庭雑排水汚泥処理の手数料が改定されます し尿・家庭雑排水の一覧 エコ・リサイクル 2026年5月28日更新 令和9年4月よりプラスチック資源の収集をはじめます 2026年2月17日更新 坂城町小学生環境に関する標語コンクール2025 表彰授与式 2026年2月1"
"20521","坂城町","48","true","true","true","true","妊娠・出産・子育て","妊娠・出産・子育て","https://www.town.sakaki.nagano.jp/life/2/10/","支援金制度」が始まります 2026年2月5日更新 物価高対応子育て応援手当の支給について 新着情報の一覧 新着情報のRSS 妊娠・出産 2026年4月3日更新 ベビーマッサージ＆ペタペタアート教室 受講者募集 2026年4月1日更新 産後ケア事業 2026年4月1日更新 RSウイルス感染症予防ワクチン 2026年4月1日更新 結婚新生活支援事業のお知らせ 2025年11月11日更新 子育て家庭優待パスポートについて 妊娠・出産の一覧 子"
"20521","坂城町","48","true","true","true","true","学校・教育","学校・教育","https://www.town.sakaki.nagano.jp/life/2/12/","無償化と町外に就学する児童生徒の給食費支援 給食センターの一覧 児童館・児童クラブ 2025年11月11日更新 児童館・児童クラブ 児童館・児童クラブの一覧 坂城町役場 法人番号1000020205214 〒389-0692 長野県埴科郡坂城町大字坂城10050番地 Tel:0268-82-3111 Fax:0268-82-8307 町役場へのアクセス 庁舎案内 開庁日時 お問い合わせ サイトマップ 個人情報保護 免責事項・著作権 アク"
