municipalityCode,municipalityName,title,url,hits
"01227","歌志内市","高齢者世帯等へのエアコン購入設置費用補助金","https://www.city.utashinai.hokkaido.jp/hotnews/detail/00004432.html","補助金|助成金|移住|住宅|空き家|福祉|子育て|予防接種"
"01228","深川市","NHK放送受信料の減免","https://www.city.fukagawa.lg.jp/cms/section/shakaifu/ik75k4000000729y.html","減免|免除|移住|事業者|林業|福祉|子育て"
"01228","深川市","エネルギー・食料品価格等物価高騰支援給付金(令和6年度新たに住民税非課税・均等割のみ課税となる世帯への給付、こども加算）【事業終了】","https://www.city.fukagawa.lg.jp/cms/section/shakaifu/oiemv60000000c37.html","給付金|移住|事業者|林業|福祉|子育て"
"01228","深川市","エネルギー・食料品価格等物価高騰支援給付金「均等割のみ課税世帯」・「こども加算」について【事業終了】","https://www.city.fukagawa.lg.jp/cms/section/shakaifu/ftsk2000000021jm.html","給付金|免除|移住|事業者|林業|福祉|子育て"
"01228","深川市","ごみ処理手数料の減免に係る指定ごみ袋支給について","https://www.city.fukagawa.lg.jp/cms/section/shimin/ik75k400000050z2.html","減免|移住|事業者|農業|林業|福祉|子育て"
"01228","深川市","令和6年度定額減税の不足額給付金を支給します","https://www.city.fukagawa.lg.jp/cms/section/zeimuzaisei/l1rart00000037ns.html","給付金|移住|事業者|林業|福祉|子育て"
"01228","深川市","住居確保給付金について","https://www.city.fukagawa.lg.jp/cms/section/shakaifu/uo2pli000000po2y.html","給付金|貸付|移住|住宅|事業者|林業|福祉|子育て"
"01228","深川市","出産育児一時金の請求（国保）","https://www.city.fukagawa.lg.jp/cms/section/shimin/ik75k40000005e8l.html","一時金|減免|移住|事業者|林業|福祉|子育て"
"01228","深川市","国民年金の死亡一時金","https://www.city.fukagawa.lg.jp/cms/section/shimin/ik75k40000005kbn.html","給付金|一時金|免除|移住|事業者|林業|福祉|子育て"
"01228","深川市","国民年金保険料免除制度","https://www.city.fukagawa.lg.jp/cms/section/shimin/ik75k40000005jbu.html","給付金|一時金|免除|移住|事業者|林業|福祉|子育て"
"01228","深川市","定額減税調整給付金（終了しました）","https://www.city.fukagawa.lg.jp/cms/section/zeimuzaisei/m4vuo20000001l7c.html","給付金|移住|住宅|事業者|林業|福祉|子育て"
"01228","深川市","就学援助","https://www.city.fukagawa.lg.jp/cms/section/gakumu/ik75k4000000k4qh.html","奨励金|移住|住宅|事業者|林業|福祉|子育て|就学|通学|就学援助"
"01228","深川市","市営住宅の家賃減免","https://www.city.fukagawa.lg.jp/cms/section/kenchiku/ik75k4000000gryy.html","減免|免除|移住|住宅|事業者|林業|福祉|子育て"
"01228","深川市","母子・父子・寡婦福祉資金の貸付制度","https://www.city.fukagawa.lg.jp/cms/section/kenkofuk/ik75k40000006lif.html","給付金|貸付|移住|住宅|事業者|林業|福祉|子育て|就学"
"01228","深川市","母子家庭等自立支援教育訓練給付金","https://www.city.fukagawa.lg.jp/cms/section/kenkofuk/ik75k40000006m66.html","給付金|貸付|移住|事業者|林業|福祉|子育て"
"01228","深川市","母子家庭等高等職業訓練促進費等給付金","https://www.city.fukagawa.lg.jp/cms/section/kenkofuk/ik75k40000006ml0.html","給付金|貸付|移住|事業者|林業|福祉|子育て"
"01228","深川市","深川ライフ応援奨学金補助事業（深川市若年者定住促進奨学金返還支援事業）","https://www.city.fukagawa.lg.jp/cms/section/machimi/gm9h2g0000004t5m.html","補助金|移住|事業者|農業|林業|福祉|子育て|奨学金"
"01228","深川市","深川市スポーツ指導者資格取得助成金","https://www.city.fukagawa.lg.jp/cms/section/gakuspo/l93trv0000001ra0.html","助成金|移住|事業者|林業|福祉|子育て"
"01228","深川市","深川市結婚新生活支援補助金","https://www.city.fukagawa.lg.jp/cms/section/machimi/oiemv60000000i1b.html","補助金|移住|住宅|事業者|林業|福祉|子育て|奨学金"
"01228","深川市","深川市若年者等人材力向上環境整備助成金","https://www.city.fukagawa.lg.jp/cms/section/machimi/uo2pli000000xh4v.html","助成金|移住|事業者|林業|福祉|子育て|通学"
"01228","深川市","物価高騰支援給付金（非課税世帯給付金及びこども加算）について 【事業終了】","https://www.city.fukagawa.lg.jp/cms/section/shakaifu/l1rart0000000wby.html","給付金|免除|移住|事業者|林業|福祉|子育て"
"01228","深川市","特別支援学校の就学奨励金","https://www.city.fukagawa.lg.jp/cms/section/gakumu/ik75k4000000k5mp.html","奨励金|移住|事業者|林業|福祉|子育て|就学"
"01228","深川市","特別障害給付金制度","https://www.city.fukagawa.lg.jp/cms/section/shimin/ik75k40000005opc.html","給付金|一時金|免除|移住|事業者|林業|福祉|子育て"
"01228","深川市","資源物の回収及び引き取りに対し奨励金・協力金を交付します","https://www.city.fukagawa.lg.jp/cms/section/shimin/uo2pli0000005euk.html","助成金|奨励金|移住|事業者|林業|福祉|子育て"
"01228","深川市","軽自動車税（種別割）の減免制度","https://www.city.fukagawa.lg.jp/cms/section/zeimuzaisei/ik75k40000004ilp.html","減免|移住|事業者|林業|福祉|子育て"
"01229","富良野市","令和7年度 富良野市定額減税補足給付金（不足額給付）について","https://www.city.furano.hokkaido.jp/life/docs/1238741.html","給付金|移住|福祉|子育て"
"01229","富良野市","子ども医療費助成償還払い 電子申請","https://www.city.furano.hokkaido.jp/life/docs/1962214.html","医療費助成|移住|福祉|子育て"
"01229","富良野市","定額減税や給付金をかたった不審な電話、ショートメッセージやメールにご注意ください","https://www.city.furano.hokkaido.jp/life/docs/646728.html","給付金|移住|福祉|子育て"
"01229","富良野市","富良野市UIJターン新規就業支援事業に係る移住支援金について","https://www.city.furano.hokkaido.jp/life/docs/2021061100032.html","補助金|支援金|移住|起業|水産|福祉|子育て|通学|移住支援"
"01229","富良野市","富良野市子ども医療費助成を拡充します！","https://www.city.furano.hokkaido.jp/life/docs/8803.html","医療費助成|移住|福祉|子育て|就学"
"01229","富良野市","富良野市新規就業移住支援金等交付事業について","https://www.city.furano.hokkaido.jp/life/docs/549865.html","支援金|移住|事業者|福祉|子育て|移住支援"
"01229","富良野市","手当助成金・無料","https://www.city.furano.hokkaido.jp/kosodate/purpose/purpose3/","助成金|貸付|医療費助成|移住|福祉|子育て|予防接種|不妊"
"01229","富良野市","租税条約に基づく個人住民税(市民税・道民税)の免除について","https://www.city.furano.hokkaido.jp/life/docs/8515.html","免除|移住|福祉|子育て"
"01233","伊達市","ごみステーション用保管ボックス等設置等事業助成金","https://www.city.date.hokkaido.jp/hotnews/detail/00000496.html","助成金|住宅|事業者|林業|水産|福祉|子育て|予防接種"
"01233","伊達市","ものづくり創出支援事業補助金","https://www.city.date.hokkaido.jp/hotnews/detail/00007899.html","補助金|住宅|事業者|林業|水産|福祉|子育て|予防接種"
"01233","伊達市","助成金・支援制度","https://www.city.date.hokkaido.jp/hotnews/category/208.html","助成金|住宅|事業者|林業|水産|福祉|子育て|予防接種"
"01233","伊達市","医療・福祉分野の奨学金返還費用を支援します（奨学金返還支援事業）申請は７月31日まで","https://www.city.date.hokkaido.jp/hotnews/detail/00008023.html","補助金|貸付|住宅|事業者|林業|水産|福祉|子育て|奨学金|予防接種"
"01233","伊達市","医療費助成・給付","https://www.city.date.hokkaido.jp/hotnews/category/273.html","一時金|医療費助成|住宅|事業者|林業|水産|福祉|子育て|予防接種"
"01233","伊達市","妊婦のための支援給付（妊婦支援給付金）","https://www.city.date.hokkaido.jp/hotnews/detail/00008368.html","給付金|住宅|事業者|林業|水産|福祉|子育て|予防接種|妊婦"
"01233","伊達市","子どもが生まれたとき（出産育児一時金）","https://www.city.date.hokkaido.jp/hotnews/detail/00001079.html","一時金|医療費助成|住宅|事業者|林業|水産|福祉|子育て|予防接種"
"01233","伊達市","子ども医療費助成制度","https://www.city.date.hokkaido.jp/hotnews/detail/00000675.html","助成金|医療費助成|住宅|事業者|林業|水産|福祉|子育て|予防接種|妊婦"
"01233","伊達市","検索結果","https://www.city.date.hokkaido.jp/search/?cx=016525041017481684981:ulluneb1qms&cof=FORID%3A9&ie=UTF-8&q=%E7%B5%A6%E4%BB%98%E9%87%91&sa.x=0&sa.y=0","住宅|事業者|林業|水産|福祉|子育て|予防接種|給付金"
"01233","伊達市","空き家取得費等補助金について","https://www.city.date.hokkaido.jp/hotnews/detail/00006831.html","補助金|移住|住宅|空き家|事業者|林業|水産|福祉|子育て|予防接種"
"01233","伊達市","空き家除却費補助金について","https://www.city.date.hokkaido.jp/hotnews/detail/00004936.html","補助金|住宅|空き家|事業者|林業|水産|福祉|子育て|予防接種"
"01234","北広島市","保険料免除制度、納付猶予制度、学生納付特例制度等","https://www.city.kitahiroshima.hokkaido.jp/hotnews/detail/00000346.html","給付金|免除|事業者|農業|福祉|子育て"
"01234","北広島市","北広島市福祉施設等臨時支援金について","https://www.city.kitahiroshima.hokkaido.jp/hotnews/detail/00158528.html","支援金|事業者|農業|福祉|子育て"
"01234","北広島市","子ども医療費助成制度（令和8年4月から制度が拡大します）","https://www.city.kitahiroshima.hokkaido.jp/hotnews/detail/00158121.html","給付金|医療費助成|事業者|農業|福祉|子育て|就学|予防接種"
"01234","北広島市","年金生活者支援給付金について","https://www.city.kitahiroshima.hokkaido.jp/hotnews/detail/00133823.html","給付金|免除|事業者|農業|福祉|子育て"
"01234","北広島市","浄化槽設置補助金制度について（令和8年度）","https://www.city.kitahiroshima.hokkaido.jp/hotnews/detail/00159029.html","補助金|住宅|事業者|農業|福祉|子育て"
"01235","石狩市","【令和8年6月26日～受付再開】家庭用省エネ機器購入補助金","https://www.city.ishikari.hokkaido.jp/kurashi/kankyo/1005874/1006872.html","補助金|移住|住宅|事業者|水産|福祉|子育て|省エネ"
"01235","石狩市","医療費助成","https://www.city.ishikari.hokkaido.jp/kenko/iryo/1001871/index.html","医療費助成|移住|住宅|事業者|水産|福祉|子育て|予防接種|不妊"
"01235","石狩市","子ども医療費助成","https://www.city.ishikari.hokkaido.jp/kosodate-kyoiku/ninshin/1006232.html","給付金|医療費助成|移住|住宅|事業者|水産|福祉|子育て|就学|予防接種|妊婦"
"01235","石狩市","石狩市人材確保支援事業補助金について","https://www.city.ishikari.hokkaido.jp/sangyo/shokogyo/1007156.html","補助金|移住|住宅|事業者|水産|福祉|子育て"
"01303","当別町","医療費助成","https://www.town.tobetsu.hokkaido.jp/life/8/84/","給付金|医療費助成|移住|住宅|農業|林業|福祉|子育て|予防接種|不妊"
"01303","当別町","就学援助","https://www.town.tobetsu.hokkaido.jp/life/9/46/193/","給付金|医療費助成|移住|住宅|農業|林業|福祉|子育て|就学|予防接種|就学援助"
"01303","当別町","臨時特別給付金","https://www.town.tobetsu.hokkaido.jp/life/8/90/","給付金|医療費助成|移住|住宅|農業|林業|福祉|子育て|予防接種"
"01303","当別町","臨時特別給付金","https://www.town.tobetsu.hokkaido.jp/life/8/90/298/","給付金|医療費助成|移住|住宅|農業|林業|福祉|子育て|予防接種"
"01303","当別町","高校生等奨学金","https://www.town.tobetsu.hokkaido.jp/life/9/45/188/","給付金|医療費助成|移住|住宅|農業|林業|福祉|子育て|奨学金|予防接種"
"01304","新篠津村","【６月２５日受付終了】新篠津村定住促進リフォーム補助金について","https://www.vill.shinshinotsu.hokkaido.jp/hotnews/detail/00003545.html","補助金|支援金|医療費助成|移住|住宅|空き家|農業|福祉|子育て|予防接種"
"01304","新篠津村","ひとり親家庭等医療費助成のご案内","https://www.vill.shinshinotsu.hokkaido.jp/hotnews/detail/00000800.html","給付金|医療費助成|移住|農業|福祉|子育て|予防接種|不妊"
"01304","新篠津村","乳幼児等医療費助成について","https://www.vill.shinshinotsu.hokkaido.jp/hotnews/detail/00000798.html","給付金|医療費助成|移住|農業|福祉|子育て|予防接種|不妊"
"01304","新篠津村","出産・子育て応援給付金事業のご案内","https://www.vill.shinshinotsu.hokkaido.jp/hotnews/detail/00001683.html","給付金|一時金|医療費助成|移住|農業|福祉|子育て|予防接種|妊婦"
"01304","新篠津村","医療機関の皆さまへ（医療費助成制度拡大のお知らせ）","https://www.vill.shinshinotsu.hokkaido.jp/hotnews/detail/00000828.html","医療費助成|移住|農業|福祉|子育て|就学|予防接種|不妊"
"01304","新篠津村","医療費助成","https://www.vill.shinshinotsu.hokkaido.jp/hotnews/category/21.html","医療費助成|移住|農業|福祉|子育て|予防接種|不妊"
"01304","新篠津村","医療費助成制度拡大のお知らせ","https://www.vill.shinshinotsu.hokkaido.jp/hotnews/detail/00000795.html","給付金|医療費助成|移住|農業|福祉|子育て|予防接種|不妊"
"01304","新篠津村","医療費助成対象の方が学校等で負傷した場合の受給者証の取り扱いについて","https://www.vill.shinshinotsu.hokkaido.jp/hotnews/detail/00000869.html","医療費助成|移住|農業|福祉|子育て|予防接種|不妊"
"01304","新篠津村","就学援助制度","https://www.vill.shinshinotsu.hokkaido.jp/hotnews/detail/00000318.html","支援金|医療費助成|移住|農業|福祉|子育て|就学|予防接種|通学|就学援助"
"01304","新篠津村","新篠津村はばたけ高校生応援支援金について","https://www.vill.shinshinotsu.hokkaido.jp/hotnews/detail/00000326.html","支援金|医療費助成|移住|農業|福祉|子育て|就学|予防接種|通学"
"01304","新篠津村","新篠津村移住促進引越支援金について","https://www.vill.shinshinotsu.hokkaido.jp/hotnews/detail/00003543.html","補助金|支援金|医療費助成|移住|住宅|空き家|農業|福祉|子育て|予防接種"
"01304","新篠津村","新篠津村空き家等除却支援事業補助金について","https://www.vill.shinshinotsu.hokkaido.jp/hotnews/detail/00003546.html","補助金|支援金|医療費助成|移住|住宅|空き家|事業者|農業|福祉|子育て|予防接種"
"01304","新篠津村","旧優生保護法に関する一時金支給について","https://www.vill.shinshinotsu.hokkaido.jp/hotnews/detail/00002850.html","給付金|一時金|医療費助成|移住|農業|福祉|子育て|予防接種"
"01304","新篠津村","重度心身障がい者医療費助成について","https://www.vill.shinshinotsu.hokkaido.jp/hotnews/detail/00000799.html","給付金|医療費助成|移住|農業|福祉|子育て|予防接種|不妊"
"01331","松前町","スポーツ振興くじの助成金を活用しました","https://www.town.matsumae.hokkaido.jp/hotnews/detail/00000835.html","助成金|医療費助成|住宅|農業|林業|水産|福祉|子育て|就学|通学"
"01331","松前町","スマイル応援補助金","https://www.town.matsumae.hokkaido.jp/hotnews/category/184.html","補助金|医療費助成|住宅|農業|林業|水産|福祉|子育て"
"01331","松前町","スマイル応援補助金 令和3年度採択事業","https://www.town.matsumae.hokkaido.jp/hotnews/detail/00001702.html","補助金|医療費助成|住宅|農業|林業|水産|福祉|子育て"
"01331","松前町","スマイル応援補助金 令和4年度採択事業","https://www.town.matsumae.hokkaido.jp/hotnews/detail/00002018.html","補助金|医療費助成|住宅|農業|林業|水産|福祉|子育て"
"01331","松前町","スマイル応援補助金 令和5年度採択事業","https://www.town.matsumae.hokkaido.jp/hotnews/detail/00002261.html","補助金|医療費助成|住宅|農業|林業|水産|福祉|子育て"
"01331","松前町","スマイル応援補助金 令和６年度採択事業","https://www.town.matsumae.hokkaido.jp/hotnews/detail/00002518.html","補助金|医療費助成|住宅|農業|林業|水産|福祉|子育て"
"01331","松前町","スマイル応援補助金 令和7年度採択事業","https://www.town.matsumae.hokkaido.jp/hotnews/detail/00002717.html","補助金|医療費助成|住宅|農業|林業|水産|福祉|子育て"
"01331","松前町","スマイル応援補助金 令和８年度採択事業","https://www.town.matsumae.hokkaido.jp/hotnews/detail/00002908.html","補助金|医療費助成|住宅|農業|林業|水産|福祉|子育て"
"01331","松前町","スマイル応援補助金 活用事例 -うに瓶に係る化粧箱パッケージ改良-","https://www.town.matsumae.hokkaido.jp/hotnews/detail/00001669.html","補助金|医療費助成|住宅|農業|林業|水産|福祉|子育て"
"01331","松前町","スマイル応援補助金 活用事例 -体位変換枕製作プロジェクト-","https://www.town.matsumae.hokkaido.jp/hotnews/detail/00001668.html","補助金|医療費助成|住宅|農業|林業|水産|福祉|子育て"
"01331","松前町","スマイル応援補助金 活用事例 -商工会青年部プレミアムサマーフェスト-","https://www.town.matsumae.hokkaido.jp/hotnews/detail/00001666.html","補助金|医療費助成|住宅|農業|林業|水産|福祉|子育て"
"01331","松前町","スマイル応援補助金 活用事例 -松前飲食店組合祭り-","https://www.town.matsumae.hokkaido.jp/hotnews/detail/00001665.html","補助金|医療費助成|住宅|農業|林業|水産|福祉|子育て"
"01331","松前町","スマイル応援補助金 活用事例 -桜の里のものづくり染物による手工芸品の開発事業-","https://www.town.matsumae.hokkaido.jp/hotnews/detail/00001667.html","補助金|医療費助成|住宅|農業|林業|水産|福祉|子育て"
"01331","松前町","スマイル応援補助金 活用事例 -重ね捺しスタンプラリーの開発-","https://www.town.matsumae.hokkaido.jp/hotnews/detail/00001670.html","補助金|医療費助成|住宅|農業|林業|水産|福祉|子育て"
"01331","松前町","スマイル応援補助金について","https://www.town.matsumae.hokkaido.jp/hotnews/detail/00000895.html","補助金|医療費助成|住宅|農業|林業|水産|福祉|子育て|奨学金"
"01331","松前町","医療費助成関係","https://www.town.matsumae.hokkaido.jp/hotnews/category/332.html","医療費助成|住宅|農業|林業|水産|福祉|子育て"
"01331","松前町","医療費助成関係","https://www.town.matsumae.hokkaido.jp/hotnews/category/326.html","医療費助成|住宅|農業|林業|水産|福祉|子育て|妊婦"
"01331","松前町","地域材で建てる住宅支援事業補助金","https://www.town.matsumae.hokkaido.jp/hotnews/detail/00000118.html","補助金|医療費助成|住宅|空き家|空家|農業|林業|水産|福祉|子育て"
"01331","松前町","就学援助・奨学資金","https://www.town.matsumae.hokkaido.jp/hotnews/detail/00000219.html","補助金|助成金|貸付|減免|医療費助成|住宅|農業|林業|水産|福祉|子育て|就学|通学|就学援助"
"01331","松前町","松前町LED照明器具買換え等奨励金・松前町省エネエアコン購入支援補助金","https://www.town.matsumae.hokkaido.jp/hotnews/detail/00002549.html","補助金|奨励金|医療費助成|住宅|事業者|農業|林業|水産|福祉|子育て|省エネ"
"01331","松前町","松前町空家等除却支援事業補助金","https://www.town.matsumae.hokkaido.jp/hotnews/detail/00000871.html","補助金|医療費助成|住宅|空き家|空家|事業者|農業|林業|水産|福祉|子育て"
"01332","福島町","医療費助成 |","https://www.town.fukushima.hokkaido.jp/hukushi/iryo/iryouhi/","補助金|給付金|支援金|医療費助成|移住|空き家|水産|福祉"
"01332","福島町","奨学資金貸付金の募集について |","https://www.town.fukushima.hokkaido.jp/%e5%ad%a6%e6%a0%a1%e6%95%99%e8%82%b2%e3%82%b0%e3%83%ab%e3%83%bc%e3%83%97/%e3%81%8a%e7%9f%a5%e3%82%89%e3%81%9b%e3%81%ae%e3%83%9a%e3%83%bc%e3%82%b8/%e5%a5%a8%e5%ad%a6%e8%b3%87%e9%87%91%e8%b2%b8%e4%bb%98%e9%87%91%e3%81%ae%e5%8b%9f%e9%9b%86%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6/","補助金|給付金|支援金|貸付|移住|空き家|水産|福祉|就学|通学"
"01332","福島町","移住促進引越支援補助金 |","https://www.town.fukushima.hokkaido.jp/%e7%a7%bb%e4%bd%8f/%e7%a7%bb%e4%bd%8f%e4%bf%83%e9%80%b2%e5%bc%95%e8%b6%8a%e6%94%af%e6%8f%b4%e8%a3%9c%e5%8a%a9%e9%87%91/","補助金|給付金|支援金|貸付|移住|住宅|空き家|事業者|水産|福祉|就学"
"01332","福島町","移住支援金制度（UIJターン新規就業支援事業） |","https://www.town.fukushima.hokkaido.jp/%e7%a7%bb%e4%bd%8f/%e7%a7%bb%e4%bd%8f%e6%94%af%e6%8f%b4%e9%87%91%e5%88%b6%e5%ba%a6%ef%bc%88uij%e3%82%bf%e3%83%bc%e3%83%b3%e6%96%b0%e8%a6%8f%e5%b0%b1%e6%a5%ad%e6%94%af%e6%8f%b4%e4%ba%8b%e6%a5%ad%ef%bc%89/","補助金|給付金|支援金|移住|空き家|水産|福祉|移住支援"
"01332","福島町","給付金のお知らせ |","https://www.town.fukushima.hokkaido.jp/kurasi/%e7%b5%a6%e4%bb%98%e9%87%91%e3%81%ae%e3%81%8a%e7%9f%a5%e3%82%89%e3%81%9b/","補助金|給付金|支援金|移住|空き家|水産|福祉"
