slug	organization	title	maxAmount	url	evidence
nagasaki-official-002-025-2026	松浦市	松浦市 がん患者アピアランスケアを補助します	公式ページ記載の補助率・上限額または支援内容に従う	https://www.city-matsuura.jp/top/kurashi_tetsuzuki/8386.html	がん患者アピアランスケアを補助します 本文へ移動 文字サイズ 背景色変更 言語を選択​▼ 現在の位置 ホーム くらし・手続きサイト くらし・手続き がん患者アピアランスケアを補助します がん患者アピアランスケアを補助します がん治療による外見変貌を補完するための医療用補整具を購入するがん患者に対し、精神的かつ機材的負担を軽減するために購入費にかかる費用の一部を補助します。 対象者 次のいずれにも該当する人 がんと診断され、がんの治療を受
nagasaki-official-002-026-2026	松浦市	松浦市 助産施設の紹介	公式ページ記載の補助率・上限額または支援内容に従う	https://www.city-matsuura.jp/top/kosodate_kyoiku/ninshin_shussan/1673.html	助産施設の紹介 本文へ移動 文字サイズ 背景色変更 言語を選択​▼ 現在の位置 ホーム くらし・手続きサイト 子育て・教育 妊娠・出産 助産施設の紹介 助産施設の紹介 事業内容 妊産婦が経済的に苦しく、産院での出産をすることができない妊産婦に対して、出産にかかる費用の一部を助成します。 対象利用者 妊産婦が生活保護法による被保護世帯及び市民税非課税世帯に属する者 妊産婦が市民税のみの課税世帯（所得税は非課税世帯）、若しくは所得税の額が8
nagasaki-official-002-027-2026	松浦市	松浦市 児童手当	所得・対象区分に応じて手当等を支給	https://www.city-matsuura.jp/top/kosodate_kyoiku/ninshin_shussan/2626.html	児童手当 本文へ移動 文字サイズ 背景色変更 言語を選択​▼ 現在の位置 ホーム くらし・手続きサイト 子育て・教育 妊娠・出産 児童手当 児童手当 令和6年10月分（12月支給分）からの児童手当制度改正 内容の詳細は、下記リンク先からご確認ください。 児童手当の制度改正について（令和6年10月分以降） 児童手当制度の概要 制度内容 児童手当は、児童を養育している方に手当を支給することにより、家庭等における生活の安定に寄与するとともに、
nagasaki-official-002-028-2026	松浦市	松浦市 特定不妊治療（先進医療）費助成制度	公式ページ記載の補助率・上限額または支援内容に従う	https://www.city-matsuura.jp/top/kosodate_kyoiku/ninshin_shussan/5105.html	特定不妊治療（先進医療）費助成制度 本文へ移動 文字サイズ 背景色変更 言語を選択​▼ 現在の位置 ホーム くらし・手続きサイト 子育て・教育 妊娠・出産 特定不妊治療（先進医療）費助成制度 特定不妊治療（先進医療）費助成制度 松浦市特定不妊治療（先進医療）費助成費助成事業 令和4年4月より、不妊治療（体外受精などの基本治療）については健康保険が適用されていますが、先進医療については保険適用外となっています。 松浦市では、令和5年4月よ
nagasaki-official-002-029-2026	松浦市	松浦市 松浦市 妊婦のための支援給付事業のご案内	公式ページ記載の補助率・上限額または支援内容に従う	https://www.city-matsuura.jp/top/kosodate_kyoiku/ninshin_shussan/7054.html	松浦市 妊婦のための支援給付事業のご案内 本文へ移動 文字サイズ 背景色変更 言語を選択​▼ 現在の位置 ホーム くらし・手続きサイト 子育て・教育 妊娠・出産 松浦市 妊婦のための支援給付事業のご案内 松浦市 妊婦のための支援給付事業のご案内 妊婦のための支援給付 妊婦・子育て家庭のみなさんが、より安心して出産・子育てができるよう、妊娠期から出産・子育て期まで一貫して相談に応じ、必要な支援につなぐ伴走型相談支援「妊婦等包括相談支援事業
nagasaki-official-002-030-2026	松浦市	松浦市 【R8年度は中止します】松浦市3世代同居・近居促進事業補助金	公式ページ記載の補助率・上限額または支援内容に従う	https://www.city-matsuura.jp/top/kosodate_kyoiku/kosodate/3585.html	【R8年度は中止します】松浦市3世代同居・近居促進事業補助金 本文へ移動 文字サイズ 背景色変更 言語を選択​▼ 現在の位置 ホーム くらし・手続きサイト 子育て・教育 子育て 【R8年度は中止します】松浦市3世代同居・近居促進事業補助金 【R8年度は中止します】松浦市3世代同居・近居促進事業補助金 制度の概要 松浦市では、安心して子育てができる住環境整備のため、多子世帯や新たに子育て世帯を含む3世代で同居又は近居するための中古住宅の取
nagasaki-official-002-031-2026	松浦市	松浦市 障害者等日常生活用具給付事業	公式ページ記載の補助率・上限額または支援内容に従う	https://www.city-matsuura.jp/top/kenko_fukushi/shogaigaarukatanotamenofukushi/2164.html	障害者等日常生活用具給付事業 本文へ移動 文字サイズ 背景色変更 言語を選択​▼ 現在の位置 ホーム くらし・手続きサイト 健康・福祉 障害がある方のための福祉 障害者等日常生活用具給付事業 障害者等日常生活用具給付事業 日常生活を容易にするための用具の購入に対する費用が支給されます。 身体障害者手帳等の内容、等級などにより対象となる品目は定められており、購入前の申請手続きが必要ですので、詳しくは下記連絡先までお問い合わせください。 日
nagasaki-official-002-032-2026	松浦市	松浦市 障害者等の補装具	公式ページ記載の補助率・上限額または支援内容に従う	https://www.city-matsuura.jp/top/kenko_fukushi/shogaigaarukatanotamenofukushi/2165.html	障害者等の補装具 本文へ移動 文字サイズ 背景色変更 言語を選択​▼ 現在の位置 ホーム くらし・手続きサイト 健康・福祉 障害がある方のための福祉 障害者等の補装具 障害者等の補装具 身体上の障害を補うための装具の購入、借受けまたは修理に必要な費用を支給します。 身体障害者手帳の内容、等級などにより対象となる品目は定められており、事前申請が必要ですので、詳しくは下記担当部署へお問い合わせください。 申請に必要なもの 補装具費(購入・借
nagasaki-official-002-033-2026	松浦市	松浦市 特別児童扶養手当	所得・対象区分に応じて手当等を支給	https://www.city-matsuura.jp/top/kenko_fukushi/shogaigaarukatanotamenofukushi/2528.html	特別児童扶養手当 本文へ移動 文字サイズ 背景色変更 言語を選択​▼ 現在の位置 ホーム くらし・手続きサイト 健康・福祉 障害がある方のための福祉 特別児童扶養手当 特別児童扶養手当 精神又は身体に障害のある児童を監護している方に対して、障害児の福祉の増進を図るために支給される手当です。 受給対象者 20才未満で政令に定められた障害の状態にある児童を監護している親、もしくは、親にかわりその児童を養育している方。(所得制限あり) ただし
nagasaki-official-002-034-2026	松浦市	松浦市 特別障害者手当等	所得・対象区分に応じて手当等を支給	https://www.city-matsuura.jp/top/kenko_fukushi/shogaigaarukatanotamenofukushi/2529.html	特別障害者手当等 本文へ移動 文字サイズ 背景色変更 言語を選択​▼ 現在の位置 ホーム くらし・手続きサイト 健康・福祉 障害がある方のための福祉 特別障害者手当等 特別障害者手当等 特別障害者手当 ・ 障害児福祉手当とは 精神または身体に著しく重度の障害があるため、日常生活において常に介護を必要とする在宅の方に支給する手当です。 特別障害者手当 ・ 障害児福祉手当 対象者 支給額(月額) (令和8年4月から） 障害児福祉手当 20歳
nagasaki-official-002-035-2026	松浦市	松浦市 障害者の福祉医療費	医療費の自己負担分等を助成	https://www.city-matsuura.jp/top/kenko_fukushi/shogaigaarukatanotamenofukushi/3146.html	障害者の福祉医療費 本文へ移動 文字サイズ 背景色変更 言語を選択​▼ 現在の位置 ホーム くらし・手続きサイト 健康・福祉 障害がある方のための福祉 障害者の福祉医療費 障害者の福祉医療費 病院などで治療を受けた場合に、支払った医療費の一部を助成する制度です。 【対象者】 身体障害者手帳1級から4級、療育手帳A1、A2、B1、精神障害者保健福祉手帳1級（通院のみ） 注釈：受給資格には所得制限等の要件があります。 【資格認定申請】 初め
nagasaki-official-002-036-2026	松浦市	松浦市 JRグループの精神障害者割引制度導入について（お知らせ）	公式ページ記載の補助率・上限額または支援内容に従う	https://www.city-matsuura.jp/top/kenko_fukushi/shogaigaarukatanotamenofukushi/8206.html	JRグループの精神障害者割引制度導入について（お知らせ） 本文へ移動 文字サイズ 背景色変更 言語を選択​▼ 現在の位置 ホーム くらし・手続きサイト 健康・福祉 障害がある方のための福祉 JRグループの精神障害者割引制度導入について（お知らせ） JRグループの精神障害者割引制度導入について（お知らせ） 令和7年4月1日から、JRグループで精神障害者割引制度が導入されます。 【対象者】 精神障害者保健福祉手帳をお持ちの方（手帳に旅客鉄道
nagasaki-official-002-037-2026	松浦市	松浦市 地場企業支援特別奨励補助金のご案内	公式ページ記載の補助率・上限額または支援内容に従う	https://www.city-matsuura.jp/top/sangyo_business/shoko/2658.html	地場企業支援特別奨励補助金のご案内 本文へ移動 文字サイズ 背景色変更 言語を選択​▼ 現在の位置 ホーム くらし・手続きサイト 産業・ビジネス 商工 地場企業支援特別奨励補助金のご案内 地場企業支援特別奨励補助金のご案内 地場企業の設備投資に対し、補助金を交付します。（予算の範囲内においてになります。） 1．対象事業 技術力及び生産効率の向上に資する設備投資 事業再構築による企業経営の合理化及び効率化に資する設備投資 2．補助金の交付
nagasaki-official-002-038-2026	松浦市	松浦市 ふるさと就職奨励金（令和7年3月31日までの就職者へ）	公式ページ記載の給付額・支援額に従う	https://www.city-matsuura.jp/top/sangyo_business/koyo_shuro/7125.html	ふるさと就職奨励金（令和7年3月31日までの就職者へ） 本文へ移動 文字サイズ 背景色変更 言語を選択​▼ 現在の位置 ホーム くらし・手続きサイト 産業・ビジネス 雇用・就労 ふるさと就職奨励金（令和7年3月31日までの就職者へ） ふるさと就職奨励金（令和7年3月31日までの就職者へ） 重要なお知らせ 本事業は令和7年4月1日以降に就職された方は対象外となります。（令和6年度をもって事業が終了したため） 平成31年4月1日から令和2年
nagasaki-official-002-039-2026	松浦市	松浦市 新生活奨励金【民間賃貸住宅入居者】(令和2年4月1日から令和7年3月31日までの転入者へ)	公式ページ記載の給付額・支援額に従う	https://www.city-matsuura.jp/top/sangyo_business/koyo_shuro/4306.html	新生活奨励金【民間賃貸住宅入居者】(令和2年4月1日から令和7年3月31日までの転入者へ) 本文へ移動 文字サイズ 背景色変更 言語を選択​▼ 現在の位置 ホーム くらし・手続きサイト 産業・ビジネス 雇用・就労 新生活奨励金【民間賃貸住宅入居者】(令和2年4月1日から令和7年3月31日までの転入者へ) 新生活奨励金【民間賃貸住宅入居者】(令和2年4月1日から令和7年3月31日までの転入者へ) 新生活奨励金【民間賃貸住宅入居者】 松浦市
nagasaki-official-002-040-2026	松浦市	松浦市 まつナビ奨励金（令和5年4月1日から令和7年3月31日までに就職した松浦高校卒業者へ）	公式ページ記載の給付額・支援額に従う	https://www.city-matsuura.jp/top/sangyo_business/koyo_shuro/7119.html	まつナビ奨励金（令和5年4月1日から令和7年3月31日までに就職した松浦高校卒業者へ） 本文へ移動 文字サイズ 背景色変更 言語を選択​▼ 現在の位置 ホーム くらし・手続きサイト 産業・ビジネス 雇用・就労 まつナビ奨励金（令和5年4月1日から令和7年3月31日までに就職した松浦高校卒業者へ） まつナビ奨励金（令和5年4月1日から令和7年3月31日までに就職した松浦高校卒業者へ） まつナビ奨励金 松浦市では、松浦高校の支援と、松浦高校
nagasaki-official-002-041-2026	松浦市	松浦市 松浦市定住奨励金	公式ページ記載の給付額・支援額に従う	https://www.city-matsuura.jp/top/kurashi_tetsuzuki/sumai_seikatsukankyo/4703.html	松浦市定住奨励金 本文へ移動 文字サイズ 背景色変更 言語を選択​▼ 現在の位置 ホーム くらし・手続きサイト くらし・手続き 住まい・生活環境 松浦市定住奨励金 松浦市定住奨励金 松浦市では、人口の流出を抑制するとともに定住を促進することで、地域の活性化を図るため、予算の範囲内において定住奨励金を交付する制度を創設しています。 定住奨励金制度の概要 奨励金交付対象者 新規転入者 松浦市に転入前3年以上にわたり他の市町村に居住していた方
nagasaki-official-002-042-2026	対馬市	対馬市 移住･定住支援補助金	公式ページ記載の補助率・上限額または支援内容に従う	https://www.city.tsushima.nagasaki.jp/ijyu/support/iju-support/index.html	移住･定住支援補助金 本文へ 文字サイズ 背景色変更 Select Language 対馬市ホームページへ 対馬の紹介 島の暮らし 島の仕事 行政のサポート 島の交通 現在のページ ホーム 移住定住サイト 行政のサポート 移住･定住支援補助金 移住･定住支援補助金 対馬市では、Iターンで対馬に移住された方、または5年以上市外に居住していた後にUターンされた方を対象に、移住にともなう引越経費や家賃などの一部支援をおこなっています。 また、
nagasaki-official-002-043-2026	対馬市	対馬市 しまぐらし下見等事業補助金	公式ページ記載の補助率・上限額または支援内容に従う	https://www.city.tsushima.nagasaki.jp/ijyu/support/3126.html	しまぐらし下見等事業補助金 本文へ 文字サイズ 背景色変更 Select Language 対馬市ホームページへ 対馬の紹介 島の暮らし 島の仕事 行政のサポート 島の交通 現在のページ ホーム 移住定住サイト 行政のサポート しまぐらし下見等事業補助金 しまぐらし下見等事業補助金 更新日：2026年03月19日 しまぐらし下見等事業補助金 移住希望者（検討者）が、移住の下見のために来島される際の経済的負担を支援する制度です。 補助対象
