municipality	score	title	url	snippet
琴浦町	87	【起業支援】琴浦でスタート！応援補助金のご案内 | 鳥取県琴浦町	https://www.town.kotoura.tottori.jp/docs/2026040600046/	【起業支援】琴浦でスタート！応援補助金のご案内 | 鳥取県琴浦町 本文へ移動 ご利用案内 背景色 白 青 黒 ふりがなをつける よみあげる 文字サイズ 小さく 標準 大きく 鳥取県 琴浦町 スマートフォンサイト 携帯サイト くらし 届出・登録・証明・マイナンバー 環境・ごみ・動物・ペット・墓地 すまい・上下水道・道路・交通 税金・保険･年金 防災・安全 通信（防災無線機・TCC) しごと 自治会・地域・まちづくり 各種相談窓口 --> 子育て・学び 妊娠・出産 子育て 学校・教育 生涯学習・スポーツ 手当・給付金・支援金 人権・同和教育 --> 健康・福祉 健康づくり・介護予防 健診・がん検診 医療・保健 高齢者支援 障がい者支援 生活保護 地域福祉 --> 観光・文化 観光 歴史・文化 交流 --> 行政情報 町の概要・組織 行財政 広報・広聴・情報公開 施策・計画 産業 入札・契約 選挙 --> 移住ナビ 惑星コトウラ 各種申請 ダウンロード --> TOP 組織 商工観光課 TOP 分野 しごと , 起業支援 , 商工業 TOP 属性 募集 【起業支援】琴浦でスタート！応援補助金
琴浦町	85	不妊治療費助成金交付事業のお知らせ | 鳥取県琴浦町	https://www.town.kotoura.tottori.jp/docs/2016051900068/	不妊治療費助成金交付事業のお知らせ | 鳥取県琴浦町 本文へ移動 ご利用案内 背景色 白 青 黒 ふりがなをつける よみあげる 文字サイズ 小さく 標準 大きく 鳥取県 琴浦町 スマートフォンサイト 携帯サイト くらし 届出・登録・証明・マイナンバー 環境・ごみ・動物・ペット・墓地 すまい・上下水道・道路・交通 税金・保険･年金 防災・安全 通信（防災無線機・TCC) しごと 自治会・地域・まちづくり 各種相談窓口 --> 子育て・学び 妊娠・出産 子育て 学校・教育 生涯学習・スポーツ 手当・給付金・支援金 人権・同和教育 --> 健康・福祉 健康づくり・介護予防 健診・がん検診 医療・保健 高齢者支援 障がい者支援 生活保護 地域福祉 --> 観光・文化 観光 歴史・文化 交流 --> 行政情報 町の概要・組織 行財政 広報・広聴・情報公開 施策・計画 産業 入札・契約 選挙 --> 移住ナビ 惑星コトウラ 各種申請書 ダウンロード --> TOP 組織 子育て応援課 TOP 分野 子育て・学び , 妊娠・出産 , 妊娠・出産のことで困ったら TOP 属性 補助・助成・給付・免除 
琴浦町	85	【除雪業者向け】除雪機械運転手育成支援事業補助金について | 鳥取県琴浦町	https://www.town.kotoura.tottori.jp/docs/2024060500032/	【除雪業者向け】除雪機械運転手育成支援事業補助金について | 鳥取県琴浦町 本文へ移動 ご利用案内 背景色 白 青 黒 ふりがなをつける よみあげる 文字サイズ 小さく 標準 大きく 鳥取県 琴浦町 スマートフォンサイト 携帯サイト くらし 届出・登録・証明・マイナンバー 環境・ごみ・動物・ペット・墓地 すまい・上下水道・道路・交通 税金・保険･年金 防災・安全 通信（防災無線機・TCC) しごと 自治会・地域・まちづくり 各種相談窓口 --> 子育て・学び 妊娠・出産 子育て 学校・教育 生涯学習・スポーツ 手当・給付金・支援金 人権・同和教育 --> 健康・福祉 健康づくり・介護予防 健診・がん検診 医療・保健 高齢者支援 障がい者支援 生活保護 地域福祉 --> 観光・文化 観光 歴史・文化 交流 --> 行政情報 町の概要・組織 行財政 広報・広聴・情報公開 施策・計画 産業 入札・契約 選挙 --> 移住ナビ 惑星コトウラ 各種申請書 ダウンロード --> TOP 組織 建設住宅課 TOP 分野 道路・土地・地籍調査 , まちづくり TOP 属性 補助・助成・給付・免除 【除
琴浦町	85	事業者の皆様へ『早期再就職支援助成金』のご案内 | 鳥取県琴浦町	https://www.town.kotoura.tottori.jp/docs/2024110200011/	事業者の皆様へ『早期再就職支援助成金』のご案内 | 鳥取県琴浦町 本文へ移動 ご利用案内 背景色 白 青 黒 ふりがなをつける よみあげる 文字サイズ 小さく 標準 大きく 鳥取県 琴浦町 スマートフォンサイト 携帯サイト くらし 届出・登録・証明・マイナンバー 環境・ごみ・動物・ペット・墓地 すまい・上下水道・道路・交通 税金・保険･年金 防災・安全 通信（防災無線機・TCC) しごと 自治会・地域・まちづくり 各種相談窓口 --> 子育て・学び 妊娠・出産 子育て 学校・教育 生涯学習・スポーツ 手当・給付金・支援金 人権・同和教育 --> 健康・福祉 健康づくり・介護予防 健診・がん検診 医療・保健 高齢者支援 障がい者支援 生活保護 地域福祉 --> 観光・文化 観光 歴史・文化 交流 --> 行政情報 町の概要・組織 行財政 広報・広聴・情報公開 施策・計画 産業 入札・契約 選挙 --> 移住ナビ 惑星コトウラ 各種申請 ダウンロード --> TOP 組織 商工観光課 TOP 分野 産業 , 商工業 TOP 属性 補助・助成・給付・免除 事業者の皆様へ『早期再就職支援助成金
琴浦町	85	【利子補給】令和7年度「為替相場の急変」「米国関税の影響」「米国関税及び円安」にかかる特別融資への支援 | 鳥取県琴浦町	https://www.town.kotoura.tottori.jp/docs/2025062000025/	【利子補給】令和7年度「為替相場の急変」「米国関税の影響」「米国関税及び円安」にかかる特別融資への支援 | 鳥取県琴浦町 本文へ移動 ご利用案内 背景色 白 青 黒 ふりがなをつける よみあげる 文字サイズ 小さく 標準 大きく 鳥取県 琴浦町 スマートフォンサイト 携帯サイト くらし 届出・登録・証明・マイナンバー 環境・ごみ・動物・ペット・墓地 すまい・上下水道・道路・交通 税金・保険･年金 防災・安全 通信（防災無線機・TCC) しごと 自治会・地域・まちづくり 各種相談窓口 --> 子育て・学び 妊娠・出産 子育て 学校・教育 生涯学習・スポーツ 手当・給付金・支援金 人権・同和教育 --> 健康・福祉 健康づくり・介護予防 健診・がん検診 医療・保健 高齢者支援 障がい者支援 生活保護 地域福祉 --> 観光・文化 観光 歴史・文化 交流 --> 行政情報 町の概要・組織 行財政 広報・広聴・情報公開 施策・計画 産業 入札・契約 選挙 --> 移住ナビ 惑星コトウラ 各種申請 ダウンロード --> TOP 組織 商工観光課 TOP 分野 産業 , 商工業 TOP 属性 補助
琴浦町	85	【企業支援】中小企業ステップアップ支援補助金のご案内 | 鳥取県琴浦町	https://www.town.kotoura.tottori.jp/docs/2026040600022/	【企業支援】中小企業ステップアップ支援補助金のご案内 | 鳥取県琴浦町 本文へ移動 ご利用案内 背景色 白 青 黒 ふりがなをつける よみあげる 文字サイズ 小さく 標準 大きく 鳥取県 琴浦町 スマートフォンサイト 携帯サイト くらし 届出・登録・証明・マイナンバー 環境・ごみ・動物・ペット・墓地 すまい・上下水道・道路・交通 税金・保険･年金 防災・安全 通信（防災無線機・TCC) しごと 自治会・地域・まちづくり 各種相談窓口 --> 子育て・学び 妊娠・出産 子育て 学校・教育 生涯学習・スポーツ 手当・給付金・支援金 人権・同和教育 --> 健康・福祉 健康づくり・介護予防 健診・がん検診 医療・保健 高齢者支援 障がい者支援 生活保護 地域福祉 --> 観光・文化 観光 歴史・文化 交流 --> 行政情報 町の概要・組織 行財政 広報・広聴・情報公開 施策・計画 産業 入札・契約 選挙 --> 移住ナビ 惑星コトウラ 各種申請 ダウンロード --> TOP 組織 商工観光課 TOP 分野 商工業 TOP 属性 補助・助成・給付・免除 【企業支援】中小企業ステップアップ支援補
大山町	84	大山町奨学金返還支援補助金｜鳥取県大山町	https://www.daisen.jp/10/2/9/p929/	大山町奨学金返還支援補助金｜鳥取県大山町 本文へ ※当サイトはJavaScriptが有効になっていないと正常に表示されません。ブラウザ設定でJavaScriptを有効にしてご利用ください。 各課の窓口 よくある質問 サイトマップ Language 日本語 English 한국어 简体汉语 繁體漢語 さがす Language メニュー トップに戻る 暮らしの手続き 健康・福祉 子育て・教育 防災・安全 町政 産業・観光・文化 事業者の方 ライフシーンから 各課の窓口 メニューを閉じる 日本語 English 한국어 简体汉语 繁體漢語 メニューを閉じる サイト内検索 よく利用されるページ 夜間・休日診療 入札・契約情報 ごみの分別について 空き家対策 今日の防災行政無線 各課の窓口 よくある質問 サイトマップ メニューを閉じる ここから本文 トップ > 各課の窓口 > まちづくり課 > 移住定住 > 大山町奨学金返還支援補助金 更新：2026年06月01日 鳥取県内の対象業種に就職される学生・卒業生の奨学金の返還を支援します。 補助金制度の目的 若者の就職促進及び大山町への移住定住促進を
日吉津村	84	令和２年度日吉津村感染症対策支援事業一覧 – 日吉津村	https://www.hiezu.jp/%e4%bb%a4%e5%92%8c%ef%bc%92%e5%b9%b4%e5%ba%a6%e6%97%a5%e5%90%89%e6%b4%a5%e6%9d%91%e6%84%9f%e6%9f%93%e7%97%87%e5%af%be%e7%ad%96%e6%94%af%e6%8f%b4%e4%ba%8b%e6%a5%ad%e4%b8%80%e8%a6%a7/	令和２年度日吉津村感染症対策支援事業一覧 – 日吉津村 上へ移動 コンテンツへスキップ --> 文字 標準 小 大 きく 最 大 色 標準 白 黒 青 サイトマップ 各課一覧 SEARCH 情報をさがす キーワード検索 Google 検索 サイト検索 検索 検索 各課一覧 サイトマップ --> くらし・手続き 行政情報 議会情報 子育て支援 学校 もしもに備えて 事業者の方へ 観光情報 小 大 最 白 黒 青 各課一覧 サイトマップ くらし・手続き 行政情報 議会情報 子育て支援 学校 もしもに備えて 事業者の方へ 観光情報 Google 検索 サイト検索 検索 検索 令和２年度日吉津村感染症対策支援事業一覧 --> ホーム &nbsp / &nbsp 各課一覧 &nbsp / &nbsp 総務課（総務室） &nbsp / &nbsp 新型コロナウイルス感染症対応臨時交付金及び物価高騰対応臨時交付金に関する情報の公開について &nbsp / &nbsp 令和２年度日吉津村感染症対策支援事業一覧 令和２年度日吉津村感染症対策支援事業一覧 日吉津村の新型コロナウイルス感染症に伴う経済的支援
琴浦町	83	特別医療費助成制度 | 鳥取県琴浦町	https://www.town.kotoura.tottori.jp/docs/2012122000460/	特別医療費助成制度 | 鳥取県琴浦町 本文へ移動 ご利用案内 背景色 白 青 黒 ふりがなをつける よみあげる 文字サイズ 小さく 標準 大きく 鳥取県 琴浦町 スマートフォンサイト 携帯サイト くらし 届出・登録・証明・マイナンバー 環境・ごみ・動物・ペット・墓地 すまい・上下水道・道路・交通 税金・保険･年金 防災・安全 通信（防災無線機・TCC) しごと 自治会・地域・まちづくり 各種相談窓口 --> 子育て・学び 妊娠・出産 子育て 学校・教育 生涯学習・スポーツ 手当・給付金・支援金 人権・同和教育 --> 健康・福祉 健康づくり・介護予防 健診・がん検診 医療・保健 高齢者支援 障がい者支援 生活保護 地域福祉 --> 観光・文化 観光 歴史・文化 交流 --> 行政情報 町の概要・組織 行財政 広報・広聴・情報公開 施策・計画 産業 入札・契約 選挙 --> 移住ナビ 惑星コトウラ 各種申請書 ダウンロード --> TOP 組織 すこやか健康課 TOP 分野 子育て支援 , 各種医療費等助成制度 , 各種制度 TOP 属性 補助・助成・給付・免除 特別医療費助成制度 20
琴浦町	83	資源ごみ回収小屋等設置事業補助金について | 鳥取県琴浦町	https://www.town.kotoura.tottori.jp/docs/2017052600025/	資源ごみ回収小屋等設置事業補助金について | 鳥取県琴浦町 本文へ移動 ご利用案内 背景色 白 青 黒 ふりがなをつける よみあげる 文字サイズ 小さく 標準 大きく 鳥取県 琴浦町 スマートフォンサイト 携帯サイト くらし 届出・登録・証明・マイナンバー 環境・ごみ・動物・ペット・墓地 すまい・上下水道・道路・交通 税金・保険･年金 防災・安全 通信（防災無線機・TCC) しごと 自治会・地域・まちづくり 各種相談窓口 --> 子育て・学び 妊娠・出産 子育て 学校・教育 生涯学習・スポーツ 手当・給付金・支援金 人権・同和教育 --> 健康・福祉 健康づくり・介護予防 健診・がん検診 医療・保健 高齢者支援 障がい者支援 生活保護 地域福祉 --> 観光・文化 観光 歴史・文化 交流 --> 行政情報 町の概要・組織 行財政 広報・広聴・情報公開 施策・計画 産業 入札・契約 選挙 --> 移住ナビ 惑星コトウラ 各種申請書 ダウンロード --> TOP 組織 町民生活課 TOP 分野 ごみ・一般廃棄物 , 自治会支援制度 TOP 属性 補助・助成・給付・免除 資源ごみ回収小屋等設
琴浦町	83	令和８年度琴浦町クリーンエネルギー導入推進事業補助金について | 鳥取県琴浦町	https://www.town.kotoura.tottori.jp/docs/2019042200024/	令和８年度琴浦町クリーンエネルギー導入推進事業補助金について | 鳥取県琴浦町 本文へ移動 ご利用案内 背景色 白 青 黒 ふりがなをつける よみあげる 文字サイズ 小さく 標準 大きく 鳥取県 琴浦町 スマートフォンサイト 携帯サイト くらし 届出・登録・証明・マイナンバー 環境・ごみ・動物・ペット・墓地 すまい・上下水道・道路・交通 税金・保険･年金 防災・安全 通信（防災無線機・TCC) しごと 自治会・地域・まちづくり 各種相談窓口 --> 子育て・学び 妊娠・出産 子育て 学校・教育 生涯学習・スポーツ 手当・給付金・支援金 人権・同和教育 --> 健康・福祉 健康づくり・介護予防 健診・がん検診 医療・保健 高齢者支援 障がい者支援 生活保護 地域福祉 --> 観光・文化 観光 歴史・文化 交流 --> 行政情報 町の概要・組織 行財政 広報・広聴・情報公開 施策・計画 産業 入札・契約 選挙 --> 移住ナビ 惑星コトウラ 各種申請 ダウンロード --> TOP 組織 町民生活課 TOP 分野 環境 TOP 属性 補助・助成・給付・免除 令和８年度琴浦町クリーンエネルギー
琴浦町	83	合併処理浄化槽の設置補助金について（令和７年度） | 鳥取県琴浦町	https://www.town.kotoura.tottori.jp/docs/2023070300083/	合併処理浄化槽の設置補助金について（令和７年度） | 鳥取県琴浦町 本文へ移動 ご利用案内 背景色 白 青 黒 ふりがなをつける よみあげる 文字サイズ 小さく 標準 大きく 鳥取県 琴浦町 スマートフォンサイト 携帯サイト くらし 届出・登録・証明・マイナンバー 環境・ごみ・動物・ペット・墓地 すまい・上下水道・道路・交通 税金・保険･年金 防災・安全 通信（防災無線機・TCC) しごと 自治会・地域・まちづくり 各種相談窓口 --> 子育て・学び 妊娠・出産 子育て 学校・教育 生涯学習・スポーツ 手当・給付金・支援金 人権・同和教育 --> 健康・福祉 健康づくり・介護予防 健診・がん検診 医療・保健 高齢者支援 障がい者支援 生活保護 地域福祉 --> 観光・文化 観光 歴史・文化 交流 --> 行政情報 町の概要・組織 行財政 広報・広聴・情報公開 施策・計画 産業 入札・契約 選挙 --> 移住ナビ 惑星コトウラ 各種申請書 ダウンロード --> TOP 組織 上下水道課 TOP 分野 すまい・上下水道・道路・交通 , 環境・ごみ・動物・ペット・墓地 TOP 属性 補助・助
琴浦町	83	各種申請 | 鳥取県琴浦町	https://www.town.kotoura.tottori.jp/document.html	各種申請 | 鳥取県琴浦町 本文へ移動 ご利用案内 背景色 白 青 黒 ふりがなをつける よみあげる 文字サイズ 小さく 標準 大きく 鳥取県 琴浦町 スマートフォンサイト 携帯サイト くらし 届出・登録・証明・マイナンバー 環境・ごみ・動物・ペット・墓地 すまい・上下水道・道路・交通 税金・保険･年金 防災・安全 通信（防災無線機・TCC) しごと 自治会・地域・まちづくり 各種相談窓口 --> 子育て・学び 妊娠・出産 子育て 学校・教育 生涯学習・スポーツ 手当・給付金・支援金 人権・同和教育 --> 健康・福祉 健康づくり・介護予防 健診・がん検診 医療・保健 高齢者支援 障がい者支援 生活保護 地域福祉 --> 観光・文化 観光 歴史・文化 交流 --> 行政情報 町の概要・組織 行財政 広報・広聴・情報公開 施策・計画 産業 入札・契約 選挙 --> 移住ナビ 惑星コトウラ 各種申請 ダウンロード --> TOP 各種申請 各種申請 電子申請 こちら 住民票・戸籍・印鑑証明 住民異動届(町民生活課) 戸籍謄抄本等請求書（郵送用）、代理人選任届(町民生活課) 本人通知制度登録
