"municipality","rescore","priority","status","title","url","snippet"
"河津町","55","strong","200","新着情報募集｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/category/bosyu/","--> 新着情報募集｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集 "
"河津町","53","strong","200","河津に住もう｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/ijuu/","--> 河津に住もう｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集 "
"河津町","50","strong","200","防災士育成事業補助金｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/choumin/bousaishi-jyosei/","--> 防災士育成事業補助金｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント"
"河津町","50","strong","200","家具転倒防止器具等購入補助金｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/choumin/kagutentouboushikigukounyuu/","--> 家具転倒防止器具等購入補助金｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ "
"河津町","47","medium","200","静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/","--> 静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集 河津町について"
"河津町","47","strong","200","新着情報イベント｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/category/event/","--> 新着情報イベント｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募"
"河津町","42","medium","200","引越し・住宅・交通の一覧｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/choumin/life05/","--> 引越し・住宅・交通の一覧｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベ"
"河津町","42","medium","200","事業者のみなさま｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/jigyousha/","--> 事業者のみなさま｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募"
"河津町","42","medium","200","事業者のみなさま｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/jigyousha/","--> 事業者のみなさま｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募"
"河津町","41","medium","200","防災・救急｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/bousai/","--> 防災・救急｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集 河"
"河津町","41","medium","200","防災・救急｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/bousai/","--> 防災・救急｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集 河"
"河津町","41","medium","200","新着情報その他｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/cat_important/sonota/","--> 新着情報その他｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集"
"河津町","41","strong","200","河津町について｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/gyousei/gaiyou/","--> 河津町について｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集"
"河津町","41","medium","200","水道料金減免について｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/important/27894/","--> 水道料金減免について｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント"
"河津町","40","strong","200","バナー広告募集｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/gyousei/g028/","--> バナー広告募集｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集"
"河津町","38","medium","200","公衆電話の設置場所と使用方法｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/bousai/kosyudenwa/","--> 公衆電話の設置場所と使用方法｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ "
"河津町","38","medium","200","障がい者支援の一覧｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/choumin/life11/","--> 障がい者支援の一覧｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント "
"河津町","38","medium","200","健康・医療の一覧｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/choumin/purpose03/","--> 健康・医療の一覧｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募"
"河津町","38","medium","200","教育・文化の一覧｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/choumin/purpose04/","--> 教育・文化の一覧｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募"
"河津町","38","medium","200","河津町空き家バンク｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/ijuu/akiyabank/","--> 河津町空き家バンク｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント "
"河津町","37","strong","200","今週の会議・行事予定(令和8年7/13～令和8年7/21）｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/19835/","--> 今週の会議・行事予定(令和8年7/13～令和8年7/21）｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者"
"河津町","37","strong","200","今週の会議・行事予定(令和８年７/６～令和８年７/13）｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/19992/","--> 今週の会議・行事予定(令和８年７/６～令和８年７/13）｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 "
"河津町","37","medium","200","文芸かわづ第26号 作品募集｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/25904/","--> 文芸かわづ第26号 作品募集｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ "
"河津町","37","strong","200","河津町防災メール（随時登録受付中）｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/bousai/b226/","--> 河津町防災メール（随時登録受付中）｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知"
"河津町","37","medium","200","税金・年金の一覧｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/choumin/life10/","--> 税金・年金の一覧｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募"
"河津町","37","medium","200","生活・手続きの一覧｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/choumin/purpose01/","--> 生活・手続きの一覧｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント "
"河津町","36","medium","200","新着情報お知らせ｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/category/topics/","--> 新着情報お知らせ｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募"
