code,municipality,rescore,title,url,snippet
21361,垂井町,45,"給付金 - 岐阜県垂井町公式ホームページ",https://www.town.tarui.lg.jp/life/2/16/77/,"給付金 - 岐阜県垂井町公式ホームページ ページの先頭です。"
21221,海津市,40,"くらしのガイド",https://www.city.kaizu.lg.jp/kurashi/index.html,"給付金・定額減税 住民票・印鑑登録証明 税金について 個人住民税（市民税・県民税） 固定資産税 軽自動車税 法人市民税 国民健康保険 後期高齢者医療制度 国民年金 証明書時間外予約サービス 公示送達 子育て 表示 妊娠と出生、医療・健康、行政サービス、小中学校などについて掲載しています。 防災 救急医療 消防について 消防団 水防 生活安全 交通安全 新型コ"
21221,海津市,40,"ふるさと納税で海津市を応援してください",https://www.city.kaizu.lg.jp/shisei/0000000024.html,"海津市のふるさと納税において、いかなるポータルサイトでも寄附金額を割り引いて受付するようなことは一切ありませんので、十分にご注意ください。 今日では、広大な穀倉地帯を活かした大規模農業、製造業を柱とした工業、都市近郊型住宅地としても発展してきています。 委託事業者名 レッドホースコーポレーション株式会社（ふるさと納税お問い合わせセンター） 電話番号 0120"
21302,岐南町,40,"介護認定調査員（会計年度任用職員）を募集します/ 岐南町公式ホームページ ぎなんねっと",https://www.town.ginan.lg.jp/6020.htm,"◯募集職種 介護認定調査員 ◯業務内容 介護保険に関する認定調査、認定調査票の確認業務など ◯募集人数 ３名程度 ◯勤務地 保険年金課（役場から公用車で、調査対象者の自宅や施設、病院へ行き調査します） ◯報酬 時給 １，４８６円 ◯勤務時間 ８時３０分 ～１７時１５分（週２０時間未満） ◯応募資格 都道府県又は指定都市が行う「認定調査員新規研修」を修了されて"
21302,岐南町,40,"コンビニで各種証明書が発行できます（コンビニ交付サービス）/ 岐南町公式ホームページ ぎなんねっと",https://www.town.ginan.lg.jp/5262.htm,"取得できる証明書（最新の証明書のみ） 令和８年４月から、コンビニ等に設置の多機能端末機を利用すれば、窓口での手数料より１００円お得です！ １００円引き期間 令和８年４月１日から令和１０年３月３１日まで ◆令和８年４月からの証明書発行手数料 証明書の種類 役場窓口で 発行の場合 コンビニ 交付の場合 注意事項 住民票の写し 300円 200円 ・死亡や転出され"
21302,岐南町,40,"コンビニで各種証明書が発行できます（コンビニ交付サービス）/ 岐南町公式ホームページ ぎなんねっと",https://www.town.ginan.lg.jp/5262.htm,"取得できる証明書（最新の証明書のみ） 令和８年４月から、コンビニ等に設置の多機能端末機を利用すれば、窓口での手数料より１００円お得です！ １００円引き期間 令和８年４月１日から令和１０年３月３１日まで ◆令和８年４月からの証明書発行手数料 証明書の種類 役場窓口で 発行の場合 コンビニ 交付の場合 注意事項 住民票の写し 300円 200円 ・死亡や転出され"
21303,笠松町,40,"こども館行事案内・こども館だより",https://www.town.kasamatsu.gifu.jp/docs/2026060500036/,"ティーンズ行事 新こども館開館に伴い始まった、小・中・ハイティーン（高校生年代）対象の新行事です。 令和8年度ティーンズ行事・子ども相談室(PDF形式388KBytes) 令和8年度ボードゲームDAY(PDF形式206KBytes) ※こども館の利用については、 こども館利用案内 のページをご覧ください。 無償で提供されていますので、ダウンロードしてご使用く"
21303,笠松町,40,"介護職員処遇改善加算の届出",https://www.town.kasamatsu.gifu.jp/docs/2020031700012/,"【介護職員等処遇改善加算等 厚生労働省相談窓口】 電話番号 050-3733-0222 受付時間 午前9時から午後6時（土日含む） 提出先 ・電子メール： ※迷惑メール防止のため、画像で表示しています。 ※件名は、「【事業所名】対象年度＋提出書類の名称について」としてください。 例：【笠松町】令和８年度処遇改善加算計画書について ・郵送：〒501-6063 "
21341,養老町,40,"養老町ホームページ・バナー広告募集",https://www.town.yoro.gifu.jp/government/publicrelations/1002213/1002214.html,"養老町ホームページ・バナー広告募集｜養老町公式ホームページ 当ホームページではjavascriptを使用しています。 養老町ホームページ・バナー広告募集 ページ番号1002214 更新日 2026年4月21日 印刷 大きな文字で印刷 養老町では、財源の確保に加え、企業および商店などの情報を提供するために、町ホームページにバナー広告枠を開設しています。 広告掲"
21341,養老町,40,"こどもの発達・障がい",https://www.town.yoro.gifu.jp/yorokko/1002888/1001993.html,"手帳の申請には各種必要な書類がありますので、お問い合わせください。 窓口 健康福祉課&hellip;電話 0584-32-1105 特別児童扶養手当 心身に障がいをもつお子さん（満20歳未満）の父母などに支給されます。 窓口 健康福祉課&hellip;電話 0584-32-1105 障害児福祉手当 精神または身体に著しく障がいがあるため、日常生活に常時の介護"
21341,養老町,40,"ひとり親家庭の支援",https://www.town.yoro.gifu.jp/yorokko/1002888/1001994.html,"ひとり親家庭の支援 ページ番号1001994 更新日 2026年2月13日 印刷 大きな文字で印刷 ひとり親家庭の方への手当・制度 児童扶養手当 満18歳未満（18歳になって最初の3月31日まで）のお子さん（障がい児の場合は20歳未満）を養育されているひとり親家庭等（父親および母親が障がい者の家庭等も含む。 ）に手当てが支給されます。 窓口 子ども課&hel"
21221,海津市,30,"移住・定住",https://www.city.kaizu.lg.jp/iju/index.html,"ホーム 移住・定住 移住・定住 海津市移住定住情報 海津市は、岐阜県の最南端にあり、岐阜市、名古屋市からは３０キロ圏内という東海３県の結節点に位置し、木曽・長良・揖斐の流れが出会う豊かな自然に育まれたまちです。 海津市移住定住ポータルサイト 外部リンク かいづじかん（PDF形式、6,076KB） 移住・定住のススメ（表面）（PDF形式、406KB） 移住・定"
21221,海津市,30,"各課の窓口",https://www.city.kaizu.lg.jp/soshiki_list.html,"職員共済および職員退職手当組合に関すること。 入札参加資格審査申請に関すること。 移住定住に関すること。 納税奨励に関すること。"
21302,岐南町,30,"ふるさと岐南応援寄附金(ふるさと納税)/ 岐南町公式ホームページ ぎなんねっと",https://www.town.ginan.lg.jp/1662.htm,"毎年8月と11月は「ふるさと納税月間」です.pdf(1954KB) ふるさと納税とは ふるさと納税とは、自分の選んだ自治体に寄附(ふるさと納税)を行った場合に、一定の上限内で、寄附額のうち2,000円を越える部分について、所得税と住民税から原則として全額が控除される制度です。 また、自分の生まれ故郷だけでなく、お世話になった自治体や応援したい自治体など、どの"
21302,岐南町,30,"主な手数料/ 岐南町公式ホームページ ぎなんねっと",https://www.town.ginan.lg.jp/1242.htm,"戸籍の記載事項証明書 350円 戸籍届出書受理証明書 350円 原則として届出人 身分証明書 300円 戸籍の附票の写し 300円 戸籍の除附票・ 改製原附票の写し 300円 住民票の写し 300円 住民票の除票 300円 住民票記載事項証明書 300円 印鑑登録証の交付 300円 原則として本人、15歳以上の方が対象です。"
21302,岐南町,30,"コミュニティタクシー/ 岐南町公式ホームページ ぎなんねっと",https://www.town.ginan.lg.jp/1163.htm,"利用料金 1回 200円／1人 （未就学児、運転免許証自主返納者で無料乗車証をお持ちの方は無料、障害者手帳を所持する方は半額） ※未就学児だけでの乗車はできません。 予約受付期間 乗車予定日時の1週間前から1時間前まで（受付時間：毎日8時から20時） ※9時の便をご利用の場合は、前日までに予約してください。 利用手順（予約方法） 1.事前の電話予約をする 予"
21303,笠松町,30,"笠松町指定排水設備工事業者名簿",https://www.town.kasamatsu.gifu.jp/docs/2012122000804/,"無償で提供されていますので、ダウンロードしてご使用ください。"
21303,笠松町,30,"笠松町指定給水装置工事事業者名簿",https://www.town.kasamatsu.gifu.jp/docs/2012122000798/,"無償で提供されていますので、ダウンロードしてご使用ください。"
21303,笠松町,30,"スポーツ少年団団員募集",https://www.town.kasamatsu.gifu.jp/docs/2025052900021/,"入団申込書[PDF形式：49.4KB] 入団者の加入制度・登録料 ①スポーツ安全傷害保険（賠償責任保険付）制度の加入（任意） 活動中の事故については、障害保険給付金の範囲外の責任は負いませんのでご承知おきください。"
21303,笠松町,30,"かさまつ応援寄附金（ふるさと納税）",https://www.town.kasamatsu.gifu.jp/docs/2012122300324/,"令和8年度からは、 「郵送・窓口・メール・FAX・電話などによる申込み」 はできませんので、ご注意ください。 ≪ ふるさとチョイス はこちら≫ ≪ 楽天市場 はこちら≫ ≪ さとふる はこちら≫ ≪ ふるなび はこちら≫ ≪ Yahoo!ふるさと納税 はこちら≫ ≪ JALふるさと納税 はこちら≫ ≪ ANAふるさと納税 はこちら≫ ふるさと納税で税金の軽減"
21303,笠松町,30,"指定緊急避難場所・指定避難所",https://www.town.kasamatsu.gifu.jp/docs/2013013000057/,"指定避難所 自宅や仮設住宅に入居できるようになるまでの間、炊き出しや物資などの提供を受けながら過ごすための場所のことをいいます。 無償で提供されていますので、ダウンロードしてご使用ください。"
21303,笠松町,30,"英語検定3級と4級の受験対策講座の受講者募集",https://www.town.kasamatsu.gifu.jp/docs/2026062900025/,"なお、町では、小中学生の英語能力向上を図るため、実用英語技能検定試験の検定料を助成しています（ 英語検定料助成金のリンクはこちらから ）。 申込方法 オンライン申請（新しいウィンドウが開きます） 申込書に必要事項を記入し、企画DX課まで提出してください。 ） 様式 2026年度第2回実用英語技能検定関係申込書[PDF形式84.1KB] 2026年度第2回実用"
21303,笠松町,30,"7・8月の学校給食",https://www.town.kasamatsu.gifu.jp/docs/2022053100023/,"(農林水産省及び環境省「令和3年度推計」) 給食の現場でも、食品ロスが発生しています。 無償で提供されていますので、ダウンロードしてご使用ください。"
21303,笠松町,30,"お子さんの予防接種",https://www.town.kasamatsu.gifu.jp/docs/2012121100635/,"個別の予防接種（定期接種） 医療機関に電話で予約のうえ、親子健康手帳（母子健康手帳）と予防接種予診票をお持ちになりお出かけください。 実施医療機関は 予防接種実施医療機関 のページをご覧ください。 岐阜県外等の医療機関での接種を希望される場合 広域化予防接種を行っていない県内の医療機関で予防接種を希望される場合や、県外で予防接種を希望される方に対して、接種費"
21303,笠松町,30,"予防接種実施医療機関",https://www.town.kasamatsu.gifu.jp/docs/2013011700225/,"羽島郡内指定医療機関 令和8年度個別予防接種実施医療機関一覧表（令和8年7月1日更新）[PDF：462KB] 広域化予防接種協力医療機関 羽島郡外にかかりつけ医のいる方や、やむを得ない事情により羽島郡内接種することが困難な方は、岐阜県内の医療機関のうち、町が指定する医療機関で接種を受けることができます。 詳しくは、 岐阜県広域化予防接種事業のホームページ を"
21341,養老町,30,"保育園・認定こども園の入園手続き",https://www.town.yoro.gifu.jp/yorokko/1002888/1001995/1001972/1001973.html,"こども園とは 就学前のお子さんに教育と保育を一体的に提供するほか、地域の子育て家庭に対する支援を行う施設です。 令和8年度入園案内 （PDF 1.3 MB） （6）状況申告書 （PDF 225.6 KB） （7）就労証明書（標準的な様式） （PDF 361.2 KB） （7）就労証明書（標準的な様式） （Excel 55.1 KB） （8）保育料減免（軽減）"
21341,養老町,30,"スポーツ",https://www.town.yoro.gifu.jp/tourism/sports/index.html,"スポーツ振興くじ（toto）助成金の活用について スポーツ振興くじ助成金を活用して実施する事業を広く町民へ周知します。"
21341,養老町,30,"利用者負担額（保育料）・副食代減免対象一覧表",https://www.town.yoro.gifu.jp/yorokko/1002888/1001995/1001972/1001990.html,"利用者負担額（保育料）・副食代減免対象一覧表｜養老町公式ホームページ 当ホームページではjavascriptを使用しています。 利用者負担額（保育料）・副食代減免対象一覧表 ページ番号1001990 更新日 2026年4月23日 印刷 大きな文字で印刷 利用者負担額について 利用者負担額については下記の一覧表をご確認ください。 利用者負担額（保育料）・副食代"
21361,垂井町,30,"移住定住・タウンプロモーション - 岐阜県垂井町公式ホームページ（企画調整課）",https://www.town.tarui.lg.jp/site/townpromotion/,"移住定住・タウンプロモーション - 岐阜県垂井町公式ホームページ（企画調整課） ページの先頭です。 垂井町暮らしの手引き [PDFファイル／3.13MB] ポータルサイトを開設 垂井町に移住してきた人や、垂井町で活躍する人たちへのインタビュー動画や、町の魅力を紹介するプロモーション動画を作成し公開しています。 ＜外部リンク＞ 充実した支援 住宅の購入・リフォ"
21361,垂井町,30,"移住定住・タウンプロモーション - 岐阜県垂井町公式ホームページ（企画調整課）",https://www.town.tarui.lg.jp/site/townpromotion/,"移住定住・タウンプロモーション - 岐阜県垂井町公式ホームページ（企画調整課） ページの先頭です。 垂井町暮らしの手引き [PDFファイル／3.13MB] ポータルサイトを開設 垂井町に移住してきた人や、垂井町で活躍する人たちへのインタビュー動画や、町の魅力を紹介するプロモーション動画を作成し公開しています。 ＜外部リンク＞ 充実した支援 住宅の購入・リフォ"
21361,垂井町,30,"有限会社 桐建 桐建設計 いつも心にありがとう - 有限会社 桐建 桐建設計（垂井）",https://www.kiriken.jp/,"ガラスの色も含めてどんなものなのか？ ぜひ！見て、さわって、体感ください！ 採寸するだけで、補助金どれくらいいただけるのか？どのくらい実費がかかるのか？ 無料見積実施中！ この機会、お見逃しなく！！ 詳しくは、 左の特設ページ をご覧ください。 みらいエコ住宅2026 支援事業決定！ 昨年に引き続き工事代金が格安になる補助金事業が実施されます。 以前の「木造"
21221,海津市,20,"子育て",https://www.city.kaizu.lg.jp/kosodate/,"妊娠したら 出産に関する補助金と制度 離乳食について 出産したら 不妊治療 妊娠・出産に関する支援活動 医療・健康 表示 お子さんの健康に関する記事を掲載しています。 認定こども園 一時保育託児サービス 行政サービス 表示 子育てに関する手当や支援制度などについて掲載しています。 手当と助成制度 地域の子育て支援 ひとり親家庭等支援 障がい児支援 海津市問い"
21221,海津市,20,"福祉・健康",https://www.city.kaizu.lg.jp/kurashi/category/1-9-0-0-0-0-0-0-0-0.html,"検診 各種検診、人間ドック費用助成などについて掲載しています。 障がい者福祉 障害者手帳、障害者差別解消法、障がい者のための手当などについて掲載しています。 障害者総合支援法 自立支援医療、障害福祉サービスの申請、利用者負担などについて掲載しています。 母子・父子家庭 児童扶養手当、母子・父子医療、交通遺児激励金制度、母子父子寡婦福祉資金貸付、母子父子自立支"
21221,海津市,20,"子育て",https://www.city.kaizu.lg.jp/kosodate/index.html,"妊娠したら 出産に関する補助金と制度 離乳食について 出産したら 不妊治療 妊娠・出産に関する支援活動 医療・健康 表示 お子さんの健康に関する記事を掲載しています。 認定こども園 一時保育託児サービス 行政サービス 表示 子育てに関する手当や支援制度などについて掲載しています。 手当と助成制度 地域の子育て支援 ひとり親家庭等支援 障がい児支援 海津市問い"
21221,海津市,20,"公民連携の提案募集について",https://www.city.kaizu.lg.jp/shisei/0000003870.html,"公民連携のワンストップ窓口(公民 de レンケイ)を企画課に設置し、民間事業者等からの提案を受付け、庁内において関係課のコーディネートを図り、提案を受けた事業がしっかりと実施等されるようにしています。 現在、課題・テーマ型の提案募集と自由提案を募集しています。 1．課題・テーマ型の提案募集について 本市が抱える地域課題の解決を図るため、以下のテーマで民間事業"
21302,岐南町,20,"サイトの使い方/ 岐南町公式ホームページ ぎなんねっと",https://www.town.ginan.lg.jp/1038.htm,"Windows PC で、ファイルを OneDrive にアップロードし、Word Online を使用して無料で表示する ダウンロード アドビ・リーダー（Adobe Reader）についてはアドビシステムズ株式会社から最新版が無償で入手できます。"
21302,岐南町,20,"健康講座/ 岐南町公式ホームページ ぎなんねっと",https://www.town.ginan.lg.jp/3361.htm,"令和8年度シニア世代向け健康講座.pdf 申込はこちら (2)健康習慣講座〜1年を通して私の体を整える〜（子育て世代向け） 20代〜50代の女性の方対象の講座です。 令和8年度子育て世代向け健康習慣講座.pdf 申込はこちら ※託児ができる人数に制限があります。 対象 健康講座：町民の方（住民票のある方） 健康習慣講座：20代〜50代女性で町民の方（住民票の"
21302,岐南町,20,"妊娠・出産時の助成/ 岐南町公式ホームページ ぎなんねっと",https://www.town.ginan.lg.jp/1770.htm,""
21302,岐南町,20,"助成制度/ 岐南町公式ホームページ ぎなんねっと",https://www.town.ginan.lg.jp/2341.htm,""
21302,岐南町,20,"郵便やオンラインで証明書を申請できます(郵送請求）/ 岐南町公式ホームページ ぎなんねっと",https://www.town.ginan.lg.jp/1088.htm,"申請書はこちらからダウンロードできます&rarr; 各種申請書ダウンロード ※お近くの市町村の様式でも申請可能です（市町村名が入っている場合は二重線等で『岐南町』に訂正してください）。 住所、本籍ともに岐南町の方は事前申請等は必要ありません。 住民票 必要な方の氏名、住所、世帯主氏名 必要な証明の種類とその通数 請求理由 請求者住所、氏名、日中連絡のつく電話"
21302,岐南町,20,"住民票の写しについて/ 岐南町公式ホームページ ぎなんねっと",https://www.town.ginan.lg.jp/1244.htm,"申請者 必要なもの 本人 朱肉で押す認印 代理人 （同一世帯の家族） 申請人、代理人それぞれの朱肉で押す認印 代理人 委任状 （本人が自筆、押印したもの） 代理人の朱肉で押す認印 ※窓口に見えた方の身分確認等をさせていただきますので、マイナンバーカード、運転免許証等をお持ちください。 住民票謄（抄）本等交付申請書 （ダウンロードページへ） ご不明の点がござい"
21302,岐南町,20,"戸籍謄本等について/ 岐南町公式ホームページ ぎなんねっと",https://www.town.ginan.lg.jp/1245.htm,"・請求者本人から委任された方 委任状 ・請求者の法定代理人（成年被後見人等の成年後見人等） 後見登記等の登記事項証明書、その他代理権を証する書類 ・法人 法人の代表者または支配人の資格を証する書面 戸籍謄本等交付申請書（ダウンロードページへ） 弁護士等請求 弁護士、司法書士等は受任している事件又は事務に関する職務上の業務を遂行するために必要がある場合に請求で"
21302,岐南町,20,"「住民票の写し等の第三者の交付に係る本人通知制度」について/ 岐南町公式ホームページ ぎなんねっと",https://www.town.ginan.lg.jp/1253.htm,"登録できる人 岐南町に住民登録されている人、もしくは岐南町に本籍がある人 （岐南町に住民票の除票または除籍等のある人も含みます） 受付窓口 住民課 住民・戸籍窓口 登録方法 本人通知制度登録申込書に必要事項を記入し提出することで、登録ができます。 通知期間 通知対象となるのは登録した日から3年間です。 通知対象となる証明書 住民票の写し （本籍及び筆頭者の記"
21302,岐南町,20,"給付について/ 岐南町公式ホームページ ぎなんねっと",https://www.town.ginan.lg.jp/2368.htm,""
21302,岐南町,20,"公共交通ワークショップ/ 岐南町公式ホームページ ぎなんねっと",https://www.town.ginan.lg.jp/5522.htm,"対象者を高校生以上としており、若い世代を含め幅広い世代の方が参加するため、活気のある意見交換や楽しいグループワークになること間違いなしです。 募集期間を延長しておりますので、ぜひご参加ください。 （当日参加はできません） 岐南町公共交通ワークショップの資料はこちら 令和７年７月広報ぎなん（一部抜粋）.pdf(168KB) 公共交通に関する実績や高齢者アンケー"
21303,笠松町,20,"こども館行事の紹介",https://www.town.kasamatsu.gifu.jp/docs/2026061000023/,"無償で提供されていますので、ダウンロードしてご使用ください。"
21303,笠松町,20,"農業委員会",https://www.town.kasamatsu.gifu.jp/docs/2018072600019/,"任期は3年間で、令和5年8月1日から令和8年7月31日までとなっています。 賃借料を決定する際には、対象農地の状況などに合わせて、当事者間において十分協議した上、決定してください。 なお、情報提供にあたっては、前年1年間の実績を基に情報の提供を行うこととなっておりますが、当町の区域内における令和6年1月から令和6年12月までに締結（公告）された賃貸借情報はあ"
21303,笠松町,20,"水道の開始・休止・使用者（名義）変更の手続き",https://www.town.kasamatsu.gifu.jp/docs/2012122001177/,"受付時間は、8時45分から16時30分までです。 インターネットによる申請受付 水道の使用開始や休止、使用者（名義）変更はインターネットからの手続きができます。 注意事項 賃貸住宅は、手続きの方法が物件によって異なりますので、笠松町水道料金事務センターまたは管理会社もしくは大家さんに手続きの方法について確認してください。 申請書ダウンロード・記入例 申請書様"
21303,笠松町,20,"こども館利用案内",https://www.town.kasamatsu.gifu.jp/docs/2012121200120/,"休館日 月曜日・年末年始（12月29日から翌年1月3日まで） ※令和5年4月から、第3日曜日（家庭の日）を休館とします。 対象者 児童、乳幼児（保護者の付き添いが必要です）、小中高生 団体等による利用 【利用できる団体】 〇下記の要件を満たす子育て支援団体 公益性のある子育て支援活動を主体的に実施している。 【申請できる方】 笠松町内に在住で、18歳以下のお"
21303,笠松町,20,"産前産後期間の国民健康保険税の減額",https://www.town.kasamatsu.gifu.jp/docs/2023121200010/,"※届出の受付開始は令和6年1月からです。 産前産後期間に係る国民健康保険税減額リーフレット(PDF形式452KB) 令和8年7月1日（水）より産前産後期間の国民健康保険税の減額手続きについて、オンライン申請の受付を開始しました。 対象となる方 国民健康保険被保険者で出産（予定）日が令和5年11月1日以降の方 対象となる出産 妊娠85日（4か月）以上の出産が対"
21341,養老町,20,"養老町公式ホームページ",https://www.town.yoro.gifu.jp/,"楽しく学ぶ“税金の役割” 6月10日（水曜日）に日吉小学校の6年生児童を対象として、町役場税務課職員により「わたしたちのくらしと税金」をテーマに租税教室が行われました。 租税教室は町内すべての小学校6年生児童を対象として、大垣税務署と町役場税務課が共同で取り組み、税金の仕組みや役割、どのように使われているのかなどを説明することで、納税者意識を育てることを目的"
21341,養老町,20,"児童館からのお知らせ",https://www.town.yoro.gifu.jp/yorokko/1002013/1002015.html,"児童館からのお知らせ ページ番号1002015 更新日 2026年7月1日 印刷 大きな文字で印刷 今月のお知らせ じどうかんだより（7月） （PDF 1009.8 KB） つばめ食堂（こども食堂）7月 （PDF 682.2 KB） 年間スケジュール 令和8年度 子育てカフェ年間スケジュール （PDF 312.0 KB） PDFファイルをご覧いただくには、「"
21341,養老町,20,"養老町公式ホームページ",https://www.town.yoro.gifu.jp/index.html,"楽しく学ぶ“税金の役割” 6月10日（水曜日）に日吉小学校の6年生児童を対象として、町役場税務課職員により「わたしたちのくらしと税金」をテーマに租税教室が行われました。 租税教室は町内すべての小学校6年生児童を対象として、大垣税務署と町役場税務課が共同で取り組み、税金の仕組みや役割、どのように使われているのかなどを説明することで、納税者意識を育てることを目的"
21341,養老町,20,"結婚後の新生活費用の一部を助成します",https://www.town.yoro.gifu.jp/life/living/1002419/1002421.html,"結婚後の新生活費用の一部を助成します｜養老町公式ホームページ 当ホームページではjavascriptを使用しています。 結婚後の新生活費用の一部を助成します ページ番号1002421 更新日 2026年6月11日 印刷 大きな文字で印刷 令和8年度養老町結婚新生活支援事業 事業概要 養老町の新婚世帯が新たに生活を始めるための住宅費、引越費、リフォーム費を補助"
21341,養老町,20,"よくある質問［福祉］",https://www.town.yoro.gifu.jp/faq/welfare/1002726/index.html,"よくある質問［福祉］ ページ番号1002726 印刷 大きな文字で印刷 ［福祉医療］福祉医療を受けていますが、県外の病院で医療費を支払いました。 医療費の払い戻しの方法は？ ［福祉医療］福祉医療を受けていますが、コルセットをつくりました。"
21361,垂井町,20,"パブリックコメント（意見募集） - 岐阜県垂井町公式ホームページ（企画調整課）",https://www.town.tarui.lg.jp/site/pubkome/,"パブリックコメント（意見募集） - 岐阜県垂井町公式ホームページ（企画調整課） ページの先頭です。 ） 町民等 町内に住所を有する者 町内に事務所又は事業所を有する個人及び法人その他の団体 町内の事務所又は事業所に勤務する者 町内に存する学校に在学する者 パブリック・コメント手続に係る事案に利害関係を有する個人及び法人その他の団体 対象 パブリック・コメント"
21361,垂井町,20,"防災 - 岐阜県垂井町公式ホームページ（企画調整課）",https://www.town.tarui.lg.jp/page/1835.html,") 活動計画書・活動実績書表紙 [Wordファイル／14KB] 活動計画書・活動実績書様式 [Excelファイル／69KB] 町自主防災組織防災資機材購入費補助金制度 町では、防災を目的に地域の共有施設などで共同管理することを条件に自主防災組織が行う防災資機材の購入に要する経費の一部を補助しています。"
21361,垂井町,20,"パブリックコメント（意見募集） - 岐阜県垂井町公式ホームページ（企画調整課）",https://www.town.tarui.lg.jp/site/pubkome/,"パブリックコメント（意見募集） - 岐阜県垂井町公式ホームページ（企画調整課） ページの先頭です。 ） 町民等 町内に住所を有する者 町内に事務所又は事業所を有する個人及び法人その他の団体 町内の事務所又は事業所に勤務する者 町内に存する学校に在学する者 パブリック・コメント手続に係る事案に利害関係を有する個人及び法人その他の団体 対象 パブリック・コメント"
21361,垂井町,20,"外国人のみなさんへ - 岐阜県垂井町公式ホームページ（企画調整課）",https://www.town.tarui.lg.jp/site/international/,"※このアプリは、岐阜県多文化共生推進補助金を受けて導入しました。"
21361,垂井町,20,"いいかも地方暮らし",https://www.chisou.go.jp/iikamo/index.html,"いいかも地方暮らし｜はじめての移住応援サイト 当サイトを使用することにより、クッキーの設定および使用に同意したことになります。 次は農家民宿を 40代&ensp;|&ensp;妻、子ども2人（5歳、8歳）&ensp;|&ensp;Iターン&ensp;|&ensp;中学校支援員 記事一覧へ COLUMN コラム 移住希望地TOP3で叶える「家賃4万円以下」のゆ"
21221,海津市,10,"税・保険・戸籍",https://www.city.kaizu.lg.jp/kurashi/category/1-11-0-0-0-0-0-0-0-0.html,"給付金・定額減税 給付金や定額減税について掲載しています。 固定資産税 固定資産税、固定資産税の対象となる資産、固定資産税の減額などについて掲載しています。 国民健康保険 国民健康保険税、届出、給付、一部負担金の減免などについて掲載しています。 公示送達 地方税法の改正に伴い、令和8年5月21日から市税、保険税(料)にかかる公示送達について、海津市役所屋外掲"
