code	organization	slug	title	category	status	officialUrl	snippet
32207	江津市	shimane-official-002-017-2026	江津市 生殖補助医療費助成制度	medical	200	https://www.city.gotsu.lg.jp/soshiki/11/25808.html	江津市生殖補助医療費助成制度 - 江津市ホームページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助・検索 メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる キーワードでさがす くら
32207	江津市	shimane-official-002-018-2026	江津市 妊婦のための支援給付金	medical	200	https://www.city.gotsu.lg.jp/soshiki/11/36215.html	妊婦のための支援給付金を支給します - 江津市ホームページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助・検索 メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる キーワードでさがす
32207	江津市	shimane-official-002-019-2026	江津市 児童手当	childcare	200	https://www.city.gotsu.lg.jp/soshiki/11/28779.html	児童手当 - 江津市ホームページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助・検索 メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる キーワードでさがす くらし・手続き 子育て・
32207	江津市	shimane-official-002-020-2026	江津市 ポリテクカレッジ島根の奨学金制度	education	200	https://www.city.gotsu.lg.jp/soshiki/16/1720.html	ポリテクカレッジ島根の奨学金制度 - 江津市ホームページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助・検索 メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる キーワードでさがす
32207	江津市	shimane-official-002-021-2026	江津市 江津市地方創生移住支援金	housing	200	https://www.city.gotsu.lg.jp/soshiki/3/28765.html	わくわく島根生活実現支援事業における江津市地方創生移住支援金 - 江津市ホームページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助・検索 メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色変更 白 黒 青
32207	江津市	shimane-official-002-022-2026	江津市 障害児福祉手当	nursing	200	https://www.city.gotsu.lg.jp/soshiki/9/27262.html	障害児福祉手当 - 江津市ホームページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助・検索 メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる キーワードでさがす くらし・手続き 子
32207	江津市	shimane-official-002-023-2026	江津市 特別児童扶養手当	childcare	200	https://www.city.gotsu.lg.jp/soshiki/9/27263.html	特別児童扶養手当 - 江津市ホームページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助・検索 メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる キーワードでさがす くらし・手続き
32207	江津市	shimane-official-002-024-2026	江津市 母子家庭自立支援給付金および父子家庭自立支援給付金事業	childcare	200	https://www.city.gotsu.lg.jp/soshiki/11/12323.html	母子家庭自立支援給付金および父子家庭自立支援給付金事業 - 江津市ホームページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助・検索 メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる
32207	江津市	shimane-official-002-025-2026	江津市 江津市立中学校英語検定料補助金	education	200	https://www.city.gotsu.lg.jp/soshiki/28/37690.html	江津市立中学校英語検定料補助金のお知らせ - 江津市ホームページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助・検索 メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる キーワードで
32207	江津市	shimane-official-002-026-2026	江津市 合併処理浄化槽設置補助金	living	200	https://www.city.gotsu.lg.jp/soshiki/22/2149.html	合併処理浄化槽の設置に関する補助金のお知らせ - 江津市ホームページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助・検索 メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる キーワー
32207	江津市	shimane-official-002-027-2026	江津市 低所得世帯緊急支援給付金	living	200	https://www.city.gotsu.lg.jp/soshiki/9/40793.html	低所得世帯緊急支援給付金のお知らせ - 江津市ホームページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助・検索 メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる キーワードでさがす
32207	江津市	shimane-official-002-028-2026	江津市 防犯灯設置費補助金	living	200	https://www.city.gotsu.lg.jp/soshiki/4/3143.html	防犯灯設置費補助金のご案内 - 江津市ホームページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助・検索 メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる キーワードでさがす くらし
32207	江津市	shimane-official-002-029-2026	江津市 特別障害者手当	nursing	200	https://www.city.gotsu.lg.jp/soshiki/9/27260.html	特別障害者手当 - 江津市ホームページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助・検索 メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる キーワードでさがす くらし・手続き 子
32207	江津市	shimane-official-002-030-2026	江津市 保育士就労奨励金	childcare	200	https://www.city.gotsu.lg.jp/soshiki/11/3113.html	保育士就労奨励金 - 江津市ホームページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助・検索 メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる キーワードでさがす くらし・手続き
32207	江津市	shimane-official-002-031-2026	江津市 新卒者等就労促進家賃補助金	housing	200	https://www.city.gotsu.lg.jp/soshiki/16/37613.html	新卒者等就労促進家賃補助金 - 江津市ホームページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助・検索 メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる キーワードでさがす くらし
32207	江津市	shimane-official-002-032-2026	江津市 中小企業者等物価高騰対策信用保証料補助金	employment	200	https://www.city.gotsu.lg.jp/soshiki/16/29911.html	江津市中小企業者等物価高騰対策信用保証料補助金 - 江津市ホームページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助・検索 メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる キーワ
32207	江津市	shimane-official-002-033-2026	江津市 まち・ひと結び事業費補助金	employment	200	https://www.city.gotsu.lg.jp/site/comunity/28851.html	まち・ひと結び事業費補助金 - 江津市ホームページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助・検索 メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる キーワードでさがす くらし
32207	江津市	shimane-official-002-034-2026	江津市 女性のプチ起業支援補助金	employment	200	https://www.city.gotsu.lg.jp/soshiki/3/28776.html	女性のプチ起業支援補助金 - 江津市ホームページ ページの先頭です。 メニューを飛ばして本文へ 閲覧補助・検索 メニュー JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色変更 白 黒 青 閉じる キーワードでさがす くらし・
32209	雲南市	shimane-official-002-035-2026	雲南市 母子父子寡婦福祉資金の予約貸付	childcare	200	https://www.city.unnan.shimane.jp/unnan/kosodate/soudan/yoyakukasitukeR8.html	【令和9年度対象】母子父子寡婦福祉資金の予約貸付について | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様式 健康・
32209	雲南市	shimane-official-002-036-2026	雲南市 協働で叶える市民活動促進事業補助金	employment	200	https://www.city.unnan.shimane.jp/unnan/kurashi/machidukuri/kyoudoudekanaeru.html	雲南市協働で叶える市民活動促進事業補助金の活用団体募集について | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様式
32209	雲南市	shimane-official-002-037-2026	雲南市 農作物鳥獣被害防止対策事業補助金	employment	200	https://www.city.unnan.shimane.jp/unnan/sangyou/nougyou/2026-0324-1641-139.html	令和８年度 農作物鳥獣被害防止対策事業補助金 | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様式 健康・福祉 保健・
32209	雲南市	shimane-official-002-038-2026	雲南市 住宅除却に係る住宅用地固定資産税減免	housing	200	https://www.city.unnan.shimane.jp/unnan/kurashi/zeikin/juutakujokyaku.html	住宅の除却に係る住宅用地の固定資産税減免について | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様式 健康・福祉 保
32209	雲南市	shimane-official-002-039-2026	雲南市 児童扶養手当	childcare	200	https://www.city.unnan.shimane.jp/unnan/kosodate/teate/serv01.html	ひとり親家庭等に対する助成制度「児童扶養手当」 | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様式 健康・福祉 保健
32209	雲南市	shimane-official-002-040-2026	雲南市 子ども医療費助成制度	medical	200	https://www.city.unnan.shimane.jp/unnan/kosodate/iryou/kodomonobyouki.html	子どもの病気・医療 | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様式 健康・福祉 保健・医療 保険・年金 高齢者支
32209	雲南市	shimane-official-002-041-2026	雲南市 児童手当	childcare	200	https://www.city.unnan.shimane.jp/unnan/kosodate/teate/jidouteate20220601.html	児童手当 | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様式 健康・福祉 保健・医療 保険・年金 高齢者支援 障がい
32209	雲南市	shimane-official-002-042-2026	雲南市 生殖補助医療費助成制度	medical	200	https://www.city.unnan.shimane.jp/unnan/kosodate/teate/2022-0707-0913-49.html	生殖補助医療費助成制度について | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様式 健康・福祉 保健・医療 保険・年
32209	雲南市	shimane-official-002-043-2026	雲南市 福祉医療費助成制度	medical	200	https://www.city.unnan.shimane.jp/unnan/kenkou/iryou/josei/fukushiiryou.html	福祉医療費助成制度 | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様式 健康・福祉 保健・医療 保険・年金 高齢者支
32209	雲南市	shimane-official-002-044-2026	雲南市 母子父子寡婦福祉資金の貸付	childcare	200	https://www.city.unnan.shimane.jp/unnan/kosodate/soudan/consult05.html	母子父子寡婦福祉資金の貸付について | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様式 健康・福祉 保健・医療 保険
32209	雲南市	shimane-official-002-045-2026	雲南市 定額減税補足給付金（不足額給付）	living	200	https://www.city.unnan.shimane.jp/unnan/kurashi/zeikin/2025-0729-1305-42.html	定額減税補足給付金（不足額給付）の支給について | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様式 健康・福祉 保健
32209	雲南市	shimane-official-002-046-2026	雲南市 結婚活動支援団体支援事業補助金	employment	200	https://www.city.unnan.shimane.jp/unnan/kurashi/seikatsu/2025-0618-1926-28.html	雲南市結婚活動支援団体支援事業補助金 | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様式 健康・福祉 保健・医療 保
32209	雲南市	shimane-official-002-047-2026	雲南市 地域の担い手育成事業補助金	employment	200	https://www.city.unnan.shimane.jp/unnan/kurashi/machidukuri/2022-0310-1431-27.html	雲南市地域の担い手育成事業補助金について | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様式 健康・福祉 保健・医療
32209	雲南市	shimane-official-002-048-2026	雲南市 重度障がい者等介護手当	nursing	200	https://www.city.unnan.shimane.jp/unnan/kenkou/syougai/2026-0316-1144-46.html	重度障がい者等介護手当 | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様式 健康・福祉 保健・医療 保険・年金 高齢
32209	雲南市	shimane-official-002-049-2026	雲南市 出産・子育て応援給付金	medical	200	https://www.city.unnan.shimane.jp/unnan/kosodate/ninshinsyussan/shussankosodate.html	妊婦のための支援給付事業について | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様式 健康・福祉 保健・医療 保険・
32209	雲南市	shimane-official-002-050-2026	雲南市 森林バイオマス推進事業補助金	employment	200	https://www.city.unnan.shimane.jp/unnan/sangyou/ringyou/2021-0427-1051-139.html	雲南市森林バイオマス推進事業補助金 | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様式 健康・福祉 保健・医療 保険
32209	雲南市	shimane-official-002-051-2026	雲南市 事業継続緊急支援事業補助金	employment	200	https://www.city.unnan.shimane.jp/unnan/sangyou/syoukou/kigyou/zigyoukeizoku.html	雲南市事業継続緊急支援事業補助金について | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様式 健康・福祉 保健・医療
32209	雲南市	shimane-official-002-052-2026	雲南市 運転免許取得支援事業補助金	employment	200	https://www.city.unnan.shimane.jp/unnan/sangyou/syoukou/kigyou/untenmenkyo.html	運転免許取得支援事業補助金について | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様式 健康・福祉 保健・医療 保険
32209	雲南市	shimane-official-002-053-2026	雲南市 省力化・生産性向上農業機械等物価高騰対策支援事業	employment	200	https://www.city.unnan.shimane.jp/unnan/sangyou/nougyou/bukakoutounougyoukikai.html	令和８年度 雲南市省力化・生産性向上農業機械等物価高騰対策支援事業 | 雲南市ホームページ 本文へスキップ 雲南市 メニュー アクセス 文字サイズの選択 標準 大 特大 色反転の選択 Language Language 暮らし・手続き 届出・証明 税金 住まい 上下水道のこと 環境・ごみ・脱炭素 消防・防災 生活情報・交通 まちづくり・地域自主組織 申請書様
32343	奥出雲町	shimane-official-002-054-2026	奥出雲町 空き家バンク登録促進補助金	housing	200	https://www.town.okuizumo.shimane.jp/kurashi/1771229615481.html	【期間限定：最大５万円】奥出雲町空き家バンク登録促進補助金について | 奥出雲町 メニューにジャンプ コンテンツにジャンプ 神話とロマンの里 奥出雲町 暮らし 暮らしトップ 子育て・教育 子育て・教育トップ 健康・福祉 健康・福祉トップ 定住・観光・ ふるさと納税 定住・観光・ふるさと納税トップ 事業者の方へ 事業者の方へトップ 町政情報 町政情報トップ F
32343	奥出雲町	shimane-official-002-055-2026	奥出雲町 住宅整備支援事業補助金	housing	200	https://www.town.okuizumo.shimane.jp/kurashi/hikkoshi-sumai/sumai/1743385609148.html	令和8年度奥出雲町住宅整備支援事業補助金について | 奥出雲町 メニューにジャンプ コンテンツにジャンプ 神話とロマンの里 奥出雲町 暮らし 暮らしトップ 子育て・教育 子育て・教育トップ 健康・福祉 健康・福祉トップ 定住・観光・ ふるさと納税 定住・観光・ふるさと納税トップ 事業者の方へ 事業者の方へトップ 町政情報 町政情報トップ Foreign la
