organization	title	url	snippet
嘉島町	嘉島町子ども医療費助成事業 - 妊娠・出産・育児	https://www.town.kumamoto-kashima.lg.jp/q/aview/102/6.html	嘉島町子ども医療費助成事業 - 妊娠・出産・育児｜嘉島町 [ホーム] &gt; [ライフイベントから探す] &gt; [妊娠・出産・育児] &gt; 嘉島町子ども医療費助成事業 嘉島町子ども医療費助成事業 更新日：2024年12月2日 お子さんにかかった保険診療分の医療費を助成する制度です。 制度の目的 児童福祉行政の一環として、子どもを養育している者に対し、子どもの医療費を助成することにより、疾病の早期治療を促進し、その健康の保持及び健全な育成と子育て支援を図ることを目的と
嘉島町	嘉島町相談支援事業について - 福祉課	https://www.town.kumamoto-kashima.lg.jp/q/aview/279/4420.html	嘉島町相談支援事業について - 福祉課｜嘉島町 [ホーム] &gt; [町の情報] &gt; [各課業務案内（組織から探す）] &gt; [福祉課] &gt; 嘉島町相談支援事業について 嘉島町相談支援事業について 更新日：2024年5月13日 令和6年4月1日より、障がい者(児)を対象とした委託相談支援事業所を町内に2か所開設いたしました。 地域の身近な事業所として、障害のある人の福祉に関する多様な問題についての相談に応じ、必要な情報の提供や福祉サービスの利用支援、権利擁護
嘉島町	嘉島町妊婦のための支援給付・妊婦等包括相談支援事業について - 妊娠・出産・育児	https://www.town.kumamoto-kashima.lg.jp/q/aview/102/3755.html	嘉島町妊婦のための支援給付・妊婦等包括相談支援事業について - 妊娠・出産・育児｜嘉島町 [ホーム] &gt; [ライフイベントから探す] &gt; [妊娠・出産・育児] &gt; 嘉島町妊婦のための支援給付・妊婦等包括相談支援事業について 嘉島町妊婦のための支援給付・妊婦等包括相談支援事業について 更新日：2025年4月1日 概要 嘉島町では、妊娠・出産・育児期を安心して過ごしていただくため、保健師等の面談など継続的な「相談支援」と、出産・子育て等に関する経済的負担を軽減す
嘉島町	嘉島町幼児教育・保育の無償化対象施設について - 妊娠・出産・育児	https://www.town.kumamoto-kashima.lg.jp/q/aview/102/1961.html	嘉島町幼児教育・保育の無償化対象施設について - 妊娠・出産・育児｜嘉島町 [ホーム] &gt; [ライフイベントから探す] &gt; [妊娠・出産・育児] &gt; 嘉島町幼児教育・保育の無償化対象施設について 嘉島町幼児教育・保育の無償化対象施設について 更新日：2021年4月1日 嘉島町幼児教育・保育の無償化に係る対象施設 嘉島町における対象施設を下記のとおり公開します。 幼稚園等預かり保育 学校法人常盤学園 幼保連携型認定こども園 かしま幼稚園 嘉島町大字上島846番
嘉島町	企業立地に関する優遇措置について - 企画情報課	https://www.town.kumamoto-kashima.lg.jp/q/aview/124/2981.html	企業立地に関する優遇措置について - 企画情報課｜嘉島町 [ホーム] &gt; [町の情報] &gt; [各課業務案内（組織から探す）] &gt; [企画情報課] &gt; 企業立地に関する優遇措置について 企業立地に関する優遇措置について 更新日：2024年7月25日 嘉島町の優遇措置について(固定資産税の不均一課税) 嘉島町では、町内に工場等を新設または増設した際に以下の要件を満たす場合 、「嘉島町工場等設置奨励条例」及び「嘉島町税特別措置条例」により固定資産税の不均一課
嘉島町	熊本県中小・小規模事業者 生産性・売上げ向上後押し事業補助金 - 企画情報課	https://www.town.kumamoto-kashima.lg.jp/q/aview/124/5382.html	熊本県中小・小規模事業者 生産性・売上げ向上後押し事業補助金 - 企画情報課｜嘉島町 [ホーム] &gt; [町の情報] &gt; [各課業務案内（組織から探す）] &gt; [企画情報課] &gt; 熊本県中小・小規模事業者 生産性・売上げ向上後押し事業補助金 熊本県中小・小規模事業者 生産性・売上げ向上後押し事業補助金 更新日：2025年9月26日 【補助金】熊本県中小・小規模事業者 生産性・売上げ向上後押し事業補助金 熊本県より、標記補助金について案内がありましたのでお
嘉島町	国民健康保険の一部負担金減額、免除および徴収猶予制度について - 町民保険課	https://www.town.kumamoto-kashima.lg.jp/q/aview/126/1590.html	国民健康保険の一部負担金減額、免除および徴収猶予制度について - 町民保険課｜嘉島町 [ホーム] &gt; [町の情報] &gt; [各課業務案内（組織から探す）] &gt; [町民保険課] &gt; 国民健康保険の一部負担金減額、免除および徴収猶予制度について 国民健康保険の一部負担金減額、免除および徴収猶予制度について 更新日：2021年4月1日 災害などの特別な理由により、生活が一時的に苦しくなり、医療費の支払いが困難になった世帯に対し、申請により医療機関に支払う一部負
嘉島町	指定介護予防支援事業所(令和6年4月1日以降指定予定)の指定申請について - 介護・病気	https://www.town.kumamoto-kashima.lg.jp/q/aview/105/4298.html	指定介護予防支援事業所(令和6年4月1日以降指定予定)の指定申請について - 介護・病気｜嘉島町 [ホーム] &gt; [ライフイベントから探す] &gt; [介護・病気] &gt; 指定介護予防支援事業所(令和6年4月1日以降指定予定)の指定申請について 指定介護予防支援事業所(令和6年4月1日以降指定予定)の指定申請について 更新日：2024年2月29日 指定申請について 令和6年4月1日から介護保険法の改正により、指定居宅介護支援事業所による指定介護予防支援事業所の指定
嘉島町	指定居宅介護支援事業所の指定等について - 介護・病気	https://www.town.kumamoto-kashima.lg.jp/q/aview/105/4358.html	指定居宅介護支援事業所の指定等について - 介護・病気｜嘉島町 [ホーム] &gt; [ライフイベントから探す] &gt; [介護・病気] &gt; 指定居宅介護支援事業所の指定等について 指定居宅介護支援事業所の指定等について 更新日：2025年3月19日 指定(更新)申請は、事業開始予定月又は更新予定月の前々月末日までに、指定(更新)申請書及び添付書類の提出が必要です。 変更届は、変更後10日以内に、嘉島町長あて変更届出書及び添付書類の提出が必要です。 体制届は、加算算定
嘉島町	造血幹細胞移植で予防接種が再度必要になった方へ接種費用を助成します - 町民保険課	https://www.town.kumamoto-kashima.lg.jp/q/aview/126/5143.html	造血幹細胞移植で予防接種が再度必要になった方へ接種費用を助成します - 町民保険課｜嘉島町 [ホーム] &gt; [町の情報] &gt; [各課業務案内（組織から探す）] &gt; [町民保険課] &gt; 造血幹細胞移植で予防接種が再度必要になった方へ接種費用を助成します 造血幹細胞移植で予防接種が再度必要になった方へ接種費用を助成します 更新日：2025年4月2日 造血幹細胞移植により、移植前に行った定期予防接種(予防接種法(昭和23年法律第68号)第2条第2項)の免疫が
嘉島町	耐震改修等費用の一部を補助します - 引越し・住まい	https://www.town.kumamoto-kashima.lg.jp/q/aview/104/1272.html	耐震改修等費用の一部を補助します - 引越し・住まい｜嘉島町 [ホーム] &gt; [ライフイベントから探す] &gt; [引越し・住まい] &gt; 耐震改修等費用の一部を補助します 耐震改修等費用の一部を補助します 更新日：2026年4月1日 耐震改修等費用の一部を補助します 令和8年5月7日から、「嘉島町戸建て木造住宅耐震改修等事業補助金」の受付を開始します。 詳細につきましては、以下の資料をご覧ください。 詳細資料 耐震改修等費用補助について(PDF 約84KB) 追
嘉島町	不妊治療費(先進医療分)の助成について - 妊娠・出産・育児	https://www.town.kumamoto-kashima.lg.jp/q/aview/102/2072.html	不妊治療費(先進医療分)の助成について - 妊娠・出産・育児｜嘉島町 [ホーム] &gt; [ライフイベントから探す] &gt; [妊娠・出産・育児] &gt; 不妊治療費(先進医療分)の助成について 不妊治療費(先進医療分)の助成について 更新日：2026年4月1日 嘉島町では、不妊治療におけるご夫婦等の経済的な負担を軽減するため、費用の一部を助成をします。 対象となる費用 保険診療の生殖補助医療(体外受精・顕微授精)と併用して実施される先進医療に要した費用 ・ 令和8年4
御船町	運転免許証自主返納者支援事業を開始します	https://www.town.mifune.kumamoto.jp/page9254.html	運転免許証自主返納者支援事業を開始します / 御船町 ヘッダーをスキップ 本文へジャンプ 文字サイズ 背景色 御船町TOP 組織から探す 分類から探す Language English 中文(简化字) 中文(繁體字) 한국어 PC版トップ グローバルナビゲーションをスキップ くらし・安全 健康・子育て 観光・文化 産業・町づくり 町政 新型コロナウイルス感染症情報 新型コロナウイルス感染症について 新型コロナウイルス感染症対策について 支援制度について 支援制度について（事業
御船町	応急手当	https://www.town.mifune.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&class_set_id=1&class_id=1007	応急手当 / 御船町 ヘッダーをスキップ 本文へジャンプ 文字サイズ 背景色 御船町TOP 組織から探す 分類から探す Language English 中文(简化字) 中文(繁體字) 한국어 PC版トップ グローバルナビゲーションをスキップ くらし・安全 健康・子育て 観光・文化 産業・町づくり 町政 新型コロナウイルス感染症情報 新型コロナウイルス感染症について 新型コロナウイルス感染症対策について 支援制度について 支援制度について（事業者様向け） 町関連の行事・イベン
御船町	応急手当	https://www.town.mifune.kumamoto.jp/page4462.html	応急手当 / 御船町 ヘッダーをスキップ 本文へジャンプ 文字サイズ 背景色 御船町TOP 組織から探す 分類から探す Language English 中文(简化字) 中文(繁體字) 한국어 PC版トップ グローバルナビゲーションをスキップ くらし・安全 健康・子育て 観光・文化 産業・町づくり 町政 新型コロナウイルス感染症情報 新型コロナウイルス感染症について 新型コロナウイルス感染症対策について 支援制度について 支援制度について（事業者様向け） 町関連の行事・イベン
御船町	御船町ふるさとカムバック支援補助金	https://www.town.mifune.kumamoto.jp/page8946.html	御船町ふるさとカムバック支援補助金 / 御船町 ヘッダーをスキップ 本文へジャンプ 文字サイズ 背景色 御船町TOP 組織から探す 分類から探す Language English 中文(简化字) 中文(繁體字) 한국어 PC版トップ グローバルナビゲーションをスキップ くらし・安全 健康・子育て 観光・文化 産業・町づくり 町政 新型コロナウイルス感染症情報 新型コロナウイルス感染症について 新型コロナウイルス感染症対策について 支援制度について 支援制度について（事業者様向
御船町	御船町介護保険住宅改修支援事業費補助金の設置について	https://www.town.mifune.kumamoto.jp/page7168.html	御船町介護保険住宅改修支援事業費補助金の設置について / 御船町 ヘッダーをスキップ 本文へジャンプ 文字サイズ 背景色 御船町TOP 組織から探す 分類から探す Language English 中文(简化字) 中文(繁體字) 한국어 PC版トップ グローバルナビゲーションをスキップ くらし・安全 健康・子育て 観光・文化 産業・町づくり 町政 新型コロナウイルス感染症情報 新型コロナウイルス感染症について 新型コロナウイルス感染症対策について 支援制度について 支援制度に
御船町	御船町高齢者運転免許証自主返納支援事業を開始します	https://www.town.mifune.kumamoto.jp/page9184.html	御船町高齢者運転免許証自主返納支援事業を開始します / 御船町 ヘッダーをスキップ 本文へジャンプ 文字サイズ 背景色 御船町TOP 組織から探す 分類から探す Language English 中文(简化字) 中文(繁體字) 한국어 PC版トップ グローバルナビゲーションをスキップ くらし・安全 健康・子育て 観光・文化 産業・町づくり 町政 新型コロナウイルス感染症情報 新型コロナウイルス感染症について 新型コロナウイルス感染症対策について 支援制度について 支援制度につ
御船町	支援制度について（事業者様向け）	https://www.town.mifune.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&class_set_id=1&class_id=6086	支援制度について（事業者様向け） / 御船町 ヘッダーをスキップ 本文へジャンプ 文字サイズ 背景色 御船町TOP 組織から探す 分類から探す Language English 中文(简化字) 中文(繁體字) 한국어 PC版トップ グローバルナビゲーションをスキップ くらし・安全 健康・子育て 観光・文化 産業・町づくり 町政 新型コロナウイルス感染症情報 新型コロナウイルス感染症について 新型コロナウイルス感染症対策について 支援制度について 支援制度について（事業者様向け
御船町	住民税非課税世帯等に対する臨時特別給付金のご案内	https://www.town.mifune.kumamoto.jp/page7146.html	住民税非課税世帯等に対する臨時特別給付金のご案内 / 御船町 ヘッダーをスキップ 本文へジャンプ 文字サイズ 背景色 御船町TOP 組織から探す 分類から探す Language English 中文(简化字) 中文(繁體字) 한국어 PC版トップ グローバルナビゲーションをスキップ くらし・安全 健康・子育て 観光・文化 産業・町づくり 町政 新型コロナウイルス感染症情報 新型コロナウイルス感染症について 新型コロナウイルス感染症対策について 支援制度について 支援制度につい
御船町	地域づくり支援事業	https://www.town.mifune.kumamoto.jp/hpkiji/pub/List.aspx?c_id=3&class_set_id=1&class_id=1065	地域づくり支援事業 / 御船町 ヘッダーをスキップ 本文へジャンプ 文字サイズ 背景色 御船町TOP 組織から探す 分類から探す Language English 中文(简化字) 中文(繁體字) 한국어 PC版トップ グローバルナビゲーションをスキップ くらし・安全 健康・子育て 観光・文化 産業・町づくり 町政 新型コロナウイルス感染症情報 新型コロナウイルス感染症について 新型コロナウイルス感染症対策について 支援制度について 支援制度について（事業者様向け） 町関連の行
西原村	西原村小中学生英語検定補助事業のお知らせ	https://www.vill.nishihara.kumamoto.jp/kiji0031956/index.html	西原村小中学生英語検定補助事業のお知らせ / 西原村 ヘッダーをスキップ 本文へジャンプ Foreign Language English 中文(简化字) 中文(繁體字) 한국어 Tiếng việt nam မြန်မာ Tagalog アクセシビリティ オープニングに戻る くらし・手続き 健康・福祉 子育て・学び しごと・観光 行政情報 マイページ オープニングに戻る 行政トップへ戻る マイページ グローバルナビゲーションをスキップ くらし・手続き 健康・福祉 子育て・学
南阿蘇村	「情報」新型コロナウイルス感染症対策融資制度のお知らせ	https://www.vill.minamiaso.lg.jp/kiji003483/index.html	「情報」新型コロナウイルス感染症対策融資制度のお知らせ / 南阿蘇村ホームページ ヘッダーをスキップ 本文へジャンプ オープニングページへ Foreign Language English 中文(简化字) 中文(繁體字) 한국어 日本語 アクセシビリティ グローバルナビゲーションをスキップ くらし・手続き 子育て・教育 健康・福祉・医療 しごと・観光 村の情報 熊本地震 戸籍・住民登録等 戸籍・住民登録 証明書の発行 印鑑登録 住基・マイナンバーカード パスポート 税金 税に
南阿蘇村	【情報】新型コロナウイルス感染症対応地方創生臨時交付金について	https://www.vill.minamiaso.lg.jp/kiji0032287/index.html	【情報】新型コロナウイルス感染症対応地方創生臨時交付金について / 南阿蘇村ホームページ ヘッダーをスキップ 本文へジャンプ オープニングページへ Foreign Language English 中文(简化字) 中文(繁體字) 한국어 日本語 アクセシビリティ グローバルナビゲーションをスキップ くらし・手続き 子育て・教育 健康・福祉・医療 しごと・観光 村の情報 熊本地震 戸籍・住民登録等 戸籍・住民登録 証明書の発行 印鑑登録 住基・マイナンバーカード パスポート 税
南阿蘇村	【情報】物価高騰対応重点支援地方創生臨時交付金について	https://www.vill.minamiaso.lg.jp/kiji0033498/index.html	【情報】物価高騰対応重点支援地方創生臨時交付金について / 南阿蘇村ホームページ ヘッダーをスキップ 本文へジャンプ オープニングページへ Foreign Language English 中文(简化字) 中文(繁體字) 한국어 日本語 アクセシビリティ グローバルナビゲーションをスキップ くらし・手続き 子育て・教育 健康・福祉・医療 しごと・観光 村の情報 熊本地震 戸籍・住民登録等 戸籍・住民登録 証明書の発行 印鑑登録 住基・マイナンバーカード パスポート 税金 税に
南阿蘇村	【情報】令和8年度より「子ども・子育て支援金制度」が始まります	https://www.vill.minamiaso.lg.jp/kiji0034344/index.html	【情報】令和8年度より「子ども・子育て支援金制度」が始まります / 南阿蘇村ホームページ ヘッダーをスキップ 本文へジャンプ オープニングページへ Foreign Language English 中文(简化字) 中文(繁體字) 한국어 日本語 アクセシビリティ グローバルナビゲーションをスキップ くらし・手続き 子育て・教育 健康・福祉・医療 しごと・観光 村の情報 熊本地震 戸籍・住民登録等 戸籍・住民登録 証明書の発行 印鑑登録 住基・マイナンバーカード パスポート 税
南阿蘇村	農業資材等物価高騰対策支援金について	https://www.vill.minamiaso.lg.jp/kiji0034562/index.html	農業資材等物価高騰対策支援金について / 南阿蘇村ホームページ ヘッダーをスキップ 本文へジャンプ オープニングページへ Foreign Language English 中文(简化字) 中文(繁體字) 한국어 日本語 アクセシビリティ グローバルナビゲーションをスキップ くらし・手続き 子育て・教育 健康・福祉・医療 しごと・観光 村の情報 熊本地震 戸籍・住民登録等 戸籍・住民登録 証明書の発行 印鑑登録 住基・マイナンバーカード パスポート 税金 税に関するお知らせ 村
