organization	title	url	fallbackEvidence
恩納村	中小企業退職金共済制度	https://www.vill.onna.okinawa.jp/business/industry/1536642025/	中小企業退職金共済制度について | 沖縄県恩納村 | 恩（めぐみ）の青 豊かな緑 輝く人々 未来へつなごう恩納村 総合トップ 本文へ 恩(めぐみ)の青 豊かな緑 輝く人々 未来へつなごう恩納村 日本語 English 簡体中文 繁体中文 한국어 サイトマップ よくあるご質問 お問い合わせ アクセシビリティ 総合トップ トップページ 暮らしの情報 恩納村の情報 観光情報 村政情報 防災情報 事業者の方へ ホーム 事業者の方へ 商工業 中小企業退職金共済制度について 中小企業退職金共済制度について 更新日：2025年6月3日 中小企業退職金共済（略称：中退共）制度は、国の退職金制度です。 人材定着の対策に国の退職金制度を上手に活用！ ・国が掛金の一部を助成 ・納付状況、試算額もお知らせ ・掛金は全額非課税 動画・マ
恩納村	特別児童扶養手当	https://www.vill.onna.okinawa.jp/living/welfare/1700639481/	特別児童扶養手当について | 沖縄県恩納村 | 恩（めぐみ）の青 豊かな緑 輝く人々 未来へつなごう恩納村 総合トップ 本文へ 恩(めぐみ)の青 豊かな緑 輝く人々 未来へつなごう恩納村 日本語 English 簡体中文 繁体中文 한국어 サイトマップ よくあるご質問 お問い合わせ アクセシビリティ 総合トップ トップページ 暮らしの情報 恩納村の情報 観光情報 村政情報 防災情報 事業者の方へ ホーム 暮らしの情報 障がい・福祉 特別児童扶養手当について 特別児童扶養手当について 特別児童扶養手当とは ２０歳未満の身体や精神に障害がある児童を養育する父母または養育者に対し、児童福祉の増進を図ることを目的とし支給される手当です。 受給資格者 ２０歳未満で、法令に定める程度の障害の状態にある児童を養育する父母また
恩納村	令和6年度 就学援助申請受付開始	https://www.vill.onna.okinawa.jp/topics/1677812353/	令和6年度 就学援助申請受付開始のお知らせ | 新着情報 | 沖縄県恩納村 | 恩（めぐみ）の青 豊かな緑 輝く人々 未来へつなごう恩納村 総合トップ 本文へ 恩(めぐみ)の青 豊かな緑 輝く人々 未来へつなごう恩納村 日本語 English 簡体中文 繁体中文 한국어 サイトマップ よくあるご質問 お問い合わせ アクセシビリティ 総合トップ トップページ 暮らしの情報 恩納村の情報 観光情報 村政情報 防災情報 事業者の方へ ホーム 新着情報 令和6年度 就学援助申請受付開始のお知らせ 令和6年度 就学援助申請受付開始のお知らせ 最終更新日：2024 03 06 恩納村では、経済的な理由により就学が困難と認められる家庭へ、学用品費等の一部を援助する就学援助制度を実施しています。 １．申請期間 令和６年３月１日
恩納村	軽度・中等度難聴児の補聴器購入費等を助成	https://www.vill.onna.okinawa.jp/living/welfare/1621406896/	軽度・中等度難聴児の補聴器購入費等を助成について | 沖縄県恩納村 | 恩（めぐみ）の青 豊かな緑 輝く人々 未来へつなごう恩納村 総合トップ 本文へ 恩(めぐみ)の青 豊かな緑 輝く人々 未来へつなごう恩納村 日本語 English 簡体中文 繁体中文 한국어 サイトマップ よくあるご質問 お問い合わせ アクセシビリティ 総合トップ トップページ 暮らしの情報 恩納村の情報 観光情報 村政情報 防災情報 事業者の方へ ホーム 暮らしの情報 障がい・福祉 軽度・中等度難聴児の補聴器購入費等を助成について 軽度・中等度難聴児の補聴器購入費等を助成について 軽度・中等度難聴児補聴器の購入費を助成 村では、身体障害者手帳の交付対象とならない軽度・中等度難聴児の言語の習得やコミュニケーション能力の向上を支援するため、補
宜野座村	令和8年度村立小中学校の児童・生徒の給食費無償化	https://www.vill.ginoza.okinawa.jp/kyoiku/gakko/1258.html	「令和8年度村立小中学校の児童・生徒の給食費無償化」について／宜野座村 | 水と緑と太陽の里 スマートフォン版を表示 本文へ 文字サイズ 標準 （初期状態） 標準 に戻す 拡大 （初期状態） 拡大 拡大（最大状態） 背景色変更 黒 背景色を黒色にする 青 背景色を青色にする 標準 背景色を元に戻す Select Language English 中文（繁体） 中文（簡体） Go Select your language menu close 文字サイズ 背景色変更 Select Language English 中文（繁体） 中文（簡体） Go Select your language PC版を見る 閉じる 現在のページ ホーム 教育委員会 学校教育 「令和8年度村立小中学校の児童・生徒の給食費無償化」について
宜野座村	令和7年度宜野座村若者就業支援事業補助金について	https://www.vill.ginoza.okinawa.jp/shigoto-sangyo/koyo-shuro/525.html	令和7年度宜野座村若者就業支援事業補助金について／宜野座村 | 水と緑と太陽の里 スマートフォン版を表示 本文へ 文字サイズ 標準 （初期状態） 標準 に戻す 拡大 （初期状態） 拡大 拡大（最大状態） 背景色変更 黒 背景色を黒色にする 青 背景色を青色にする 標準 背景色を元に戻す Select Language English 中文（繁体） 中文（簡体） Go Select your language 閲覧支援/Languagesを閉じる キーワードから探す ページ番号で探す 検索 ページ番号とは？ 目的別で探す くらし 健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 村政 防災情報 各課のご案内 検索を閉じる 文字サイズ 背景色変更 Select Language English 中文（繁
宜野座村	令和8年度 就学援助に関する申請及び受付開始のお知らせ	https://www.vill.ginoza.okinawa.jp/kyoiku/gakko/1339.html	令和8年度 就学援助に関する申請及び受付開始のお知らせ／宜野座村 | 水と緑と太陽の里 スマートフォン版を表示 本文へ 文字サイズ 標準 （初期状態） 標準 に戻す 拡大 （初期状態） 拡大 拡大（最大状態） 背景色変更 黒 背景色を黒色にする 青 背景色を青色にする 標準 背景色を元に戻す Select Language English 中文（繁体） 中文（簡体） Go Select your language menu close 文字サイズ 背景色変更 Select Language English 中文（繁体） 中文（簡体） Go Select your language PC版を見る 閉じる 現在のページ ホーム 教育委員会 学校教育 令和8年度 就学援助に関する申請及び受付開始のお知らせ 令和8年度
宜野座村	令和8年度子ども子育て支援金制度の開始について	https://www.vill.ginoza.okinawa.jp/soshiki/1005/oshirase/1342.html	令和8年度子ども子育て支援金制度の開始について／宜野座村 | 水と緑と太陽の里 スマートフォン版を表示 本文へ 文字サイズ 標準 （初期状態） 標準 に戻す 拡大 （初期状態） 拡大 拡大（最大状態） 背景色変更 黒 背景色を黒色にする 青 背景色を青色にする 標準 背景色を元に戻す Select Language English 中文（繁体） 中文（簡体） Go Select your language 閲覧支援/Languagesを閉じる キーワードから探す ページ番号で探す 検索 ページ番号とは？ 目的別で探す くらし 健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 村政 防災情報 各課のご案内 検索を閉じる 文字サイズ 背景色変更 Select Language English 中文（繁体
宜野座村	特別障害者手当等	https://www.vill.ginoza.okinawa.jp/kenko-fukushi/fukushi-service/1/633.html	特別障害者手当等／宜野座村 | 水と緑と太陽の里 スマートフォン版を表示 本文へ 文字サイズ 標準 （初期状態） 標準 に戻す 拡大 （初期状態） 拡大 拡大（最大状態） 背景色変更 黒 背景色を黒色にする 青 背景色を青色にする 標準 背景色を元に戻す Select Language English 中文（繁体） 中文（簡体） Go Select your language 閲覧支援/Languagesを閉じる キーワードから探す ページ番号で探す 検索 ページ番号とは？ 目的別で探す くらし 健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 村政 防災情報 各課のご案内 検索を閉じる 文字サイズ 背景色変更 Select Language English 中文（繁体） 中文（簡体） Go Sel
宜野座村	重度心身障害者（障害児）医療費助成制度について	https://www.vill.ginoza.okinawa.jp/kenko-fukushi/fukushi-service/1/670.html	重度心身障害者（障害児）医療費助成制度について／宜野座村 | 水と緑と太陽の里 スマートフォン版を表示 本文へ 文字サイズ 標準 （初期状態） 標準 に戻す 拡大 （初期状態） 拡大 拡大（最大状態） 背景色変更 黒 背景色を黒色にする 青 背景色を青色にする 標準 背景色を元に戻す Select Language English 中文（繁体） 中文（簡体） Go Select your language 閲覧支援/Languagesを閉じる キーワードから探す ページ番号で探す 検索 ページ番号とは？ 目的別で探す くらし 健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 村政 防災情報 各課のご案内 検索を閉じる 文字サイズ 背景色変更 Select Language English 中文（繁体
宜野座村	高等職業訓練促進給付金について	https://www.vill.ginoza.okinawa.jp/kenko-fukushi/fukushi-service/2/640.html	【ひとり親家庭対象】高等職業訓練促進給付金について／宜野座村 | 水と緑と太陽の里 スマートフォン版を表示 本文へ 文字サイズ 標準 （初期状態） 標準 に戻す 拡大 （初期状態） 拡大 拡大（最大状態） 背景色変更 黒 背景色を黒色にする 青 背景色を青色にする 標準 背景色を元に戻す Select Language English 中文（繁体） 中文（簡体） Go Select your language 閲覧支援/Languagesを閉じる キーワードから探す ページ番号で探す 検索 ページ番号とは？ 目的別で探す くらし 健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 村政 防災情報 各課のご案内 検索を閉じる 文字サイズ 背景色変更 Select Language English 中文（
宜野座村	物価高騰対応重点支援給付金（均等割のみ課税世帯）	https://www.vill.ginoza.okinawa.jp/soshiki/1001/oshirase/977.html	物価高騰対応重点支援給付金（均等割のみ課税世帯）／宜野座村 | 水と緑と太陽の里 スマートフォン版を表示 本文へ 文字サイズ 標準 （初期状態） 標準 に戻す 拡大 （初期状態） 拡大 拡大（最大状態） 背景色変更 黒 背景色を黒色にする 青 背景色を青色にする 標準 背景色を元に戻す Select Language English 中文（繁体） 中文（簡体） Go Select your language 閲覧支援/Languagesを閉じる キーワードから探す ページ番号で探す 検索 ページ番号とは？ 目的別で探す くらし 健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 村政 防災情報 各課のご案内 検索を閉じる 文字サイズ 背景色変更 Select Language English 中文（繁
宜野座村	宜野座村育英資金貸与学生募集及び宜野座村入学支援金受給学生募集について	https://www.vill.ginoza.okinawa.jp/kosodate-kyoiku/gakko/2/613.html	宜野座村育英資金貸与学生募集及び宜野座村入学支援金受給学生募集について／宜野座村 | 水と緑と太陽の里 スマートフォン版を表示 本文へ 文字サイズ 標準 （初期状態） 標準 に戻す 拡大 （初期状態） 拡大 拡大（最大状態） 背景色変更 黒 背景色を黒色にする 青 背景色を青色にする 標準 背景色を元に戻す Select Language English 中文（繁体） 中文（簡体） Go Select your language 閲覧支援/Languagesを閉じる キーワードから探す ページ番号で探す 検索 ページ番号とは？ 目的別で探す くらし 健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 村政 防災情報 各課のご案内 検索を閉じる 文字サイズ 背景色変更 Select Language E
宜野座村	児童手当制度改正について（令和6年10月分より）	https://www.vill.ginoza.okinawa.jp/kosodate-kyoiku/kosodate/651.html	【令和6年9月2日申請受付開始】児童手当制度改正について（令和6年10月分より）／宜野座村 | 水と緑と太陽の里 スマートフォン版を表示 本文へ 文字サイズ 標準 （初期状態） 標準 に戻す 拡大 （初期状態） 拡大 拡大（最大状態） 背景色変更 黒 背景色を黒色にする 青 背景色を青色にする 標準 背景色を元に戻す Select Language English 中文（繁体） 中文（簡体） Go Select your language 閲覧支援/Languagesを閉じる キーワードから探す ページ番号で探す 検索 ページ番号とは？ 目的別で探す くらし 健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 村政 防災情報 各課のご案内 検索を閉じる 文字サイズ 背景色変更 Select Langu
宜野座村	障がい福祉 補装具・日常生活用具等の給付	https://www.vill.ginoza.okinawa.jp/kenko-fukushi/fukushi-service/1/673.html	障がい福祉 補装具・日常生活用具等の給付／宜野座村 | 水と緑と太陽の里 スマートフォン版を表示 本文へ 文字サイズ 標準 （初期状態） 標準 に戻す 拡大 （初期状態） 拡大 拡大（最大状態） 背景色変更 黒 背景色を黒色にする 青 背景色を青色にする 標準 背景色を元に戻す Select Language English 中文（繁体） 中文（簡体） Go Select your language 閲覧支援/Languagesを閉じる キーワードから探す ページ番号で探す 検索 ページ番号とは？ 目的別で探す くらし 健康・福祉 子育て・教育 観光・文化・スポーツ しごと・産業 村政 防災情報 各課のご案内 検索を閉じる 文字サイズ 背景色変更 Select Language English 中文（繁体） 中
金武町	家事用水道料金の基本料金減免	https://www.town.kin.okinawa.jp/kurashi_tetsuzuki/jogesuido/1762.html	【令和8年度】家事用水道料金の基本料金減免について／金武町 Official Site スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language 各課のご案内 くらし・手続き くらし・手続き下層 医療・健康・福祉 医療・健康・福祉下層 子育て・教育 子育て・教育下層 文化・観光・スポーツ 文化・観光・スポーツ下層 しごと・産業 しごと・産業下層 行政情報 行政情報下層 くらし・手続き 医療・健康・福祉 子育て・教育 文化・国際交流・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 Foreign Language 各課のご案内 PC版で見る 閉じる 現在のページ ホーム くらし・手続き・手数料 上下水道 【令和8年度】家事用水道料金の基本料金減免について 【令和8年度】家
金武町	特別障害者手当・障害児福祉手当	https://www.town.kin.okinawa.jp/iryo_kenko_fukushi/shogaishafukushi/1815.html	特別障害者手当・障害児福祉手当／金武町 Official Site スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language 各課のご案内 くらし・手続き くらし・手続き下層 医療・健康・福祉 医療・健康・福祉下層 子育て・教育 子育て・教育下層 文化・観光・スポーツ 文化・観光・スポーツ下層 しごと・産業 しごと・産業下層 行政情報 行政情報下層 くらし・手続き 医療・健康・福祉 子育て・教育 文化・国際交流・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 Foreign Language 各課のご案内 PC版で見る 閉じる 現在のページ ホーム 医療・健康・福祉 障害者福祉 特別障害者手当・障害児福祉手当 特別障害者手当・障害児福祉手当 Tweet 更新日：2024
金武町	令和8年度 就学援助	https://www.town.kin.okinawa.jp/kosodate_kyoiku/kyoikuiinkai/1755.html	令和8年度 就学援助のお知らせ／金武町 Official Site スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language 各課のご案内 くらし・手続き くらし・手続き下層 医療・健康・福祉 医療・健康・福祉下層 子育て・教育 子育て・教育下層 文化・観光・スポーツ 文化・観光・スポーツ下層 しごと・産業 しごと・産業下層 行政情報 行政情報下層 くらし・手続き 医療・健康・福祉 子育て・教育 文化・国際交流・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 Foreign Language 各課のご案内 PC版で見る 閉じる 現在のページ ホーム 子育て・教育 教育委員会 令和8年度 就学援助のお知らせ 令和8年度 就学援助のお知らせ Tweet 更新日：2026年0
金武町	おむつ助成事業（福祉医療助成金支給事業）	https://www.town.kin.okinawa.jp/iryo_kenko_fukushi/koreishafukushi_kaigo/koureisya-sa-bisu/2248.html	おむつ助成事業（福祉医療助成金支給事業）／金武町 Official Site スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language 各課のご案内 くらし・手続き くらし・手続き下層 医療・健康・福祉 医療・健康・福祉下層 子育て・教育 子育て・教育下層 文化・観光・スポーツ 文化・観光・スポーツ下層 しごと・産業 しごと・産業下層 行政情報 行政情報下層 くらし・手続き 医療・健康・福祉 子育て・教育 文化・国際交流・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 Foreign Language 各課のご案内 PC版で見る 閉じる 現在のページ ホーム 医療・健康・福祉 高齢者福祉・介護 高齢者福祉サービス おむつ助成事業（福祉医療助成金支給事業） おむつ助成事業
金武町	住宅改修支援事業	https://www.town.kin.okinawa.jp/iryo_kenko_fukushi/koreishafukushi_kaigo/koureisya-sa-bisu/2242.html	住宅改修支援事業／金武町 Official Site スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language 各課のご案内 くらし・手続き くらし・手続き下層 医療・健康・福祉 医療・健康・福祉下層 子育て・教育 子育て・教育下層 文化・観光・スポーツ 文化・観光・スポーツ下層 しごと・産業 しごと・産業下層 行政情報 行政情報下層 くらし・手続き 医療・健康・福祉 子育て・教育 文化・国際交流・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 Foreign Language 各課のご案内 PC版で見る 閉じる 現在のページ ホーム 医療・健康・福祉 高齢者福祉・介護 高齢者福祉サービス 住宅改修支援事業 住宅改修支援事業 Tweet 更新日：2026年03月06日
金武町	補聴器購入費助成	https://www.town.kin.okinawa.jp/iryo_kenko_fukushi/koreishafukushi_kaigo/koreishamukenosuppoort/1/2221.html	補聴器購入費助成／金武町 Official Site スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language 各課のご案内 くらし・手続き くらし・手続き下層 医療・健康・福祉 医療・健康・福祉下層 子育て・教育 子育て・教育下層 文化・観光・スポーツ 文化・観光・スポーツ下層 しごと・産業 しごと・産業下層 行政情報 行政情報下層 くらし・手続き 医療・健康・福祉 子育て・教育 文化・国際交流・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 Foreign Language 各課のご案内 PC版で見る 閉じる 現在のページ ホーム 医療・健康・福祉 高齢者福祉・介護 高齢者向けのサポート 補助金・助成金 補聴器購入費助成 補聴器購入費助成 Tweet 更新日：202
金武町	運動施設利用料助成（フィットネス）	https://www.town.kin.okinawa.jp/iryo_kenko_fukushi/koreishafukushi_kaigo/koreishamukenosuppoort/1/2222.html	運動施設利用料助成（フィットネス）／金武町 Official Site スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language 各課のご案内 くらし・手続き くらし・手続き下層 医療・健康・福祉 医療・健康・福祉下層 子育て・教育 子育て・教育下層 文化・観光・スポーツ 文化・観光・スポーツ下層 しごと・産業 しごと・産業下層 行政情報 行政情報下層 くらし・手続き 医療・健康・福祉 子育て・教育 文化・国際交流・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 Foreign Language 各課のご案内 PC版で見る 閉じる 現在のページ ホーム 医療・健康・福祉 高齢者福祉・介護 高齢者向けのサポート 補助金・助成金 運動施設利用料助成（フィットネス） 運動施設
金武町	金武町不妊治療費等助成事業	https://www.town.kin.okinawa.jp/kosodate_kyoiku/ninshin_shussan/suppoort_ninshin_shussan/650.html	金武町不妊治療費等助成事業／金武町 Official Site スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language 各課のご案内 くらし・手続き くらし・手続き下層 医療・健康・福祉 医療・健康・福祉下層 子育て・教育 子育て・教育下層 文化・観光・スポーツ 文化・観光・スポーツ下層 しごと・産業 しごと・産業下層 行政情報 行政情報下層 くらし・手続き 医療・健康・福祉 子育て・教育 文化・国際交流・スポーツ しごと・産業 行政情報 文字サイズ 背景色変更 Foreign Language 各課のご案内 PC版で見る 閉じる 現在のページ ホーム 子育て・教育 妊娠・出産 サポート（妊娠・出産） 金武町不妊治療費等助成事業 金武町不妊治療費等助成事業 Tweet 更新日：
本部町	妊娠・出産	https://www.town.motobu.okinawa.jp/doc/2024091800019/	妊娠・出産 | 本部町役場 沖縄県 本部町 もとぶちょう 太陽と海と緑－観光文化のまち Language 日本語 English 한국 简体中文 繁体中文 メニュー 閉じる 文字サイズ 拡大 標準 縮小 暮らし・手続き 戸籍（住民登録・印鑑登録） 申請書と手数料一覧 出生届 死亡届・葬祭費補助 パスポート マイナンバーカード 郵送での手続きについて 水道手続きについて マイナンバーカードを利用したオンライン行政手続きについて 子育て教育 妊娠・出産 子どもの健診・予防接種 保育・幼稚園 子どもの手当・助成・支援制度 学校・教育 健康・福祉 国民年金 国民健康保険について 後期高齢者医療 介護保険 地域包括支援センター 障がい者（児）支援 生活支援 戦没者遺族援護 健康づくり 観光・イベント 本部カレンダー 今月
