org	title	url	originalScore	rescore	snippet
志布志市	国民健康保険税の減免	https://www.city.shibushi.lg.jp/soshiki/7/19309.html	28	62	国民健康保険税の減免 - 志布志市公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 検索 メニュー 本文へ はじめての方へ Foreign language 文字サイズ・背景色変更 文字サイズ 標準 拡大 背景色 白 黒 青 閉じる サイトマップ 検索 検索コーナー キーワード検索 検索対象 すべて ページ PDF ページID検索 分類でさがす 組織でさがす 地図でさがす カレンダーでさがす よくある質問でさがす 注目ワード ふるさと納税 ごみ 移住 閉じる くらし・手続き 生活のできごと くらしの情報 戸籍・住民票・証明 人権・男女平等 救急・防災 税金_個人 税金_法人 保険・保健・年金 防犯・安全 ごみ・環境・ペット 上下水道・浄化槽 土地・建築・交通 まちづくり 閉じる 健康・子育て・教育
南九州市	奨学金の返済を市が支援します【奨学金返還支援事業補助金】	https://www.city.minamikyushu.lg.jp/ijuteijusite/sonotanojyouhou/shigotonoshokai/2691.html	42	62	奨学金の返済を市が支援します【奨学金返還支援事業補助金】／南九州市 スマートフォン版を表示 本文へ 南九州市ホームページ 空き家を探す お試しで住んでみる お得に移住する なんきゅう就農 空き家を探す お試しで住んでみる お得に移住する なんきゅう就農 キーワード検索 文字サイズ 背景色変更 やさしい日本語 やさしい日本語をけす 音声読み上げ Foreign Language English 繁體中文 体中文 翻訳 南九州市ホームページ close 空き家を探す お試しで住んでみる お得に移住する なんきゅう就農 キーワード検索 文字サイズ変更 背景色変更 やさしい日本語 やさしい日本語をけす 音声読み上げ Foreign Language English 繁體中文 体中文 翻訳 PC版で表示する 南九州市ホー
姶良市	合併処理浄化槽設置補助金	https://www.city.aira.lg.jp/seikatsu/kurashi/seikatsu/joukasou.html	30	61	姶良市／合併処理浄化槽設置補助金 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > くらし・手続き > 環境・動物 > 合併処理浄化槽設置補助金 こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 環境・動物 微小粒子状物質（PM2.5）に関する情報 不法投棄 令和８年度春期狂
姶良市	奨学金・貸付	https://www.city.aira.lg.jp/kyokanri/kurashi/kyoiku/shogakukin.html	30	61	姶良市／奨学金・貸付 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > くらし・手続き > 教育 > 奨学金・貸付 こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 教育 小・中学校の紹介 公表 青少年育成 学校教育 教育振興基本計画 学校給食費および幼稚園給食費のお知らせ
姶良市	木造住宅耐震診断・耐震改修工事補助制度	https://www.city.aira.lg.jp/kenchiku/kurashi/sumai/jutaku/taishinhojo.html	30	61	姶良市／木造住宅耐震診断・耐震改修工事補助制度 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > くらし・手続き > 公共交通 > 木造住宅耐震診断・耐震改修工事補助制度 こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 公共交通 安心リフォーム登録事業者 公共交通に関する検
姶良市	姶良市ブロック塀等の除却工事に係る補助制度	https://www.city.aira.lg.jp/kenchiku/kurashi/sumai/kenchiku/burokkubeijokyaku.html	30	61	姶良市／姶良市ブロック塀等の除却工事に係る補助制度 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > くらし・手続き > 公共交通 > 姶良市ブロック塀等の除却工事に係る補助制度 こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 公共交通 安心リフォーム登録事業者 公共交通に
姶良市	企業誘致と優遇制度	https://www.city.aira.lg.jp/kigyo/sangyo/sangyo/kigyo/yuchi.html	30	61	姶良市／企業誘致と優遇制度 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > 産業・企業向け > 起業・経営支援 > 企業誘致と優遇制度 こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 起業・経営支援 中小企業等経営強化法に基づく「先端設備等導入計画」の申請について 企業誘
姶良市	姶良市中小企業者空き店舗等家賃補助金	https://www.city.aira.lg.jp/kigyo/sangyo/sangyo/akitenpo.html	30	61	姶良市／姶良市中小企業者空き店舗等家賃補助金 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > 産業・企業向け > 起業・経営支援 > 姶良市中小企業者空き店舗等家賃補助金 こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 起業・経営支援 中小企業等経営強化法に基づく「先端設
姶良市	姶良市危険空家の解体撤去工事に係る補助制度	https://www.city.aira.lg.jp/kenchiku/kurashi/sumai/kenchiku/akiyakaitaihojo.html	30	61	姶良市／姶良市危険空家の解体撤去工事に係る補助制度 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > 住まい・引っ越し > 姶良市危険空家の解体撤去工事に係る補助制度 こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 住まい・引っ越し 転入・転出届、転居届 住民票 戸籍 国民
姶良市	人間ドック・脳ドック・がんドック（PET検診）の助成申請について	https://www.city.aira.lg.jp/kokui/kurashi/hoken/kokuho/kokuho_dokku.html	30	61	姶良市／人間ドック・脳ドック・がんドック（PET検診）の助成申請について 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > くらし・手続き > 保険・年金 > 国民健康保険 > 人間ドック・脳ドック・がんドック（PET検診）の助成申請について こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就
姶良市	妊婦のための支援給付（国の妊婦支援給付金）	https://www.city.aira.lg.jp/kenko/kurashi/ikuji/boshihoken/syussan-kosodate-ouengift.html	30	61	姶良市／妊婦のための支援給付（国の妊婦支援給付金） 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > くらし・手続き > 育児 > 母子保健 > 妊婦のための支援給付（国の妊婦支援給付金） こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 母子保健 乳幼児健診について 母子に
姶良市	幼児教育・保育の無償化	https://www.city.aira.lg.jp/kosodate/kurashi/ikuji/hoikuen/hoikumusyouka.html	30	61	姶良市／幼児教育・保育の無償化、施設等利用給付認定 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > くらし・手続き > 育児 > 保育園・認定こども園・幼稚園などの保育施設 > 幼児教育・保育の無償化、施設等利用給付認定 こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 保
姶良市	児童手当	https://www.city.aira.lg.jp/kosodate/kurashi/ikuji/teate/jidoteate.html	30	61	姶良市／児童手当 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > くらし・手続き > 育児 > 手当て・助成 > 児童手当 こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 手当て・助成 自立支援教育訓練給付金事業 児童手当 母子父子寡婦福祉資金貸付 児童扶養手当、ひとり親
姶良市	養育医療給付の申請	https://www.city.aira.lg.jp/kyufu/kurashi/ikuji/teate/yoikuiryo.html	30	61	姶良市／養育医療給付の申請 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > くらし・手続き > 育児 > 手当て・助成 > 養育医療給付の申請 こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 手当て・助成 自立支援教育訓練給付金事業 児童手当 母子父子寡婦福祉資金貸付 児
姶良市	児童扶養手当	https://www.city.aira.lg.jp/kyufu/kurashi/ikuji/teate/jidofuyoteate.html	30	61	姶良市／児童扶養手当 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > くらし・手続き > 育児 > 手当て・助成 > 児童扶養手当 こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 手当て・助成 自立支援教育訓練給付金事業 児童手当 母子父子寡婦福祉資金貸付 児童扶養手当、
姶良市	姶良市ミルク助成事業	https://www.city.aira.lg.jp/jifuku/kurashi/ikuji/teate/documents/mirukujosei.html	30	61	姶良市／姶良市ミルク助成事業 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > くらし・手続き > 育児 > 手当て・助成 > 姶良市ミルク助成事業 こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 手当て・助成 自立支援教育訓練給付金事業 児童手当 母子父子寡婦福祉資金貸付
姶良市	自立支援教育訓練給付金事業	https://www.city.aira.lg.jp/kyufu/kurashi/ikuji/teate/boshishien.html	30	61	姶良市／自立支援教育訓練給付金事業 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > くらし・手続き > 育児 > 手当て・助成 > 自立支援教育訓練給付金事業 こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 手当て・助成 自立支援教育訓練給付金事業 児童手当 母子父子寡婦
姶良市	ひとり親家庭等医療費助成	https://www.city.aira.lg.jp/kyufu/kurashi/ikuji/teate/hitorioya.html	30	61	姶良市／ひとり親家庭等医療費助成 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > くらし・手続き > 育児 > 手当て・助成 > ひとり親家庭等医療費助成 こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 手当て・助成 自立支援教育訓練給付金事業 児童手当 母子父子寡婦福祉
姶良市	高等職業訓練促進給付金事業	https://www.city.aira.lg.jp/kyufu/kurashi/ikuji/teate/kotogino.html	30	61	姶良市／高等職業訓練促進給付金事業 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > くらし・手続き > 育児 > 手当て・助成 > 高等職業訓練促進給付金事業 こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 手当て・助成 自立支援教育訓練給付金事業 児童手当 母子父子寡婦
姶良市	母子父子寡婦福祉資金貸付	https://www.city.aira.lg.jp/kyufu/kurashi/ikuji/teate/boshikashitsuke.html	30	61	姶良市／母子父子寡婦福祉資金貸付 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > くらし・手続き > 育児 > 手当て・助成 > 母子父子寡婦福祉資金貸付 こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 手当て・助成 自立支援教育訓練給付金事業 児童手当 母子父子寡婦福祉
姶良市	小児慢性特定疾患日常生活用具給付事業	https://www.city.aira.lg.jp/kyufu/kurashi/ikuji/teate/tokuteishikkan.html	30	61	姶良市／小児慢性特定疾患日常生活用具給付事業 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > くらし・手続き > 育児 > 手当て・助成 > 小児慢性特定疾患日常生活用具給付事業 こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 手当て・助成 自立支援教育訓練給付金事業 児
姶良市	児童手当の令和6年度制度改正について	https://www.city.aira.lg.jp/kosodate/jidouteatekaisei.html	30	61	姶良市／児童手当の令和6年度制度改正について 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > くらし・手続き > 育児 > 手当て・助成 > 児童手当の令和6年度制度改正について こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 手当て・助成 自立支援教育訓練給付金事業 児
姶良市	就学援助制度	https://www.city.aira.lg.jp/gjimu/kurashi/kyoiku/gakko/tsugaku.html	30	61	姶良市／就学援助制度 本文へスキップします。 姶良市 文字サイズ・色合い変更 音声読み上げ Foreign Language 防災関連情報 消防救急・当番医 サイト内検索 サイト内検索 サイト内検索 閉じる 総合メニュー やくしょ窓口 観光・散策・スポーツ みどころ アイラビュースライス ひと・食・モノ 市政情報 行政・議会 メニュー くらし・手続き 観光 産業・企業向け 行政・議会 トップ > くらし・手続き > 教育 > 学校教育 > 就学援助制度 こんなときは？ 住まい・ 引っ越し ごみ・リサイクル 妊娠・出産 子育て 結婚・離婚 戸籍に関する届出 高齢・介護 障がい者福祉 教育 施設検索 就職・退職 申請書 学校教育 就学援助制度 特認校制度・山びこ留学生制度 スーパーサイエンス事業 モラリティ・インプ
