slug	organization	title	maxAmount	url	evidence
nagasaki-official-005-011-2026	新上五島町	新上五島町 妊娠・出産に関する制度	支給額令和５年４月１日以降原則５０万円	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=06505&r=1&wcid=i00004x1	妊娠・出産に関する制度 - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 子育て・教育 妊娠・出産・妊婦 妊娠・出産に関する制度 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 妊娠・出産に関する制度 妊娠・出産に関する制度をまとめています。 母子健康手帳の発行 伴走型相談支援及び妊婦のための支援
nagasaki-official-005-012-2026	新上五島町	新上五島町 子育て支援に関する制度	公式ページ記載の補助率・上限額または支援内容に従う	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=06506&r=1&wcid=i00004x5	子育て支援に関する制度 - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 子育て・教育 子育て支援 子育て支援に関する制度 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 子育て支援に関する制度 子育て支援に関する制度の情報です。 子育て支援センター 子育てひろば 子育てサークル 児童館 就学援助
nagasaki-official-005-013-2026	新上五島町	新上五島町 ひとり親家庭への支援制度	公式ページ記載の補助率・上限額または支援内容に従う	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=06508&r=1&wcid=i00004x5	ひとり親家庭への支援制度 - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 子育て・教育 子育て支援 ひとり親家庭への支援制度 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 ひとり親家庭への支援制度 ひとり親家庭への支援制度に関する情報です。 ひとり親家庭の相談 児童扶養手当 母子寡婦福祉資金貸
nagasaki-official-005-014-2026	新上五島町	新上五島町 こどもの医療費助成制度	医療費の自己負担分等を助成	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=06514&r=1&wcid=i00004x6	こどもの医療費助成制度 - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 子育て・教育 児童手当・医療費補助など こどもの医療費助成制度 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 こどもの医療費助成制度 こどもの医療費助成制度に関する情報です。 こどもの医療費助成制度について 未熟児 乳幼児
nagasaki-official-005-015-2026	新上五島町	新上五島町 伴走型相談支援及び妊婦のための支援給付金	支給額妊婦１人あたり５万円	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=05945&r=1&wcid=i00004x1	伴走型相談支援及び妊婦のための支援給付金 - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 子育て・教育 妊娠・出産・妊婦 伴走型相談支援及び妊婦のための支援給付金 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 伴走型相談支援及び妊婦のための支援給付金 事業の内容 妊娠期から出産・子育て期まで一
nagasaki-official-005-016-2026	新上五島町	新上五島町 長崎県・市町被災者生活再建支援制度	最大300万円	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=05087&r=1&wcid=i00002x6	長崎県・市町被災者生活再建支援制度の支援金支給について - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 手続き・相談 住まい・住居 長崎県・市町被災者生活再建支援制度の支援金支給について 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 長崎県・市町被災者生活再建支援制度の支援金支給について 本制
nagasaki-official-005-017-2026	新上五島町	新上五島町 若者定住促進事業補助金	補助額（補助基本額＋加算額）●補助基本額・新築補助率10/100（上限200万円	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=03719&r=1&wcid=i00002x6	若者の住宅取得（新築・購入・建替え）を応援します。（若者定住促進事業補助金） - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 手続き・相談 住まい・住居 若者の住宅取得（新築・購入・建替え）を応援します。（若者定住促進事業補助金） 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 若者の住宅取得（
nagasaki-official-005-018-2026	新上五島町	新上五島町 移住支援事業補助金	1人につき100万円	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=03852&r=1&wcid=i00002x6	移住支援事業補助金１００万円（単身の場合は６０万円）！！ - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 手続き・相談 住まい・住居 移住支援事業補助金１００万円（単身の場合は６０万円）！！ 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 移住支援事業補助金１００万円（単身の場合は６０万円）！！
nagasaki-official-005-019-2026	新上五島町	新上五島町 福祉医療費制度	医療費の自己負担分等を助成	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=04803&r=1&wcid=i00003x1z7	福祉医療費制度について（障がい者・乳幼児・こども・高校生世代・ひとり親） - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 健康・福祉 健康・医療 医療・健康相談 福祉医療費制度について（障がい者・乳幼児・こども・高校生世代・ひとり親） 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 福祉医療費制
nagasaki-official-005-020-2026	新上五島町	新上五島町 国民健康保険・後期高齢者医療傷病手当金	所得・対象区分に応じて手当等を支給	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=04403&r=1&wcid=i00003x1z7	国民健康保険・後期高齢者医療 新型コロナウイルス感染症に感染した方などに対する傷病手当金の支給について - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 健康・福祉 健康・医療 医療・健康相談 国民健康保険・後期高齢者医療 新型コロナウイルス感染症に感染した方などに対する傷病手当金の支給について 観光・文化・スポーツ ←印刷はこちら ツイ
nagasaki-official-005-021-2026	新上五島町	新上五島町 臨床研修医支度助成金	３０万円を支給	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=03720&r=1&wcid=i00003x1z7	臨床研修医支度助成金を支給しました。 - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 健康・福祉 健康・医療 医療・健康相談 臨床研修医支度助成金を支給しました。 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 臨床研修医支度助成金を支給しました。 長崎県上五島病院に今年４月から着任された 佐藤
nagasaki-official-005-022-2026	新上五島町	新上五島町 温水プール無料利用券	公式ページ記載の補助率・上限額または支援内容に従う	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=02411&r=1&wcid=i00003x1z1	温水プール無料利用券の発行について - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 健康・福祉 健康・医療 健康づくり 温水プール無料利用券の発行について 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 温水プール無料利用券の発行について 「温水プールを利用してみたい」、「何か運動を始めようかな
nagasaki-official-005-023-2026	新上五島町	新上五島町 子宮がん・乳がん検診費用一部助成	助成額（上限）子宮がん検診診察・頸部細胞診検査２０歳以上3,500円	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=02036&r=1&wcid=i00003x1z2	子宮がん・乳がん検診の島外医療機関での検診費用の一部助成を開始します。 - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 健康・福祉 健康・医療 各種健診 子宮がん・乳がん検診の島外医療機関での検診費用の一部助成を開始します。 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 子宮がん・乳がん検診の
nagasaki-official-005-024-2026	新上五島町	新上五島町 健康に関する支援	公式ページ記載の補助率・上限額または支援内容に従う	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=00671&r=1&wcid=i00003x1z1	健康に関する支援 - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 健康・福祉 健康・医療 健康づくり 健康に関する支援 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 健康に関する支援 健康に関する支援・相談など各種ご案内です。 健康教育 健康相談 健康診査 がん検診 訪問指導 健康教育 内容
nagasaki-official-005-025-2026	新上五島町	新上五島町 高齢の方の生活支援	月額１０，０００円	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=00738&r=1&wcid=i00003x2z1	高齢の方の生活を支援します - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 健康・福祉 福祉・介護 高齢の方 高齢の方の生活を支援します 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 高齢の方の生活を支援します 高齢の方の生活支援に関する情報です。 地域包括支援センター 長寿祝金 敬老祝金 住
nagasaki-official-005-026-2026	新上五島町	新上五島町 障害のある方の就職支援	公式ページ記載の補助率・上限額または支援内容に従う	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=00742&r=1&wcid=i00003x2z2	障害のある方の就職を支援します - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 健康・福祉 福祉・介護 障がいのある方 障害のある方の就職を支援します 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 障害のある方の就職を支援します 障害のある方の就職支援情報です。 五島公共職業安定所(ハローワー
nagasaki-official-005-027-2026	新上五島町	新上五島町 障害者福祉のさまざまな支援	支給額２７，３５０円	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=00743&r=1&wcid=i00003x2z2	さまざまな支援 - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 健康・福祉 福祉・介護 障がいのある方 さまざまな支援 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 さまざまな支援 その他障害のある方に関するさまざまな支援情報です。 自立支援医療（精神通院・更生医療） 福祉医療費助成事業 手当
nagasaki-official-005-028-2026	新上五島町	新上五島町 生活の支援など	公式ページ記載の補助率・上限額または支援内容に従う	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=00761&r=1&wcid=i00002x7	生活の支援など - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 手続き・相談 消費生活 生活の支援など 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 生活の支援など 生活の支援などに関する情報です。 生活保護 生活福祉資金 民生委員・児童委員 福祉サービスに対する相談 行政相談・人権相談・法律
nagasaki-official-005-029-2026	新上五島町	新上五島町 廃自動車処理の海上輸送費にかかる離島対策支援事業	公式ページ記載の補助率・上限額または支援内容に従う	https://official.shinkamigoto.net/goto_kurashi_full.php?eid=00444&r=1&wcid=i00002x7	廃自動車処理の海上輸送費にかかる離島対策支援事業 - くらしの情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム くらしの情報 手続き・相談 消費生活 廃自動車処理の海上輸送費にかかる離島対策支援事業 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 廃自動車処理の海上輸送費にかかる離島対策支援事業 廃自動車を自動車リサイクル
nagasaki-official-005-030-2026	新上五島町	新上五島町 新上五島町スポーツ大会等運営補助金	補助金額】・大会参加者のうち、5名以上の団体に対しては、1団体あたり5,000円	https://official.shinkamigoto.net/goto_culture_full.php?eid=07275&r=2&wcid=j00003	新上五島町スポーツ大会等運営補助金の申請について - 観光・文化・スポーツ - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム 観光・文化・スポーツ スポーツ 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 新上五島町スポーツ大会等運営補助金の申請について 令和７年度新上五島町スポーツ大会等運営補助金の申請を受け付けます。 以下の
nagasaki-official-005-031-2026	新上五島町	新上五島町 新上五島町スポーツ団体等誘致促進事業補助金	補助金額から１人あたり1,000円	https://official.shinkamigoto.net/goto_culture_full.php?eid=07243&r=2&wcid=j00003	文化・スポーツ合宿等の合宿に対して、来島費用を一部助成します！ ～新上五島町スポーツ団体等誘致促進事業補助金～ - 観光・文化・スポーツ - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム 観光・文化・スポーツ スポーツ 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 文化・スポーツ合宿等の合宿に対して、来島費用を一部助成します！
nagasaki-official-005-032-2026	新上五島町	新上五島町 新上五島町少年スポーツ大会出場補助金	公式ページ記載の補助率・上限額または支援内容に従う	https://official.shinkamigoto.net/goto_culture_full.php?eid=07195&r=2&wcid=j00003	新上五島町少年スポーツ大会出場補助金について - 観光・文化・スポーツ - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム 観光・文化・スポーツ スポーツ 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 新上五島町少年スポーツ大会出場補助金について 令和７年度の新上五島町少年スポーツ大会出場補助金について、対象団体には下記のとおり
nagasaki-official-005-033-2026	新上五島町	新上五島町 長崎県魅力ある職場づくり推進補助金	上限額３００万円	https://official.shinkamigoto.net/goto_business_full.php?eid=07937&r=3&wcid=k00007	6月1日受付開始 「長崎県魅力ある職場づくり推進補助金」 - 事業者向け情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム 事業者向け情報 雇用・保険・労働 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 6月1日受付開始 「長崎県魅力ある職場づくり推進補助金」 （長崎県が実施する補助制度についてのご案内です。） 長崎県では
nagasaki-official-005-034-2026	新上五島町	新上五島町 長崎県中小・小規模事業者賃上げ緊急支援金	公式ページ記載の給付額・支援額に従う	https://official.shinkamigoto.net/goto_business_full.php?eid=07929&r=3&wcid=k00007	6月1日受付開始 長崎県の「中小・小規模事業者賃上げ緊急支援金」 - 事業者向け情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム 事業者向け情報 雇用・保険・労働 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 6月1日受付開始 長崎県の「中小・小規模事業者賃上げ緊急支援金」 （長崎県が実施する県内中小・小規模事業者向け支
nagasaki-official-005-035-2026	新上五島町	新上五島町 新上五島町特産品共同出店販路拡大支援事業	上限額】連携事業者数×30万円	https://official.shinkamigoto.net/goto_business_full.php?eid=05134&r=3&wcid=k00002	令和４年度新上五島町特産品共同出店販路拡大支援事業について - 事業者向け情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム 事業者向け情報 経済・産業 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 令和４年度新上五島町特産品共同出店販路拡大支援事業について 町では、新型コロナウイルス感染症により影響を受けた島内経済を維持
nagasaki-official-005-036-2026	新上五島町	新上五島町 新上五島町上五島ふるさと産品送料補助事業	補助金額チラシやECサイト等で送料無料を明記して対象期間内に販売したふるさと産品（町内で生産された物品やこれらに類するもの）で、お中元・お歳暮で国内に発送する際の送料、１個口につき上限３，０００円	https://official.shinkamigoto.net/goto_business_full.php?eid=05487&r=3&wcid=k00006	令和4年度 新上五島町上五島ふるさと産品送料補助事業について - 事業者向け情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム 事業者向け情報 申請・手続き 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 令和4年度 新上五島町上五島ふるさと産品送料補助事業について 令和4年度 新上五島町上五島ふるさと産品送料補助事業に登録
nagasaki-official-005-037-2026	新上五島町	新上五島町 新上五島町教育旅行誘致受入施設整備事業補助金	上限額100万円	https://official.shinkamigoto.net/goto_business_full.php?eid=05399&r=3&wcid=k00006	【新上五島町教育旅行誘致受入施設整備事業補助金のご案内】 - 事業者向け情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム 事業者向け情報 申請・手続き 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 【新上五島町教育旅行誘致受入施設整備事業補助金のご案内】 新上五島町では、民泊を通した体験型の教育旅行誘致に取り組んでおり、
nagasaki-official-005-038-2026	新上五島町	新上五島町 ふるさと融資	公式ページ記載の補助率・上限額または支援内容に従う	https://official.shinkamigoto.net/goto_business_full.php?eid=06067&r=3&wcid=k00006	ふるさと融資について - 事業者向け情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム 事業者向け情報 申請・手続き 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 ふるさと融資について 一般財団法人地域総合整備財団（ふるさと財団）では、地方公共団体と連携して民間事業者を支援するふるさと融資を実施しています。 ふるさと融資制
nagasaki-official-005-039-2026	新上五島町	新上五島町 長崎県宿泊施設感染拡大防止策等支援事業費補助金	公式ページ記載の補助率・上限額または支援内容に従う	https://official.shinkamigoto.net/goto_business_full.php?eid=05000&r=3&wcid=k00006	長崎県宿泊施設感染拡大防止策等支援事業費補助金」のお知らせ - 事業者向け情報 - 長崎県 五島列島 新上五島町公式 長崎県 五島列島 新上五島町 公式サイト メール RSS 地図 ホーム ホーム 事業者向け情報 申請・手続き 観光・文化・スポーツ ←印刷はこちら ツイートする シェアする 文字サイズ： 小 中 大 長崎県宿泊施設感染拡大防止策等支援事業費補助金」のお知らせ 長崎県では、新型コロナウイルスの感染拡大を踏まえ、宿泊施設にお
