organization	title	url	seed
五島市	子育て・教育	https://www.city.goto.nagasaki.jp/li/kurashi/030/020/index.html	https://www.city.goto.nagasaki.jp/li/kurashi/030/040/index.html
五島市	障がい・生活福祉	https://www.city.goto.nagasaki.jp/li/kurashi/030/030/index.html	https://www.city.goto.nagasaki.jp/li/kurashi/030/040/index.html
五島市	高齢者・介護	https://www.city.goto.nagasaki.jp/li/kurashi/030/040/index.html	https://www.city.goto.nagasaki.jp/li/kurashi/030/040/index.html
五島市	食事療養費	https://www.city.goto.nagasaki.jp/s036/010/040/010/020/030/20190311145602.html	https://www.city.goto.nagasaki.jp/li/kurashi/110/010/010/index.html
五島市	限度額適用（標準負担額減額）認定証	https://www.city.goto.nagasaki.jp/s036/010/040/010/020/040/20190311142427.html	https://www.city.goto.nagasaki.jp/li/kurashi/110/010/010/index.html
五島市	高額療養費	https://www.city.goto.nagasaki.jp/s036/010/040/010/020/020/20190311150711.html	https://www.city.goto.nagasaki.jp/li/kurashi/110/010/010/index.html
五島市	葬祭費の支給	https://www.city.goto.nagasaki.jp/s036/010/040/010/020/070/20190311134824.html	https://www.city.goto.nagasaki.jp/li/kurashi/110/010/010/index.html
五島市	療養の給付	https://www.city.goto.nagasaki.jp/s036/010/040/010/020/010/20190311150951.html	https://www.city.goto.nagasaki.jp/li/kurashi/110/010/010/index.html
五島市	出産育児一時金の支給	https://www.city.goto.nagasaki.jp/s036/010/040/010/020/060/20190311135431.html	https://www.city.goto.nagasaki.jp/li/kurashi/110/010/010/index.html
五島市	療養費の支給	https://www.city.goto.nagasaki.jp/s036/010/040/010/020/050/20190311141915.html	https://www.city.goto.nagasaki.jp/li/kurashi/110/010/010/index.html
五島市	交通事故における給付（第三者行為）	https://www.city.goto.nagasaki.jp/s036/010/040/010/020/090/20190311134035.html	https://www.city.goto.nagasaki.jp/li/kurashi/110/010/010/index.html
五島市	国民健康保険の給付	https://www.city.goto.nagasaki.jp/li/kurashi/110/010/010/index.html	https://www.city.goto.nagasaki.jp/li/kurashi/110/010/010/index.html
