score	municipality	title	url	snippet
37	天龍村	補助金・助成金	https://www.vill-tenryu.jp/category/administrative/living-procedures/grants-subsidies/	補助金・助成金 &#8211; 天龍村 文字サイズ 小 大 背景色 黒 白 村政情報 天龍村について 各種公表情報 イベント 広報天龍 公聴 議会 選挙 各種統計 くらしと手続き 住所・戸籍・証明書 税金 住まい ごみ・資源 上下水道 消防・防災 ふるさと納税 補助金・助成金 申請書 村内施設 トピックス 健康・福祉 国民健康保険 医療 福祉 介護 子育て・教育 子育て支援 保育園・学校 公共交通機関 交通機関 道路 しごと・むらづくり 事業者の方へ 農業 環境 地域おこし協力隊 天龍村村づくり計画 都市部・大学等との交流事業 図書 移住・定住 秘境大学 龍の子留学 移住相談会 村の暮らしを知る MENU 村政情報 くらしと手続き
37	天龍村	村政情報	https://www.vill-tenryu.jp/information/koseki-koikikofu/	戸籍の広域交付について &#8211; 天龍村 文字サイズ 小 大 背景色 黒 白 村政情報 天龍村について 各種公表情報 イベント 広報天龍 公聴 議会 選挙 各種統計 くらしと手続き 住所・戸籍・証明書 税金 住まい ごみ・資源 上下水道 消防・防災 ふるさと納税 補助金・助成金 申請書 村内施設 トピックス 健康・福祉 国民健康保険 医療 福祉 介護 子育て・教育 子育て支援 保育園・学校 公共交通機関 交通機関 道路 しごと・むらづくり 事業者の方へ 農業 環境 地域おこし協力隊 天龍村村づくり計画 都市部・大学等との交流事業 図書 移住・定住 秘境大学 龍の子留学 移住相談会 村の暮らしを知る MENU 村政情報 くらしと
36	売木村	予防接種について	https://www.urugi.jp/top/administration_living/health_medical_care/vaccination/about_vaccination/	期高齢者医療制度・国民健康保険・国民年金・地域福祉・福祉医療制度 【予防接種】予防接種について・子宮頸がん予防ワクチンの接種について 予防接種について 2021.02.27 目次 定期予防接種 A類疾病 B類疾病 お子さんの予防接種の受け方 任意予防接種 中学生以下のインフルエンザ予防接種 定期予防接種 予防接種法に基づき、市町村が実施します。定期予防接種の対象となる方には、通知と予診票を訪問または郵送にてお渡しします。 なお、定期予防接種を受けたことにより健康被害が生じた場合には、予防接種法による救済制度があります。 A類疾病 集団予防を目的とし、対象者には接種の努力義務があります。 費用の自己負担はありません（全額公費負担）。
36	天龍村	健康・福祉	https://www.vill-tenryu.jp/information/shikakenshin_info/	天龍村歯科健診事業のご案内 &#8211; 天龍村 文字サイズ 小 大 背景色 黒 白 村政情報 天龍村について 各種公表情報 イベント 広報天龍 公聴 議会 選挙 各種統計 くらしと手続き 住所・戸籍・証明書 税金 住まい ごみ・資源 上下水道 消防・防災 ふるさと納税 補助金・助成金 申請書 村内施設 トピックス 健康・福祉 国民健康保険 医療 福祉 介護 子育て・教育 子育て支援 保育園・学校 公共交通機関 交通機関 道路 しごと・むらづくり 事業者の方へ 農業 環境 地域おこし協力隊 天龍村村づくり計画 都市部・大学等との交流事業 図書 移住・定住 秘境大学 龍の子留学 移住相談会 村の暮らしを知る MENU 村政情報 くら
35	天龍村	しごと・むらづくり	https://www.vill-tenryu.jp/information/r8-ikiiki_shienkin/	令和８年度 いきいき活動支援金事業を募集します &#8211; 天龍村 文字サイズ 小 大 背景色 黒 白 村政情報 天龍村について 各種公表情報 イベント 広報天龍 公聴 議会 選挙 各種統計 くらしと手続き 住所・戸籍・証明書 税金 住まい ごみ・資源 上下水道 消防・防災 ふるさと納税 補助金・助成金 申請書 村内施設 トピックス 健康・福祉 国民健康保険 医療 福祉 介護 子育て・教育 子育て支援 保育園・学校 公共交通機関 交通機関 道路 しごと・むらづくり 事業者の方へ 農業 環境 地域おこし協力隊 天龍村村づくり計画 都市部・大学等との交流事業 図書 移住・定住 秘境大学 龍の子留学 移住相談会 村の暮らしを知る ME
34	天龍村	天龍村	https://www.vill-tenryu.jp/	天龍村 文字サイズ 小 大 背景色 黒 白 村政情報 天龍村について 各種公表情報 イベント 広報天龍 公聴 議会 選挙 各種統計 くらしと手続き 住所・戸籍・証明書 税金 住まい ごみ・資源 上下水道 消防・防災 ふるさと納税 補助金・助成金 申請書 村内施設 トピックス 健康・福祉 国民健康保険 医療 福祉 介護 子育て・教育 子育て支援 保育園・学校 公共交通機関 交通機関 道路 しごと・むらづくり 事業者の方へ 農業 環境 地域おこし協力隊 天龍村村づくり計画 都市部・大学等との交流事業 図書 移住・定住 秘境大学 龍の子留学 移住相談会 村の暮らしを知る MENU 村政情報 くらしと手続き 健康・福祉 子育て・教育 公共交
34	天龍村	移住・定住	https://www.vill-tenryu.jp/category/administrative/relocation-settlement/	移住・定住 &#8211; 天龍村 文字サイズ 小 大 背景色 黒 白 村政情報 天龍村について 各種公表情報 イベント 広報天龍 公聴 議会 選挙 各種統計 くらしと手続き 住所・戸籍・証明書 税金 住まい ごみ・資源 上下水道 消防・防災 ふるさと納税 補助金・助成金 申請書 村内施設 トピックス 健康・福祉 国民健康保険 医療 福祉 介護 子育て・教育 子育て支援 保育園・学校 公共交通機関 交通機関 道路 しごと・むらづくり 事業者の方へ 農業 環境 地域おこし協力隊 天龍村村づくり計画 都市部・大学等との交流事業 図書 移住・定住 秘境大学 龍の子留学 移住相談会 村の暮らしを知る MENU 村政情報 くらしと手続き 健康
33	売木村	軽自動車税	https://www.urugi.jp/top/administration_living/living_procedures/tax/light_vehicle_tax/	下水道・就職・求人・各種相談・もしもの備え 【税金】各種税証明の請求・村県民税・法人住民税・固定資産税・軽自動車税・入湯税・国民健康保険税 軽自動車税 2021.02.19 目次 軽自動車税（種別割） 納める人（納税義務者） 税率 車両異動の申告について 原動機付自転車・小型特殊自動車・特定小型原動機付自転車のナンバープレートについて 軽自動車税（種別割）の減免について 軽自動車税（環境性能割） 税率 軽自動車税（環境性能割）の減免について 軽自動車税（種別割） 納める人（納税義務者） ４月１日現在、村内で軽自動車等を所有されている方 税率 車両区分 税率 （年税額） 原動機付自転車 50㏄以下 2,000円 原動機付自転車 50㏄
32	売木村	暮らしの支援制度	https://www.urugi.jp/top/administration_living/migration_settlement/living_support_system/
32	天龍村	村の暮らしを知る	https://www.vill-tenryu.jp/category/administrative/relocation-settlement/explore-village-life/	村の暮らしを知る &#8211; 天龍村 文字サイズ 小 大 背景色 黒 白 村政情報 天龍村について 各種公表情報 イベント 広報天龍 公聴 議会 選挙 各種統計 くらしと手続き 住所・戸籍・証明書 税金 住まい ごみ・資源 上下水道 消防・防災 ふるさと納税 補助金・助成金 申請書 村内施設 トピックス 健康・福祉 国民健康保険 医療 福祉 介護 子育て・教育 子育て支援 保育園・学校 公共交通機関 交通機関 道路 しごと・むらづくり 事業者の方へ 農業 環境 地域おこし協力隊 天龍村村づくり計画 都市部・大学等との交流事業 図書 移住・定住 秘境大学 龍の子留学 移住相談会 村の暮らしを知る MENU 村政情報 くらしと手続き
31	天龍村	くらしと手続き	https://www.vill-tenryu.jp/information/%E5%A4%A9%E9%BE%8D%E6%9D%91%E8%AA%95%E7%94%9F70%E5%91%A8%E5%B9%B4%E8%A8%98%E5%BF%B5%E4%BA%8B%E6%A5%AD%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6/	天龍村誕生70周年記念事業について &#8211; 天龍村 文字サイズ 小 大 背景色 黒 白 村政情報 天龍村について 各種公表情報 イベント 広報天龍 公聴 議会 選挙 各種統計 くらしと手続き 住所・戸籍・証明書 税金 住まい ごみ・資源 上下水道 消防・防災 ふるさと納税 補助金・助成金 申請書 村内施設 トピックス 健康・福祉 国民健康保険 医療 福祉 介護 子育て・教育 子育て支援 保育園・学校 公共交通機関 交通機関 道路 しごと・むらづくり 事業者の方へ 農業 環境 地域おこし協力隊 天龍村村づくり計画 都市部・大学等との交流事業 図書 移住・定住 秘境大学 龍の子留学 移住相談会 村の暮らしを知る MENU 村政情
31	天龍村	くらしと手続き	https://www.vill-tenryu.jp/information/coolingshelter/	クーリングシェルターの開設について &#8211; 天龍村 文字サイズ 小 大 背景色 黒 白 村政情報 天龍村について 各種公表情報 イベント 広報天龍 公聴 議会 選挙 各種統計 くらしと手続き 住所・戸籍・証明書 税金 住まい ごみ・資源 上下水道 消防・防災 ふるさと納税 補助金・助成金 申請書 村内施設 トピックス 健康・福祉 国民健康保険 医療 福祉 介護 子育て・教育 子育て支援 保育園・学校 公共交通機関 交通機関 道路 しごと・むらづくり 事業者の方へ 農業 環境 地域おこし協力隊 天龍村村づくり計画 都市部・大学等との交流事業 図書 移住・定住 秘境大学 龍の子留学 移住相談会 村の暮らしを知る MENU 村政情
31	天龍村	くらしと手続き	https://www.vill-tenryu.jp/information/%e5%a4%a9%e9%be%8d%e6%9d%91%e8%aa%95%e7%94%9f70%e5%91%a8%e5%b9%b4%e8%a8%98%e5%bf%b5%e4%ba%8b%e6%a5%ad%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6/	天龍村誕生70周年記念事業について &#8211; 天龍村 文字サイズ 小 大 背景色 黒 白 村政情報 天龍村について 各種公表情報 イベント 広報天龍 公聴 議会 選挙 各種統計 くらしと手続き 住所・戸籍・証明書 税金 住まい ごみ・資源 上下水道 消防・防災 ふるさと納税 補助金・助成金 申請書 村内施設 トピックス 健康・福祉 国民健康保険 医療 福祉 介護 子育て・教育 子育て支援 保育園・学校 公共交通機関 交通機関 道路 しごと・むらづくり 事業者の方へ 農業 環境 地域おこし協力隊 天龍村村づくり計画 都市部・大学等との交流事業 図書 移住・定住 秘境大学 龍の子留学 移住相談会 村の暮らしを知る MENU 村政情
30	売木村	【森林・林業】売木村経営管理制度実施方針・森林環境譲与税・森林づくり支援金事業・鳥獣被害防止・売木村森林整備計画・特定間伐促進計画（変更）の公表について・鳥獣被害防止計画	https://www.urugi.jp/top/administration_living/for_businesses/forestry/	【森林・林業】売木村経営管理制度実施方針・森林環境譲与税・森林づくり支援金事業・鳥獣被害防止・売木村森林整備計画・特定間伐促進計画（変更）の公表について・鳥獣被害防止計画 コンテンツへスキップ トップ 売木村の紹介 行政・くらし 観光・体験 アクセス・地図 お問い合わせ トップ 売木村の紹介 行政・くらし 観光・体験 アクセス・地図 お問い合わせ ホーム 売木村 行政・くらし 【事業者の方へ】農業・森林・林業・労働・雇用・入札参加資格申請 【森林・林業】売木村経営管理制度実施方針・森林環境譲与税・森林づくり支援金事業・鳥獣被害防止・売木村森林整備計画・特定間伐促進計画（変更）の公表について・鳥獣被害防止計画 2021.03.03 目
28	売木村	【健康・医療・介護】救急・医療・予防接種・健康づくり・健康診査・各種健診・介護保険・高齢者福祉・障がい者福祉・後期高齢者医療制度・国民健康保険・国民年金・地域福祉・福祉医療制度	https://www.urugi.jp/top/administration_living/health_medical_care/	（データヘルス）について・まめまめポイントカード・健康運動教室・ウオーキングコース・ランニングコース 保健事業実施計画（データヘルス）について・まめまめポイントカード・健康運動教室・ウオーキングコース・ランニングコース www.urugi.jp 【健康診査・各種健診】 がん検診・その他健診特定健診 www.urugi.jp 【介護保険】 介護保険料介護保険の申請手続きについて介護保険サービスの種類介護保険負担限度額認定制度高額介護(介護予防)サービス費支給高齢者福祉計画・介護保険事業計画 www.urugi.jp 【高齢者福祉】 地域包括支援センター www.urugi.jp 【障がい者福祉】 障がい者手帳の交付・返還障害福祉サービ
28	売木村	【事業者の方へ】農業・森林・林業・労働・雇用・入札参加資格申請	https://www.urugi.jp/top/administration_living/for_businesses/	【事業者の方へ】農業・森林・林業・労働・雇用・入札参加資格申請 コンテンツへスキップ トップ 売木村の紹介 行政・くらし 観光・体験 アクセス・地図 お問い合わせ トップ 売木村の紹介 行政・くらし 観光・体験 アクセス・地図 お問い合わせ ホーム 売木村 行政・くらし 【事業者の方へ】農業・森林・林業・労働・雇用・入札参加資格申請 2021.03.03 【農業】 農業委員会農業振興 www.urugi.jp 【森林・林業】売木村経営管理制度実施方針・森林環境譲与税・森林づくり支援金事業・鳥獣被害防止・売木村森林整備計画・特定間伐促進計画（変更）の公表について・鳥獣被害防止計画 売木村経営管理制度実施方針・森林環境譲与税・森林づくり
28	天龍村	くらしと手続き	https://www.vill-tenryu.jp/information/shushubi/	ごみの収集日について &#8211; 天龍村 文字サイズ 小 大 背景色 黒 白 村政情報 天龍村について 各種公表情報 イベント 広報天龍 公聴 議会 選挙 各種統計 くらしと手続き 住所・戸籍・証明書 税金 住まい ごみ・資源 上下水道 消防・防災 ふるさと納税 補助金・助成金 申請書 村内施設 トピックス 健康・福祉 国民健康保険 医療 福祉 介護 子育て・教育 子育て支援 保育園・学校 公共交通機関 交通機関 道路 しごと・むらづくり 事業者の方へ 農業 環境 地域おこし協力隊 天龍村村づくり計画 都市部・大学等との交流事業 図書 移住・定住 秘境大学 龍の子留学 移住相談会 村の暮らしを知る MENU 村政情報 くらしと手
28	天龍村	くらしと手続き	https://www.vill-tenryu.jp/administrative/living-procedures/hometown-tax/hometown_donation/	天龍村ふるさと寄附金 &#8211; 天龍村 文字サイズ 小 大 背景色 黒 白 村政情報 天龍村について 各種公表情報 イベント 広報天龍 公聴 議会 選挙 各種統計 くらしと手続き 住所・戸籍・証明書 税金 住まい ごみ・資源 上下水道 消防・防災 ふるさと納税 補助金・助成金 申請書 村内施設 トピックス 健康・福祉 国民健康保険 医療 福祉 介護 子育て・教育 子育て支援 保育園・学校 公共交通機関 交通機関 道路 しごと・むらづくり 事業者の方へ 農業 環境 地域おこし協力隊 天龍村村づくり計画 都市部・大学等との交流事業 図書 移住・定住 秘境大学 龍の子留学 移住相談会 村の暮らしを知る MENU 村政情報 くらしと手
27	下條村	(no title)	https://www.vill-shimojo.jp/gyousei/oshirase/2020-0413-1452-5.html	型コロナウィルス感染症対策について 公共施設等の利用について 公共施設等を利用される場合には、下記の事項を遵守してください。 ◎基本的な感染対策の徹底 ◎適宜換気を行う。(30分から１時間に1度を目安にする。) ※詳細は施設管理者お問い合わせください。 (村民センター：役場27-2311 その他の施設：教育委員会27-1050) 医療用抗原定性検査キット購入補助金について 個人が購入した 医療用 検査キットに対して補助を行っておりましたが、 令和6年3月29日 17時15分までの申請受付をもちまして本補助事業は終了いたしました。 ・ 下條村医療用抗原定性検査キット購入補助金交付事業概要​ (312KB) より良いウェブサイトにするた
27	売木村	木の村うるぎ	https://www.urugi.jp/top/introduction/lumber_village_urugi/	州うるぎでも販売しています。 炭窯（炭） 昔は「炭焼きしない人は売木の人ではない」と言ったくらい、炭焼きが盛んだった売木村。しかし、プロパンガスの普及と共に炭焼きをする人は減り、今では数人のみになっています。 また、道の駅南信州うるぎで、売木村で焼いた炭を購入することが可能です。キャンプなどにぜひご活用くだい。 そんな中、平成28年度に長野県地域発元気づくり支援金を事業を活用し、岩倉地区に新たに炭窯ができました。村民はもちろん村外の方も利用いただけます。 【炭窯使用方法】 製炭施設を利用する場合は、製炭施設使用申請書を役場に提出してください。 売木村 村内・広域マップ サイトマップ 個人情報の取り扱い アクセシビリティ Englis
27	売木村	介護保険料	https://www.urugi.jp/top/administration_living/health_medical_care/long-term_care_insurance/long-term_care_insurance_premium/	（第1号被保険者）は、市町村ごとに介護保険サービスに係る費用の総額に応じて保険料基準額を算定します。その基準額をもとに(1)本人と家族の課税状況、(2)本人の所得状況等 により9段階のいずれかに分類され、その段階によって保険料の額が決まります。これは介護保険制度が、個人の負担能力に応じた保険料を負担するいう、応能負担の原則に基づいているからです。 所得段階 対象者（分類の基準） 保険料年額 第1段階 ・老齢福祉年金の受給者で、世帯全員が住民税非課税の場合 ・生活保護の受給者 ・世帯全員が村民税非課税で、前年の合計所得金額＋課税年金収入額が80万９千円以下の人 23,256円 第2段階 世帯全員が住民税非課税で、前年の合計所得金額＋課
25	根羽村	社会福祉協議会について	https://www.nebamura.jp/nebalife/social-welfare-council/	社会福祉協議会 - 根羽村役場 | 長野県下伊那郡 いまだかつてない森 / Never forest 根羽村 村の宣言 村の暮らし 村の紹介 村のお知らせ 行動計画 災害情報 ふるさと納税 根羽村役場 〒395-0701 長野県下伊那郡根羽村2131番地1 市政、暮らし、各種申請手続で わからないことはこちらへ お問い合わせ 電話：0265-49-2111（代表） Fax：0265-49-2277 社会福祉協議会 社会福祉協議会について 社会福祉協議会は地域の住民やボランティア、福祉や保健・医療等の関係者、行政機関の協力を得て「福祉のまちづくり」をめざす民間の社会福祉法人で、昭和26年に制定された社会福祉事業法（現在の「社会福祉法」
25	売木村	行政・くらし	https://www.urugi.jp/top/administration_living/	.jp 【健康・医療・介護】救急・医療・予防接種・健康づくり・健康診査・各種健診・介護保険・高齢者福祉・障がい者福祉・後期高齢者医療制度・国民健康保険・国民年金・地域福祉・福祉医療制度 www.urugi.jp 【移住・定住】うるぎ暮らしパンフレット・移住促進映像・体験・簡易住宅・空き家バンク・共住推進員制度・支援制度・大学企業との連携 村の人口は485人（令和5年5月末現在）で、そのうち４割近くは移住者です。人の温かみに触れ、ふるさとの原風景が残る売木村に魅了され、この売木村に住んでいます。「田舎暮らしがしたい」「自分で野菜を育てたい」「空き家をリノベーションして住みたい... www.urugi.jp 【事業者の方へ】農業・森林
25	売木村	【移住・定住】うるぎ暮らしパンフレット・移住促進映像・体験・簡易住宅・空き家バンク・共住推進員制度・支援制度・大学企業との連携	https://www.urugi.jp/top/administration_living/migration_settlement/	プ トップ 売木村の紹介 行政・くらし 観光・体験 アクセス・地図 お問い合わせ トップ 売木村の紹介 行政・くらし 観光・体験 アクセス・地図 お問い合わせ ホーム 売木村 行政・くらし 【移住・定住】うるぎ暮らしパンフレット・移住促進映像・体験・簡易住宅・空き家バンク・共住推進員制度・支援制度・大学企業との連携 2023.06.19 村の人口は485人（令和5年5月末現在）で、そのうち４割近くは移住者です。 人の温かみに触れ、ふるさとの原風景が残る売木村に魅了され、この売木村に住んでいます。「田舎暮らしがしたい」「自分で野菜を育てたい」「空き家をリノベーションして住みたい」など、その夢は売木村で叶えられるかもしれません。 移住を
25	売木村	サイトマップ	https://www.urugi.jp/sitemap/	るぎ 村内・広域マップ 行政・くらし 【くらし・手続き】住民票・戸籍・印鑑・税金・マイナンバー制度・国民健康保険・国民年金・生活・環境・水道・下水道・就職・求人・各種相談・もしもの備え 【マイナンバー制度】マイナンバー制度の概要・電子証明書（公的個人認証） 【もしもの備え】 地震風水害の備え 耐震診断・改修 【下水道】 排水設備の新設について 浄化槽に対する補助制度について 浄化槽の設置について 【住民票・戸籍・印鑑】印鑑登録・証明・戸籍の届出・請求・住民基本台帳ネットワーク・住民票の届出・請求 住民基本台帳ネットワーク 住民票の届出・請求 印鑑登録・証明 戸籍の届出・請求 【各種相談】 人権相談 消費生活相談・多重債務相談 行政相
25	天龍村	くらしと手続き	https://www.vill-tenryu.jp/category/administrative/living-procedures/	くらしと手続き &#8211; 天龍村 文字サイズ 小 大 背景色 黒 白 村政情報 天龍村について 各種公表情報 イベント 広報天龍 公聴 議会 選挙 各種統計 くらしと手続き 住所・戸籍・証明書 税金 住まい ごみ・資源 上下水道 消防・防災 ふるさと納税 補助金・助成金 申請書 村内施設 トピックス 健康・福祉 国民健康保険 医療 福祉 介護 子育て・教育 子育て支援 保育園・学校 公共交通機関 交通機関 道路 しごと・むらづくり 事業者の方へ 農業 環境 地域おこし協力隊 天龍村村づくり計画 都市部・大学等との交流事業 図書 移住・定住 秘境大学 龍の子留学 移住相談会 村の暮らしを知る MENU 村政情報 くらしと手続き
25	天龍村	移住・定住	https://www.vill-tenryu.jp/administrative/relocation-settlement/explore-village-life/ijyu_akiyabank/	空き家バンク －天龍村空き家情報システム－ &#8211; 天龍村 文字サイズ 小 大 背景色 黒 白 村政情報 天龍村について 各種公表情報 イベント 広報天龍 公聴 議会 選挙 各種統計 くらしと手続き 住所・戸籍・証明書 税金 住まい ごみ・資源 上下水道 消防・防災 ふるさと納税 補助金・助成金 申請書 村内施設 トピックス 健康・福祉 国民健康保険 医療 福祉 介護 子育て・教育 子育て支援 保育園・学校 公共交通機関 交通機関 道路 しごと・むらづくり 事業者の方へ 農業 環境 地域おこし協力隊 天龍村村づくり計画 都市部・大学等との交流事業 図書 移住・定住 秘境大学 龍の子留学 移住相談会 村の暮らしを知る MENU
