score	municipality	title	url	snippet
47	王滝村	王滝村空き家片付け事業補助金	https://www.vill.otaki.nagano.jp/kurashi/sumai/ijyu/akiya-katazukehojokin.html	王滝村空き家片付け事業補助金 | 王滝村 このページの本文へ 霊峰御嶽山の麓 水と緑のふるさと ホーム くらし 事業者の方へ 王滝村について 観光 ブログ サイト内検索 検索 防災情報 Translate 文字サイズ 標準 大 HOME くらし 住まい・生活 移住定住 王滝村空き家片付け事業補助金 王滝村空き家片付け事業補助金 王滝村空き家片付け事業補助金 空き家の所有者が空き家バンクに物件登録していれば、空き家の賃貸または売買契約が成立する前でも申請することができます。 ※事前申請制です。必ず片付けを実施する前に相談・申請をお願いします！ 王滝村空き家片付け事業補助金交付要綱 （R7.6.1制定） 王滝村空き家片付け事業補助金のご案内 補助金の内容 対象者 空き家の所有者（貸主、売主） 対象事業 家財道具の運搬・廃棄等 屋内及び屋外の清掃等 補助率、補助金限度額 補助率 10/10 上限 10万円 手続き・実施の流れ 業者へ見
47	王滝村	王滝村空き家改修事業補助金	https://www.vill.otaki.nagano.jp/kurashi/sumai/ijyu/akiya-kaisyuhojokin.html	王滝村空き家改修事業補助金 | 王滝村 このページの本文へ 霊峰御嶽山の麓 水と緑のふるさと ホーム くらし 事業者の方へ 王滝村について 観光 ブログ サイト内検索 検索 防災情報 Translate 文字サイズ 標準 大 HOME くらし 住まい・生活 移住定住 王滝村空き家改修事業補助金 王滝村空き家改修事業補助金 王滝村空き家改修事業補助金 空き家の所有者及び利用希望者がともに空き家バンクに登録しており、空き家の賃貸または売買契約が成立した場合に申請することができます。 ※事前申請制です。必ず改修を実施する前に相談・申請をお願いします！ ※原則１戸につき１回の交付です。 王滝村空き家改修事業補助金交付要綱 （改正：R7.6.1） 王滝村空き家改修事業補助金のご案内 補助金の内容 対象者 空き家の所有者（貸主、買主） ※空き家の借主は補助金の申請はできません。 対象事業 台所、浴室、便所、洗面所等の改修及びこれらに付随する
47	王滝村	王滝村家探し宿泊支援制度	https://www.vill.otaki.nagano.jp/kurashi/sumai/ijyu/akiya-iesagashi.html	援制度 | 王滝村 このページの本文へ 霊峰御嶽山の麓 水と緑のふるさと ホーム くらし 事業者の方へ 王滝村について 観光 ブログ サイト内検索 検索 防災情報 Translate 文字サイズ 標準 大 HOME くらし 住まい・生活 移住定住 王滝村家探し宿泊支援制度 王滝村家探し宿泊支援制度 王滝村家探し宿泊支援制度 王滝村で家探しをするための宿泊費を補助します。（先着１５名／年） 対象者 王滝村空き家バンクに利用者登録している方で、王滝村への移住を検討している村外に住所を有する方及びその家族 補助内容 村内宿泊施設の宿泊料（１泊２日分）の一部を補助します。 １人当たり上限6,000円 空き家バンク１登録者につき、同行者４名（合計５名）までが補助対象となります。 １登録者につき、１回までが対象です。 申請方法 来村して宿泊後、宿泊日から１ヶ月以内に、申請書に宿泊施設発行の領収書を添付のうえ、王滝村役場あてに提出してください
47	大桑村	大桑村に住んでみませんか？	https://www.vill.okuwa.lg.jp/okuwa/iju-teiju/information_on_okuwa_village.html?d=202511	サイト内検索 防災情報 Translate 文字サイズ： 標準 大 トップ 大桑村について 移住・定住 大桑村に住んでみませんか？ 大桑村に住んでみませんか？ 更新日：2026年04月16日 村の概要 大桑村ってどんなところ？ 大桑村は長野県南西部に位置し、中央に木曽川が流れる、中央アルプスのふもとにある豊かな水と自然に恵まれた村です。総人口は3,107人（令和8年4月1日現在）、夏の平均気温は23,2℃、冬の平均気温は-1.4℃です。村内には須原駅、大桑駅、野尻駅の３つの駅があります。 車での移動では、伊那市、飯田市まで1時間10分、塩尻市まで1時間20分、岐阜県中津川市まで40分です。 有名な観光地として「阿寺ブルー」と呼ばれるエメラルドに輝く阿寺渓谷があり、毎年夏には多くの観光客が訪れます。旧中山道の須原宿、野尻宿では、昔ながらの街並みが残り、歴史と文化を感じられます。 生活面では、子育てしやすい環境が充実しており、スポー
47	大桑村	妊婦のための支援給付金	https://www.vill.okuwa.lg.jp/kosodate-kyoiku/ninshin-shussan/ninpu_shienkyufu.html	妊婦のための支援給付金 | 大桑村公式サイト サイト内検索 防災情報 Translate 文字サイズ： 標準 大 トップ 子育て・教育 妊娠・出産 妊婦のための支援給付金 妊婦のための支援給付金 更新日：2025年10月01日 事業目的 国では、すべての妊婦・子育て家庭が安心して出産・子育てができる環境整備を図るため、妊婦のための支援給付金が創設されました。 これを受け、村では妊娠期から出産・子育て期まで一貫して相談に応じ、様々なニーズに即した支援につなげられるような伴走型の相談支援の充実と、経済的支援を一体的に実施します。 給付金の対象者 申請日時点で大桑村に住民登録のある妊婦 （産科医療機関を受診し妊婦の事実確認が必要） 他の自治体で妊婦支援給付金の支給を受けていない妊婦 給付金額 １回目 妊娠届出時の面接後（妊婦１人につき5万円） ２回目 出生届出時の面談後（子ども1人につき５万円） 申請方法 妊娠届出時に申請書をお渡しし
47	大桑村	不妊・不育治療費 助成事業	https://www.vill.okuwa.lg.jp/kosodate-kyoiku/ninshin-shussan/huninhuikujosei.html	不妊・不育治療費 助成事業 | 大桑村公式サイト サイト内検索 防災情報 Translate 文字サイズ： 標準 大 トップ 子育て・教育 妊娠・出産 不妊・不育治療費 助成事業 不妊・不育治療費 助成事業 更新日：2025年05月14日 村は不妊治療・不育治療に要した治療費の一部を助成しています。 助成を希望する場合は申請前にお問い合わせください。 対象者等 夫婦の双方又は一方が助成金の交付申請をした日の１年以上前から村内に居住し、交付申請日及び診療月において住民登録のある者 村民税等の滞納がないこと など ※詳しくは問い合わせください。 助成内容等 保険適用となる不妊治療を受けている者 治療費から高額療養費及び付加給付を除いた額の９割以内（上限30万円） 県不妊治療（先進医療）費用助成事業の助成決定を受けている者 治療費から県助成金を除いた額の９割以内（上限30万円） 県不育症治療支援事業助成の決定を受けている者 治療費から
47	大桑村	結婚新生活支援事業	https://www.vill.okuwa.lg.jp/kurashi/joseikin/kekkonshinseikatsu.html	結婚新生活支援事業 | 大桑村公式サイト サイト内検索 防災情報 Translate 文字サイズ： 標準 大 トップ くらし 助成金 結婚新生活支援事業 結婚新生活支援事業 更新日：2026年06月17日 村では、地域の少子化対策の一環として、結婚を機に生じる住居費等を支援します。 交付対象者 申請する年度に婚姻届を提出し受理された夫婦のうち、以下の条件を全て満たす夫婦が対象です。（以下は主な要件の抜粋です。詳細は大桑村結婚新生活支援事業補助金交付要綱をご覧ください。） 婚姻日の年齢が夫婦ともに39歳以下であること。 夫婦の合計所得が500万円未満であること。 ※婚姻を機に離職している場合や奨学金を返済している場合は、500万円を超えていても対象となる場合があります。 他の公的制度による家賃補助等を受けていないこと。 交付対象経費 以下の費用のうち、申請する年度に支払ったものが対象経費となります。 住居費・・・住宅の新築や購入、
47	大桑村	危険木等伐採事業補助金	https://www.vill.okuwa.lg.jp/sangyo-nyusatsu-business/noringyo/ringyo/kikenboku_bassai.html	危険木等伐採事業補助金 | 大桑村公式サイト サイト内検索 防災情報 Translate 文字サイズ： 標準 大 トップ 産業・入札・ビジネス 農林業 林業 危険木等伐採事業補助金 危険木等伐採事業補助金 更新日：2023年04月24日 住居等への影響が考えられる危険木、クマやサルの鳥獣を誘引してしまう木（誘引木）を個人又は法人で伐採する場合に伐採費用へ補助を行います。 大桑村危険木等伐採事業補助金交付要綱（144kbyte） 補助対象者 対象となる木の所有者。または所有者から伐採の同意を得た人 補助基準 危険木：ライフライン対象物（公道、電線等架空線、危険木の所有者又は管理者以外の者が所有する住宅敷地等）及び農地、河川に直接的な被害を及ぼす可能性のある樹木で樹高5メートル以上の樹木 誘引木：果樹としての利用がされておらず、鳥獣を誘引し、周辺への被害が懸念される樹木（カキ、クリ、クルミを主な対象とし、ミズキやサクラ等も含む。）
47	木曽町	御嶽山・木曽駒ケ岳への登山には登山計画書の提出が必要です。	https://www.town-kiso.com/chousei/kouhou/100280/100575/	御嶽山・木曽駒ケ岳への登山には登山計画書の提出が必要です。 - 木曽町公式サイト このサイトではJavascriptを使用しています。現在、JavaScriptが無効のため一部機能をご使用いただけません。 サイトマップ サイト内検索 白 黒 黄 背景の色 大 中 小 文字の大きさ 閉じる ホーム 暮らし 手続き 移住・住まい 各種補助金・支援金 水道・下水道 道路・交通 農林業 就職・労働 税金 届出・証明・住民の手続き 生活環境 健康･福祉 健康・医療 食育 福祉 子ども･教育 各種補助金・支援金 小中学校 妊娠・子育て 学童クラブ 子育て支援情報 認定こども園 事業者の方へ 各種補助金・支援金 企業支援・企業立地 入札・契約 お知らせ 町政情報 各種補助金・支援金 木曽町選挙管理委員会 木曽町の概要 木曽町例規集 公有財産の売却 採用情報 施策・計画 審議会・委員会 耐震診断 地域自治組織 財政運営 ふるさと納税 まちづくり
47	木曽町	木曽町行政ポイント事業について	https://www.town-kiso.com/chousei/kouhou/100280/101719/	木曽町行政ポイント事業について - 木曽町公式サイト このサイトではJavascriptを使用しています。現在、JavaScriptが無効のため一部機能をご使用いただけません。 サイトマップ サイト内検索 白 黒 黄 背景の色 大 中 小 文字の大きさ 閉じる ホーム 暮らし 手続き 移住・住まい 各種補助金・支援金 水道・下水道 道路・交通 農林業 就職・労働 税金 届出・証明・住民の手続き 生活環境 健康･福祉 健康・医療 食育 福祉 子ども･教育 各種補助金・支援金 小中学校 妊娠・子育て 学童クラブ 子育て支援情報 認定こども園 事業者の方へ 各種補助金・支援金 企業支援・企業立地 入札・契約 お知らせ 町政情報 各種補助金・支援金 木曽町選挙管理委員会 木曽町の概要 木曽町例規集 公有財産の売却 採用情報 施策・計画 審議会・委員会 耐震診断 地域自治組織 財政運営 ふるさと納税 まちづくり 議会 広報・広聴 統計 情
47	木曽町	会計窓口でのキャッシュレス決済始まりました	https://www.town-kiso.com/chousei/kouhou/100280/101660/	会計窓口でのキャッシュレス決済始まりました - 木曽町公式サイト このサイトではJavascriptを使用しています。現在、JavaScriptが無効のため一部機能をご使用いただけません。 サイトマップ サイト内検索 白 黒 黄 背景の色 大 中 小 文字の大きさ 閉じる ホーム 暮らし 手続き 移住・住まい 各種補助金・支援金 水道・下水道 道路・交通 農林業 就職・労働 税金 届出・証明・住民の手続き 生活環境 健康･福祉 健康・医療 食育 福祉 子ども･教育 各種補助金・支援金 小中学校 妊娠・子育て 学童クラブ 子育て支援情報 認定こども園 事業者の方へ 各種補助金・支援金 企業支援・企業立地 入札・契約 お知らせ 町政情報 各種補助金・支援金 木曽町選挙管理委員会 木曽町の概要 木曽町例規集 公有財産の売却 採用情報 施策・計画 審議会・委員会 耐震診断 地域自治組織 財政運営 ふるさと納税 まちづくり 議会 広報・広
47	木曽町	リフォーム資金補助金の受付再開について	https://www.town-kiso.com/kurashi/sumai/100342/102337/	リフォーム資金補助金の受付再開について - 木曽町公式サイト このサイトではJavascriptを使用しています。現在、JavaScriptが無効のため一部機能をご使用いただけません。 サイトマップ サイト内検索 白 黒 黄 背景の色 大 中 小 文字の大きさ 閉じる ホーム 暮らし 手続き 移住・住まい 各種補助金・支援金 水道・下水道 道路・交通 農林業 就職・労働 税金 届出・証明・住民の手続き 生活環境 健康･福祉 健康・医療 食育 福祉 子ども･教育 各種補助金・支援金 小中学校 妊娠・子育て 学童クラブ 子育て支援情報 認定こども園 事業者の方へ 各種補助金・支援金 企業支援・企業立地 入札・契約 お知らせ 町政情報 各種補助金・支援金 木曽町選挙管理委員会 木曽町の概要 木曽町例規集 公有財産の売却 採用情報 施策・計画 審議会・委員会 耐震診断 地域自治組織 財政運営 ふるさと納税 まちづくり 議会 広報・広聴
47	木曽町	木曽町で農業に取り組んでみませんか	https://www.town-kiso.com/kurashi/nourin/100074/102345/	木曽町で農業に取り組んでみませんか - 木曽町公式サイト このサイトではJavascriptを使用しています。現在、JavaScriptが無効のため一部機能をご使用いただけません。 サイトマップ サイト内検索 白 黒 黄 背景の色 大 中 小 文字の大きさ 閉じる ホーム 暮らし 手続き 移住・住まい 各種補助金・支援金 水道・下水道 道路・交通 農林業 就職・労働 税金 届出・証明・住民の手続き 生活環境 健康･福祉 健康・医療 食育 福祉 子ども･教育 各種補助金・支援金 小中学校 妊娠・子育て 学童クラブ 子育て支援情報 認定こども園 事業者の方へ 各種補助金・支援金 企業支援・企業立地 入札・契約 お知らせ 町政情報 各種補助金・支援金 木曽町選挙管理委員会 木曽町の概要 木曽町例規集 公有財産の売却 採用情報 施策・計画 審議会・委員会 耐震診断 地域自治組織 財政運営 ふるさと納税 まちづくり 議会 広報・広聴 統計
47	木曽町	保険証廃止に伴う「福祉医療費助成制度」手続き内容の変更について	https://www.town-kiso.com/fukushi/fukushi/100101/102163/	保険証廃止に伴う「福祉医療費助成制度」手続き内容の変更について - 木曽町公式サイト このサイトではJavascriptを使用しています。現在、JavaScriptが無効のため一部機能をご使用いただけません。 サイトマップ サイト内検索 白 黒 黄 背景の色 大 中 小 文字の大きさ 閉じる ホーム 暮らし 手続き 移住・住まい 各種補助金・支援金 水道・下水道 道路・交通 農林業 就職・労働 税金 届出・証明・住民の手続き 生活環境 健康･福祉 健康・医療 食育 福祉 子ども･教育 各種補助金・支援金 小中学校 妊娠・子育て 学童クラブ 子育て支援情報 認定こども園 事業者の方へ 各種補助金・支援金 企業支援・企業立地 入札・契約 お知らせ 町政情報 各種補助金・支援金 木曽町選挙管理委員会 木曽町の概要 木曽町例規集 公有財産の売却 採用情報 施策・計画 審議会・委員会 耐震診断 地域自治組織 財政運営 ふるさと納税 まちづ
47	木曽町	木曽町LINE公式アカウントについて	https://www.town-kiso.com/chousei/kouhou/100280/101440/	木曽町LINE公式アカウントについて - 木曽町公式サイト このサイトではJavascriptを使用しています。現在、JavaScriptが無効のため一部機能をご使用いただけません。 サイトマップ サイト内検索 白 黒 黄 背景の色 大 中 小 文字の大きさ 閉じる ホーム 暮らし 手続き 移住・住まい 各種補助金・支援金 水道・下水道 道路・交通 農林業 就職・労働 税金 届出・証明・住民の手続き 生活環境 健康･福祉 健康・医療 食育 福祉 子ども･教育 各種補助金・支援金 小中学校 妊娠・子育て 学童クラブ 子育て支援情報 認定こども園 事業者の方へ 各種補助金・支援金 企業支援・企業立地 入札・契約 お知らせ 町政情報 各種補助金・支援金 木曽町選挙管理委員会 木曽町の概要 木曽町例規集 公有財産の売却 採用情報 施策・計画 審議会・委員会 耐震診断 地域自治組織 財政運営 ふるさと納税 まちづくり 議会 広報・広聴 統
47	木曽町	各種補助金・支援金	https://www.town-kiso.com/chousei/kouhou/100280/101439/	各種補助金・支援金 - 木曽町公式サイト このサイトではJavascriptを使用しています。現在、JavaScriptが無効のため一部機能をご使用いただけません。 サイトマップ サイト内検索 白 黒 黄 背景の色 大 中 小 文字の大きさ 閉じる ホーム 暮らし 手続き 移住・住まい 各種補助金・支援金 水道・下水道 道路・交通 農林業 就職・労働 税金 届出・証明・住民の手続き 生活環境 健康･福祉 健康・医療 食育 福祉 子ども･教育 各種補助金・支援金 小中学校 妊娠・子育て 学童クラブ 子育て支援情報 認定こども園 事業者の方へ 各種補助金・支援金 企業支援・企業立地 入札・契約 お知らせ 町政情報 各種補助金・支援金 木曽町選挙管理委員会 木曽町の概要 木曽町例規集 公有財産の売却 採用情報 施策・計画 審議会・委員会 耐震診断 地域自治組織 財政運営 ふるさと納税 まちづくり 議会 広報・広聴 統計 情報公開・個人
47	木曽町	精神障害者保健福祉手帳について	https://www.town-kiso.com/fukushi/fukushi/100102/101924/	精神障害者保健福祉手帳について - 木曽町公式サイト このサイトではJavascriptを使用しています。現在、JavaScriptが無効のため一部機能をご使用いただけません。 サイトマップ サイト内検索 白 黒 黄 背景の色 大 中 小 文字の大きさ 閉じる ホーム 暮らし 手続き 移住・住まい 各種補助金・支援金 水道・下水道 道路・交通 農林業 就職・労働 税金 届出・証明・住民の手続き 生活環境 健康･福祉 健康・医療 食育 福祉 子ども･教育 各種補助金・支援金 小中学校 妊娠・子育て 学童クラブ 子育て支援情報 認定こども園 事業者の方へ 各種補助金・支援金 企業支援・企業立地 入札・契約 お知らせ 町政情報 各種補助金・支援金 木曽町選挙管理委員会 木曽町の概要 木曽町例規集 公有財産の売却 採用情報 施策・計画 審議会・委員会 耐震診断 地域自治組織 財政運営 ふるさと納税 まちづくり 議会 広報・広聴 統計 情
46	南木曽町	後期高齢者医療人間ドックの助成について	https://www.town.nagiso.nagano.jp/0000000156.html	後期高齢者医療人間ドックの助成について | 南木曽町役場 ページの先頭です 共通メニューなどをスキップして本文へ 各課の窓口 Language 文字サイズ 標準 拡大 背景色 標準 反転 検索 ID検索 ID検索 閉じる 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト） を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にしてください。 メニュー 閉じる トップページ くらし・手続き 表示 届出・証明 税金 保険・年金 道路・河川・建築 交通 ゴミ・環境 上下水道 補助金・助成金 給付金・支援金 申請書ダウ
46	木曽町	健診・教室	https://www.town-kiso.com/kodomo/100070/100332/100114/	健診・教室 - 木曽町公式サイト このサイトではJavascriptを使用しています。現在、JavaScriptが無効のため一部機能をご使用いただけません。 サイトマップ サイト内検索 白 黒 黄 背景の色 大 中 小 文字の大きさ 閉じる ホーム 暮らし 手続き 移住・住まい 各種補助金・支援金 水道・下水道 道路・交通 農林業 就職・労働 税金 届出・証明・住民の手続き 生活環境 健康･福祉 健康・医療 食育 福祉 子ども･教育 各種補助金・支援金 小中学校 妊娠・子育て 学童クラブ 子育て支援情報 認定こども園 事業者の方へ 各種補助金・支援金 企業支援・企業立地 入札・契約 お知らせ 町政情報 各種補助金・支援金 木曽町選挙管理委員会 木曽町の概要 木曽町例規集 公有財産の売却 採用情報 施策・計画 審議会・委員会 耐震診断 地域自治組織 財政運営 ふるさと納税 まちづくり 議会 広報・広聴 統計 情報公開・個人情報保護
