slug	status	finalUrl	officialUrl	title
kumamoto-official-003-016-2026	200	https://www.city.aso.kumamoto.jp/2024/12/03/%ef%bc%88%e4%bb%a4%e5%92%8c%ef%bc%97%e5%b9%b4%ef%bc%94%e6%9c%88%e5%88%a9%e7%94%a8%e5%88%86%e3%81%8b%e3%82%89%ef%bc%89%e6%94%be%e8%aa%b2%e5%be%8c%e5%85%90%e7%ab%a5%e3%82%af%e3%83%a9%e3%83%96%e5%88%a9/	https://www.city.aso.kumamoto.jp/2024/12/03/%ef%bc%88%e4%bb%a4%e5%92%8c%ef%bc%97%e5%b9%b4%ef%bc%94%e6%9c%88%e5%88%a9%e7%94%a8%e5%88%86%e3%81%8b%e3%82%89%ef%bc%89%e6%94%be%e8%aa%b2%e5%be%8c%e5%85%90%e7%ab%a5%e3%82%af%e3%83%a9%e3%83%96%e5%88%a9/	阿蘇市 放課後児童クラブ利用料減免事業（多子・多胎世帯兄弟利用分）
kumamoto-official-003-017-2026	200	https://www.city.aso.kumamoto.jp/2018/03/31/%ef%bd%81%ef%bd%93%ef%bd%8f%e7%92%b0%e5%a2%83%e5%85%b1%e7%94%9f%e5%9f%ba%e9%87%91%e5%ae%9f%e6%96%bd%e4%ba%8b%e6%a5%ad%e3%81%ae%e8%a3%9c%e5%8a%a9%e4%ba%8b%e6%a5%ad%e3%83%a1%e3%83%8b%e3%83%a5%e3%83%bc/	https://www.city.aso.kumamoto.jp/2018/03/31/%ef%bd%81%ef%bd%93%ef%bd%8f%e7%92%b0%e5%a2%83%e5%85%b1%e7%94%9f%e5%9f%ba%e9%87%91%e5%ae%9f%e6%96%bd%e4%ba%8b%e6%a5%ad%e3%81%ae%e8%a3%9c%e5%8a%a9%e4%ba%8b%e6%a5%ad%e3%83%a1%e3%83%8b%e3%83%a5%e3%83%bc/	阿蘇市 ASO環境共生基金実施事業補助
kumamoto-official-003-018-2026	200	https://www.city.aso.kumamoto.jp/2024/04/01/%e9%98%bf%e8%98%87%e5%b8%82%e7%a9%ba%e3%81%8d%e5%ae%b6%e6%b4%bb%e7%94%a8%e3%81%ae%e3%81%9f%e3%82%81%e3%81%ae%e3%83%aa%e3%83%95%e3%82%a9%e3%83%bc%e3%83%a0%e7%ad%89%e6%94%af%e6%8f%b4%e4%ba%8b%e6%a5%ad-2/	https://www.city.aso.kumamoto.jp/2024/04/01/%e9%98%bf%e8%98%87%e5%b8%82%e7%a9%ba%e3%81%8d%e5%ae%b6%e6%b4%bb%e7%94%a8%e3%81%ae%e3%81%9f%e3%82%81%e3%81%ae%e3%83%aa%e3%83%95%e3%82%a9%e3%83%bc%e3%83%a0%e7%ad%89%e6%94%af%e6%8f%b4%e4%ba%8b%e6%a5%ad-2/	阿蘇市 阿蘇市空き家活用リフォーム等支援事業補助金
kumamoto-official-003-019-2026	200	https://www.city.aso.kumamoto.jp/2025/04/14/%e9%98%bf%e8%98%87%e5%b8%82%e5%a6%8a%e5%a9%a6%e3%81%ae%e3%81%9f%e3%82%81%e3%81%ae%e6%94%af%e6%8f%b4%e7%b5%a6%e4%bb%98%e4%ba%8b%e6%a5%ad%ef%bc%88%e5%9b%bd%e3%81%ae%e5%a6%8a%e5%a9%a6%e3%81%ae%e3%81%9f/	https://www.city.aso.kumamoto.jp/2025/04/14/%e9%98%bf%e8%98%87%e5%b8%82%e5%a6%8a%e5%a9%a6%e3%81%ae%e3%81%9f%e3%82%81%e3%81%ae%e6%94%af%e6%8f%b4%e7%b5%a6%e4%bb%98%e4%ba%8b%e6%a5%ad%ef%bc%88%e5%9b%bd%e3%81%ae%e5%a6%8a%e5%a9%a6%e3%81%ae%e3%81%9f/	阿蘇市 阿蘇市妊婦のための支援給付事業
kumamoto-official-003-020-2026	200	https://www.city.aso.kumamoto.jp/2026/05/22/%e4%bd%8f%e5%ae%85%e8%80%90%e9%9c%87%e6%94%b9%e4%bf%ae%e7%ad%89%e4%ba%8b%e6%a5%ad%e3%81%ae%e8%a3%9c%e5%8a%a9%e3%81%ab%e9%96%a2%e3%81%99%e3%82%8b%e5%86%85%e5%ae%b9%e3%82%92%e5%85%ac%e9%96%8b%e3%81%97/	https://www.city.aso.kumamoto.jp/2026/05/22/%e4%bd%8f%e5%ae%85%e8%80%90%e9%9c%87%e6%94%b9%e4%bf%ae%e7%ad%89%e4%ba%8b%e6%a5%ad%e3%81%ae%e8%a3%9c%e5%8a%a9%e3%81%ab%e9%96%a2%e3%81%99%e3%82%8b%e5%86%85%e5%ae%b9%e3%82%92%e5%85%ac%e9%96%8b%e3%81%97/	阿蘇市 住宅耐震改修等事業補助
kumamoto-official-003-021-2026	200	https://www.city.aso.kumamoto.jp/2019/08/06/%e5%b0%b1%e5%ad%a6%e5%89%8d%e9%9a%9c%e3%81%8c%e3%81%84%e5%85%90%e3%81%ae%e7%99%ba%e9%81%94%e6%94%af%e6%8f%b4%e7%ad%89%e3%81%ae%e5%88%a9%e7%94%a8%e8%80%85%e8%b2%a0%e6%8b%85%e9%a1%8d%e3%81%8c%e7%84%a1/	https://www.city.aso.kumamoto.jp/2019/08/06/%e5%b0%b1%e5%ad%a6%e5%89%8d%e9%9a%9c%e3%81%8c%e3%81%84%e5%85%90%e3%81%ae%e7%99%ba%e9%81%94%e6%94%af%e6%8f%b4%e7%ad%89%e3%81%ae%e5%88%a9%e7%94%a8%e8%80%85%e8%b2%a0%e6%8b%85%e9%a1%8d%e3%81%8c%e7%84%a1/	阿蘇市 就学前障がい児発達支援等利用者負担無償化
kumamoto-official-003-022-2026	200	https://www.city.aso.kumamoto.jp/2019/08/15/10%e6%9c%881%e6%97%a5%ef%bc%88%e7%81%ab%e6%9b%9c%ef%bc%89%e3%81%8b%e3%82%89%e5%b9%bc%e5%85%90%e6%95%99%e8%82%b2%e3%83%bb%e4%bf%9d%e8%82%b2%e3%81%ae%e7%84%a1%e5%84%9f%e5%8c%96%e3%81%8c%e5%a7%8b/	https://www.city.aso.kumamoto.jp/2019/08/15/10%e6%9c%881%e6%97%a5%ef%bc%88%e7%81%ab%e6%9b%9c%ef%bc%89%e3%81%8b%e3%82%89%e5%b9%bc%e5%85%90%e6%95%99%e8%82%b2%e3%83%bb%e4%bf%9d%e8%82%b2%e3%81%ae%e7%84%a1%e5%84%9f%e5%8c%96%e3%81%8c%e5%a7%8b/	阿蘇市 幼児教育・保育の無償化
kumamoto-official-003-023-2026	200	https://www.city.aso.kumamoto.jp/2019/10/15/%e8%8b%b1%e6%a4%9c%e3%81%ae%e5%8f%97%e9%a8%93%e6%96%99%e3%82%92%e8%a3%9c%e5%8a%a9%e3%81%97%e3%81%be%e3%81%99%ef%bc%88%e8%8b%b1%e8%aa%9e%e6%a4%9c%e5%ae%9a%e3%83%81%e3%83%a3%e3%83%ac%e3%83%b3%e3%82%b8/	https://www.city.aso.kumamoto.jp/2019/10/15/%e8%8b%b1%e6%a4%9c%e3%81%ae%e5%8f%97%e9%a8%93%e6%96%99%e3%82%92%e8%a3%9c%e5%8a%a9%e3%81%97%e3%81%be%e3%81%99%ef%bc%88%e8%8b%b1%e8%aa%9e%e6%a4%9c%e5%ae%9a%e3%83%81%e3%83%a3%e3%83%ac%e3%83%b3%e3%82%b8/	阿蘇市 阿蘇市英語検定チャレンジ事業
kumamoto-official-003-024-2026	200	https://www.city.aso.kumamoto.jp/2021/04/01/%e5%ad%90%e3%81%a9%e3%82%82%e5%8c%bb%e7%99%82%e8%b2%bb%e5%8a%a9%e6%88%90%e5%88%b6%e5%ba%a6%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6/	https://www.city.aso.kumamoto.jp/2021/04/01/%e5%ad%90%e3%81%a9%e3%82%82%e5%8c%bb%e7%99%82%e8%b2%bb%e5%8a%a9%e6%88%90%e5%88%b6%e5%ba%a6%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6/	阿蘇市 子ども医療費助成制度
kumamoto-official-003-025-2026	200	https://www.city.aso.kumamoto.jp/2025/04/09/%e9%9a%9c%e3%81%8c%e3%81%84%e8%80%85%e3%81%ae%e6%89%8b%e5%bd%93%e3%81%aa%e3%81%a9%e3%81%ae%e5%86%85%e5%ae%b9%e3%82%92%e6%9b%b4%e6%96%b0%e3%81%97%e3%81%be%e3%81%97%e3%81%9f/	https://www.city.aso.kumamoto.jp/2025/04/09/%e9%9a%9c%e3%81%8c%e3%81%84%e8%80%85%e3%81%ae%e6%89%8b%e5%bd%93%e3%81%aa%e3%81%a9%e3%81%ae%e5%86%85%e5%ae%b9%e3%82%92%e6%9b%b4%e6%96%b0%e3%81%97%e3%81%be%e3%81%97%e3%81%9f/	阿蘇市 障がい者の手当
kumamoto-official-003-026-2026	200	https://www.city.aso.kumamoto.jp/2023/07/03/%e4%b8%8d%e5%a6%8a%e6%b2%bb%e7%99%82%e3%83%bb%e4%b8%8d%e8%82%b2%e7%97%87%e6%b2%bb%e7%99%82%e8%b2%bb%e3%81%ae%e4%b8%80%e9%83%a8%e5%8a%a9%e6%88%90%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6%e3%81%ae%e6%83%85/	https://www.city.aso.kumamoto.jp/2023/07/03/%e4%b8%8d%e5%a6%8a%e6%b2%bb%e7%99%82%e3%83%bb%e4%b8%8d%e8%82%b2%e7%97%87%e6%b2%bb%e7%99%82%e8%b2%bb%e3%81%ae%e4%b8%80%e9%83%a8%e5%8a%a9%e6%88%90%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6%e3%81%ae%e6%83%85/	阿蘇市 不妊治療・不育症治療費助成
kumamoto-official-003-027-2026	200	https://www.city.aso.kumamoto.jp/2023/01/10/%e9%98%bf%e8%98%87%e5%b8%82%e5%87%ba%e7%94%a3%e3%83%bb%e5%ad%90%e8%82%b2%e3%81%a6%e5%bf%9c%e6%8f%b4%e4%ba%8b%e6%a5%ad%ef%bc%88%e5%9b%bd%e3%81%ae%e5%87%ba%e7%94%a3%e3%83%bb%e5%ad%90%e8%82%b2%e3%81%a6/	https://www.city.aso.kumamoto.jp/2023/01/10/%e9%98%bf%e8%98%87%e5%b8%82%e5%87%ba%e7%94%a3%e3%83%bb%e5%ad%90%e8%82%b2%e3%81%a6%e5%bf%9c%e6%8f%b4%e4%ba%8b%e6%a5%ad%ef%bc%88%e5%9b%bd%e3%81%ae%e5%87%ba%e7%94%a3%e3%83%bb%e5%ad%90%e8%82%b2%e3%81%a6/	阿蘇市 阿蘇市出産・子育て応援事業
kumamoto-official-003-028-2026	200	https://www.city.aso.kumamoto.jp/2023/04/06/%e4%ba%ba%e9%96%93%e3%83%89%e3%83%83%e3%82%af%e3%81%ae%e5%8a%a9%e6%88%90%ef%bc%88%e5%be%8c%e6%9c%9f%e9%ab%98%e9%bd%a2%e8%80%85%e5%8c%bb%e7%99%82%ef%bc%89%e3%82%92%e5%85%ac%e9%96%8b%e3%81%97%e3%81%be/	https://www.city.aso.kumamoto.jp/2023/04/06/%e4%ba%ba%e9%96%93%e3%83%89%e3%83%83%e3%82%af%e3%81%ae%e5%8a%a9%e6%88%90%ef%bc%88%e5%be%8c%e6%9c%9f%e9%ab%98%e9%bd%a2%e8%80%85%e5%8c%bb%e7%99%82%ef%bc%89%e3%82%92%e5%85%ac%e9%96%8b%e3%81%97%e3%81%be/	阿蘇市 人間ドック助成（後期高齢者医療）
kumamoto-official-003-029-2026	200	https://www.city.aso.kumamoto.jp/2023/05/23/%e5%ae%9f%e8%b2%bb%e5%be%b4%e5%8f%8e%e3%81%ab%e4%bf%82%e3%82%8b%e8%a3%9c%e8%b6%b3%e7%b5%a6%e4%bb%98%e4%ba%8b%e6%a5%ad%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6/	https://www.city.aso.kumamoto.jp/2023/05/23/%e5%ae%9f%e8%b2%bb%e5%be%b4%e5%8f%8e%e3%81%ab%e4%bf%82%e3%82%8b%e8%a3%9c%e8%b6%b3%e7%b5%a6%e4%bb%98%e4%ba%8b%e6%a5%ad%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6/	阿蘇市 実費徴収に係る補足給付事業
kumamoto-official-003-030-2026	200	https://www.city.aso.kumamoto.jp/2024/04/08/%e5%ad%90%e8%82%b2%e3%81%a6%e4%b8%96%e5%b8%af%e8%a8%aa%e5%95%8f%e6%94%af%e6%8f%b4%e4%ba%8b%e6%a5%ad/	https://www.city.aso.kumamoto.jp/2024/04/08/%e5%ad%90%e8%82%b2%e3%81%a6%e4%b8%96%e5%b8%af%e8%a8%aa%e5%95%8f%e6%94%af%e6%8f%b4%e4%ba%8b%e6%a5%ad/	阿蘇市 子育て世帯訪問支援事業
kumamoto-official-003-031-2026	200	https://www.city.aso.kumamoto.jp/2025/01/28/%e4%bb%a4%e5%92%8c6%e5%b9%b4%e5%ba%a6%e4%bd%8f%e6%b0%91%e7%a8%8e%e9%9d%9e%e8%aa%b2%e7%a8%8e%e4%b8%96%e5%b8%af%e7%b5%a6%e4%bb%98%e9%87%91/	https://www.city.aso.kumamoto.jp/2025/01/28/%e4%bb%a4%e5%92%8c6%e5%b9%b4%e5%ba%a6%e4%bd%8f%e6%b0%91%e7%a8%8e%e9%9d%9e%e8%aa%b2%e7%a8%8e%e4%b8%96%e5%b8%af%e7%b5%a6%e4%bb%98%e9%87%91/	阿蘇市 令和6年度住民税非課税世帯給付金
kumamoto-official-003-032-2026	200	https://www.city.aso.kumamoto.jp/2017/11/20/%e3%80%90%e9%9c%87%e7%81%bd%e9%96%a2%e9%80%a3%e6%83%85%e5%a0%b1%e3%80%91%e5%85%b1%e5%90%8c%e5%a2%93%e5%9c%b0%e7%81%bd%e5%ae%b3%e5%be%a9%e6%97%a7%e6%94%af%e6%8f%b4%e4%ba%8b%e6%a5%ad%e8%a3%9c%e5%8a%a9/	https://www.city.aso.kumamoto.jp/2017/11/20/%e3%80%90%e9%9c%87%e7%81%bd%e9%96%a2%e9%80%a3%e6%83%85%e5%a0%b1%e3%80%91%e5%85%b1%e5%90%8c%e5%a2%93%e5%9c%b0%e7%81%bd%e5%ae%b3%e5%be%a9%e6%97%a7%e6%94%af%e6%8f%b4%e4%ba%8b%e6%a5%ad%e8%a3%9c%e5%8a%a9/	阿蘇市 共同墓地災害復旧支援事業補助金
kumamoto-official-003-033-2026	200	https://www.city.amakusa.kumamoto.jp/kiji0035713/index.html	https://www.city.amakusa.kumamoto.jp/kiji0035713/index.html	天草市 大会＆合宿誘致補助金
kumamoto-official-003-034-2026	200	https://www.city.amakusa.kumamoto.jp/kiji00314424/index.html	https://www.city.amakusa.kumamoto.jp/kiji00314424/index.html	天草市 商工業者応援チャージ券発行支援事業補助金
kumamoto-official-003-035-2026	200	https://www.city.amakusa.kumamoto.jp/kiji00310587/index.html	https://www.city.amakusa.kumamoto.jp/kiji00310587/index.html	天草市 天草市持続可能な受入環境充実支援補助金
kumamoto-official-003-036-2026	200	https://www.city.amakusa.kumamoto.jp/kiji0039186/index.html	https://www.city.amakusa.kumamoto.jp/kiji0039186/index.html	天草市 天草市事業承継・デザイン経営等取組支援事業補助金
kumamoto-official-003-037-2026	200	https://www.city.amakusa.kumamoto.jp/kiji00312894/index.html	https://www.city.amakusa.kumamoto.jp/kiji00312894/index.html	天草市 天草市中小企業等物価高騰緊急対策事業補助金
kumamoto-official-003-038-2026	200	https://www.city.amakusa.kumamoto.jp/kiji00310518/index.html	https://www.city.amakusa.kumamoto.jp/kiji00310518/index.html	天草市 漁業に挑戦する人を支援する制度
kumamoto-official-003-039-2026	200	https://www.city.amakusa.kumamoto.jp/kiji00312155/index.html	https://www.city.amakusa.kumamoto.jp/kiji00312155/index.html	天草市 天草市地域経済循環創造事業補助金
kumamoto-official-003-040-2026	200	https://www.city.amakusa.kumamoto.jp/kiji00311986/index.html	https://www.city.amakusa.kumamoto.jp/kiji00311986/index.html	天草市 商品開発や物産展・商談会への出展支援
kumamoto-official-003-041-2026	200	https://www.city.amakusa.kumamoto.jp/kiji0033090/index.html	https://www.city.amakusa.kumamoto.jp/kiji0033090/index.html	天草市 がけ地近接等危険住宅移転制度
kumamoto-official-003-042-2026	200	https://www.city.amakusa.kumamoto.jp/kiji00313349/index.html	https://www.city.amakusa.kumamoto.jp/kiji00313349/index.html	天草市 天草市資格取得支援事業補助金
kumamoto-official-003-043-2026	200	https://www.city.amakusa.kumamoto.jp/kiji0037184/index.html	https://www.city.amakusa.kumamoto.jp/kiji0037184/index.html	天草市 老朽危険家屋解体費用補助
kumamoto-official-003-044-2026	200	https://www.city.amakusa.kumamoto.jp/kiji0031648/index.html	https://www.city.amakusa.kumamoto.jp/kiji0031648/index.html	天草市 ユニバーサルデザイン化改修工事補助
kumamoto-official-003-045-2026	200	https://www.city.amakusa.kumamoto.jp/kiji0031649/index.html	https://www.city.amakusa.kumamoto.jp/kiji0031649/index.html	天草市 耐震診断・耐震改修等補助
kumamoto-official-003-046-2026	200	https://www.city.amakusa.kumamoto.jp/kiji0031735/index.html	https://www.city.amakusa.kumamoto.jp/kiji0031735/index.html	天草市 狭あい道路拡幅補助
kumamoto-official-003-047-2026	200	https://www.city.amakusa.kumamoto.jp/kiji0034917/index.html	https://www.city.amakusa.kumamoto.jp/kiji0034917/index.html	天草市 危険ブロック塀等除却補助
kumamoto-official-003-048-2026	200	https://www.city.amakusa.kumamoto.jp/kiji00314159/index.html	https://www.city.amakusa.kumamoto.jp/kiji00314159/index.html	天草市 天草市物価高騰対策住宅リフォーム助成事業
kumamoto-official-003-049-2026	200	https://www.city.amakusa.kumamoto.jp/kiji0032253/index.html	https://www.city.amakusa.kumamoto.jp/kiji0032253/index.html	天草市 天草産材利用促進事業補助金
kumamoto-official-003-050-2026	200	https://www.city.amakusa.kumamoto.jp/kiji0031355/index.html	https://www.city.amakusa.kumamoto.jp/kiji0031355/index.html	天草市 農地の災害復旧補助制度
kumamoto-official-003-051-2026	200	https://www.city.amakusa.kumamoto.jp/kiji00310546/index.html	https://www.city.amakusa.kumamoto.jp/kiji00310546/index.html	天草市 親元就農奨励金
kumamoto-official-003-052-2026	200	https://www.city.amakusa.kumamoto.jp/kiji00310831/index.html	https://www.city.amakusa.kumamoto.jp/kiji00310831/index.html	天草市 水産製品製造業等施設整備支援
kumamoto-official-003-053-2026	200	https://www.city.koshi.lg.jp/kiji00325058/index.html	https://www.city.koshi.lg.jp/kiji00325058/index.html	合志市 自立支援医療（精神通院医療）
kumamoto-official-003-054-2026	200	https://www.city.koshi.lg.jp/kiji00320995/index.html	https://www.city.koshi.lg.jp/kiji00320995/index.html	合志市 自立支援医療（更生医療・育成医療）
kumamoto-official-003-055-2026	200	https://www.city.koshi.lg.jp/kiji00320798/index.html	https://www.city.koshi.lg.jp/kiji00320798/index.html	合志市 重度心身障害者医療費助成
kumamoto-official-003-056-2026	200	https://www.city.koshi.lg.jp/kiji0034755/index.html	https://www.city.koshi.lg.jp/kiji0034755/index.html	合志市 障がいがある人への各種手当
kumamoto-official-003-057-2026	200	https://www.city.koshi.lg.jp/kiji0034486/index.html	https://www.city.koshi.lg.jp/kiji0034486/index.html	合志市 経過的福祉手当
kumamoto-official-003-058-2026	200	https://www.city.koshi.lg.jp/kiji0034126/index.html	https://www.city.koshi.lg.jp/kiji0034126/index.html	合志市 地下水保全施設設置補助制度
kumamoto-official-003-059-2026	200	https://www.city.koshi.lg.jp/kiji00325240/index.html	https://www.city.koshi.lg.jp/kiji00325240/index.html	合志市 合志市省エネエアコン設置促進事業補助金
kumamoto-official-003-060-2026	200	https://www.city.koshi.lg.jp/kiji00319565/index.html	https://www.city.koshi.lg.jp/kiji00319565/index.html	合志市 再生資源集団回収助成金
kumamoto-official-003-061-2026	200	https://www.city.koshi.lg.jp/kiji0034058/index.html	https://www.city.koshi.lg.jp/kiji0034058/index.html	合志市 生ごみ処理機器購入費助成制度
kumamoto-official-003-062-2026	200	https://www.city.koshi.lg.jp/kiji00325369/index.html	https://www.city.koshi.lg.jp/kiji00325369/index.html	合志市 飼い主のいない猫の避妊去勢手術助成金
kumamoto-official-003-063-2026	200	https://www.town.kumamoto-misato.lg.jp/town_news/2550.html	https://www.town.kumamoto-misato.lg.jp/town_news/2550.html	美里町 令和6年度個人町民税・県民税定額減税
kumamoto-official-003-064-2026	200	https://www.town.kumamoto-misato.lg.jp/kurashi_tetsuzuki/zekin/3541.html	https://www.town.kumamoto-misato.lg.jp/kurashi_tetsuzuki/zekin/3541.html	美里町 令和7年8月豪雨による個人町県民税・森林環境税の減免
kumamoto-official-003-065-2026	200	https://www.town.kumamoto-misato.lg.jp/kurashi_tetsuzuki/gou-saigai/3476.html	https://www.town.kumamoto-misato.lg.jp/kurashi_tetsuzuki/gou-saigai/3476.html	美里町 水道使用料及び浄化槽使用料の減免措置
kumamoto-official-003-066-2026	200	https://www.town.kumamoto-misato.lg.jp/kurashi_tetsuzuki/zekin/2489.html	https://www.town.kumamoto-misato.lg.jp/kurashi_tetsuzuki/zekin/2489.html	美里町 町税の減免
kumamoto-official-003-067-2026	200	https://www.town.kumamoto-misato.lg.jp/kurashi_tetsuzuki/iju_teju/1336.html	https://www.town.kumamoto-misato.lg.jp/kurashi_tetsuzuki/iju_teju/1336.html	美里町 移住定住促進補助金
kumamoto-official-003-068-2026	200	https://www.town.kumamoto-misato.lg.jp/soshiki/somu/3689.html	https://www.town.kumamoto-misato.lg.jp/soshiki/somu/3689.html	美里町 物価高騰対応重点支援給付金
kumamoto-official-003-069-2026	200	https://www.town.kumamoto-misato.lg.jp/kurashi_tetsuzuki/anzen_anshin/3/bousai00/3355.html	https://www.town.kumamoto-misato.lg.jp/kurashi_tetsuzuki/anzen_anshin/3/bousai00/3355.html	美里町 宅地敷地内の土砂等撤去補助
kumamoto-official-003-070-2026	200	https://www.town.kumamoto-misato.lg.jp/kurashi_tetsuzuki/sumai/1340.html	https://www.town.kumamoto-misato.lg.jp/kurashi_tetsuzuki/sumai/1340.html	美里町 住まいに関する支援事業
kumamoto-official-003-071-2026	200	https://www.town.kumamoto-misato.lg.jp/soshiki/nogyosesaku/1/7/2/3382.html	https://www.town.kumamoto-misato.lg.jp/soshiki/nogyosesaku/1/7/2/3382.html	美里町 大雨による道路・水路等の土砂撤去機械代補助
kumamoto-official-003-072-2026	200	https://www.town.kumamoto-misato.lg.jp/town_news/2482.html	https://www.town.kumamoto-misato.lg.jp/town_news/2482.html	美里町 美里町創業支援事業補助金
