municipality,code,score,status,title,url,snippet
"岩倉市","23228","60","200","一部負担金減免等","https://www.city.iwakura.aichi.jp/0000002042.html","一部負担金減免等 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にし"
"岩倉市","23228","60","200","その他の給付","https://www.city.iwakura.aichi.jp/0000002044.html","その他の給付 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にしてく"
"岩倉市","23228","60","200","「雇用促進奨励金」のご案内","https://www.city.iwakura.aichi.jp/0000002300.html","「雇用促進奨励金」のご案内 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）"
"岩倉市","23228","60","200","脳ドック・脳検査助成事業（国民健康保険）","https://www.city.iwakura.aichi.jp/0000002523.html","脳ドック・脳検査助成事業（国民健康保険） | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティ"
"岩倉市","23228","60","200","脳ドック・脳検査助成事業(後期高齢者医療)","https://www.city.iwakura.aichi.jp/0000002525.html","脳ドック・脳検査助成事業(後期高齢者医療) | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクテ"
"岩倉市","23228","60","200","空き家バンク [2021年7月27日]","https://www.city.iwakura.aichi.jp/0000002813.html","空き家バンク | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にしてく"
"岩倉市","23228","60","200","岩倉市子ども行動計画","https://www.city.iwakura.aichi.jp/0000002984.html","岩倉市子ども行動計画 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効"
"岩倉市","23228","60","200","医療費控除には「医療費控除の明細書」が必要です！","https://www.city.iwakura.aichi.jp/0000003436.html","医療費控除には「医療費控除の明細書」が必要です！ | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（"
"岩倉市","23228","60","200","災害時の支援制度について [2019年5月15日] 自然災害（地震、風水害など）や火災などの災害による被害を受けられた被災者の生活再建支援のための制度概要を記載します。","https://www.city.iwakura.aichi.jp/0000003674.html","災害時の支援制度について | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を"
"岩倉市","23228","60","200","資源回収を行う団体に助成金を交付しています [2025年8月5日] 助成対象品目は、古紙類（新聞紙、雑誌、段ボール）と古布・古着類","https://www.city.iwakura.aichi.jp/0000003679.html","資源回収を行う団体に助成金を交付しています | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクテ"
"岩倉市","23228","60","200","電動式生ごみ処理機の購入補助は終了しました。 [2026年3月31日] 市内にお住いの人が、市内の販売登録店（指定店）から電動式生ごみ処理機を購入する場合、補助金があります。","https://www.city.iwakura.aichi.jp/0000003680.html","電動式生ごみ処理機の購入補助は終了しました。 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アク"
"岩倉市","23228","60","200","幼児教育・保育の無償化 [2026年5月27日] 幼児教育・保育の無償化について制度の概要や手続きのご案内です。","https://www.city.iwakura.aichi.jp/0000003795.html","幼児教育・保育の無償化 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有"
"岩倉市","23228","60","200","岩倉市就業者移住支援事業","https://www.city.iwakura.aichi.jp/0000003998.html","岩倉市就業者移住支援事業 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を"
"岩倉市","23228","60","200","岩倉市高齢者保健福祉計画及び介護保険事業計画","https://www.city.iwakura.aichi.jp/0000004705.html","岩倉市高齢者保健福祉計画及び介護保険事業計画 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アク"
"岩倉市","23228","60","200","障害者差別解消法","https://www.city.iwakura.aichi.jp/0000004795.html","障害者差別解消法 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にし"
"岩倉市","23228","60","200","耐震改修促進計画","https://www.city.iwakura.aichi.jp/0000004910.html","耐震改修促進計画 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にし"
"岩倉市","23228","60","200","物価高騰の影響で生活にお困りの方を支援する給付金","https://www.city.iwakura.aichi.jp/0000005771.html","物価高騰の影響で生活にお困りの方を支援する給付金 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（"
"岩倉市","23228","60","200","補助金代理受領制度 [2022年4月1日]","https://www.city.iwakura.aichi.jp/0000005862.html","補助金代理受領制度 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効に"
"岩倉市","23228","60","200","その他住まいに関する補助金 [2026年4月7日]","https://www.city.iwakura.aichi.jp/0000006017.html","その他住まいに関する補助金 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）"
"岩倉市","23228","60","200","個人用次世代自動車購入促進補助金","https://www.city.iwakura.aichi.jp/0000006297.html","個人用次世代自動車購入促進補助金 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリ"
"岩倉市","23228","60","200","事業用次世代自動車購入促進補助金","https://www.city.iwakura.aichi.jp/0000006314.html","事業用次世代自動車購入促進補助金 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリ"
"岩倉市","23228","60","200","後期高齢者医療コールセンターについて","https://www.city.iwakura.aichi.jp/0000006320.html","後期高齢者医療コールセンターについて | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブス"
"岩倉市","23228","60","200","中小企業等経営強化法（旧法：生産性向上特別措置法）に基づく「導入促進基本計画」及び「先端設備等導入計画」について","https://www.city.iwakura.aichi.jp/0000006348.html","中小企業等経営強化法（旧法：生産性向上特別措置法）に基づく「導入促進基本計画」及び「先端設備等導入計画」について | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）"
"岩倉市","23228","60","200","ゼロカーボンシティの推進に向けた本市のこれまでの取組","https://www.city.iwakura.aichi.jp/0000006399.html","ゼロカーボンシティの推進に向けた本市のこれまでの取組 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScrip"
"岩倉市","23228","60","200","空き家の管理 [2024年4月23日]","https://www.city.iwakura.aichi.jp/0000006849.html","空き家の管理 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にしてく"
"岩倉市","23228","60","200","空き家除却補助金 [2024年4月23日]","https://www.city.iwakura.aichi.jp/0000006850.html","空き家除却補助金 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリプト）を有効にし"
"岩倉市","23228","60","200","定額減税補足給付金（調整給付）について","https://www.city.iwakura.aichi.jp/0000006881.html","定額減税補足給付金（調整給付）について | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブ"
"岩倉市","23228","60","200","いわくらゼロカーボン事業者認証制度について","https://www.city.iwakura.aichi.jp/0000006896.html","いわくらゼロカーボン事業者認証制度について | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクテ"
"岩倉市","23228","60","200","ゼロカーボン推進事業者向け懇話会","https://www.city.iwakura.aichi.jp/0000006904.html","ゼロカーボン推進事業者向け懇話会 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブスクリ"
"岩倉市","23228","60","200","定額減税や給付金をかたった不審な電話やメール等にご注意ください！","https://www.city.iwakura.aichi.jp/0000006938.html","定額減税や給付金をかたった不審な電話やメール等にご注意ください！ | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJav"
"岩倉市","23228","60","200","（終了しました）ゼロカーボン推進ショートムービーコンテスト","https://www.city.iwakura.aichi.jp/0000007021.html","（終了しました）ゼロカーボン推進ショートムービーコンテスト | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaSc"
"岩倉市","23228","60","200","岩倉市ゼロカーボンチャレンジ2024","https://www.city.iwakura.aichi.jp/0000007063.html","岩倉市ゼロカーボンチャレンジ2024 | 岩倉市 共通メニューなどをスキップして本文へ 岩倉市トップに戻る ふりがな やさしい日本語 文字サイズ変更 標準 拡大 色の反転 標準 反転 検索 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト）を無効のまま文字サイズを変更する場合には，ご利用のブラウザの表示メニューから文字サイズを変更してください。文字サイズ変更以外にも，操作性向上の目的でJavaScript（アクティブスクリプト）を用いた機能を提供しています。可能であればJavaScript（アクティブス"
