slug	organization	status	url	note
okinawa-official-002-025-2026	糸満市	200	https://www.city.itoman.lg.jp/life/4/12/68/	local-refetch-403-fallback-evidence-retained
okinawa-official-002-026-2026	糸満市	200	https://www.city.itoman.lg.jp/life/4/14/219/	local-refetch-403-fallback-evidence-retained
okinawa-official-002-027-2026	糸満市	200	https://www.city.itoman.lg.jp/life/3/10/59/	local-refetch-403-fallback-evidence-retained
okinawa-official-002-028-2026	糸満市	200	https://www.city.itoman.lg.jp/life/3/10/60/	local-refetch-403-fallback-evidence-retained
okinawa-official-002-029-2026	糸満市	200	https://www.city.itoman.lg.jp/life/2/4/23/	local-refetch-403-fallback-evidence-retained
okinawa-official-002-030-2026	糸満市	200	https://www.city.itoman.lg.jp/life/2/4/24/	local-refetch-403-fallback-evidence-retained
okinawa-official-002-031-2026	糸満市	200	https://www.city.itoman.lg.jp/life/5/17/88/	local-refetch-403-fallback-evidence-retained
okinawa-official-002-032-2026	糸満市	200	https://www.city.itoman.lg.jp/soshiki/20/38293.html	local-refetch-403-fallback-evidence-retained
okinawa-official-002-033-2026	沖縄市	200	https://www.city.okinawa.okinawa.jp/k055/kurashi/jougesuidou/jousuidou/ryoukin/41250.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-002-034-2026	沖縄市	200	https://www.city.okinawa.okinawa.jp/k019/faq/2806/2899.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-002-035-2026	沖縄市	200	https://www.city.okinawa.okinawa.jp/k019/faq/2806/2905.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-002-036-2026	沖縄市	200	https://www.city.okinawa.okinawa.jp/k019/faq/2806/2916.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-002-037-2026	沖縄市	200	https://www.city.okinawa.okinawa.jp/k019/faq/2806/2929.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-002-038-2026	沖縄市	200	https://www.city.okinawa.okinawa.jp/k024/faq/2646/2724.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-002-039-2026	沖縄市	200	https://www.city.okinawa.okinawa.jp/k024/faq/2646/2722.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-002-040-2026	沖縄市	200	https://www.city.okinawa.okinawa.jp/k019/faq/2806/2934.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-002-041-2026	沖縄市	200	https://www.city.okinawa.okinawa.jp/k019/faq/2806/2918.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-002-042-2026	沖縄市	200	https://www.city.okinawa.okinawa.jp/k019/faq/2806/2901.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-002-043-2026	沖縄市	200	https://www.city.okinawa.okinawa.jp/k019/faq/2806/2908.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-002-044-2026	沖縄市	200	https://www.city.okinawa.okinawa.jp/k019/faq/2806/2807.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-002-045-2026	沖縄市	200	https://www.city.okinawa.okinawa.jp/k024/faq/2646/2730.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-002-046-2026	沖縄市	200	https://www.city.okinawa.okinawa.jp/k034/sportsbunka/bunkarekishi/bunkageijutsu/p00004.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-002-047-2026	沖縄市	200	https://www.city.okinawa.okinawa.jp/k034/sportsbunka/bunkarekishi/bunkageijutsu/p00010.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-002-048-2026	沖縄市	200	https://www.city.okinawa.okinawa.jp/k020-001/contents/p00002.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-002-049-2026	沖縄市	200	https://www.city.okinawa.okinawa.jp/k026/kosodate/kosodateshien/kodomo/index.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-002-050-2026	沖縄市	200	https://www.city.okinawa.okinawa.jp/k055/kurashi/jougesuidou/jousuidou/ryoukin/41288.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-002-051-2026	豊見城市	200	https://www.city.tomigusuku.lg.jp/bosyu/9837.html	local-refetch-403-fallback-evidence-retained
okinawa-official-002-052-2026	豊見城市	200	https://www.city.tomigusuku.lg.jp/bosyu/9896.html	local-refetch-403-fallback-evidence-retained
okinawa-official-002-053-2026	豊見城市	200	https://www.city.tomigusuku.lg.jp/event_lecture/9802.html	local-refetch-403-fallback-evidence-retained
okinawa-official-002-054-2026	豊見城市	200	https://www.city.tomigusuku.lg.jp/kurashi_tetsuzuki/service_madoguchi/4/7_1/9570.html	local-refetch-403-fallback-evidence-retained
okinawa-official-002-055-2026	豊見城市	200	https://www.city.tomigusuku.lg.jp/kurashi_tetsuzuki/service_madoguchi/4/index.html	local-refetch-403-fallback-evidence-retained
okinawa-official-002-056-2026	うるま市	200	https://www.city.uruma.lg.jp/1006005000/contents/17349.html	local-refetch-403-fallback-evidence-retained
okinawa-official-002-057-2026	うるま市	200	https://www.city.uruma.lg.jp/kosodatekyouiku/kosodate/hitorioya/index.html	local-refetch-403-fallback-evidence-retained
okinawa-official-002-058-2026	うるま市	200	https://www.city.uruma.lg.jp/1008003000/contents/1.html	local-refetch-403-fallback-evidence-retained
okinawa-official-002-059-2026	うるま市	200	https://www.city.uruma.lg.jp/1007001000/contents/p000037.html	local-refetch-403-fallback-evidence-retained
okinawa-official-002-060-2026	うるま市	200	https://www.city.uruma.lg.jp/1007004000/contents/p000052.html	local-refetch-403-fallback-evidence-retained
