organization	score	title	url	evidence
佐世保市	77	こども誰でも通園制度（乳児等通園支援事業）の実施	https://www.city.sasebo.lg.jp/kodomomirai/hoyou/kodomodaredemo.html	こども誰でも通園制度（乳児等通園支援事業）の実施｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Foreign Language 閉じる 検索・
佐世保市	77	ひとり親世帯等（児童扶養手当支給世帯）生活支援給付金（加算）	https://www.city.sasebo.lg.jp/kodomomirai/kodoshie/hitorioyasetaitou-zidouhuyouteatesikyuusetai-seikatsusienkyuuhukinn.html	ひとり親世帯等（児童扶養手当支給世帯）生活支援給付金（加算）｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Foreign Language 閉
佐世保市	77	交通遺児支援事業	https://www.city.sasebo.lg.jp/kodomomirai/kodoshie/iwaikin.html	交通遺児支援事業｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Foreign Language 閉じる 検索・くらしナビ 検索・便利メニュー
佐世保市	77	高校生等福祉医療費制度	https://www.city.sasebo.lg.jp/kodomomirai/kodoshie/koukouseitoufukusiiryou.html	高校生等福祉医療費制度｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Foreign Language 閉じる 検索・くらしナビ 検索・便利メニ
佐世保市	77	私立幼稚園の副食費の補助	https://www.city.sasebo.lg.jp/kodomomirai/hoyou/hukushokuhihojo.html	私立幼稚園の副食費の補助｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Foreign Language 閉じる 検索・くらしナビ 検索・便利メ
佐世保市	77	小児慢性特定疾病対策総合支援事業	https://www.city.sasebo.lg.jp/kodomomirai/sukosen/shounimansei.html	小児慢性特定疾病対策総合支援事業｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Foreign Language 閉じる 検索・くらしナビ 検索
佐世保市	77	小中学生福祉医療費制度	https://www.city.sasebo.lg.jp/kodomomirai/kodoshie/syoutyuugakuseifukusiiryou.html	小中学生福祉医療費制度｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Foreign Language 閉じる 検索・くらしナビ 検索・便利メニ
佐世保市	77	新生児聴覚検査の公費助成について	https://www.city.sasebo.lg.jp/kodomomirai/sukosen/shinseiji_chokaku.html	新生児聴覚検査の公費助成について｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Foreign Language 閉じる 検索・くらしナビ 検索
佐世保市	77	乳幼児福祉医療費制度	https://www.city.sasebo.lg.jp/kodomomirai/kodoshie/nyuyojifukushi.html	乳幼児福祉医療費制度｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Foreign Language 閉じる 検索・くらしナビ 検索・便利メニュ
佐世保市	77	妊婦一般健康診査	https://www.city.sasebo.lg.jp/kodomomirai/sukosen/ninpu.html	妊婦一般健康診査｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Foreign Language 閉じる 検索・くらしナビ 検索・便利メニュー
佐世保市	77	福祉医療費制度（乳幼児・小中学生・高校生等）の新規申請はお済みですか	https://www.city.sasebo.lg.jp/kodomomirai/kodoshie/nyuuyoujisinki.html	福祉医療費制度（乳幼児・小中学生・高校生等）の新規申請はお済みですか｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Foreign Langua
佐世保市	77	物価高対応子育て応援手当	https://www.city.sasebo.lg.jp/kodomomirai/kodoshie/bukkadakataiououenteate.html	物価高対応子育て応援手当｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Foreign Language 閉じる 検索・くらしナビ 検索・便利メ
佐世保市	77	保育料（利用者負担額）の算定	https://www.city.sasebo.lg.jp/kodomomirai/hoyou/hoikuryo.html	保育料（利用者負担額）の算定｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Foreign Language 閉じる 検索・くらしナビ 検索・便
佐世保市	77	母子・父子家庭福祉医療費制度	https://www.city.sasebo.lg.jp/kodomomirai/kodoshie/boshikate.html	母子・父子家庭福祉医療費制度｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Foreign Language 閉じる 検索・くらしナビ 検索・便
佐世保市	77	母子父子寡婦福祉資金貸付金	https://www.city.sasebo.lg.jp/kodomomirai/kodoshie/kashitsukekin.html	母子父子寡婦福祉資金貸付金｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Foreign Language 閉じる 検索・くらしナビ 検索・便利
佐世保市	77	幼児教育・保育の無償化	https://www.city.sasebo.lg.jp/kodomomirai/hoyou/mushoka.html	幼児教育・保育の無償化｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Foreign Language 閉じる 検索・くらしナビ 検索・便利メニ
佐世保市	77	令和8年度から「子ども・子育て支援金制度」が始まります	https://www.city.sasebo.lg.jp/hokenhukusi/iryoho/kodomokosodate.html	令和8年度から「子ども・子育て支援金制度」が始まります｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Foreign Language 閉じる
佐世保市	73	産前産後家事・育児支援事業のご案内	https://www.city.sasebo.lg.jp/kodomomirai/sukosen/sanzensango.html	産前産後家事・育児支援事業のご案内｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Foreign Language 閉じる 検索・くらしナビ 検
佐世保市	70	令和8年度Tsunagas補助金（若者活躍プロジェクト活動費補助金）募集開始します！！	https://www.city.sasebo.lg.jp/tiikimirai/wakamono/wakamonohojokinn.html	令和8年度Tsunagas補助金（若者活躍プロジェクト活動費補助金）募集開始します！！｜佐世保市 本文へスキップします。 佐世保市 緊急情報 救急・防災 救急・防災 防災情報 防災行政無線 佐世保市防災ポータル 休日・夜間の救急 急病診療所の診療案内 医療介護機関検索 閉じる 閲覧支援 閲覧支援 文字サイズ・色合い変更 ふりがな表示 音声読み上げ Forei
島原市	73	島原市臨時特別給付金について	https://www.city.shimabara.lg.jp/page20779.html?type=new&pg=1&nw_id=1	島原市臨時特別給付金について / 島原市 本文へジャンプ 島原市トップページへ 文字サイズ 小 中 大 ホーム ＞ 分類から探す ＞ くらしの情報 ＞ 福祉 ＞ 島原市臨時特別給付金について ホーム ＞ 分類から探す ＞ くらしの情報 ＞ 福祉 ＞ その他 ＞ 島原市臨時特別給付金について ホーム ＞ 組織から探す ＞ 福祉保健部 ＞ 福祉課 ＞ 地域福祉班
島原市	67	【募集中】お見合いシステムの登録料を補助します！	https://www.city.shimabara.lg.jp/machi/hpkiji/pub/detail.aspx?c_id=3&id=20972	【募集中】お見合いシステムの登録料を補助します！ / まち・ひとTOP / 島原市 本文へジャンプ 島原市トップページへ 子育てに優しいまち 高齢者が輝くまち 田舎暮らし・UIターン 婚活 創業サポート 市内保育所（幼稚園・保育所・認定こども園） 保育料 子育て支援 育児相談窓口 妊娠・出産支援 注目情報 シルバー人材センター 趣味・サークル 各種支援サービ
島原市	67	島原市自主防災組織活動補助金について	https://www.city.shimabara.lg.jp/page18618.html?type=new&pg=1&nw_id=1	島原市自主防災組織活動補助金について / 島原市 本文へジャンプ 島原市トップページへ 文字サイズ 小 中 大 ホーム ＞ 分類から探す ＞ くらしの情報 ＞ 消防・防災 ＞ 自主防災組織 ＞ 島原市自主防災組織活動補助金について ホーム ＞ 組織から探す ＞ 市民部 ＞ 市民安全課 ＞ 地域防災班 ＞ 島原市自主防災組織活動補助金について ホーム ＞ 申請
島原市	61	【申請受付を終了しました】島原市小規模省エネルギー設備導入補助金について	https://www.city.shimabara.lg.jp/page21024.html?type=top	【申請受付を終了しました】島原市小規模省エネルギー設備導入補助金について / 島原市 本文へジャンプ 島原市トップページへ 文字サイズ 小 中 大 ホーム ＞ 分類から探す ＞ くらしの情報 ＞ 産業・労働 ＞ 【申請受付を終了しました】島原市小規模省エネルギー設備導入補助金について ホーム ＞ 組織から探す ＞ 商工観光部 ＞ 商工振興課 ＞ 商工振興班
島原市	52	こどもの予防接種	https://www.city.shimabara.lg.jp/page5904.html	こどもの予防接種 / 島原市 本文へジャンプ 島原市トップページへ 文字サイズ 小 中 大 ホーム ＞ 分類から探す ＞ くらしの情報 ＞ こどもの予防接種 ホーム ＞ 分類から探す ＞ くらしの情報 ＞ 健康 ＞ 母と子の健康 ＞ こどもの予防接種 ホーム ＞ 分類から探す ＞ くらしの情報 ＞ 健康 ＞ 予防接種 ＞ こどもの予防接種 ホーム ＞ 人生の
諫早市	69	移住支援制度	https://www.city.isahaya.nagasaki.jp/site/i-iju/9591.html	移住支援制度 - いさはや暮らし - 諫早市 ページの先頭です。 メニューを飛ばして本文へ メニュー 検索 カラフル諫早 諫早市 本文へ 音声読み上げ Foreign language 文字サイズ 標準 拡大 背景色 白 黒 青 サイト内検索 キーワードで探す 検索対象 すべて ページ PDF Googleカスタム検索 ページ番号で探す ページIDを入力 閉
諫早市	67	住民税非課税世帯等臨時給付金（物価高騰対応） ※受付終了	https://www.city.isahaya.nagasaki.jp/soshiki/114/42078.html	住民税非課税世帯等臨時給付金（物価高騰対応） ※受付終了 - 諫早市 ページの先頭です。 メニューを飛ばして本文へ メニュー 検索 カラフル諫早 本文へ 音声読み上げ Foreign language 文字サイズ 標準 拡大 背景色 白 黒 青 サイト内検索 キーワードで探す 検索対象 すべて ページ PDF Googleカスタム検索 ページ番号で探す ペー
諫早市	62	諫早市文化関係大会激励金・奨励金（様式集）	https://www.city.isahaya.nagasaki.jp/soshiki/51/46652.html	諫早市文化関係大会激励金・奨励金（様式集） - 諫早市 ページの先頭です。 メニューを飛ばして本文へ メニュー 検索 カラフル諫早 本文へ 音声読み上げ Foreign language 文字サイズ 標準 拡大 背景色 白 黒 青 サイト内検索 キーワードで探す 検索対象 すべて ページ PDF Googleカスタム検索 ページ番号で探す ページIDを入力
諫早市	61	自立支援医療費	https://www.city.isahaya.nagasaki.jp/site/sinseisho/29995.html	自立支援医療費 - 申請書ダウンロード - 諫早市 ページの先頭です。 メニューを飛ばして本文へ メニュー 検索 カラフル諫早 本文へ 音声読み上げ Foreign language 文字サイズ 標準 拡大 背景色 白 黒 青 サイト内検索 キーワードで探す 検索対象 すべて ページ PDF Googleカスタム検索 ページ番号で探す ページIDを入力 閉じ
諫早市	61	福祉医療費（障害）（様式集）	https://www.city.isahaya.nagasaki.jp/site/sinseisho/8391.html	福祉医療費（障害）（様式集） - 申請書ダウンロード - 諫早市 ページの先頭です。 メニューを飛ばして本文へ メニュー 検索 カラフル諫早 本文へ 音声読み上げ Foreign language 文字サイズ 標準 拡大 背景色 白 黒 青 サイト内検索 キーワードで探す 検索対象 すべて ページ PDF Googleカスタム検索 ページ番号で探す ページI
諫早市	61	諫早市緊急支援奨学生募集（様式集）	https://www.city.isahaya.nagasaki.jp/site/sinseisho/8604.html	諫早市緊急支援奨学生募集（様式集） - 申請書ダウンロード - 諫早市 ページの先頭です。 メニューを飛ばして本文へ メニュー 検索 カラフル諫早 本文へ 音声読み上げ Foreign language 文字サイズ 標準 拡大 背景色 白 黒 青 サイト内検索 キーワードで探す 検索対象 すべて ページ PDF Googleカスタム検索 ページ番号で探す ペ
諫早市	57	リフォーム・住宅補助制度	https://www.city.isahaya.nagasaki.jp/life/1/5/29/	リフォーム・住宅補助制度 - 諫早市 ページの先頭です。 メニューを飛ばして本文へ メニュー 検索 カラフル諫早 本文へ 音声読み上げ Foreign language 文字サイズ 標準 拡大 背景色 白 黒 青 サイト内検索 キーワードで探す 検索対象 すべて ページ PDF Googleカスタム検索 ページ番号で探す ページIDを入力 閉じる くらし ・
諫早市	57	奨学金	https://www.city.isahaya.nagasaki.jp/life/2/12/56/	奨学金 - 諫早市 ページの先頭です。 メニューを飛ばして本文へ メニュー 検索 カラフル諫早 本文へ 音声読み上げ Foreign language 文字サイズ 標準 拡大 背景色 白 黒 青 サイト内検索 キーワードで探す 検索対象 すべて ページ PDF Googleカスタム検索 ページ番号で探す ページIDを入力 閉じる くらし ・手続き 住民票・戸
諫早市	57	妊娠・出産	https://www.city.isahaya.nagasaki.jp/life/2/11/47/	妊娠・出産 - 諫早市 ページの先頭です。 メニューを飛ばして本文へ メニュー 検索 カラフル諫早 本文へ 音声読み上げ Foreign language 文字サイズ 標準 拡大 背景色 白 黒 青 サイト内検索 キーワードで探す 検索対象 すべて ページ PDF Googleカスタム検索 ページ番号で探す ページIDを入力 閉じる くらし ・手続き 住民票
諫早市	53	乳幼児健診・予防接種	https://www.city.isahaya.nagasaki.jp/life/2/11/51/	乳幼児健診・予防接種 - 諫早市 ページの先頭です。 メニューを飛ばして本文へ メニュー 検索 カラフル諫早 本文へ 音声読み上げ Foreign language 文字サイズ 標準 拡大 背景色 白 黒 青 サイト内検索 キーワードで探す 検索対象 すべて ページ PDF Googleカスタム検索 ページ番号で探す ページIDを入力 閉じる くらし ・手続
諫早市	53	予防接種	https://www.city.isahaya.nagasaki.jp/life/3/13/60/	予防接種 - 諫早市 ページの先頭です。 メニューを飛ばして本文へ メニュー 検索 カラフル諫早 本文へ 音声読み上げ Foreign language 文字サイズ 標準 拡大 背景色 白 黒 青 サイト内検索 キーワードで探す 検索対象 すべて ページ PDF Googleカスタム検索 ページ番号で探す ページIDを入力 閉じる くらし ・手続き 住民票・
大村市	77	国民年金の免除・納付猶予	https://www.city.omura.nagasaki.jp/nenkin/kenko/nenkin/nenkin/menjosedo/hotemenjo.html	大村市／国民年金の免除・納付猶予 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光情報 市政情
大村市	77	児童手当	https://www.city.omura.nagasaki.jp/kodomosomu/kenko/kosodate/teate/jidouteate.html	大村市／児童手当 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光情報 市政情報 知りたいこと
大村市	77	児童扶養手当	https://www.city.omura.nagasaki.jp/kodomosomu/kenko/kosodate/hitorioya/jidofuyo.html	大村市／児童扶養手当 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光情報 市政情報 知りたい
大村市	77	自立支援医療（育成医療）の給付	https://www.city.omura.nagasaki.jp/shien/kenko/fukushi/shogaisha/teate/ikusei-iryo.html	大村市／自立支援医療（育成医療）の給付 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光情報
大村市	77	障害児福祉手当	https://www.city.omura.nagasaki.jp/seikatsu/kenko/fukushi/shogaisha/teate/shogaiji.html	大村市／障害児福祉手当 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光情報 市政情報 知りた
大村市	77	大村市不妊症・不育症治療費助成制度	https://www.city.omura.nagasaki.jp/oyako/kenko/ninshin/jose/fuikusyou.html	大村市／大村市不妊症・不育症治療費助成制度 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光情
大村市	77	特別児童扶養手当	https://www.city.omura.nagasaki.jp/kodomosomu/kenko/fukushi/shogaisha/teate/tokubetsujido.html	大村市／特別児童扶養手当 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光情報 市政情報 知り
大村市	77	特別障害者手当	https://www.city.omura.nagasaki.jp/seikatsu/kenko/fukushi/shogaisha/teate/tokubetsushogai.html	大村市／特別障害者手当 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光情報 市政情報 知りた
大村市	75	移動支援事業	https://www.city.omura.nagasaki.jp/seikatsu/kenko/fukushi/shogaisha/fukushijigyo/idoshien.html	大村市／移動支援事業 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光情報 市政情報 知りたい
大村市	75	日中一時支援事業	https://www.city.omura.nagasaki.jp/seikatsu/kenko/fukushi/shogaisha/fukushijigyo/nitchusien.html	大村市／日中一時支援事業 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光情報 市政情報 知り
大村市	72	母子父子寡婦福祉資金の貸付	https://www.city.omura.nagasaki.jp/kateishien/kenko/kosodate/hitorioya/kafufukushi.html	大村市／母子父子寡婦福祉資金の貸付 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光情報 市政
大村市	69	妊娠・出産	https://www.city.omura.nagasaki.jp/kenko/ninshin/index.html	大村市／妊娠・出産 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光情報 市政情報 知りたいこ
