organization	title	url	evidence
中城村	合併処理浄化槽設置整備補助事業	https://www.vill.nakagusuku.okinawa.jp/kurashi/gomi/seido/jokaso/	合併処理浄化槽設置整備補助事業 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政
中城村	児童手当	https://www.vill.nakagusuku.okinawa.jp/kosodate/kosodateshien/jidoteate/	児童手当 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる 閲覧補助
中城村	児童扶養手当	https://www.vill.nakagusuku.okinawa.jp/kosodate/kosodateshien/jidofuyoteate/	児童扶養手当 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる 閲覧
中城村	生ごみ処理容器等購入補助制度	https://www.vill.nakagusuku.okinawa.jp/kurashi/gomi/seido/namagomishori/	生ごみ処理容器等購入補助制度 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情
中城村	待機児童世帯助成事業	https://www.vill.nakagusuku.okinawa.jp/kosodate/subsidy/taikijidou/	待機児童世帯助成事業 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じ
中城村	第3子以降保育料無料化事業	https://www.vill.nakagusuku.okinawa.jp/kosodate/kosodateshien/hoikumushoka/	第3子以降保育料無料化事業 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報
中城村	中城村物価高騰対応地域商品券について	https://www.vill.nakagusuku.okinawa.jp/sonsei/shohinken/	中城村公式ページで、中城村物価高騰対応地域商品券を確認。対象は2026年1月13日時点で中城村の住民基本台帳に登録がある方。19歳以上1人につき10,000円分、1,000円券10枚の商品券を配布。2026年4月より世帯主宛へ順次発送。有効期間は2026年4月1日から2026年8月31日まで。
中城村	低所得世帯等のための貸付制度	https://www.vill.nakagusuku.okinawa.jp/kurashi/shien/teishotokukashitsuke/	低所得世帯等のための貸付制度 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情
中城村	妊婦のための支援給付・妊婦等包括相談支援事業（旧：中城村出産・子育て応援事業）	https://www.vill.nakagusuku.okinawa.jp/kosodate/subsidy/ouenjigyo/	妊婦のための支援給付・妊婦等包括相談支援事業（旧：中城村出産・子育て応援事業） | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 
中城村	年金生活者支援給付金制度	https://www.vill.nakagusuku.okinawa.jp/kurashi/hoken_nenkin/seikatsushien/	年金生活者支援給付金制度 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 
中城村	母子及び父子家庭等医療費助成制度	https://www.vill.nakagusuku.okinawa.jp/kosodate/subsidy/fusibosikatei/	母子及び父子家庭等医療費助成制度 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村
中城村	母子父子寡婦福祉資金貸付制度	https://www.vill.nakagusuku.okinawa.jp/kosodate/subsidy/1777267268/	母子父子寡婦福祉資金貸付制度 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情
中城村	未熟児養育医療給付制度	https://www.vill.nakagusuku.okinawa.jp/kosodate/kosodateshien/mijukuji/	未熟児養育医療給付制度 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉
中城村	令和8年度 就学援助制度のお知らせ	https://www.vill.nakagusuku.okinawa.jp/kosodate/subsidy/1775175964/	令和8年度 就学援助制度のお知らせ | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 
中城村	令和８年度 中学生への各種検定料（英検・漢検・数検）半額補助事業	https://www.vill.nakagusuku.okinawa.jp/kosodate/kosodateshien/1782870130/	令和８年度 中学生への各種検定料（英検・漢検・数検）半額補助事業 | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 
中城村	漏水（水もれ）による減免について	https://www.vill.nakagusuku.okinawa.jp/kurashi/suido/shiharai/rousui/	漏水（水もれ）による減免について | 中城が好き ～誇りと愛着が生み出す とよむ中城～ メインコンテンツへスキップ 閲覧補助 Language 組織案内 情報を探す 検索 くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 閉じる くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村政情報 サイト内検索 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 組織から探す サイトマップから探す 閲覧補助 Language 組織案内 検索 キーワードから探す 検索キーワード 検索 注目のキーワード ごみ収集 給付金 ハザードマップ 年間行事 カテゴリーから探す くらし・手続き 健康・福祉 子育て・教育 産業・まちづくり 観光・文化 村
渡嘉敷村	渡嘉敷村産後ケア事業の実施について	https://www.vill.tokashiki.okinawa.jp/iryo_kyoiku_fukushi/kosodate_kyoiku/3093.html	出産後に支援が必要な母子に対して心身のケアや育児サポートを行い、産後も安心して子育てできるよう支援体制を整備する事業。利用に係る費用の一部を村が負担。渡嘉敷村役場民生課へ申請。
渡嘉敷村	渡嘉敷村産婦人科及び小児科オンライン相談サービス事業の開始について	https://www.vill.tokashiki.okinawa.jp/iryo_kyoiku_fukushi/kosodate_kyoiku/3092.html	令和7年7月1日より、産婦人科医・小児科医・助産師にスマホで無料相談できるオンライン相談サービス事業を開始。子育て世帯の相談支援として実施。
渡嘉敷村	渡嘉敷村離島高校生医療費助成	https://www.vill.tokashiki.okinawa.jp/iryo_kyoiku_fukushi/kosodate_kyoiku/tokasikisonnritoukoukousei/index.html	2025年4月1日より助成開始。渡嘉敷中学校を卒業し高等学校等に就学している生徒の保護者で渡嘉敷村に住所を有する者等が対象。健康保険が適用される診療・治療などの自己負担分を助成。対象者へ申請書を送付し必要書類を役場民生課窓口へ提出。
渡嘉敷村	物価高対応子育て応援手当	https://www.vill.tokashiki.okinawa.jp/iryo_kyoiku_fukushi/kosodate_kyoiku/3144.html	0歳から高校3年生年代までの子どもを養育する保護者に対し、子ども1人あたり2万円の物価高対応子育て応援手当を支給。渡嘉敷村で児童手当を受けている方は原則申請不要。令和8年2月6日から順次支給開始。
南風原町	（6月19日更新）令和8年はえるん商品券のご案内	https://www.town.haebaru.lg.jp/soshiki/15/16238.html	（6月19日更新）令和8年はえるん商品券のご案内 - 南風原町ホームページ（産業振興課） ページの先頭です。 メニューを飛ばして本文へ おすすめ 検索 メニュー 防災・災害 避難所一覧 南風原町内 河川カメラ映像 ✕ 閲覧補助 文字サイズ 標準 拡大 背景色変更 黒 青 標準 ✕ Language English 中文（簡体） 한글 中文（ 繁体） ✕ マイページ キーワード 検索 検索対象 すべて ページ PDF ページID 検索 ページID 検索とは？ 注目ワード 入札・契約情報 ごみ 職員募集 モビ 町議会 ライフシーン 妊娠・出産・子育て 結婚 引っ越し・住まい 就職・退職 教育 高齢者福祉 健康づくり おくやみ さがしかた別 分類でさがす 組織でさがす カレンダーで さがす 申請・届け出で さがす く
南風原町	こども医療費助成	https://www.town.haebaru.lg.jp/life/2/12/62/	こども医療費助成 - 南風原町ホームページ ページの先頭です。 メニューを飛ばして本文へ おすすめ 検索 メニュー 防災・災害 避難所一覧 南風原町内 河川カメラ映像 ✕ 閲覧補助 文字サイズ 標準 拡大 背景色変更 黒 青 標準 ✕ Language English 中文（簡体） 한글 中文（ 繁体） ✕ マイページ キーワード 検索 検索対象 すべて ページ PDF ページID 検索 ページID 検索とは？ 注目ワード 入札・契約情報 ごみ 職員募集 モビ 町議会 ライフシーン 妊娠・出産・子育て 結婚 引っ越し・住まい 就職・退職 教育 高齢者福祉 健康づくり おくやみ さがしかた別 分類でさがす 組織でさがす カレンダーで さがす 申請・届け出で さがす くらし 手続き・防災 くらし・手続き・防災 届出
南風原町	児童手当	https://www.town.haebaru.lg.jp/life/2/12/60/	児童手当 - 南風原町ホームページ ページの先頭です。 メニューを飛ばして本文へ おすすめ 検索 メニュー 防災・災害 避難所一覧 南風原町内 河川カメラ映像 ✕ 閲覧補助 文字サイズ 標準 拡大 背景色変更 黒 青 標準 ✕ Language English 中文（簡体） 한글 中文（ 繁体） ✕ マイページ キーワード 検索 検索対象 すべて ページ PDF ページID 検索 ページID 検索とは？ 注目ワード 入札・契約情報 ごみ 職員募集 モビ 町議会 ライフシーン 妊娠・出産・子育て 結婚 引っ越し・住まい 就職・退職 教育 高齢者福祉 健康づくり おくやみ さがしかた別 分類でさがす 組織でさがす カレンダーで さがす 申請・届け出で さがす くらし 手続き・防災 くらし・手続き・防災 届出・証明 
