status	finalUrl	sourceUrl	title
200	https://www.vill.nishimera.lg.jp/village/a-00-villagelife/10006530	https://www.vill.nishimera.lg.jp/village/a-00-villagelife/10006530	西米良村 地域少子化対策重点推進交付金の活用について
200	https://www.vill.nishimera.lg.jp/village/a-00-villagelife/10001115	https://www.vill.nishimera.lg.jp/village/a-00-villagelife/10001115	西米良村 西米良村木造住宅等耐震改修事業補助金について
200	https://www.town.kawaminami.miyazaki.jp/soshiki/4/1340.html	https://www.town.kawaminami.miyazaki.jp/soshiki/4/1340.html	川南町 子どもの医療費助成制度
200	https://www.town.kawaminami.miyazaki.jp/soshiki/12/1462.html	https://www.town.kawaminami.miyazaki.jp/soshiki/12/1462.html	川南町 令和8年度川南町育英会奨学金事業について
200	https://www.town.kawaminami.miyazaki.jp/soshiki/4/5545.html	https://www.town.kawaminami.miyazaki.jp/soshiki/4/5545.html	川南町 対象者の方へ介護用品を給付します
200	https://www.town.kawaminami.miyazaki.jp/soshiki/2/1191.html	https://www.town.kawaminami.miyazaki.jp/soshiki/2/1191.html	川南町 川南町の移住・定住支援制度を紹介します
200	https://www.town.kawaminami.miyazaki.jp/soshiki/4/1356.html	https://www.town.kawaminami.miyazaki.jp/soshiki/4/1356.html	川南町 補装具の給付・修理
200	https://www.town.kawaminami.miyazaki.jp/soshiki/6/1307.html	https://www.town.kawaminami.miyazaki.jp/soshiki/6/1307.html	川南町 川南町不妊検査費及び不妊治療費助成制度について
200	https://www.town.kawaminami.miyazaki.jp/soshiki/6/1285.html	https://www.town.kawaminami.miyazaki.jp/soshiki/6/1285.html	川南町 国民健康保険加入者の人間ドック費用一部助成
200	https://www.town.kawaminami.miyazaki.jp/soshiki/15/1380.html	https://www.town.kawaminami.miyazaki.jp/soshiki/15/1380.html	川南町 くみ取り槽、単独槽から合併浄化槽への転換に関する補助金について
200	https://www.town.kawaminami.miyazaki.jp/soshiki/4/1343.html	https://www.town.kawaminami.miyazaki.jp/soshiki/4/1343.html	川南町 ひとり親家庭医療費助成制度
200	https://www.town.kawaminami.miyazaki.jp/soshiki/2/11954.html	https://www.town.kawaminami.miyazaki.jp/soshiki/2/11954.html	川南町 75歳以上（令和8年4月1日時点）の方にタクシー料金の一部を助成します。
200	https://www.town.kawaminami.miyazaki.jp/soshiki/4/1361.html	https://www.town.kawaminami.miyazaki.jp/soshiki/4/1361.html	川南町 重度障がい者医療費助成
200	https://www.town.kawaminami.miyazaki.jp/soshiki/4/1326.html	https://www.town.kawaminami.miyazaki.jp/soshiki/4/1326.html	川南町 ひとり親家庭等日常生活支援事業
200	https://www.town.kawaminami.miyazaki.jp/soshiki/4/13919.html	https://www.town.kawaminami.miyazaki.jp/soshiki/4/13919.html	川南町 妊婦のための支援給付
200	https://www.town.kawaminami.miyazaki.jp/soshiki/1/1226.html	https://www.town.kawaminami.miyazaki.jp/soshiki/1/1226.html	川南町 川南町高齢者運転免許証自主返納支援事業を再開します
200	https://www.town.kawaminami.miyazaki.jp/soshiki/6/1281.html	https://www.town.kawaminami.miyazaki.jp/soshiki/6/1281.html	川南町 国民年金1号被保険者の独自給付について
200	https://www.town.kawaminami.miyazaki.jp/soshiki/6/1300.html	https://www.town.kawaminami.miyazaki.jp/soshiki/6/1300.html	川南町 川南町骨髄移植ドナー支援事業
200	https://www.town.kawaminami.miyazaki.jp/soshiki/2/15688.html	https://www.town.kawaminami.miyazaki.jp/soshiki/2/15688.html	川南町 結婚相談所への入会登録料を助成します！
200	https://www.town.tsuno.lg.jp/article?articleId=6046d0ab7aaa612880862fe5	https://www.town.tsuno.lg.jp/article?articleId=6046d0ab7aaa612880862fe5	都農町 都農町子ども医療費助成
200	https://www.town.tsuno.lg.jp/article?articleId=618db52397cf31405819717b	https://www.town.tsuno.lg.jp/article?articleId=618db52397cf31405819717b	都農町 特別児童扶養手当
200	https://www.town.tsuno.lg.jp/article?articleId=67ece12337ac1d42de708319	https://www.town.tsuno.lg.jp/article?articleId=67ece12337ac1d42de708319	都農町 子育て応援手当
200	https://www.town.tsuno.lg.jp/article?articleId=60c9b0584f3b5d0caef0f6c3	https://www.town.tsuno.lg.jp/article?articleId=60c9b0584f3b5d0caef0f6c3	都農町 【介護職員向け】介護職員等確保支援事業補助金について
200	https://www.town.tsuno.lg.jp/article?articleId=6046dac1a9e0786dcab6bf47	https://www.town.tsuno.lg.jp/article?articleId=6046dac1a9e0786dcab6bf47	都農町 不妊治療費助成について
200	https://www.town.kawaminami.miyazaki.jp/soshiki/4/1358.html	https://www.town.kawaminami.miyazaki.jp/soshiki/4/1358.html	川南町 地域生活支援事業
200	https://www.town.kawaminami.miyazaki.jp/soshiki/4/1346.html	https://www.town.kawaminami.miyazaki.jp/soshiki/4/1346.html	川南町 特別児童扶養手当
200	https://www.town.tsuno.lg.jp/article?articleId=6567ed966e66b36fb6349d40	https://www.town.tsuno.lg.jp/article?articleId=6567ed966e66b36fb6349d40	都農町 病児・病後児保育施設の利用料を助成します！
200	https://www.town.tsuno.lg.jp/article?articleId=6046caa9cbcbcc0601fe9a31	https://www.town.tsuno.lg.jp/article?articleId=6046caa9cbcbcc0601fe9a31	都農町 母子父子寡婦家庭のための福祉
200	https://www.town.tsuno.lg.jp/article?articleId=61f9d44acea7e4494b10e816	https://www.town.tsuno.lg.jp/article?articleId=61f9d44acea7e4494b10e816	都農町 重度障がい児福祉手当
200	https://www.town.tsuno.lg.jp/article?articleId=64211d0d8127bd2643a51f18	https://www.town.tsuno.lg.jp/article?articleId=64211d0d8127bd2643a51f18	都農町 都農町妊婦のための支援給付・入学応援金事業についてのお知らせ
200	https://www.town.tsuno.lg.jp/article?articleId=660e4930357b8305f1fecca0	https://www.town.tsuno.lg.jp/article?articleId=660e4930357b8305f1fecca0	都農町 小・中学生の自転車用ヘルメット購入費の一部を補助します。
200	https://www.town.tsuno.lg.jp/article?articleId=684a17ca336b465cd967924c	https://www.town.tsuno.lg.jp/article?articleId=684a17ca336b465cd967924c	都農町 都農町結婚生活支援事業
200	https://www.town.kawaminami.miyazaki.jp/soshiki/9/1037.html	https://www.town.kawaminami.miyazaki.jp/soshiki/9/1037.html	川南町 川南町木造住宅建築物等地震対策促進事業
200	https://www.town.kawaminami.miyazaki.jp/soshiki/4/1324.html	https://www.town.kawaminami.miyazaki.jp/soshiki/4/1324.html	川南町 児童扶養手当
200	https://www.town.tsuno.lg.jp/article?articleId=604ecfdd889ebd12ec684c6e	https://www.town.tsuno.lg.jp/article?articleId=604ecfdd889ebd12ec684c6e	都農町 住宅リフォーム奨励事業
200	https://www.town.tsuno.lg.jp/article?articleId=604ec8a2889ebd12ec684ba9	https://www.town.tsuno.lg.jp/article?articleId=604ec8a2889ebd12ec684ba9	都農町 タクシー券の配布について
200	https://www.town.tsuno.lg.jp/article?articleId=618b5344496ef66832e3fd91	https://www.town.tsuno.lg.jp/article?articleId=618b5344496ef66832e3fd91	都農町 児童手当
200	https://www.town.tsuno.lg.jp/article?articleId=6053fa6be57132239a032298	https://www.town.tsuno.lg.jp/article?articleId=6053fa6be57132239a032298	都農町 農業次世代人材投資資金(経営開始型)
