code,name,score,status,title,h1,priority,keywords,url
"01465","剣淵町","1","200","2019年バックナンバー","2019年バックナンバー","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e2%86%92%e3%80%802019%e5%b9%b4%e8%ad%b0%e4%bc%9a%e3%81%a0%e3%82%88%e3%82%8a/"
"01465","剣淵町","1","200","2020年バックナンバー","2020年バックナンバー","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e2%86%92%e3%80%802020%e5%b9%b4%e8%ad%b0%e4%bc%9a%e3%81%a0%e3%82%88%e3%82%8a/"
"01465","剣淵町","1","200","2021年バックナンバー","2021年バックナンバー","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e2%86%92%e3%80%802021%e5%b9%b4%e8%ad%b0%e4%bc%9a%e3%81%a0%e3%82%88%e3%82%8a/"
"01465","剣淵町","1","200","2022年バックナンバー","2022年バックナンバー","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e2%86%92%e3%80%802022%e5%b9%b4%e8%ad%b0%e4%bc%9a%e3%81%a0%e3%82%88%e3%82%8a/"
"01465","剣淵町","1","200","2023年バックナンバー","2023年バックナンバー","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e2%86%92%e3%80%802023%e5%b9%b4%e8%ad%b0%e4%bc%9a%e3%81%a0%e3%82%88%e3%82%8a/"
"01465","剣淵町","1","200","2024年バックナンバー","2024年バックナンバー","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e2%86%92%e3%80%802024%e5%b9%b4%e8%ad%b0%e4%bc%9a%e3%81%a0%e3%82%88%e3%82%8a/"
"01465","剣淵町","1","200","分譲の決定は次の方法で行います。","分譲の決定は次の方法で行います。","low","移住|住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e3%80%90%e5%89%a3%e6%b7%b5%e7%94%ba%e3%81%ab%e4%bd%8f%e3%82%82%e3%81%86%ef%bc%81%e3%80%91%e5%85%83%e7%94%ba%e7%94%ba%e9%81%93%e5%8c%97%ef%bc%92%e6%9d%a1%e9%80%9a%e3%82%8a%e6%b2%bf%e3%81%84%e7%94%ba/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 【節税対策の一環として】おすすめのふるさと納税の返礼品を全国から厳選！ページにて剣淵町の返礼品が紹介されました |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e3%80%90%e7%af%80%e7%a8%8e%e5%af%be%e7%ad%96%e3%81%ae%e4%b8%80%e7%92%b0%e3%81%a8%e3%81%97%e3%81%a6%e3%80%91%e3%81%8a%e3%81%99%e3%81%99%e3%82%81%e3%81%ae%e3%81%b5%e3%82%8b%e3%81%95%e3%81%a8%e7%b4%8d/"
"01465","剣淵町","1","200","サマージャンボ宝くじ発売中（７/３１まで）","サマージャンボ宝くじ発売中（７/３１まで）","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e3%82%b5%e3%83%9e%e3%83%bc%e3%82%b8%e3%83%a3%e3%83%b3%e3%83%9c%e5%ae%9d%e3%81%8f%e3%81%98%e7%99%ba%e5%a3%b2%e4%b8%ad%ef%bc%88%ef%bc%97-%ef%bc%95%e3%81%be%e3%81%a7%ef%bc%89/"
"01465","剣淵町","1","200","令和７・８年度指名競争入札参加資格審査申請 名簿の更新について（１/13受付）","令和７・８年度指名競争入札参加資格審査申請 名簿の更新について（１/13受付）","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e4%bb%a4%e5%92%8c%ef%bc%97%e3%83%bb%ef%bc%98%e5%b9%b4%e5%ba%a6%e6%8c%87%e5%90%8d%e7%ab%b6%e4%ba%89%e5%85%a5%e6%9c%ad%e5%8f%82%e5%8a%a0%e8%b3%87%e6%a0%bc%e5%af%a9%e6%9f%bb-2/"
"01465","剣淵町","1","200","令和７・８年度指名競争入札参加資格審査申請 名簿の更新について（9/30受付）","令和７・８年度指名競争入札参加資格審査申請 名簿の更新について（9/30受付）","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e4%bb%a4%e5%92%8c%ef%bc%97%e3%83%bb%ef%bc%98%e5%b9%b4%e5%ba%a6%e6%8c%87%e5%90%8d%e7%ab%b6%e4%ba%89%e5%85%a5%e6%9c%ad%e5%8f%82%e5%8a%a0%e8%b3%87%e6%a0%bc%e5%af%a9%e6%9f%bb/"
"01465","剣淵町","1","200","令和７・８年度指名競争入札参加資格審査申請 名簿の公開について","令和７・８年度指名競争入札参加資格審査申請 名簿の公開について","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e4%bb%a4%e5%92%8c%ef%bc%97%e3%83%bb%ef%bc%98%e5%b9%b4%e5%ba%a6%e6%8c%87%e5%90%8d%e7%ab%b6%e4%ba%89%e5%85%a5%e6%9c%ad%e5%8f%82%e5%8a%a0%e8%b3%87%e6%a0%bc%e5%af%a9%e6%9f%bb%e3%80%80-c/"
"01465","剣淵町","1","200","令和７年度全国体力・運動能力、運動習慣等調査結果概要","令和７年度全国体力・運動能力、運動習慣等調査結果概要","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e4%bb%a4%e5%92%8c%ef%bc%97%e5%b9%b4%e5%ba%a6%e5%85%a8%e5%9b%bd%e4%bd%93%e5%8a%9b%e3%83%bb%e9%81%8b%e5%8b%95%e8%83%bd%e5%8a%9b%e3%80%81%e9%81%8b%e5%8b%95%e7%bf%92%e6%85%a3%e7%ad%89%e8%aa%bf%e6%9f%bb/"
"01465","剣淵町","1","200","令和７年度物価高騰対応重点支援地方創生臨時交付金活用に係る実施計画について","令和７年度物価高騰対応重点支援地方創生臨時交付金活用に係る実施計画について","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e4%bb%a4%e5%92%8c%ef%bc%97%e5%b9%b4%e5%ba%a6%e7%89%a9%e4%be%a1%e9%ab%98%e9%a8%b0%e5%af%be%e5%bf%9c%e9%87%8d%e7%82%b9%e6%94%af%e6%8f%b4%e5%9c%b0%e6%96%b9%e5%89%b5%e7%94%9f%e8%87%a8%e6%99%82%e4%ba%a4/"
"01465","剣淵町","1","200","令和８年１月13日から住民票の写し・印鑑登録証明書の様式が変わります","令和８年１月13日から住民票の写し・印鑑登録証明書の様式が変わります","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e4%bb%a4%e5%92%8c%ef%bc%98%e5%b9%b4%ef%bc%91%e6%9c%88%ef%bc%91%ef%bc%93%e6%97%a5%e3%81%8b%e3%82%89%e4%bd%8f%e6%b0%91%e7%a5%a8%e3%81%ae%e5%86%99%e3%81%97%e3%83%bb%e5%8d%b0%e9%91%91%e7%99%bb%e9%8c%b2/"
"01465","剣淵町","1","200","乳児等通園支援事業（こども誰でも通園制度）の利用について","乳児等通園支援事業（こども誰でも通園制度）の利用について","low","減免|住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e4%bb%a4%e5%92%8c%ef%bc%98%e5%b9%b4%ef%bc%94%e6%9c%88%e3%81%8b%e3%82%89%e3%80%8c%e3%81%93%e3%81%a9%e3%82%82%e8%aa%b0%e3%81%a7%e3%82%82%e9%80%9a%e5%9c%92%e5%88%b6%e5%ba%a6%e3%80%8d%e3%81%8c%e5%a7%8b/"
"01465","剣淵町","1","200","令和7年度全国学力・学習状況調査結果概要","令和7年度全国学力・学習状況調査結果概要","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e4%bb%a4%e5%92%8c7%e5%b9%b4%e5%ba%a6%e5%85%a8%e5%9b%bd%e5%ad%a6%e5%8a%9b%e3%83%bb%e5%ad%a6%e7%bf%92%e7%8a%b6%e6%b3%81%e8%aa%bf%e6%9f%bb%e7%b5%90%e6%9e%9c%e6%a6%82%e8%a6%81/"
"01465","剣淵町","1","200","応募概要","応募概要","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e5%89%a3%e6%b7%b5%e7%94%ba%e3%81%a7%e3%81%af%e3%80%8c%e5%9c%b0%e5%9f%9f%e3%81%8a%e3%81%93%e3%81%97%e5%8d%94%e5%8a%9b%e9%9a%8a%e3%80%8d%e3%82%92%e5%8b%9f%e9%9b%86%e3%81%97%e3%81%a6%e3%81%84%e3%81%be/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 剣淵町の地域計画を変更しました |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e5%89%a3%e6%b7%b5%e7%94%ba%e3%81%ae%e5%9c%b0%e5%9f%9f%e8%a8%88%e7%94%bb%e3%82%92%e5%a4%89%e6%9b%b4%e3%81%97%e3%81%be%e3%81%99/"
"01465","剣淵町","1","200","剣淵町インターンシップ募集の背景","剣淵町インターンシップ募集の背景","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e5%89%a3%e6%b7%b5%e7%94%ba%e3%82%a4%e3%83%b3%e3%82%bf%e3%83%bc%e3%83%b3%e3%82%b7%e3%83%83%e3%83%97%e5%8b%9f%e9%9b%86%e3%81%97%e3%81%be%e3%81%99%ef%bc%81/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 剣淵町ヒグマゾーニング計画の策定について |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e5%89%a3%e6%b7%b5%e7%94%ba%e3%83%92%e3%82%b0%e3%83%9e%e3%82%be%e3%83%bc%e3%83%8b%e3%83%b3%e3%82%b0%e8%a8%88%e7%94%bb%e3%81%ae%e7%ad%96%e5%ae%9a%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 剣淵町発注見通しの公表について |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e5%89%a3%e6%b7%b5%e7%94%ba%e7%99%ba%e6%b3%a8%e8%a6%8b%e9%80%9a%e3%81%97%e3%81%ae%e5%85%ac%e8%a1%a8%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 剣淵町議会YouTube配信のお知らせ |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e5%89%a3%e6%b7%b5%e7%94%ba%e8%ad%b0%e4%bc%9ayoutube%e9%85%8d%e4%bf%a1%e3%81%ae%e3%81%8a%e7%9f%a5%e3%82%89%e3%81%9b/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 剣淵町農業委員会委員の募集について |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e5%89%a3%e6%b7%b5%e7%94%ba%e8%be%b2%e6%a5%ad%e5%a7%94%e5%93%a1%e4%bc%9a%e5%a7%94%e5%93%a1%e3%81%ae%e5%8b%9f%e9%9b%86%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 剣淵町農業委員会委員の募集について（中間公表） |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e5%89%a3%e6%b7%b5%e7%94%ba%e8%be%b2%e6%a5%ad%e5%a7%94%e5%93%a1%e4%bc%9a%e5%a7%94%e5%93%a1%e3%81%ae%e5%8b%9f%e9%9b%86%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6%ef%bc%88%e4%b8%ad%e9%96%93%e5%85%ac%e8%a1%a8/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 剣淵町農業委員会委員の募集について（最終公表） |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e5%89%a3%e6%b7%b5%e7%94%ba%e8%be%b2%e6%a5%ad%e5%a7%94%e5%93%a1%e4%bc%9a%e5%a7%94%e5%93%a1%e3%81%ae%e5%8b%9f%e9%9b%86%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6%ef%bc%88%e6%9c%80%e7%b5%82%e5%85%ac%e8%a1%a8/"
"01465","剣淵町","1","200","名寄保健所における主な感染症の発生動向","名寄保健所における主な感染症の発生動向","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e5%90%8d%e5%af%84%e4%bf%9d%e5%81%a5%e6%89%80%e7%ae%a1%e5%86%85%e3%81%ab%e3%81%8a%e3%81%91%e3%82%8b%e6%84%9f%e6%9f%93%e7%97%87%e3%81%ae%e8%ad%a6%e5%a0%b1%e3%83%bb%e6%b3%a8%e6%84%8f%e5%a0%b1/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 土づくりのページを更新しました |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e5%9c%9f%e3%81%a5%e3%81%8f%e3%82%8a%e3%81%ae%e3%83%9a%e3%83%bc%e3%82%b8%e3%82%92%e6%9b%b4%e6%96%b0%e3%81%97%e3%81%be%e3%81%97%e3%81%9f/"
"01465","剣淵町","1","200","子育て短期支援事業（ショートステイ・トワイライトステイ）の利用について","子育て短期支援事業（ショートステイ・トワイライトステイ）の利用について","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e5%ad%90%e8%82%b2%e3%81%a6%e7%9f%ad%e6%9c%9f%e6%94%af%e6%8f%b4%e4%ba%8b%e6%a5%ad%ef%bc%88%e3%82%b7%e3%83%a7%e3%83%bc%e3%83%88%e3%82%b9%e3%83%86%e3%82%a4%e3%83%bb%e3%83%88%e3%83%af%e3%82%a4%e3%83%a9/"
"01465","剣淵町","1","200","年末年始におけるマイナンバーカードに関する手続について","年末年始におけるマイナンバーカードに関する手続について","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e5%b9%b4%e6%9c%ab%e5%b9%b4%e5%a7%8b%e3%81%ab%e3%81%8a%e3%81%91%e3%82%8b%e3%83%9e%e3%82%a4%e3%83%8a%e3%83%b3%e3%83%90%e3%83%bc%e3%82%ab%e3%83%bc%e3%83%89%e3%81%ab%e9%96%a2%e3%81%99%e3%82%8b%e6%89%8b/"
"01465","剣淵町","1","200","戸籍に記載される予定の氏名の振り仮名を通知します","戸籍に記載される予定の氏名の振り仮名を通知します","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e6%88%b8%e7%b1%8d%e3%81%ab%e8%a8%98%e8%bc%89%e3%81%95%e3%82%8c%e3%82%8b%e4%ba%88%e5%ae%9a%e3%81%ae%e6%b0%8f%e5%90%8d%e3%81%ae%e6%8c%af%e3%82%8a%e4%bb%ae%e5%90%8d%e3%82%92%e9%80%9a%e7%9f%a5%e3%81%97/"
"01465","剣淵町","1","200","狂犬病予防注射の実施について","狂犬病予防注射の実施について","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e7%8b%82%e7%8a%ac%e7%97%85%e4%ba%88%e9%98%b2%e6%b3%a8%e5%b0%84%e3%81%ae%e5%ae%9f%e6%96%bd%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 農業経営基盤強化の促進に関する基本的な構想の見直しについて |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%e8%be%b2%e6%a5%ad%e7%b5%8c%e5%96%b6%e5%9f%ba%e7%9b%a4%e5%bc%b7%e5%8c%96%e3%81%ae%e4%bf%83%e9%80%b2%e3%81%ab%e9%96%a2%e3%81%99%e3%82%8b%e5%9f%ba%e6%9c%ac%e7%9a%84%e3%81%aa%e6%a7%8b%e6%83%b3%e3%81%ae/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 7/11(土) 【けんぶち大同窓会～「久しぶり！」が一番盛り上がる夜～】の開催について |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/%ef%bc%96-14%e5%9c%9f%e3%82%ad%e3%83%83%e3%83%81%e3%83%b3%e3%82%ab%e3%83%bc%e3%81%8c%e3%82%84%e3%81%a3%e3%81%a6%e3%81%8f%e3%82%8b%ef%bc%81%ef%bc%86%e3%83%af%e3%83%b3%e3%83%95%e3%82%a7%e3%82%b9-copy-2/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - けんぶち町の紹介 |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/about-kembuchi/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 剣淵町ってこんなところ |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/about-kembuchi/%e5%89%a3%e6%b7%b5%e7%94%ba%e3%81%a3%e3%81%a6%e3%81%93%e3%82%93%e3%81%aa%e3%81%a8%e3%81%93%e3%82%8d/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 君の椅子 |","","low","住宅|農業|福祉|子育て|就学","https://www.town.kembuchi.hokkaido.jp/about-kembuchi/%e5%90%9b%e3%81%ae%e6%a4%85%e5%ad%90/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 広報けんぶち |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/about-kembuchi/kouhou/"
"01465","剣淵町","1","200","剣淵町へのアクセス","剣淵町へのアクセス","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/access/"
"01465","剣淵町","1","200","飛行機","飛行機","low","住宅|農業|福祉|子育て|就学","https://www.town.kembuchi.hokkaido.jp/access/%e5%85%ac%e5%85%b1%e4%ba%a4%e9%80%9a%e6%a9%9f%e9%96%a2%e3%83%bb%e3%81%98%e3%82%93%e3%81%98%e3%82%93%e5%8f%b7/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 市街地温泉連絡バス時刻表（令和７年３月15日改正） |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/access/%e5%b8%82%e8%a1%97%e5%9c%b0%e6%b8%a9%e6%b3%89%e9%80%a3%e7%b5%a1%e3%83%90%e3%82%b9%e6%99%82%e5%88%bb%e8%a1%a8/"
"01465","剣淵町","1","200","町有バス【路線バス】路線図について","町有バス【路線バス】路線図について","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/access/%e7%94%ba%e5%96%b6%e3%83%90%e3%82%b9%e6%99%82%e5%88%bb%e8%a1%a8%ef%bc%88%e5%b9%b3%e6%88%9027%e5%b9%b48%e6%9c%8817%e6%97%a5%ef%bc%89/"
"01465","剣淵町","1","200","１ 申請書の提出","１ 申請書の提出","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/access/%e9%81%8b%e8%bb%a2%e5%85%8d%e8%a8%b1%e8%a8%bc%e3%82%92%e8%bf%94%e7%b4%8d%e3%81%97%e3%81%9f%e6%96%b9%e3%81%b8/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 墓地の使用申請書(WORD) |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/download/shiyou-shinsei-3/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 墓地の使用申請書(PDF) |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/download/shiyou-shinsei-4/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 議会について |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/gikai/"
"01465","剣淵町","1","200","議会だより最新号はこちら！！","議会だより最新号はこちら！！","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/gikai/%e8%ad%b0%e4%bc%9a%e3%81%a0%e3%82%88%e3%82%8a/"
"01465","剣淵町","1","200","絵本の里けんぶち町/人・夢・大地 やさしさ奏でる 絵本の里けんぶち - 行政ガイド |","","low","住宅|農業|福祉|子育て","https://www.town.kembuchi.hokkaido.jp/guide/"
"01465","剣淵町","1","200","剣淵町を応援してくださる皆様へ","剣淵町を応援してくださる皆様へ","low","住宅|農業|福祉|子育て|耐震|不妊","https://www.town.kembuchi.hokkaido.jp/guide/gyozaiseijoho/furusato/"
