municipality,priority,rescore,title,anchor,url,snippet
"半田市","strong","50","2026年（令和8年）はんだ市報5月号（NO.1592）｜半田市公式ウェブサイト","2026年（令和8年）はんだ市報5月号（NO.1592）","https://www.city.handa.lg.jp/shisei/koho/1003875/1010936/1011939.html","2026年（令和8年）はんだ市報5月号（NO.1592）｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年"
"半田市","strong","50","地方創生臨時交付金の使途｜半田市公式ウェブサイト","地方創生臨時交付金の使途","https://www.city.handa.lg.jp/shisei/shisaku/1003872.html","地方創生臨時交付金の使途｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活"
"半田市","strong","47","工場等立地促進奨励金｜半田市公式ウェブサイト","工場等立地促進奨励金","https://www.city.handa.lg.jp/jigyosha/ritchi/1005611/1012192.html","工場等立地促進奨励金｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各"
"半田市","strong","46","障がい者向けの助成金・補助金、サービス｜半田市公式ウェブサイト","障がい者向けの助成金・補助金、サービス","https://www.city.handa.lg.jp/kurashi/1009918/1010197.html","障がい者向けの助成金・補助金、サービス｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療"
"半田市","strong","46","いざというときの準備｜半田市公式ウェブサイト","いざというときの準備","https://www.city.handa.lg.jp/kurashi/bousai/1001529/1001530/1001532.html","いざというときの準備｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各"
"半田市","strong","46","半田市の被災地支援状況（令和6年能登半島地震）｜半田市公式ウェブサイト","半田市の被災地支援状況（令和6年能登半島地震）","https://www.city.handa.lg.jp/kurashi/bousai/1001529/1006396.html","半田市の被災地支援状況（令和6年能登半島地震）｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高"
"半田市","strong","46","半田市広域おでかけタクシー制度について｜半田市公式ウェブサイト","半田市広域おでかけタクシー制度について","https://www.city.handa.lg.jp/machi/kotsu/1003175/1010725.html","半田市広域おでかけタクシー制度について｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療"
"半田市","strong","46","使用料・手数料の改定について｜半田市公式ウェブサイト","使用料・手数料の改定について","https://www.city.handa.lg.jp/shisei/1011719/1011221.html","使用料・手数料の改定について｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費"
"半田市","strong","45","【第二次の申込は7月21日（火曜日）から】プレミアム率25％！半田市プレミアムデジタル商品券｜半田市公式ウェブサイト","【第二次の申込は7月21日（火曜日）から】プレミアム率25％！半田市プレミアムデジタル商品券","https://www.city.handa.lg.jp/jigyosha/keizai/1011646.html","【第二次の申込は7月21日（火曜日）から】プレミアム率25％！半田市プレミアムデジタル商品券｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナ"
"半田市","strong","45","出産育児一時金｜半田市公式ウェブサイト","出産育児一時金","https://www.city.handa.lg.jp/kurashi/kenkohoken/1001790/1001797.html","出産育児一時金｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成"
"半田市","strong","43","令和8年度半田市がん検診・結核健診のお知らせ（令和8年5月～令和9年2月）｜半田市公式ウェブサイト","令和8年度半田市がん検診・結核健診のお知らせ（令和8年5月～令和9年2月）","https://www.city.handa.lg.jp/kenko/kenko/1002262/1005510/1002269.html","令和8年度半田市がん検診・結核健診のお知らせ（令和8年5月～令和9年2月）｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国"
"半田市","strong","43","児童手当｜半田市公式ウェブサイト","児童手当","https://www.city.handa.lg.jp/kosodate/kyufu/1002054.html","児童手当｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成金・補"
"半田市","strong","43","【受付終了】物価高対応子育て応援手当｜半田市公式ウェブサイト","【受付終了】物価高対応子育て応援手当","https://www.city.handa.lg.jp/kosodate/kyufu/1010790.html","【受付終了】物価高対応子育て応援手当｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制"
"半田市","strong","43","子育て世代向けの助成金・補助金、サービス｜半田市公式ウェブサイト","子育て世代向けの助成金・補助金、サービス","https://www.city.handa.lg.jp/kurashi/1009918/1010198.html","子育て世代向けの助成金・補助金、サービス｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医"
"半田市","strong","43","防犯カメラ設置費補助金｜半田市公式ウェブサイト","防犯カメラ設置費補助金","https://www.city.handa.lg.jp/kurashi/bousai/1001585/1011062.html","防犯カメラ設置費補助金｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 "
"半田市","strong","43","くらし・手続き｜半田市公式ウェブサイト","くらし・手続き","https://www.city.handa.lg.jp/kurashi/index.html","くらし・手続き｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成"
"半田市","strong","43","令和8年度土地の販売（保留地販売）｜半田市公式ウェブサイト","令和8年度土地の販売（保留地販売）","https://www.city.handa.lg.jp/machi/shigaichi/1003396/1003416/1003422.html","令和8年度土地の販売（保留地販売）｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度"
"半田市","strong","43","市営住宅の入居申込みの条件・手続き｜半田市公式ウェブサイト","市営住宅の入居申込みの条件・手続きをご覧ください。","https://www.city.handa.lg.jp/machi/sumai/1003247/1003255.html","市営住宅の入居申込みの条件・手続き｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度"
"半田市","strong","43","2026年（令和8年）はんだ市報6月号（NO.1593）｜半田市公式ウェブサイト","2026年（令和8年）はんだ市報6月号（NO.1593）","https://www.city.handa.lg.jp/shisei/koho/1003875/1010936/1012050.html","2026年（令和8年）はんだ市報6月号（NO.1593）｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年"
"津島市","strong","41","国民健康保険税の軽減と減免について　津島市公式ホームページ","産前産後期間の国民健康保険税免除制度","https://www.city.tsushima.lg.jp/kurashi/zeikin/kokuho/kokuhokeigengenmen.html","国民健康保険税の軽減と減免について 津島市公式ホームページ 津島市ホームページではJavaScriptを使用しています。JavaScriptの使用を有効にしていない場合は、一部の機能が正確に動作しない恐れがあります。 お手数ですがJavaScriptの使用を有効にしてください。 このページの先頭です このページの本文へ移動 音声読み上げ・文字拡大 Multilingual サイトマップ 防災・防犯 目的別検索 メニュー くらし 子育て・教育 福祉・医療 市の紹介・観光 市政 現在のページ トップページ くらし 税金・年金・国保 国民健康保険 国民健康保険税の軽減と減免について ページID：82"
"半田市","strong","40","自立支援給付（障がい福祉サービス）｜半田市公式ウェブサイト","自立支援給付（障がい福祉サービス）","https://www.city.handa.lg.jp/kenko/fukushi/1002399/1002400/1002405.html","自立支援給付（障がい福祉サービス）｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度"
"半田市","strong","40","窓口での証明書（住民票・戸籍謄本等）の交付申請｜半田市公式ウェブサイト","窓口での証明書（住民票・戸籍謄本等）の交付申請","https://www.city.handa.lg.jp/kurashi/koseki/1001649/1001651.html","窓口での証明書（住民票・戸籍謄本等）の交付申請｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高"
"半田市","strong","40","マイナンバーカードの申請・更新｜半田市公式ウェブサイト","マイナンバーカードの申請・更新","https://www.city.handa.lg.jp/kurashi/my-number/1001689/1001691.html","マイナンバーカードの申請・更新｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消"
"半田市","strong","40","次世代自動車購入費補助金｜半田市公式ウェブサイト","次世代自動車購入費補助金","https://www.city.handa.lg.jp/machi/kankyo/1003019/1006933.html","次世代自動車購入費補助金｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活"
"津島市","strong","40","妊娠・出産　津島市公式ホームページ","妊娠・出産","https://www.city.tsushima.lg.jp/lifeevent/ninshinsyussan.html","妊娠・出産 津島市公式ホームページ 津島市ホームページではJavaScriptを使用しています。JavaScriptの使用を有効にしていない場合は、一部の機能が正確に動作しない恐れがあります。 お手数ですがJavaScriptの使用を有効にしてください。 このページの先頭です このページの本文へ移動 音声読み上げ・文字拡大 Multilingual サイトマップ 防災・防犯 目的別検索 メニュー くらし 子育て・教育 福祉・医療 市の紹介・観光 市政 現在のページ トップページ ライフイベント 妊娠・出産 ページID：354631203 本文ここから 妊娠・出産 最終更新日：2023年12月2"
"半田市","strong","39","健康・医療・福祉｜半田市公式ウェブサイト","健康・医療・福祉","https://www.city.handa.lg.jp/kenko/index.html","健康・医療・福祉｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助"
"半田市","strong","39","2026年（令和8年）はんだ市報3月号（NO.1590）｜半田市公式ウェブサイト","2026年（令和8年）はんだ市報3月号（NO.1590）","https://www.city.handa.lg.jp/shisei/koho/1003875/1010936/1011141.html","2026年（令和8年）はんだ市報3月号（NO.1590）｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年"
"半田市","strong","38","障がいのある方の日常生活用具給付事業｜半田市公式ウェブサイト","障がいのある方の日常生活用具給付事業","https://www.city.handa.lg.jp/kenko/fukushi/1002399/1002400/1002409.html","障がいのある方の日常生活用具給付事業｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制"
"半田市","strong","38","愛知県遺児手当｜半田市公式ウェブサイト","愛知県遺児手当","https://www.city.handa.lg.jp/kosodate/kyufu/1002074.html","愛知県遺児手当｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成"
