slug	organization	status	url	note
okinawa-official-003-013-2026	宮古島市	200	https://www.city.miyakojima.lg.jp/soshiki/shityo/hukushihoken/kodomomirai/oshirase/2019-0618-1838-69.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-014-2026	宮古島市	200	https://www.city.miyakojima.lg.jp/kurashi/kodomo/kosodate/kodomoiryouhijyosei.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-015-2026	宮古島市	200	https://www.city.miyakojima.lg.jp/kurashi/kodomo/jidou/kyouiku.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-016-2026	宮古島市	200	https://www.city.miyakojima.lg.jp/kurashi/kodomo/jidou/hitorioyakateiseikatusien.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-017-2026	宮古島市	200	https://www.city.miyakojima.lg.jp/kurashi/kodomo/jidou/iryou.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-018-2026	宮古島市	200	https://www.city.miyakojima.lg.jp/kurashi/kenkou/hukushi/2023-0406-1142-66.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-019-2026	宮古島市	200	https://www.city.miyakojima.lg.jp/soshiki/shityo/seikatukankyou/kenkou/oshirase/2013-0509-1127-78.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-020-2026	宮古島市	200	https://www.city.miyakojima.lg.jp/soshiki/shityo/seikatukankyou/kenkou/oshirase/2015-0403-1359-77.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-021-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kurashi/jyougesuidou/suidou/1767575847/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-022-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kurashi/zei_hoken_nenkin/kokuho/1658975432/1658908291/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-023-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kosodate/hoiku/1579081793/1579083795/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-024-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kurashi/kenkou_fukushi/1727655191/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-025-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kurashi/jyosei_hojyokin/1579340184/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-026-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kosodate/gakkou_kyouiku/1585466334/1670395360/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-027-2026	南城市	200	https://www.city.nanjo.okinawa.jp/jigyosha/gyogyou/1697505297/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-028-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kurashi/kenkou_fukushi/1578995061/1584900930/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-029-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kurashi/kenkou_fukushi/kenshin/1719886827/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-030-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kurashi/jyosei_hojyokin/1579342053/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-031-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kurashi/jyosei_hojyokin/1680162975/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-032-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kurashi/jyosei_hojyokin/1744681100/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-033-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kosodate/ninshin/1675311491/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-034-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kosodate/kosodate/jyosei/1579082064/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-035-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kosodate/kosodate/jyosei/1584713826/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-036-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kosodate/kosodate/jyosei/1584683031/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-037-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kosodate/kosodate/hitorioyakatei/1646373555/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-038-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kosodate/kosodate/hitorioyakatei/1579083003/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-039-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kosodate/gakkou_kyouiku/1606179539/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-040-2026	南城市	200	https://www.city.nanjo.okinawa.jp/kosodate/gakkou_kyouiku/1585466334/1670313480/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-041-2026	国頭村	200	https://www.vill.kunigami.okinawa.jp/k_hukusi/%e7%89%a9%e4%be%a1%e9%ab%98%e5%af%be%e5%bf%9c%e5%ad%90%e8%82%b2%e3%81%a6%e5%bf%9c%e6%8f%b4%e6%89%8b%e5%bd%93%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-042-2026	国頭村	200	https://www.vill.kunigami.okinawa.jp/k_kikaku/%e5%9b%bd%e9%a0%ad%e6%9d%91%e7%a7%bb%e4%bd%8f%e6%94%af%e6%8f%b4%e9%87%91%e3%81%ae%e3%81%94%e6%a1%88%e5%86%85/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-043-2026	国頭村	200	https://www.vill.kunigami.okinawa.jp/k_jyumin/%e3%80%90%e9%87%8d%e8%a6%81%e3%80%91%e5%9b%bd%e9%a0%ad%e6%9d%91%e7%89%a9%e4%be%a1%e9%ab%98%e9%a8%b0%e9%87%8d%e7%82%b9%e6%94%af%e6%8f%b4%e8%87%a8%e6%99%82%e4%ba%a4%e4%bb%98%e9%87%91%e7%b5%a6%e4%bb%98/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-044-2026	国頭村	200	https://www.vill.kunigami.okinawa.jp/k_jyumin/%e5%9b%bd%e3%81%ae%e9%87%8d%e7%82%b9%e6%94%af%e6%8f%b4%e5%9c%b0%e6%96%b9%e4%ba%a4%e4%bb%98%e9%87%91%e6%b4%bb%e7%94%a8%e4%ba%8b%e6%a5%ad%e5%95%86%e5%93%81%e5%88%b8%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-045-2026	国頭村	200	https://www.vill.kunigami.okinawa.jp/k_soumu/%e4%bb%a4%e5%92%8c%ef%bc%98%e5%b9%b4%e5%ba%a6%e5%9c%b0%e5%9f%9f%e6%b4%bb%e6%80%a7%e5%8c%96%e5%8a%a9%e6%88%90%e4%ba%8b%e6%a5%ad%e5%be%8c%e6%9c%9f%e3%81%ae%e5%85%ac%e5%8b%9f%e3%81%ab%e3%81%a4%e3%81%84/	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-046-2026	大宜味村	200	https://www.vill.ogimi.okinawa.jp/soshiki/jyuumin/gyomu/zeikin/keijidoshazei/1157.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-047-2026	大宜味村	200	https://www.vill.ogimi.okinawa.jp/soshiki/jyuumin/gyomu/zeikin/koteishisanzei/1156.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-048-2026	大宜味村	200	https://www.vill.ogimi.okinawa.jp/soshiki/kosodatesien/gyomu/kosodate/jidouteate/jidouteate/index.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-049-2026	大宜味村	200	https://www.vill.ogimi.okinawa.jp/soshiki/kosodatesien/gyomu/kosodate/1522.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-050-2026	大宜味村	200	https://www.vill.ogimi.okinawa.jp/soshiki/kosodatesien/gyomu/kosodate/hitorioya/1266.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-051-2026	大宜味村	200	https://www.vill.ogimi.okinawa.jp/kosodate_kyoiku/kyoiku_iinkai/981.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-052-2026	大宜味村	200	https://www.vill.ogimi.okinawa.jp/iryo_kenko_fukushi/seikatsu_fukushi/1537.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-053-2026	大宜味村	200	https://www.vill.ogimi.okinawa.jp/kosodate_kyoiku/1488.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-054-2026	東村	200	https://www.vill.higashi.okinawa.jp/kosodate_kyoiku/syussan/1775.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-055-2026	東村	200	https://www.vill.higashi.okinawa.jp/kosodate_kyoiku/siensoudan/2485.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-056-2026	東村	200	https://www.vill.higashi.okinawa.jp/iryo_kenko_fukushi/shogaishafukushi/1001.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-057-2026	東村	200	https://www.vill.higashi.okinawa.jp/higashison_life/live/2188.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-058-2026	東村	200	https://www.vill.higashi.okinawa.jp/kurashi_tetsuzuki/kokuminnenkin/2922.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-059-2026	東村	200	https://www.vill.higashi.okinawa.jp/kosodate_kyoiku/jidofukushi_hitorioyafukushi/3089.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-060-2026	東村	200	https://www.vill.higashi.okinawa.jp/kosodate_kyoiku/siensoudan/2490.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-061-2026	東村	200	https://www.vill.higashi.okinawa.jp/oshirase/2665.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-062-2026	東村	200	https://www.vill.higashi.okinawa.jp/kurashi_tetsuzuki/sumai/577.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-063-2026	東村	200	https://www.vill.higashi.okinawa.jp/kosodate_kyoiku/jidofukushi_hitorioyafukushi/2185.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-064-2026	東村	200	https://www.vill.higashi.okinawa.jp/kosodate_kyoiku/jidofukushi_hitorioyafukushi/714.html	direct-fetch-or-candidate-evidence-retained
okinawa-official-003-065-2026	東村	200	https://www.vill.higashi.okinawa.jp/boshuu/2855.html	direct-fetch-or-candidate-evidence-retained
