municipality,score,title,url
白川町,120,"再生可能エネルギー・薪ストーブ等設置補助金をご活用下さい｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kurashi/sumai/1001774/1001777.html
白川町,105,"12_飲料水兼用耐震性貯水槽｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kurashi/kinkyu/1001798/1002661.html
白川町,105,"町営住宅 様式ダウンロード｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kurashi/sumai/1002407/1001767.html
白川町,105,"町営単独住宅｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kurashi/sumai/1002407/1001771.html
七宗町,100,"令和７年度七宗町定額減税補足給付金（不足額給付分）について | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/fr7so/frzeimu/zyumin250908/
七宗町,100,"令和６年度物価高騰対応重点支援地方創生臨時交付金を活用した事業について | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/fr7so/frzeimu/zyumin250801/
七宗町,100,"令和6年度「定額減税しきれないと見込まれる方」への給付金（「調整給付金」）のご案内 | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/fr7so/frzyumin/%e4%bb%a4%e5%92%8c6%e5%b9%b4%e5%ba%a6%e3%80%8c%e5%ae%9a%e9%a1%8d%e6%b8%9b%e7%a8%8e%e3%81%97%e3%81%8d%e3%82%8c%e3%81%aa%e3%81%84%e3%81%a8%e8%a6%8b%e8%be%bc%e3%81%be%e3%82%8c%e3%82%8b%e6%96%b9%e3%80%8d/
七宗町,100,"一部負担金の減免および徴収猶予について | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/fpage/pzeimu/%e4%b8%80%e9%83%a8%e8%b2%a0%e6%8b%85%e9%87%91%e3%81%ae%e6%b8%9b%e5%85%8d%e3%81%8a%e3%82%88%e3%81%b3%e5%be%b4%e5%8f%8e%e7%8c%b6%e4%ba%88%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6/
七宗町,85,"振り込め詐欺や架空請求にご注意ください！ | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/fpage/life/life200210/
七宗町,85,"資格取得助成金の支給について | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/fpage/life/life190318/
七宗町,85,"住民税非課税世帯に対する臨時特別給付金（７万円）について | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/fr7so/frzyumin/koken240401/
白川町,85,"出生届｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kurashi/todokede/1001694/1001695.html
白川町,80,"高校生通学支援事業（JR定期券補助）｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kosodate_kyouiku/gakkou/1001912/1002675/index.html
白川町,80,"小中学校児童生徒遠距離通学費補助金｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kosodate_kyouiku/gakkou/1001912/1002695/index.html
白川町,80,"白川町通学支援補助金｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kosodate_kyouiku/gakkou/1001912/1002882/index.html
七宗町,70,"災害被災者に対する県税の減免等に関するお知らせ | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/fr7so/frzeimu/%e7%81%bd%e5%ae%b3%e8%a2%ab%e7%81%bd%e8%80%85%e3%81%ab%e5%af%be%e3%81%99%e3%82%8b%e7%9c%8c%e7%a8%8e%e3%81%ae%e6%b8%9b%e5%85%8d%e7%ad%89%e3%81%ab%e9%96%a2%e3%81%99%e3%82%8b%e3%81%8a%e7%9f%a5%e3%82%89/
川辺町,60,"子育て支援センター &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=997
川辺町,60,"飛騨川ダム湖の愛称大募集！ &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?p=62913
川辺町,60,"【事業者様向け】「副業・兼業人材活用事業支援補助金」のご案内 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?p=52295
川辺町,60,"トレーニング機器体験会・講習会について &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=21484
川辺町,60,"川辺町工場等用地バンクについて &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=26294
川辺町,60,"『川辺町子育て世帯定住促進助成金』制度のご案内 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=47302
川辺町,60,"川辺町農地防護柵設置事業補助金について &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=41953
川辺町,60,"合併処理浄化槽の補助金制度 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1557
川辺町,60,"個人住民税の定額減税について &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?p=51869
川辺町,60,"軽自動車税納税証明書（車検用）について &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=36068
川辺町,60,"軽自動車税の税額表 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1468
川辺町,60,"福祉医療費助成制度の受け方 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1602
川辺町,60,"各種証明と手数料 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1057
川辺町,60,"川辺町健康づくりポイント事業について &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=42644
川辺町,60,"国民健康保険 人間ドック・脳ドック &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1316
七宗町,60,"移住・定住 | TOP | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/top/kanko/settled/
七宗町,60,"国民健康保険税 | TOP | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/top/life/zei/tax/kokuho/
七宗町,60,"後期高齢者医療保険料 | TOP | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/top/life/zei/insura/%e5%be%8c%e6%9c%9f%e9%ab%98%e9%bd%a2%e8%80%85%e5%8c%bb%e7%99%82%e4%bf%9d%e9%99%ba%e6%96%99%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6/
八百津町,60,"くらしの情報/八百津町",https://www.town.yaotsu.lg.jp/1000.htm
八百津町,60,"上下水道/八百津町",https://www.town.yaotsu.lg.jp/1048.htm
八百津町,60,"障がい者支援/八百津町",https://www.town.yaotsu.lg.jp/1056.htm
八百津町,60,"マス釣り・つかみ取り開催に伴う注意事項/八百津町",https://www.town.yaotsu.lg.jp/item/12429.htm
八百津町,60,"マンホールカード配布情報/八百津町",https://www.town.yaotsu.lg.jp/item/12899.htm
八百津町,60,"令和8年度 地域おこし協力隊募集中/八百津町",https://www.town.yaotsu.lg.jp/item/9283.htm
八百津町,60,"町内の公園にキッチンカーが出店します!/八百津町",https://www.town.yaotsu.lg.jp/item/12835.htm
八百津町,60,"令和9年八百津町二十歳の集い実行委員を募集します/八百津町",https://www.town.yaotsu.lg.jp/item/12826.htm
八百津町,60,"公園に出店するキッチンカーの募集について/八百津町",https://www.town.yaotsu.lg.jp/item/12770.htm
八百津町,60,"草刈りサポーターを募集しています！/八百津町",https://www.town.yaotsu.lg.jp/item/12229.htm
八百津町,60,"休日の診療/八百津町",https://www.town.yaotsu.lg.jp/1372.htm
八百津町,60,"申請書等ダウンロード/八百津町",https://www.town.yaotsu.lg.jp/download/
八百津町,60,"ハヤブサ・ミュージアム/八百津町",https://www.town.yaotsu.lg.jp/7090.htm
八百津町,60,"電話リレーサービス（手話リンク）/八百津町",https://www.town.yaotsu.lg.jp/7459.htm
八百津町,60,"母子健康手帳/八百津町",https://www.town.yaotsu.lg.jp/1348.htm
八百津町,60,"出生届/八百津町",https://www.town.yaotsu.lg.jp/1256.htm
八百津町,60,"国民健康保険に係る各種届出/八百津町",https://www.town.yaotsu.lg.jp/1316.htm
八百津町,60,"金銭的支援/八百津町",https://www.town.yaotsu.lg.jp/2206.htm
八百津町,60,"病児保育のご案内/八百津町",https://www.town.yaotsu.lg.jp/6387.htm
八百津町,60,"八百津町子育てパンフレット/八百津町",https://www.town.yaotsu.lg.jp/7232.htm
八百津町,60,"結婚される方へ/八百津町",https://www.town.yaotsu.lg.jp/3333.htm
八百津町,60,"離婚される方へ/八百津町",https://www.town.yaotsu.lg.jp/3334.htm
八百津町,60,"勤労者生活資金融資/八百津町",https://www.town.yaotsu.lg.jp/1453.htm
白川町,60,"妊娠・出産｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kosodate_kyouiku/kosodate/1001868/1001869.html
白川町,60,"防災士養成講座｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kurashi/kinkyu/1003253/1003057.html
白川町,60,"04_自主防災活動補助金｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kurashi/kinkyu/1001798/1001806.html
白川町,60,"09_防災士資格取得補助金制度｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kurashi/kinkyu/1001798/1001805.html
東白川村,60,"ペット | くらしのガイド | 東白川村役場",https://www.vill.higashishirakawa.gifu.jp/kurashi/pet/
東白川村,60,"小児救急相談 | 医療 | くらしのガイド | 東白川村役場",https://www.vill.higashishirakawa.gifu.jp/kurashi/iryou/syouni/
川辺町,50,"高額療養費 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1314
七宗町,50,"過疎地域における固定資産税の課税免除について | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/fpage/pzeimu/%e9%81%8e%e7%96%8e%e5%9c%b0%e5%9f%9f%e3%81%ab%e3%81%8a%e3%81%91%e3%82%8b%e5%9b%ba%e5%ae%9a%e8%b3%87%e7%94%a3%e7%a8%8e%e3%81%ae%e8%aa%b2%e7%a8%8e%e5%85%8d%e9%99%a4%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6/
川辺町,45,"暮らしのできごと &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=248&scine=7&disp=%E5%8A%A9%E6%88%90%E3%83%BB%E6%89%8B%E5%BD%93
川辺町,45,"やすらぎの家 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=985
川辺町,45,"KAWABE MOUNTAIN FES.FUMOTO 2026 開催のお知らせ &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?p=61774
川辺町,45,"「立川志らく独演会」チケット販売状況・駐車場について &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?p=59732
川辺町,45,"「立川志らく独演会」の開催について（川辺町芸術劇場） &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?p=58966
川辺町,45,"『つながるカフェ』を開催します &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?p=62721
川辺町,45,"申請書ダウンロード &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=25829
川辺町,45,"オンライン申請ができる行政手続き一覧 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=46531
川辺町,45,"川辺町のオープンデータの取り組みについて &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=23205
川辺町,45,"「守りたい加茂の豊かな自然」 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=48280
川辺町,45,"環境（ごみ・犬猫・公害等） &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=33137
川辺町,45,"ごみの屋外焼却について &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=6956
川辺町,45,"公共下水道の使用料 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1545
川辺町,45,"上水道の使用料 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1480
川辺町,45,"犬の登録と狂犬病予防 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1362
川辺町,45,"戸籍・住民票・転出証明書等の郵便請求 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1063
川辺町,45,"帳簿の縦覧 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1451
川辺町,45,"法人町民税均等割額税率表（川辺町税条例第24条第2項） &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1411
川辺町,45,"均等割と所得割 【個人町県民税】 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1376
川辺町,45,"心配ごと相談 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1596
川辺町,45,"入院時食事療養費の支給 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1320
七宗町,45,"役場（組織図） | TOP | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/top/gyosei/yakuba/
七宗町,45,"総務課から | TOP | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/top/notification/somu/
八百津町,45,"死亡・相続/八百津町",https://www.town.yaotsu.lg.jp/1013.htm
八百津町,45,"国民健康保険・後期高齢者医療/八百津町",https://www.town.yaotsu.lg.jp/1046.htm
八百津町,45,"金銭的支援/八百津町",https://www.town.yaotsu.lg.jp/2243.htm
八百津町,45,"金銭的支援/八百津町",https://www.town.yaotsu.lg.jp/3446.htm
八百津町,45,"各種手当などに関する手続き/八百津町",https://www.town.yaotsu.lg.jp/3511.htm
八百津町,45,"相続に関する手続き/八百津町",https://www.town.yaotsu.lg.jp/3512.htm
白川町,45,"税金｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kurashi/zei/index.html
白川町,45,"障がい者福祉｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kenkou_fukushi/shougaisha/index.html
白川町,45,"各種申請様式（事業者向け）｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kankou/shinsei_jigyousha/index.html
白川町,45,"行政視察｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/chousei/1003129.html
白川町,45,"保育園｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kosodate_kyouiku/kosodate/1001872/index.html
白川町,45,"企業・起業・雇用支援｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kankou/koyou_roudou/1002037/index.html
白川町,45,"建築大工訓練校 訓練生募集｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kankou/koyou_roudou/1002020.html
白川町,45,"社会保障・税番号制度（マイナンバー制度）｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kurashi/todokede/1001714/1001715.html
東白川村,45,"情報公開 | 村政情報 | 東白川村役場",https://www.vill.higashishirakawa.gifu.jp/sonsei/koukai/
東白川村,45,"東白川村国保診療所 | 医療 | くらしのガイド | 東白川村役場",https://www.vill.higashishirakawa.gifu.jp/kurashi/iryou/shinryoujo/
東白川村,45,"休日の困ったときの相談窓口 | 医療 | くらしのガイド | 東白川村役場",https://www.vill.higashishirakawa.gifu.jp/kurashi/iryou/kyuujitsu/
東白川村,45,"統計 | 情報公開 | 村政情報 | 東白川村役場",https://www.vill.higashishirakawa.gifu.jp/sonsei/koukai/toukei/
東白川村,45,"個人情報保護について | 情報公開 | 村政情報 | 東白川村役場",https://www.vill.higashishirakawa.gifu.jp/sonsei/koukai/privacy/
東白川村,45,"災害見舞金等 | 防災 | 防災・安全 | 東白川村役場",https://www.vill.higashishirakawa.gifu.jp/anzen/bousai/saigai/
東白川村,45,"広報アーカイブス 2004年(平成16年) 1月〜12月(511号〜522号) | 広報アーカイブス | 村の話題 | 東白川について | 東白川村役場",https://www.vill.higashishirakawa.gifu.jp/syoukai/wadai/old/2004/
川辺町,40,"児童館 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=993
川辺町,40,"川辺町の概要 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=357
川辺町,40,"「いい部屋ネット住み続けたい街ランキング 2025」で『東海エリア第１位』となりました！ &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?p=59608
川辺町,40,"各種健康診査 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1268
川辺町,40,"夏のリコチャレ２０２６～理工系のお仕事体感しよう！～ &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?p=62969
川辺町,40,"KAWABE MOUNTAIN FES.FUMOTO 2026 川辺町内 出演者・屋外出店者の募集について &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?p=61782
川辺町,40,"二十歳を祝う会 実行委員募集 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?p=61650
川辺町,40,"令和８年度「認知症予防教室」を開催します &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?p=62054
川辺町,40,"川辺町企業版ふるさと納税（地方創生応援税制） &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=42234
川辺町,40,"パブリックコメント（町民意見募集） &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=3736
川辺町,40,"「いい部屋ネット住み続けたい街ランキング 2025」で『東海エリア第１位』となりました！ &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=59667
川辺町,40,"献血 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1297
川辺町,40,"認可地縁団体について &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=16707
川辺町,40,"防犯活動団体に対する防犯器材の支給について &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=3811
川辺町,40,"小型特殊自動車等をお持ちの方へ &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?p=42569
川辺町,40,"太陽光発電設備に係る固定資産税（償却資産）の申告について &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=13754
川辺町,40,"身体障がい者等に対する軽自動車税の減免について &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1472
川辺町,40,"軽自動車税の納税義務者と課税基準 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1470
川辺町,40,"台帳の閲覧 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1454
川辺町,40,"土地の固定資産税 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1423
川辺町,40,"納税義務者（課税されない人） 【個人町県民税】 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1386
川辺町,40,"納税の方法 【個人町県民税】 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1379
川辺町,40,"母子家庭等医療費助成制度 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1607
川辺町,40,"乳幼児等医療費助成制度について &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1604
川辺町,40,"重度心身障がい者医療費助成制度について &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1600
川辺町,40,"父子家庭等医療費助成制度 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1609
川辺町,40,"特別障害者手当・障害児福祉手当 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1590
川辺町,40,"特別児童扶養手当 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1588
川辺町,40,"福祉医療費受給者証が新しくなります &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?p=60109
川辺町,40,"予防接種 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1281
川辺町,40,"骨活の大切さ &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=55489
川辺町,40,"川辺町がん患者医療用補正具購入費助成事業のご案内 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=30311
川辺町,40,"出産育児一時金・葬祭費 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1318
川辺町,40,"家庭訪問 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1295
川辺町,40,"健康相談 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=1293
七宗町,40,"税金・保険 | TOP | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/top/life/zei/
七宗町,40,"申請書ダウンロード | TOP | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/top/download/
七宗町,40,"町営住宅入居者募集について | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/fr7so/frdoboku/build260512/
七宗町,40,"産業建設課から | TOP | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/top/notification/doboku/
七宗町,40,"健康福祉課から | TOP | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/top/notification/fukusi/
七宗町,40,"税金・保険 | TOP | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/top/life/zei/
八百津町,40,"心のピース～Peace is led by our pieces of mind～/八百津町",https://www.town.yaotsu.lg.jp/7110.htm
八百津町,40,"手続き方法のご案内/八百津町",https://www.town.yaotsu.lg.jp/4458.htm
東白川村,40,"被災者支援 | 防災 | 防災・安全 | 東白川村役場",https://www.vill.higashishirakawa.gifu.jp/anzen/bousai/shien/
七宗町,35,"町県民税申告受付及び確定申告受付日程表 | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/fr7so/frzyumin/zei241122/
七宗町,35,"マイナンバーカードの保険証利用登録 | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/fpage/pzeimu/myn250801/
白川町,35,"産後ケア事業｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kosodate_kyouiku/kosodate/1001868/1001870.html
白川町,35,"勤労者生活資金融資制度｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kankou/koyou_roudou/1002878.html
白川町,35,"成年被後見人の印鑑登録について｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kurashi/todokede/1001704/1002395.html
白川町,35,"公営住宅｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kurashi/sumai/1002407/1001769.html
川辺町,30,"空き家TOP &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=16351
七宗町,30,"令和8年度高齢者帯状疱疹予防接種費用助成について | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/fr7so/kenfuku/kenfuku1/fukusi251001/
七宗町,30,"高齢者肺炎球菌予防接種費助成について | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/fpage/kaigo/medical240621/
七宗町,30,"新型コロナウイルス感染症の影響により町税・各種料金の納付が困難な方にお知らせ | 七宗町公式ウエブサイト ( official site)",https://www.hichiso.jp/fr7so/frzeimu/zei200403/
白川町,30,"子育て｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kosodate_kyouiku/kosodate/index.html
白川町,30,"学校・教育｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kosodate_kyouiku/gakkou/index.html
白川町,30,"福祉・介護｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kenkou_fukushi/kaigohoken/index.html
白川町,30,"医療｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/kenkou_fukushi/iryou/index.html
白川町,30,"スポーツ｜白川町公式ウェブサイト",https://www.town.shirakawa.lg.jp/shougaigakushu_sports/sports/index.html
川辺町,25,"川辺町ホームページ &#8211; 岐阜県加茂郡川辺町",https://www.kawabe-gifu.jp/
川辺町,25,"暮らしのできごとから探す（一覧） &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=283
川辺町,25,"暮らしのできごと &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=248&scine=3&disp=%E7%94%9F%E6%B4%BB%E3%83%BB%E4%BD%8F%E3%81%BE%E3%81%84
川辺町,25,"暮らしのできごと &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=248&scine=8&disp=%E6%88%B8%E7%B1%8D
川辺町,25,"暮らしのできごと &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=248&scine=10&disp=%E7%A8%8E%E9%87%91
川辺町,25,"暮らしのできごと &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=248&scine=4&disp=%E5%B1%8A%E5%87%BA%E3%83%BB%E8%A8%BC%E6%98%8E
川辺町,25,"暮らしのできごと &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=248&scine=9&disp=%E5%81%A5%E5%BA%B7%E3%83%BB%E5%8C%BB%E7%99%82
川辺町,25,"暮らしのできごと &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=248&scine=6&disp=%E5%87%BA%E7%94%A3%E3%83%BB%E8%82%B2%E5%85%90
川辺町,25,"暮らしのできごと &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=248&scine=12&disp=%E7%A6%8F%E7%A5%89%E3%83%BB%E9%9A%9C%E3%81%8C%E3%81%84
川辺町,25,"暮らしのできごと &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=248&scine=11&disp=%E9%AB%98%E9%BD%A2%E8%80%85%E3%83%BB%E4%BB%8B%E8%AD%B7
川辺町,25,"暮らしのできごと &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=248&scine=13&disp=%E9%98%B2%E7%81%BD%E3%83%BB%E9%98%B2%E7%8A%AF
川辺町,25,"組織・各課 &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=596
川辺町,25,"担当する組織・各課から探す &#8211; 川辺町ホームページ",https://www.kawabe-gifu.jp/?page_id=827&sosiki=soumu
