organization	title	url	fallbackEvidence
北谷町	母子及び父子家庭等医療費助成事業	https://www.chatan.jp/kosodate/kosodate/teate_support/boshi_fushi.files/R080401chirashi.pdf	北谷町の母子及び父子家庭等医療費助成事業。各医療保険診療にかかる自己負担分から一部負担金を引いた額を助成。対象児童は18歳に達した日の属する年度末まで、障がいがある場合は20歳に達した日の属する月末まで。申請方法等は北谷町ホームページ案内。
読谷村	重度心身障害者（重度心身障害児）医療費助成について	https://www.vill.yomitan.okinawa.jp/kosodate_kyoiku/jidofukushi/3774.html	重度心身障害者（重度心身障害児）医療費助成について／沖縄県読谷村 スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go PC版で見る 閉じる 現在のページ ホーム 子育て・教育 児童福祉・ひとり親福祉 重度心身障害者（重度心身障害児）医療費助成について 重度心身障害者（重度心身障害児）医療費助成について 更新日：2023年04月
北中城村	認可外保育施設等を利用している方へ（幼児教育・保育の無償化）	https://www.vill.kitanakagusuku.lg.jp/bamen/nyuennyugaku/1665.html	認可外保育施設等を利用している方へ（幼児教育・保育の無償化）／北中城村 本文へ 文字サイズ 背景色変更 アクセス ホーム 暮らしの情報 北中城村について 村政 観光案内 子育て・教育 手続き検索ナビ キーワードで探す よく検索されるキーワード 水道基本料金の全額免除について 下水道使用料改定のお知らせ 水道料金改定のお知らせ 現在の位置 北中城村ホームページ 場面別で探す 入園・入学 認可外保育施設等を利用している方へ（幼児教育・保育の無償化） 認可外保育施設等を利用している方へ（幼児教育・保育の無償化） 更新日：2026年02月04日 令和元年10月より始まった幼児教育・保育の無償化において、認可外保育施設等を利用している方が無償化の対象となるためには、 お住まいの市町村から「保育の必要性の認定」を受ける必要
北中城村	障害児福祉手当・特別障害者手当制度について	https://www.vill.kitanakagusuku.lg.jp/kakuka/fukushi/shakai/1495.html	障害児福祉手当・特別障害者手当制度について／北中城村 本文へ 文字サイズ 背景色変更 アクセス ホーム 暮らしの情報 北中城村について 村政 観光案内 子育て・教育 手続き検索ナビ キーワードで探す よく検索されるキーワード 水道基本料金の全額免除について 下水道使用料改定のお知らせ 水道料金改定のお知らせ 現在の位置 北中城村ホームページ 各課の案内 福祉課 社会福祉係 障害児福祉手当・特別障害者手当制度について 障害児福祉手当・特別障害者手当制度について 更新日：2026年02月20日 沖縄県では、精神または身体の重度障害のため、常時特別の介護を必要としている方の負担を軽減するため、在宅の重度障害児（者）に対して、障害児福祉手当・特別障害者手当を支給しています。 支給対象 障害児福祉手当 精神または身体に重
北中城村	令和8年度 就学援助制度(要保護・準要保護)について	https://www.vill.kitanakagusuku.lg.jp/kakuka/iinkai/kyouiku/teate/274.html	令和8年度 就学援助制度(要保護・準要保護)について／北中城村 本文へ 文字サイズ 背景色変更 アクセス ホーム 暮らしの情報 北中城村について 村政 観光案内 子育て・教育 手続き検索ナビ キーワードで探す よく検索されるキーワード 水道基本料金の全額免除について 下水道使用料改定のお知らせ 水道料金改定のお知らせ 現在の位置 北中城村ホームページ 各課の案内 北中城村教育委員会 教育総務課 総務係 手当・助成 令和8年度 就学援助制度(要保護・準要保護)について 令和8年度 就学援助制度(要保護・準要保護)について 更新日：2026年02月20日 北中城村では、経済的理由により就学が困難と認められる児童・生徒の保護者に対して、学用品費や給食費、修学旅行費などの費用の一部を援助する「就学援助制度」を実施してい
北中城村	北中城村学校給食費補助金交付事業	https://www.vill.kitanakagusuku.lg.jp/kakuka/iinkai/kyusyoku/1471.html	北中城村学校給食費補助金交付事業／北中城村 本文へ 文字サイズ 背景色変更 アクセス ホーム 暮らしの情報 北中城村について 村政 観光案内 子育て・教育 手続き検索ナビ キーワードで探す よく検索されるキーワード 水道基本料金の全額免除について 下水道使用料改定のお知らせ 水道料金改定のお知らせ 現在の位置 北中城村ホームページ 各課の案内 北中城村教育委員会 北中城村 学校給食共同調理場 北中城村学校給食費補助金交付事業 北中城村学校給食費補助金交付事業 更新日：2024年04月30日 今年度の北中城村学校給食費補助金交付事業については、保護者の手続きの軽減（個別申請を不要に）、学校及び役場での事務作業の軽減を目的に、補助金交付要綱を改正し、補助金の交付の方法を見直しております。 （国など、その他の公的補助
北中城村	北中城村児童生徒の人材育成に関する県外派遣費用補助金について	https://www.vill.kitanakagusuku.lg.jp/kakuka/iinkai/shogai/shakai/3677.html	北中城村児童生徒の人材育成に関する県外派遣費用補助金について／北中城村 本文へ 文字サイズ 背景色変更 アクセス ホーム 暮らしの情報 北中城村について 村政 観光案内 子育て・教育 手続き検索ナビ キーワードで探す よく検索されるキーワード 水道基本料金の全額免除について 下水道使用料改定のお知らせ 水道料金改定のお知らせ 現在の位置 北中城村ホームページ 各課の案内 北中城村教育委員会 生涯学習課 社会教育係 北中城村児童生徒の人材育成に関する県外派遣費用補助金について 北中城村児童生徒の人材育成に関する県外派遣費用補助金について 更新日：2023年06月19日 村内在住の小・中学生を対象に、運動競技や文化活動等（学校部活動を除く）の離島大会・県外大会にかかる航空運賃を補助します。要件等詳細や様式等について
北中城村	特別児童扶養手当	https://www.vill.kitanakagusuku.lg.jp/kakuka/kodomo/jidou/teate/344.html	特別児童扶養手当／北中城村 本文へ 文字サイズ 背景色変更 アクセス ホーム 暮らしの情報 北中城村について 村政 観光案内 子育て・教育 手続き検索ナビ キーワードで探す よく検索されるキーワード 水道基本料金の全額免除について 下水道使用料改定のお知らせ 水道料金改定のお知らせ 現在の位置 北中城村ホームページ 各課の案内 こども未来課 子育て支援係 手当・助成 特別児童扶養手当 特別児童扶養手当 更新日：2026年04月01日 1．特別児童扶養手当とは 20歳未満の身体や精神に障害がある児童を養育する父母又は養育者に対し、児童の福祉の増進を図ることを目的として支給される手当です。 2．受給資格者 20歳未満で、法令に定める程度の障害の状態にある児童を養育する父母または養育者。 ただし、次の場合を除く 対象
北中城村	物価高対応子育て応援手当について	https://www.vill.kitanakagusuku.lg.jp/kakuka/kodomo/jidou/teate/4579.html	物価高対応子育て応援手当について／北中城村 本文へ 文字サイズ 背景色変更 アクセス ホーム 暮らしの情報 北中城村について 村政 観光案内 子育て・教育 手続き検索ナビ キーワードで探す よく検索されるキーワード 水道基本料金の全額免除について 下水道使用料改定のお知らせ 水道料金改定のお知らせ 現在の位置 北中城村ホームページ 各課の案内 こども未来課 子育て支援係 手当・助成 物価高対応子育て応援手当について 物価高対応子育て応援手当について 更新日：2026年01月30日 支給額 対象児童 支給対象者 申請方法 申請書 支給日・申請期限 「物価高対応子育て応援手当」に関する “振り込め詐欺”や“個人情報の詐取”にご注意ください。 制度についての問い合わせ先 物価高の影響が長期化し、その影響が様々な人々に
北中城村	母子及び父子家庭等医療費助成事業	https://www.vill.kitanakagusuku.lg.jp/kakuka/kodomo/jidou/teate/SingleParentFamilySupport/343.html	母子及び父子家庭等医療費助成事業／北中城村 本文へ 文字サイズ 背景色変更 アクセス ホーム 暮らしの情報 北中城村について 村政 観光案内 子育て・教育 手続き検索ナビ キーワードで探す よく検索されるキーワード 水道基本料金の全額免除について 下水道使用料改定のお知らせ 水道料金改定のお知らせ 現在の位置 北中城村ホームページ 各課の案内 こども未来課 子育て支援係 手当・助成 母子・父子家庭等への各種助成制度 母子及び父子家庭等医療費助成事業 母子及び父子家庭等医療費助成事業 更新日：2024年10月01日 事業の目的 対象者 助成の範囲 申請方法 受給者証の有効期限 届出について 給付の方法 一部負担金 所得制限 事業の目的 母子及び父子家庭等に対し、医療費の一部を助成することにより生活の安定と自立を支
北中城村	児童扶養手当	https://www.vill.kitanakagusuku.lg.jp/kakuka/kodomo/jidou/teate/SingleParentFamilySupport/2488.html	児童扶養手当／北中城村 本文へ 文字サイズ 背景色変更 アクセス ホーム 暮らしの情報 北中城村について 村政 観光案内 子育て・教育 手続き検索ナビ キーワードで探す よく検索されるキーワード 水道基本料金の全額免除について 下水道使用料改定のお知らせ 水道料金改定のお知らせ 現在の位置 北中城村ホームページ 各課の案内 こども未来課 子育て支援係 手当・助成 母子・父子家庭等への各種助成制度 児童扶養手当 児童扶養手当 更新日：2026年04月01日 児童扶養手当とは 受給資格者 手当の支払い 手当の額（月額） 所得制限限度額 現況届 児童扶養手当の一部支給停止措置について 児童扶養手当とは 父母の離婚等により、父（母）と生活を共にできない児童の母（父）や父母にかわって児童を養育している人に対し、児童の福祉
北中城村	児童手当について	https://www.vill.kitanakagusuku.lg.jp/kakuka/kodomo/jidou/teate/children_allowance/201.html	児童手当について／北中城村 本文へ 文字サイズ 背景色変更 アクセス ホーム 暮らしの情報 北中城村について 村政 観光案内 子育て・教育 手続き検索ナビ キーワードで探す よく検索されるキーワード 水道基本料金の全額免除について 下水道使用料改定のお知らせ 水道料金改定のお知らせ 現在の位置 北中城村ホームページ 各課の案内 こども未来課 子育て支援係 手当・助成 児童手当 児童手当について 児童手当について 更新日：2024年11月18日 支給対象 支給額 支払時期 支給要件 認定請求手続き 児童手当関係届出・手続一覧 児童手当は、父母その他の保護者が子育てについての第一義的責任を有するという基本的認識の下に、家庭等における生活の安定に寄与するとともに、次代の社会を担う児童の健やかな成長に資することを目的と
読谷村	令和8年度【児童扶養手当・母子及び父子家庭等医療費助成】現況届の提出について	https://www.vill.yomitan.okinawa.jp/kodomonotobira/5411.html	令和8年度【児童扶養手当・母子及び父子家庭等医療費助成】現況届の提出について／沖縄県読谷村 スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go PC版で見る 閉じる 現在のページ ホーム こどものトビラ 令和8年度【児童扶養手当・母子及び父子家庭等医療費助成】現況届の提出について 令和8年度【児童扶養手当・母子及び父子家庭等医
読谷村	令和8年度【特別児童扶養手当】所得状況届の提出について	https://www.vill.yomitan.okinawa.jp/kodomonotobira/5409.html	令和8年度【特別児童扶養手当】所得状況届の提出について／沖縄県読谷村 スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go PC版で見る 閉じる 現在のページ ホーム こどものトビラ 令和8年度【特別児童扶養手当】所得状況届の提出について 令和8年度【特別児童扶養手当】所得状況届の提出について 更新日：2026年07月16日 特
読谷村	児童扶養手当及び特別児童扶養手当に関すること	https://www.vill.yomitan.okinawa.jp/kosodate_kyoiku/teate_kosodate/3493.html	児童扶養手当及び特別児童扶養手当に関すること／沖縄県読谷村 スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go PC版で見る 閉じる 現在のページ ホーム 子育て・教育 子育て手当・奨学金等 児童扶養手当及び特別児童扶養手当に関すること 児童扶養手当及び特別児童扶養手当に関すること 更新日：2025年04月04日 児童扶養手当
読谷村	母子（寡婦）福祉資金貸付	https://www.vill.yomitan.okinawa.jp/iryo_kenko_fukushi/seikatsu_fukushi/3497.html	母子（寡婦）福祉資金貸付／沖縄県読谷村 スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go PC版で見る 閉じる 現在のページ ホーム 医療・健康・福祉 生活福祉 母子（寡婦）福祉資金貸付 母子（寡婦）福祉資金貸付 更新日：2023年04月18日 母子家庭の母子（配偶者のない女子で現に児童を扶養している方）または、寡婦（かつて
伊江村	介護用車両購入費等補助金制度について	https://www.iejima.org/document/2015070800045/	介護用車両購入費等補助金制度について | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 分野 > くらし・手続き > 介護保険 TOP > カテゴリ > ライフイベント > 高齢者・介護 読み上げる 介護用車両購入費等補助金制度について 公開日 2025年10月08日 高齢者や体に障害のある方を介護する家族の負担軽減や、外出等を支援する目的で補助金を給付します。 対象となる者 伊江村内に居住し、自力で移動することが困難な状態の方で、下記の①～③に該当する者 ① 下肢または体
読谷村	ひとり親家庭等認可外保育施設利用料補助金事業	https://www.vill.yomitan.okinawa.jp/kodomonotobira/5781.html	ひとり親家庭等認可外保育施設利用料補助金事業／沖縄県読谷村 スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go PC版で見る 閉じる 現在のページ ホーム こどものトビラ ひとり親家庭等認可外保育施設利用料補助金事業 ひとり親家庭等認可外保育施設利用料補助金事業 更新日：2026年05月20日 認可保育所に空きがない等の理由に
読谷村	読谷村育英会（奨学金制度）について	https://www.vill.yomitan.okinawa.jp/kosodate_kyoiku/teate_kosodate/3661.html	読谷村育英会（奨学金制度）について／沖縄県読谷村 スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go PC版で見る 閉じる 現在のページ ホーム 子育て・教育 子育て手当・奨学金等 読谷村育英会（奨学金制度）について 読谷村育英会（奨学金制度）について 更新日：2024年10月03日 学資の貸費について 読谷村育英会では、大学
伊江村	村県民税の減免について	https://www.iejima.org/document/2026071000013/	村県民税の減免について | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 分野 > くらし・手続き > 税金 > 村県民税 読み上げる 村県民税の減免について 公開日 2026年07月10日 村県民税は、前年中の所得に基づいて課税される税金です。 ただし、生活保護を受けている場合や、病気・失業・災害など特別な事情により納付が著しく困難となった場合は、 申請により村県民税が減免される場合があります。 減免は、申請内容や生活状況、所得状況などを確認したうえで決定します。 申請す
