municipality,score,hits,title,h1,url,snippet
"玉城町","30","制度語|金額|対象|受付","結婚新生活支援事業補助金 ｜ 玉城町","結婚新生活支援事業補助金","https://kizuna.town.tamaki.mie.jp/kurashi/ijyuteijyu/2026-0709-0825-11.html","結婚新生活支援事業補助金 ｜ 玉城町 メニューをスキップします Foreign Languages 文字サイズ変更： 配色変更： くらし･手続き 各種証明書・手続き くらしの相談 元気バス ゴミ・環境 上下水道 税金 建設・建築 マイナンバー ペット 自治区 移住・定住 防災･防犯 災害 救急・救命 火災・防火 防災 防犯 交通安全 国民保護 耐震 健康･福祉 健康・医療 保険・年金 社会福祉協議会 高齢者福祉 障がい者福祉 休日・夜間診療所 子育て･教育 子育て 保育・教育・健全育成 産業･ビジネス 入札情報 農林業 商工業 就労支援 観光･文化･スポーツ 文化・芸術 観光 スポーツ・生涯学習 図書室 公園 町政情報 計画・行革・財政・統計 男女共同参画 施設案内 玉城町例規集 広報・広聴 選挙・議会 玉城町の紹介 個人情報保護・情報公開制度 リンク オンライン申請 Foreign Languages ホーム > くらし・手続き > 移住・定住 > 結婚新生活支援事業補助金 結婚新生活支援事業補助金 新婚夫婦の新居の住居費・リフォーム費用・引越費用の補助を行います。 対象となる夫婦 "
"玉城町","30","制度語|金額|対象|受付","空家対策事業補助金について ｜ 玉城町","空家対策事業補助金について","https://kizuna.town.tamaki.mie.jp/kurashi/ijyuteijyu/akiyahojo.html","空家対策事業補助金について ｜ 玉城町 メニューをスキップします Foreign Languages 文字サイズ変更： 配色変更： くらし･手続き 各種証明書・手続き くらしの相談 元気バス ゴミ・環境 上下水道 税金 建設・建築 マイナンバー ペット 自治区 移住・定住 防災･防犯 災害 救急・救命 火災・防火 防災 防犯 交通安全 国民保護 耐震 健康･福祉 健康・医療 保険・年金 社会福祉協議会 高齢者福祉 障がい者福祉 休日・夜間診療所 子育て･教育 子育て 保育・教育・健全育成 産業･ビジネス 入札情報 農林業 商工業 就労支援 観光･文化･スポーツ 文化・芸術 観光 スポーツ・生涯学習 図書室 公園 町政情報 計画・行革・財政・統計 男女共同参画 施設案内 玉城町例規集 広報・広聴 選挙・議会 玉城町の紹介 個人情報保護・情報公開制度 リンク オンライン申請 Foreign Languages ホーム > くらし・手続き > 移住・定住 > 空家対策事業補助金について 空家対策事業補助金について 玉城町では、町内に所在する空家の有効利用を図るとともに、移住を促進し、定住人口"
"玉城町","30","制度語|金額|対象|受付","玉城町太陽光発電設備等設置費補助金のご案内 ｜ 玉城町","玉城町太陽光発電設備等設置費補助金のご案内","https://kizuna.town.tamaki.mie.jp/kurashi/kankyo/hojyo/taiyokohatuden_setitohojokin.html","玉城町太陽光発電設備等設置費補助金のご案内 ｜ 玉城町 メニューをスキップします Foreign Languages 文字サイズ変更： 配色変更： くらし･手続き 各種証明書・手続き くらしの相談 元気バス ゴミ・環境 上下水道 税金 建設・建築 マイナンバー ペット 自治区 移住・定住 防災･防犯 災害 救急・救命 火災・防火 防災 防犯 交通安全 国民保護 耐震 健康･福祉 健康・医療 保険・年金 社会福祉協議会 高齢者福祉 障がい者福祉 休日・夜間診療所 子育て･教育 子育て 保育・教育・健全育成 産業･ビジネス 入札情報 農林業 商工業 就労支援 観光･文化･スポーツ 文化・芸術 観光 スポーツ・生涯学習 図書室 公園 町政情報 計画・行革・財政・統計 男女共同参画 施設案内 玉城町例規集 広報・広聴 選挙・議会 玉城町の紹介 個人情報保護・情報公開制度 リンク オンライン申請 Foreign Languages ホーム > くらし・手続き > ゴミ・環境 > 補助 > 玉城町太陽光発電設備等設置費補助金のご案内 玉城町太陽光発電設備等設置費補助金のご案内 玉城町太陽光発電設備"
"玉城町","30","制度語|金額|対象|受付","玉城町新規狩猟免許等取得費補助金について ｜ 玉城町","玉城町新規狩猟免許等取得費補助金について","https://kizuna.town.tamaki.mie.jp/sangyobusiness/noringyo/syuryomenkyo_hojokin.html","玉城町新規狩猟免許等取得費補助金について ｜ 玉城町 メニューをスキップします Foreign Languages 文字サイズ変更： 配色変更： くらし･手続き 各種証明書・手続き くらしの相談 元気バス ゴミ・環境 上下水道 税金 建設・建築 マイナンバー ペット 自治区 移住・定住 防災･防犯 災害 救急・救命 火災・防火 防災 防犯 交通安全 国民保護 耐震 健康･福祉 健康・医療 保険・年金 社会福祉協議会 高齢者福祉 障がい者福祉 休日・夜間診療所 子育て･教育 子育て 保育・教育・健全育成 産業･ビジネス 入札情報 農林業 商工業 就労支援 観光･文化･スポーツ 文化・芸術 観光 スポーツ・生涯学習 図書室 公園 町政情報 計画・行革・財政・統計 男女共同参画 施設案内 玉城町例規集 広報・広聴 選挙・議会 玉城町の紹介 個人情報保護・情報公開制度 リンク オンライン申請 Foreign Languages ホーム > 産業・ビジネス > 農林業 > 玉城町新規狩猟免許等取得費補助金について 玉城町新規狩猟免許等取得費補助金について 狩猟免許の取得費用の補助を行います。 対"
"大紀町","30","制度語|金額|対象|受付","高齢者の予防接種／大紀町ホームページ","高齢者の予防接種","https://www.town.taiki.mie.jp/iryo_kenko_fukushi/iryo_kenko/sessyu_all/1008.html","高齢者の予防接種／大紀町ホームページ スマートフォン版を表示 本文へ 背景色変更 文字サイズ変更 Foreign Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Espa&#241;ol Portugu&#234;s &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115; Go くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 くらし・手続き くらし・手続きを開く 医療・健康・福祉 医療・健康・福祉を開く 子育て・教育 子育て・教育を開く 観光・文化・スポーツ 観光・文化・スポーツを開く しごと・産業 しごと・産業を開く 行政情報 行政情報を開く 背景色変更 文字サイズ変更 Foreign Languages English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Espa&#241;ol Portugu&#234;s &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#"
"大紀町","30","制度語|金額|対象|受付","成人の予防接種／大紀町ホームページ","成人の予防接種","https://www.town.taiki.mie.jp/iryo_kenko_fukushi/iryo_kenko/sessyu_all/1009.html","成人の予防接種／大紀町ホームページ スマートフォン版を表示 本文へ 背景色変更 文字サイズ変更 Foreign Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Espa&#241;ol Portugu&#234;s &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115; Go くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 くらし・手続き くらし・手続きを開く 医療・健康・福祉 医療・健康・福祉を開く 子育て・教育 子育て・教育を開く 観光・文化・スポーツ 観光・文化・スポーツを開く しごと・産業 しごと・産業を開く 行政情報 行政情報を開く 背景色変更 文字サイズ変更 Foreign Languages English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Espa&#241;ol Portugu&#234;s &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#1"
"大紀町","30","制度語|金額|対象|受付","子どもの予防接種／大紀町ホームページ","子どもの予防接種","https://www.town.taiki.mie.jp/iryo_kenko_fukushi/iryo_kenko/sessyu_all/1172.html","子どもの予防接種／大紀町ホームページ スマートフォン版を表示 本文へ 背景色変更 文字サイズ変更 Foreign Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Espa&#241;ol Portugu&#234;s &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115; Go くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 くらし・手続き くらし・手続きを開く 医療・健康・福祉 医療・健康・福祉を開く 子育て・教育 子育て・教育を開く 観光・文化・スポーツ 観光・文化・スポーツを開く しごと・産業 しごと・産業を開く 行政情報 行政情報を開く 背景色変更 文字サイズ変更 Foreign Languages English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Espa&#241;ol Portugu&#234;s &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#"
"大紀町","30","制度語|金額|対象|受付","その他の予防接種／大紀町ホームページ","その他の予防接種","https://www.town.taiki.mie.jp/iryo_kenko_fukushi/iryo_kenko/sessyu_all/1540.html","その他の予防接種／大紀町ホームページ スマートフォン版を表示 本文へ 背景色変更 文字サイズ変更 Foreign Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Espa&#241;ol Portugu&#234;s &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#115; Go くらし・手続き 医療・健康・福祉 子育て・教育 観光・文化・ スポーツ しごと・産業 行政情報 くらし・手続き くらし・手続きを開く 医療・健康・福祉 医療・健康・福祉を開く 子育て・教育 子育て・教育を開く 観光・文化・スポーツ 観光・文化・スポーツを開く しごと・産業 しごと・産業を開く 行政情報 行政情報を開く 背景色変更 文字サイズ変更 Foreign Languages English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Espa&#241;ol Portugu&#234;s &#102;&#114;&#97;&#110;&#231;&#97;&#105;&#"
"大台町","30","制度語|金額|対象|受付","予防接種／大台町","予防接種","https://www.odaitown.jp/kenko_fukushi/iryo_kenko/5/index.html","予防接種／大台町 スマートフォン版を表示 本文へ 閲覧支援 文字サイズ 背景色変更 Foreign Language 閲覧支援 閉じる 暮らし・手続き 健康・福祉 子育て・教育 産業・まちづくり 行政情報 暮らし・手続き 健康・福祉 子育て・教育 産業・まちづくり 行政情報 文字サイズ 背景色変更 Foreign Language PCサイトを表示 現在のページ ホーム 健康・福祉 医療・健康 予防接種 予防接種 令和8年度 妊婦・子どもの定期予防接種実施医療機関一覧 県外予防接種費の助成について 日本脳炎ワクチンの特例対象について 風しんの予防について インフルエンザ予防接種のご案内 高齢者肺炎球菌ワクチン接種を受けましょう！ 麻しん（はしか）が流行しています 帯状疱疹ワクチンについて おたふくかぜ予防接種費用の全額助成について ヒトパピローマウイルス（HPV）ワクチンについて キーワード検索 医療・健康 ページの先頭へ 大台町役場 〒519-2404 三重県多気郡大台町佐原750番地 電話（代表）0598-82-3781 ファックス（代表）0598-82-1618 お問い合わせ ア"
"大台町","30","制度語|金額|対象|受付","自立支援給付等及び地域生活支援事業等によるサービス／大台町","自立支援給付等及び地域生活支援事業等によるサービス","https://www.odaitown.jp/kenko_fukushi/shogaifukushi/1378.html","自立支援給付等及び地域生活支援事業等によるサービス／大台町 スマートフォン版を表示 本文へ 閲覧支援 文字サイズ 背景色変更 Foreign Language 閲覧支援 閉じる 暮らし・手続き 健康・福祉 子育て・教育 産業・まちづくり 行政情報 暮らし・手続き 健康・福祉 子育て・教育 産業・まちづくり 行政情報 文字サイズ 背景色変更 Foreign Language PCサイトを表示 現在のページ ホーム 健康・福祉 障がい福祉 自立支援給付等及び地域生活支援事業等によるサービス 自立支援給付等及び地域生活支援事業等によるサービス 更新日：2023年07月14日 障がい福祉サービス等の概要 障害者総合支援法に基づく自立支援給付とは、介護給付及び訓練等給付による障がい福祉サービスや地域相談支援給付、補装具費や自立支援医療費の支給があります。 障がい福祉サービスは、個々の障がいのある人々の障がい程度や勘案すべき事項を踏まえ、個別に支給決定を行います。 また、児童福祉法に基づく、心身の発達に課題のある児童の支援として、障害児通所給付費の支給があります。 【対象者】 ・身体障がいのある方"
"大台町","30","制度語|金額|対象|受付","こども誰でも通園制度について／大台町","こども誰でも通園制度について","https://www.odaitown.jp/kosodate_kyoiku/kosodateshien/3027.html","こども誰でも通園制度について／大台町 スマートフォン版を表示 本文へ 閲覧支援 文字サイズ 背景色変更 Foreign Language 閲覧支援 閉じる 暮らし・手続き 健康・福祉 子育て・教育 産業・まちづくり 行政情報 暮らし・手続き 健康・福祉 子育て・教育 産業・まちづくり 行政情報 文字サイズ 背景色変更 Foreign Language PCサイトを表示 現在のページ ホーム 子育て・教育 子育て支援 こども誰でも通園制度について こども誰でも通園制度について Tweet 更新日：2026年04月13日 こども誰でも通園制度の概要 こども誰でも通園制度は、生後6か月から満3歳未満までの、保育所等に通っていないこどもが、保護者の就労要件などを問わず、月一定時間まで保育所等に通園できる新たな制度です。 実施期間 令和8年4月1日（水曜日） より実施いたします。 ※利用にあたっては、利用申請が必要で 申請の受付は令和8年2月2日（月曜日） より開始いたします。 大台町内の実施施設である三瀬谷認定こども園への初回面談の予約については、 3月より随時受付させていただきます。 実施施"
"大台町","30","制度語|金額|対象|受付","妊婦健診を受けましょう／大台町","妊婦健診を受けましょう","https://www.odaitown.jp/kosodate_kyoiku/ninshin_shussan/1130.html","妊婦健診を受けましょう／大台町 スマートフォン版を表示 本文へ 閲覧支援 文字サイズ 背景色変更 Foreign Language 閲覧支援 閉じる 暮らし・手続き 健康・福祉 子育て・教育 産業・まちづくり 行政情報 暮らし・手続き 健康・福祉 子育て・教育 産業・まちづくり 行政情報 文字サイズ 背景色変更 Foreign Language PCサイトを表示 現在のページ ホーム 子育て・教育 妊娠・出産 妊婦健診を受けましょう 妊婦健診を受けましょう 更新日：2026年04月01日 妊娠は、新しい生命を10か月かけて胎内で育てる大切な時期です。妊娠中は、ふだんよりいっそう、健康に気をつけていただきたいものです。 妊婦健診は、妊婦さんや赤ちゃんの健康状態を定期的に確認するために行います。 また、妊娠期間を安心して過ごしていただくために、医師や助産師から、妊娠中の生活指導や体重管理などのアドバイスを受けたり、妊娠・出産・育児に関する相談をすることもできます。 受診方法 母子健康手帳発行時にお渡しする妊婦一般健康診査受診票（母子保健のしおり）を医療機関窓口で提出することで、14回の健診"
"大台町","30","制度語|金額|対象|受付","大台町不育症治療費助成事業／大台町","大台町不育症治療費助成事業","https://www.odaitown.jp/kosodate_kyoiku/teate_josei/1040.html","大台町不育症治療費助成事業／大台町 スマートフォン版を表示 本文へ 閲覧支援 文字サイズ 背景色変更 Foreign Language 閲覧支援 閉じる 暮らし・手続き 健康・福祉 子育て・教育 産業・まちづくり 行政情報 暮らし・手続き 健康・福祉 子育て・教育 産業・まちづくり 行政情報 文字サイズ 背景色変更 Foreign Language PCサイトを表示 現在のページ ホーム 子育て・教育 手当・助成 大台町不育症治療費助成事業 大台町不育症治療費助成事業 更新日：2025年04月01日 令和3年1月1日以降に終了した治療に対し、制度が拡充されました 【改正内容】 事実婚も対象となりました。 不育症とは 厚生労働省では、妊娠はするものの2回以上繰り返す流産や死産などによって赤ちゃんを授かれないことを不育症としています。 町では平成26年7月1日より、不育症の治療を受けているご夫婦に対し、保険適用外治療費等の一部を助成します。 対象となる治療 平成26年7月1日以降に、町が指定する医療機関において夫婦が受けた不育症の治療及びその治療に係る検査に要した費用 対象者 次の要件です"
"大台町","30","制度語|金額|対象|受付","大台町特定不妊治療費（先進医療）助成事業／大台町","大台町特定不妊治療費（先進医療）助成事業","https://www.odaitown.jp/kosodate_kyoiku/teate_josei/1081.html","大台町特定不妊治療費（先進医療）助成事業／大台町 スマートフォン版を表示 本文へ 閲覧支援 文字サイズ 背景色変更 Foreign Language 閲覧支援 閉じる 暮らし・手続き 健康・福祉 子育て・教育 産業・まちづくり 行政情報 暮らし・手続き 健康・福祉 子育て・教育 産業・まちづくり 行政情報 文字サイズ 背景色変更 Foreign Language PCサイトを表示 現在のページ ホーム 子育て・教育 手当・助成 大台町特定不妊治療費（先進医療）助成事業 大台町特定不妊治療費（先進医療）助成事業 更新日：2026年03月26日 特定不妊治療を受ける方の経済的負担を軽減するため、指定された医療機関において、保険診療の特定不妊治療と併用して先進医療（自費）を受けたご夫婦を対象に治療費の一部を助成します。 対象となる治療 先進医療の実施医療機関または承認されている保険医療機関において、保険診療の特定不妊治療と併用して実施した先進医療 対象者 以下の全ての条件を満たしている方が対象となります。 ・治療開始時点で法律上の夫婦、または事実上の婚姻関係にある夫婦であること。（ただし、事"
