municipality,priority,rescore,title,url,anchor,snippet
"安城市","strong","107","安城市","https://www.city.anjo.aichi.jp/shisei/jouhou-hassin/2026koe/0110.html","子育て支援への偏りについて","安城市／子育て支援への偏りについて このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 安城市 受け継ぐ想いを 未来へ届ける 望遠郷 サイト内検索 ページID検索 設定 文字サイズ・色合い変更 Language メニュー 閉じる 緊急 情報 緊急情報 閉じる ホーム 生活・サービス 教育・学習 観光・文化・スポーツ 産業・入札 市政"
"西尾市","strong","107","母子家庭等医療","https://www.city.nishio.aichi.jp/kenkofukushi/iryo/1005114/1002484.html","母子家庭等医療","母子家庭等医療｜西尾市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 サイトマップ Select Language English 中文（简体字） 中文（繁體字） 한국어 Portuguê"
"西尾市","strong","107","セルフメディケーション税制（医療費控除の特例）","https://www.city.nishio.aichi.jp/kurashi/zeikin/1001413/1002059.html","セルフメディケーション税制（医療費控除の特例）","セルフメディケーション税制（医療費控除の特例）｜西尾市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 サイトマップ Select Language English 中文（简体字） 中文（繁"
"西尾市","strong","107","高齢者見守り事業","https://www.city.nishio.aichi.jp/kenkofukushi/kourei/1001451/1002506.html","高齢者見守り事業","高齢者見守り事業｜西尾市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 サイトマップ Select Language English 中文（简体字） 中文（繁體字） 한국어 Portugu"
"西尾市","strong","107","高齢者にやさしい店舗","https://www.city.nishio.aichi.jp/kenkofukushi/kourei/1001451/1002505.html","高齢者にやさしい店舗","高齢者にやさしい店舗｜西尾市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 サイトマップ Select Language English 中文（简体字） 中文（繁體字） 한국어 Portu"
"西尾市","strong","107","令和8年4月診療から子ども医療費(通院)の助成範囲を高校生世代まで拡大します","https://www.city.nishio.aichi.jp/kenkofukushi/iryo/1005114/1011339.html","令和8年4月診療から子ども医療費(通院)の助成範囲を高校生世代まで拡大します","令和8年4月診療から子ども医療費(通院)の助成範囲を高校生世代まで拡大します｜西尾市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 サイトマップ Select Language Engli"
"西尾市","strong","107","骨髄ドナーへの助成制度","https://www.city.nishio.aichi.jp/kenkofukushi/iryo/1005114/1002478.html","骨髄ドナーへの助成制度","骨髄ドナーへの助成制度｜西尾市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 サイトマップ Select Language English 中文（简体字） 中文（繁體字） 한국어 Port"
"刈谷市","strong","106","支援・助成・援助","https://www.city.kariya.lg.jp/kosodatenavi/1014910/1011901/index.html","子育てに関する支援・助成・援助","支援・助成・援助｜かりや子育て応援ナビ 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 救急のとき いざというときに 災害時の避難所 休日診療案内 防災・減災 気象情報 衣浦東部広域連合 閉じる メニュー "
"蒲郡市","strong","106","母子家庭等医療費助成制度 - 愛知県蒲郡市公式ホームページ","https://www.city.gamagori.lg.jp/unit/nenkin/fukushiiryou001.html","母子家庭等医療費助成制度","母子家庭等医療費助成制度 - 愛知県蒲郡市公式ホームページ ページの先頭です。 メニューを飛ばして本文へ メニュー 検索 JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 音声読み上げ ふりがな 閲覧補助 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる 休日・救急医療 安心・ひろめーる AED設置場所 緊急・防災情報 くらし・手続 防災・安全安心 マイナ"
"蒲郡市","strong","106","難聴高齢者補聴器購入費補助金のご案内 - 長寿課 - 愛知県蒲郡市公式ホームページ","https://www.city.gamagori.lg.jp/site/chojuka/hochouki.html","難聴高齢者補聴器購入費補助金","難聴高齢者補聴器購入費補助金のご案内 - 長寿課 - 愛知県蒲郡市公式ホームページ ページの先頭です。 メニューを飛ばして本文へ メニュー 検索 JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language 音声読み上げ ふりがな 閲覧補助 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる 休日・救急医療 安心・ひろめーる AED設置場所 緊急・防災情報 くらし・手続"
"刈谷市","strong","105","未熟児養育医療の給付","https://www.city.kariya.lg.jp/kurashi/kenkoiryo/jyosei/1003424.html","未熟児養育医療の給付","未熟児養育医療の給付｜刈谷市ホームページ 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 サイトマップ 文字サイズ・配色の変更 Foreign Language English portugues 한국어 "
"西尾市","strong","105","医療制度のマイナンバー","https://www.city.nishio.aichi.jp/kenkofukushi/iryo/1005114/1002493.html","医療制度のマイナンバー","医療制度のマイナンバー｜西尾市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 サイトマップ Select Language English 中文（简体字） 中文（繁體字） 한국어 Port"
"西尾市","strong","105","西尾市高齢者おかえりネットワーク","https://www.city.nishio.aichi.jp/kenkofukushi/kourei/1001451/1002499.html","西尾市高齢者おかえりネットワーク","西尾市高齢者おかえりネットワーク｜西尾市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 サイトマップ Select Language English 中文（简体字） 中文（繁體字） 한국어"
"西尾市","strong","105","住宅用火災警報器設置","https://www.city.nishio.aichi.jp/kenkofukushi/kourei/1001451/1002500.html","住宅用火災警報器設置","住宅用火災警報器設置｜西尾市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 サイトマップ Select Language English 中文（简体字） 中文（繁體字） 한국어 Portu"
"西尾市","strong","105","がん患者アピアランスケア支援事業費補助金申請","https://www.city.nishio.aichi.jp/kenkofukushi/iryo/1005114/1007305.html","がん患者アピアランスケア支援事業費補助金申請","がん患者アピアランスケア支援事業費補助金申請｜西尾市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 サイトマップ Select Language English 中文（简体字） 中文（繁體"
"刈谷市","strong","104","0～2歳児","https://www.city.kariya.lg.jp/kosodatenavi/1014911/1014913/index.html","0～2歳児","0～2歳児｜かりや子育て応援ナビ 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 救急のとき いざというときに 災害時の避難所 休日診療案内 防災・減災 気象情報 衣浦東部広域連合 閉じる メニュー 目的別"
