org	detailScore	score	title	url	snippet
みやま市	41	21	太陽光発電設備を設置された方へ	https://www.city.miyama.lg.jp/s016/kurashi/020/100/080/20200108211000.html	太陽光発電設備を設置された方へ｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > くらし・手続き > 税金 > 固定資産税 > 太陽光発電設備を設置された方へ 太陽光発電設備を設置された方へ LINEで送る シェア ツイート 更新日：2021年1月11日 固定資産税は、土地、家屋のほかに償却資産（事業用
みやま市	41	21	公共下水道・農業集落排水施設	https://www.city.miyama.lg.jp/s043/kurashi/030/030/010/20200108191000.html	公共下水道・農業集落排水施設｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > くらし・手続き > 水道・下水道・浄化槽 > 下水道・浄化槽に関すること > 公共下水道・農業集落排水施設 公共下水道・農業集落排水施設 LINEで送る シェア ツイート 更新日：2026年4月7日 下水道使用料・受益者負担
みやま市	39	20	子育て・教育・スポーツ	https://www.city.miyama.lg.jp/li/kosodate/index.html	子育て・教育・スポーツ｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > 子育て・教育・スポーツ 子育て・教育・スポーツ LINEで送る シェア ツイート お知らせ 2026年7月16日 親子でわくわく体験！参加者募集中！ 2026年7月10日 令和8年度スクールソーシャルワーカーを募集します 2026
みやま市	39	20	子どもを預ける（教育・保育施設、放課後児童クラブ）	https://www.city.miyama.lg.jp/li/kosodate/010/030/index.html	子どもを預ける（教育・保育施設、放課後児童クラブ）｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > 子育て・教育・スポーツ > 子育て > 子どもを預ける（教育・保育施設、放課後児童クラブ） 子どもを預ける（教育・保育施設、放課後児童クラブ） LINEで送る シェア ツイート 放課後児童クラブ 「こど
みやま市	39	20	国民健康保険税の減免について	https://www.city.miyama.lg.jp/s015/kurashi/020/010/020/20210819143831.html	国民健康保険税の減免について｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > 安全・安心 > 防災 > 令和3年8月豪雨災害に関する情報 > 国民健康保険税の減免について 国民健康保険税の減免について LINEで送る シェア ツイート 更新日：2023年6月22日 令和3年8月の大雨により、住宅に一定
みやま市	39	19	7月28日ゼロカーボンJr.マイスター認定講座開催！	https://www.city.miyama.lg.jp/s031/kurashi/taisaku/010/20250625165550.html	7月28日ゼロカーボンJr.マイスター認定講座開催！｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > くらし・手続き > 地球温暖化対策 > ご案内 > 7月28日ゼロカーボンJr.マイスター認定講座開催！ 7月28日ゼロカーボンJr.マイスター認定講座開催！ LINEで送る シェア ツイート 更新日
みやま市	39	19	戸籍関係の届出および戸籍関係書類の申請(受付は本庁のみ)	https://www.city.miyama.lg.jp/s018/kurashi/010/070/20200109040000.html	戸籍関係の届出および戸籍関係書類の申請(受付は本庁のみ)｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > くらし・手続き > 届け出・証明 > 戸籍関係の届出および戸籍関係書類の申請(受付は本庁のみ) 戸籍関係の届出および戸籍関係書類の申請(受付は本庁のみ) LINEで送る シェア ツイート 更新日：
みやま市	39	19	電気自動車（EV）充電スポット	https://www.city.miyama.lg.jp/s031/kurashi/taisaku/010/030/010/20231011145434.html	電気自動車（EV）充電スポット｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > くらし・手続き > 地球温暖化対策 > ご案内 > 電気自動車（EV）充電スポット 電気自動車（EV）充電スポット LINEで送る シェア ツイート 更新日：2025年3月13日 ゼロカーボンシティ実現のため、民間会社と連
みやま市	39	19	コンビニ交付サービス・自動交付機サービス	https://www.city.miyama.lg.jp/s007/kurashi/010/030/20200109044000.html	コンビニ交付サービス・自動交付機サービス｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > くらし・手続き > 届け出・証明 > コンビニ交付サービス・自動交付機サービス コンビニ交付サービス・自動交付機サービス LINEで送る シェア ツイート 更新日：2025年12月26日 コンビニ交付サービス・自
みやま市	39	19	住民異動届および住民票関係書類の申請	https://www.city.miyama.lg.jp/s018/kurashi/010/100/20200109033000.html	住民異動届および住民票関係書類の申請｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > くらし・手続き > 届け出・証明 > 住民異動届および住民票関係書類の申請 住民異動届および住民票関係書類の申請 LINEで送る シェア ツイート 更新日：2025年3月31日 届出は、みやま市役所市民課、山川支所市
みやま市	39	19	引越しの際には…	https://www.city.miyama.lg.jp/kurashi/010/020/20200109045000.html	引越しの際には…｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > くらし・手続き > 届け出・証明 > 引越しの際には… 引越しの際には… LINEで送る シェア ツイート 引っ越して新生活を始めるためには、手続き関係をできるだけ早く片付けておきたいものです。ここでは引越し前・後に必要なことと連絡先を
みやま市	39	19	軽自動車税（種別割）の税率	https://www.city.miyama.lg.jp/s015/kurashi/020/080/040/20200109005000.html	軽自動車税（種別割）の税率｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > くらし・手続き > 税金 > 軽自動車税（種別割） > 軽自動車税（種別割）の税率 軽自動車税（種別割）の税率 LINEで送る シェア ツイート 更新日：2021年5月10日 原動機付自転車、二輪車、小型特殊自動車の税率 車種
みやま市	39	19	納税の方法と納期について	https://www.city.miyama.lg.jp/s015/kurashi/020/090/080/20200108232000.html	納税の方法と納期について｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > くらし・手続き > 税金 > 個人住民税 > 納税の方法と納期について 納税の方法と納期について LINEで送る シェア ツイート 更新日：2023年6月20日 普通徴収の方法 事業所得者などの市県民税は、納税通知書によって市か
みやま市	39	19	市県民税の寄附金税額控除の拡充	https://www.city.miyama.lg.jp/s015/kurashi/020/090/040/20200109000000.html	市県民税の寄附金税額控除の拡充｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > くらし・手続き > 税金 > 個人住民税 > 市県民税の寄附金税額控除の拡充 市県民税の寄附金税額控除の拡充 LINEで送る シェア ツイート 更新日：2023年6月22日 平成20年の地方税法改正により、個人住民税（市県
みやま市	39	19	市町村設置型浄化槽のご案内	https://www.city.miyama.lg.jp/s043/kurashi/030/030/020/20200108190000.html	市町村設置型浄化槽のご案内｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > くらし・手続き > 水道・下水道・浄化槽 > 下水道・浄化槽に関すること > 市町村設置型浄化槽のご案内 市町村設置型浄化槽のご案内 LINEで送る シェア ツイート 更新日：2026年3月31日 市が設置・管理する浄化槽につ
みやま市	37	29	市県民税（個人住民税）の税率、計算方法	https://www.city.miyama.lg.jp/s015/kurashi/020/090/020/20200109002000.html	市県民税（個人住民税）の税率、計算方法｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > くらし・手続き > 税金 > 個人住民税 > 市県民税（個人住民税）の税率、計算方法 市県民税（個人住民税）の税率、計算方法 LINEで送る シェア ツイート 更新日：2026年6月10日 市県民税の税額は、均等割
みやま市	37	20	くらし・手続き	https://www.city.miyama.lg.jp/li/kurashi/index.html	くらし・手続き｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > くらし・手続き くらし・手続き LINEで送る シェア ツイート お知らせ 2026年7月10日 不審者にご注意ください 2026年7月1日 みやま市花いっぱい推進事業 2026年6月22日 地方就職学生支援制度 2026年6月1日 被災
みやま市	37	20	各種ごみの分別方法	https://www.city.miyama.lg.jp/s030/kurashi/recycle/020/020/20210902101812.html	各種ごみの分別方法｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > くらし・手続き > ごみ・リサイクル > ごみの分け方 > 各種ごみの分別方法 各種ごみの分別方法 LINEで送る シェア ツイート 更新日：2026年4月14日 画像をクリックすると、説明が載っているところまでジャンプします。 生ご
みやま市	37	17	コミュニティバス「くすっぴー号」	https://www.city.miyama.lg.jp/s067/kurashi/140/030/20200108075000.html	コミュニティバス「くすっぴー号」｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > くらし・手続き > 公共交通 > コミュニティバス「くすっぴー号」 コミュニティバス「くすっぴー号」 LINEで送る シェア ツイート 更新日：2026年6月1日 コミュニティバス「くすっぴー号」利用のご案内 みやま市で
みやま市	37	17	被災証明書の発行について	https://www.city.miyama.lg.jp/s016/kurashi/20210628161922.html	被災証明書の発行について｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > くらし・手続き > 届け出・証明 > 被災証明書の発行について 被災証明書の発行について LINEで送る シェア ツイート 更新日：2026年6月25日 地震、台風、豪雨等の自然災害によって、建物等の資産が被害を受けたときは、被
みやま市	37	17	親子でわくわく体験！参加者募集中！	https://www.city.miyama.lg.jp/s049/kosodate/20260709152836.html	親子でわくわく体験！参加者募集中！｜みやま市 メニューにジャンプ コンテンツにジャンプ ホーム MENU を開く 検索 を開く 閲覧補助 を開く Foreign Language サイト内検索 安全・安心 くらし・手続き 子育て・教育・スポーツ 健康・福祉 観光・ビジネス 市政情報 トップページ > 子育て・教育・スポーツ > 生涯学習 > 親子でわくわく体験！参加者募集中！ 親子でわくわく体験！参加者募集中！ LINEで送る シェア ツイート 更新日：2026年7月17日 親子でわくわく体験の参加者を募集中です！
