rescore	score	org	title	url	snippet
57	30	日置市	【終了しました】住民税非課税世帯への3万円給付	https://www.city.hioki.kagoshima.jp/fukushiseisaku/kurashi/r6_bukkakoutoutaiou.html	【終了しました】住民税非課税世帯への3万円給付｜鹿児島県日置市 本文へスキップします。 日置市 文字サイズ・色合い Foreign Language 音声読み上げ 緊急情報 閲覧支援 メニュー 緊急情報 現在、情報はありません。 緊急情報一覧 緊急情報RSS 閉じる 閉じる カテゴリから探す 市民のくらし 移住定住 観光 産業・ビジネス 市政情報 サイト内検索 キーワードで探す 閉じる ホーム > 市民のくらし > くらし・手続き > 給付金 > 【終了しました】住民税非課税
57	30	日置市	【終了しました】定額減税補足給付金（不足額給付）について	https://www.city.hioki.kagoshima.jp/fukushiseisaku/kurashi/tetsuzuki/kyuhukin/fusokugakukyufu.html	【終了しました】定額減税補足給付金（不足額給付）について｜鹿児島県日置市 本文へスキップします。 日置市 文字サイズ・色合い Foreign Language 音声読み上げ 緊急情報 閲覧支援 メニュー 緊急情報 現在、情報はありません。 緊急情報一覧 緊急情報RSS 閉じる 閉じる カテゴリから探す 市民のくらし 移住定住 観光 産業・ビジネス 市政情報 サイト内検索 キーワードで探す 閉じる ホーム > 市民のくらし > くらし・手続き > 給付金 > 【終了しました】定
57	30	日置市	家賃の減免について	https://www.city.hioki.kagoshima.jp/jutaku/kurashi/tetsuzuki/sumai/yatinngennmenn.html	家賃の減免について｜鹿児島県日置市 本文へスキップします。 日置市 文字サイズ・色合い Foreign Language 音声読み上げ 緊急情報 閲覧支援 メニュー 緊急情報 現在、情報はありません。 緊急情報一覧 緊急情報RSS 閉じる 閉じる カテゴリから探す 市民のくらし 移住定住 観光 産業・ビジネス 市政情報 サイト内検索 キーワードで探す 閉じる ホーム > 市民のくらし > くらし・手続き > 市営住宅 > 家賃の減免について 市営住宅 市営住宅の概要と入居につ
57	30	日置市	軽自動車税の減免	https://www.city.hioki.kagoshima.jp/shizei/kurashi/tetsuzuki/zekin/kejidosha/genmen.html	軽自動車税の減免｜鹿児島県日置市 本文へスキップします。 日置市 文字サイズ・色合い Foreign Language 音声読み上げ 緊急情報 閲覧支援 メニュー 緊急情報 現在、情報はありません。 緊急情報一覧 緊急情報RSS 閉じる 閉じる カテゴリから探す 市民のくらし 移住定住 観光 産業・ビジネス 市政情報 サイト内検索 キーワードで探す 閉じる ホーム > 市民のくらし > くらし・手続き > 税金 > 軽自動車税 > 軽自動車税の減免 ツイート 更新日：2026
57	30	霧島市	子ども医療費助成制度	https://www.city-kirishima.jp/jidou/kosodate/kosodate/kodomoiryou.html	鹿児島県霧島市｜子ども医療費助成制度 本文へスキップします。 霧島市 Kirishima city website 文字サイズ・色合い変更 音声読み上げ Foreign Languages 検索の仕方 検索・メニュー ホーム くらし 子育て 健康・福祉 消防・救急 防災 教育・文化 スポーツ まちづくり 産業・企業誘致 市政情報 ホーム > 子育て・健康・福祉 > 子育て情報 ぐんぐんの木 > 助成制度・手当 > 子ども医療費助成制度 助成制度・手当 SMS（ショートメッセー
57	30	霧島市	児童手当	https://www.city-kirishima.jp/jidou/kosodate/kosodate/josesedo/jidoteate.html	鹿児島県霧島市｜児童手当 本文へスキップします。 霧島市 Kirishima city website 文字サイズ・色合い変更 音声読み上げ Foreign Languages 検索の仕方 検索・メニュー ホーム くらし 子育て 健康・福祉 消防・救急 防災 教育・文化 スポーツ まちづくり 産業・企業誘致 市政情報 ホーム > 子育て・健康・福祉 > 子育て情報 ぐんぐんの木 > 助成制度・手当 > 児童手当 助成制度・手当 SMS（ショートメッセージサービス）による通知に
57	30	霧島市	未熟児の養育医療給付制度	https://www.city-kirishima.jp/jidou/kosodate/youikuiryou.html	鹿児島県霧島市｜未熟児の養育医療給付制度 本文へスキップします。 霧島市 Kirishima city website 文字サイズ・色合い変更 音声読み上げ Foreign Languages 検索の仕方 検索・メニュー ホーム くらし 子育て 健康・福祉 消防・救急 防災 教育・文化 スポーツ まちづくり 産業・企業誘致 市政情報 ホーム > 子育て・健康・福祉 > 子育て情報 ぐんぐんの木 > 助成制度・手当 > 未熟児の養育医療給付制度 助成制度・手当 SMS（ショート
57	30	霧島市	特別児童扶養手当	https://www.city-kirishima.jp/jidou/kosodate/kosodate/josesedo/tokubetsu.html	鹿児島県霧島市｜特別児童扶養手当 本文へスキップします。 霧島市 Kirishima city website 文字サイズ・色合い変更 音声読み上げ Foreign Languages 検索の仕方 検索・メニュー ホーム くらし 子育て 健康・福祉 消防・救急 防災 教育・文化 スポーツ まちづくり 産業・企業誘致 市政情報 ホーム > 子育て・健康・福祉 > 子育て情報 ぐんぐんの木 > 助成制度・手当 > 特別児童扶養手当 助成制度・手当 SMS（ショートメッセージサービ
57	30	霧島市	物価高対応子育て応援手当	https://www.city-kirishima.jp/jidou/kosodate/kosodate/josesedo/bukkadaka.html	鹿児島県霧島市｜物価高対応子育て応援手当 本文へスキップします。 霧島市 Kirishima city website 文字サイズ・色合い変更 音声読み上げ Foreign Languages 検索の仕方 検索・メニュー ホーム くらし 子育て 健康・福祉 消防・救急 防災 教育・文化 スポーツ まちづくり 産業・企業誘致 市政情報 ホーム > 子育て・健康・福祉 > 子育て情報 ぐんぐんの木 > 助成制度・手当 > 物価高対応子育て応援手当 助成制度・手当 SMS（ショート
57	30	霧島市	令和7年度から「子ども医療費助成制度」が中学生まで窓口無料（現物給付）になります	https://www.city-kirishima.jp/jidou/kosodate/kosodate/josesedo/kodomoiryou/shinnseido.html	鹿児島県霧島市｜令和7年度から「子ども医療費助成制度」が中学生まで窓口無料（現物給付）になります 本文へスキップします。 霧島市 Kirishima city website 文字サイズ・色合い変更 音声読み上げ Foreign Languages 検索の仕方 検索・メニュー ホーム くらし 子育て 健康・福祉 消防・救急 防災 教育・文化 スポーツ まちづくり 産業・企業誘致 市政情報 ホーム > 子育て・健康・福祉 > 子育て情報 ぐんぐんの木 > 助成制度・手当 > 令
57	30	霧島市	母子(父子)(寡婦)福祉資金貸付	https://www.city-kirishima.jp/jidou/kosodate/kosodate/josesedo/boshi.html	鹿児島県霧島市｜母子(父子)(寡婦)福祉資金貸付 本文へスキップします。 霧島市 Kirishima city website 文字サイズ・色合い変更 音声読み上げ Foreign Languages 検索の仕方 検索・メニュー ホーム くらし 子育て 健康・福祉 消防・救急 防災 教育・文化 スポーツ まちづくり 産業・企業誘致 市政情報 ホーム > 子育て・健康・福祉 > 子育て情報 ぐんぐんの木 > 助成制度・手当 > 母子(父子)(寡婦)福祉資金貸付 助成制度・手当
57	30	霧島市	児童扶養手当	https://www.city-kirishima.jp/jidou/kosodate/kosodate/josesedo/fuyoteate.html	鹿児島県霧島市｜児童扶養手当 本文へスキップします。 霧島市 Kirishima city website 文字サイズ・色合い変更 音声読み上げ Foreign Languages 検索の仕方 検索・メニュー ホーム くらし 子育て 健康・福祉 消防・救急 防災 教育・文化 スポーツ まちづくり 産業・企業誘致 市政情報 ホーム > 子育て・健康・福祉 > 子育て情報 ぐんぐんの木 > 助成制度・手当 > 児童扶養手当 助成制度・手当 SMS（ショートメッセージサービス）によ
57	30	霧島市	ひとり親家庭医療費助成制度	https://www.city-kirishima.jp/jidou/kosodate/kosodate/hitorioyairyo.html	鹿児島県霧島市｜ひとり親家庭医療費助成制度 本文へスキップします。 霧島市 Kirishima city website 文字サイズ・色合い変更 音声読み上げ Foreign Languages 検索の仕方 検索・メニュー ホーム くらし 子育て 健康・福祉 消防・救急 防災 教育・文化 スポーツ まちづくり 産業・企業誘致 市政情報 ホーム > 子育て・健康・福祉 > 子育て情報 ぐんぐんの木 > 助成制度・手当 > ひとり親家庭医療費助成制度 助成制度・手当 SMS（ショ
57	30	霧島市	大雨災害に伴うパスポート手数料減免	https://www.city-kirishima.jp/simin/kurashi/koseki/passport/saigaigenmen.html	鹿児島県霧島市｜大雨災害に伴うパスポート手数料減免 本文へスキップします。 霧島市 Kirishima city website 文字サイズ・色合い変更 音声読み上げ Foreign Languages 検索の仕方 検索・メニュー ホーム くらし 子育て 健康・福祉 消防・救急 防災 教育・文化 スポーツ まちづくり 産業・企業誘致 市政情報 ホーム > くらし > 戸籍・住民票 > パスポート > 大雨災害に伴うパスポート手数料減免 パスポート パスポート受取可能日検索シス
57	30	霧島市	固定資産税の軽減・減免	https://www.city-kirishima.jp/zeimu/kurashi/zekin/koteshisanze/keigen.html	鹿児島県霧島市｜固定資産税の軽減・減免 本文へスキップします。 霧島市 Kirishima city website 文字サイズ・色合い変更 音声読み上げ Foreign Languages 検索の仕方 検索・メニュー ホーム くらし 子育て 健康・福祉 消防・救急 防災 教育・文化 スポーツ まちづくり 産業・企業誘致 市政情報 ホーム > くらし > 税金 > 固定資産税 > 固定資産税の軽減・減免 固定資産税 道路後退（セットバック）部分の固定資産税・都市計画税について
57	30	霧島市	特別障害給付金・3号特例	https://www.city-kirishima.jp/honey/kurashi/hoken-nenkin/nenkin/tokure.html	鹿児島県霧島市｜特別障害給付金・3号特例 本文へスキップします。 霧島市 Kirishima city website 文字サイズ・色合い変更 音声読み上げ Foreign Languages 検索の仕方 検索・メニュー ホーム くらし 子育て 健康・福祉 消防・救急 防災 教育・文化 スポーツ まちづくり 産業・企業誘致 市政情報 ホーム > くらし > 保険・年金 > 国民年金 > 特別障害給付金・3号特例 国民年金 令和7年8月豪雨災害に伴う国民年金保険料免除・年金受給
57	28	曽於市	さまざまな給付	https://www.city.soo.kagoshima.jp/kurashi/hokennnennkinn/kokuho/samazamanakyuuhu.html	さまざまな給付｜くらしの情報｜曽於市 --> 本文へ移動 音声読み上げブラウザ 窓口から探す(部署別案内一覧) MENU 閉じる ホーム くらしの情報 観光・イベント 産業・ビジネス 行政情報 閉じる --> --> ホーム > くらしの情報 > 保険・年金 > 国民健康保険 > さまざまな給付 --> さまざまな給付 ツイート いったん全額自己負担したとき 次のような場合は、いったん全額自己負担となりますが、申請して認められれば、自己負担額分を除いた額が払い戻されます。 不
51	30	曽於市	地方就職学生支援事業補助金について	https://www.city.soo.kagoshima.jp/kurashi/kurashisumai/teizyuusokusinn/2025-0121-1343-10.html	地方就職学生支援事業補助金について｜くらしの情報｜曽於市 --> 本文へ移動 音声読み上げブラウザ 窓口から探す(部署別案内一覧) MENU 閉じる ホーム くらしの情報 観光・イベント 産業・ビジネス 行政情報 閉じる --> --> ホーム > くらしの情報 > 暮らし・住まい > 定住促進制度 > 地方就職学生支援事業補助金について --> 地方就職学生支援事業補助金について ツイート 概要 東京圏に在住し、東京都内に本部がある大学等の東京圏内のキャンパスに在学している
51	30	曽於市	軽自動車税の減免について	https://www.city.soo.kagoshima.jp/kurashi/zeikinnnituite/zeisonota/keizodoushazeigenmen.html	軽自動車税の減免について｜くらしの情報｜曽於市 --> 本文へ移動 音声読み上げブラウザ 窓口から探す(部署別案内一覧) MENU 閉じる ホーム くらしの情報 観光・イベント 産業・ビジネス 行政情報 閉じる --> --> ホーム > くらしの情報 > 税金について > その他の税金 > 軽自動車税の減免について --> 軽自動車税の減免について ツイート 軽自動車税の減免の概要 障害者手帳等をお持ちの方、社会福祉法に基づく社会福祉事業を行う法人、身体障害者専用車両（福祉
51	30	曽於市	ひとり親医療費助成制度について	https://www.city.soo.kagoshima.jp/kurashi/kosodatekyouiku/zidouhukusi/hitorioyairyouhi.html	ひとり親医療費助成制度について｜くらしの情報｜曽於市 --> 本文へ移動 音声読み上げブラウザ 窓口から探す(部署別案内一覧) MENU 閉じる ホーム くらしの情報 観光・イベント 産業・ビジネス 行政情報 閉じる --> --> ホーム > くらしの情報 > 子育て・教育 > 児童福祉・母子父子福祉 > ひとり親医療費助成制度について --> ひとり親医療費助成制度について ツイート 曽於市内に住所があり、ひとり親家庭の父または母、児童、父母のいない児童は、医療費の全額助
51	30	曽於市	高齢者等住宅改造費助成	https://www.city.soo.kagoshima.jp/kurashi/kaigofukushi/koureisyahukushi/zyuutakukaizou.html	高齢者等住宅改造費助成｜くらしの情報｜曽於市 --> 本文へ移動 音声読み上げブラウザ 窓口から探す(部署別案内一覧) MENU 閉じる ホーム くらしの情報 観光・イベント 産業・ビジネス 行政情報 閉じる --> --> ホーム > くらしの情報 > 介護・福祉 > 高齢者福祉 > 高齢者等住宅改造費助成 --> 高齢者等住宅改造費助成 ツイート 高齢者等住宅改造費助成について 市内で在宅の要援護高齢者等がいる世帯に対し、住宅改造費を助成することにより、要援護高齢者等の自
51	30	曽於市	在宅ねたきり老人等介護手当支給	https://www.city.soo.kagoshima.jp/kurashi/kaigofukushi/koureisyahukushi/zaitakuteate.html	在宅ねたきり老人等介護手当支給｜くらしの情報｜曽於市 --> 本文へ移動 音声読み上げブラウザ 窓口から探す(部署別案内一覧) MENU 閉じる ホーム くらしの情報 観光・イベント 産業・ビジネス 行政情報 閉じる --> --> ホーム > くらしの情報 > 介護・福祉 > 高齢者福祉 > 在宅ねたきり老人等介護手当支給 --> 在宅ねたきり老人等介護手当支給 ツイート 介護手当支給について 市内の在宅で、高齢者等を長期にわたって介護していらっしゃる世帯の代表の方へ、その
51	28	曽於市	障がい者優遇制度	https://www.city.soo.kagoshima.jp/kurashi/kaigofukushi/syougaihukushi/yuuguuseido.html	障がい者優遇制度｜くらしの情報｜曽於市 --> 本文へ移動 音声読み上げブラウザ 窓口から探す(部署別案内一覧) MENU 閉じる ホーム くらしの情報 観光・イベント 産業・ビジネス 行政情報 閉じる --> --> ホーム > くらしの情報 > 介護・福祉 > 障がい福祉 > 障がい者優遇制度 --> 障がい者優遇制度 ツイート 障がい者には、下記の優遇制度があります。また、税制上の優遇措置(自動車税・自動車取得税・所得税など)や公共交通機関の運賃割引等がありますので、詳
51	26	いちき串木野市	市県民税、国民健康保険税、介護保険料、後期高齢者医療保険料の災害減免について	https://www.city.ichikikushikino.lg.jp/kurashi/zei/saigaigenmen_index.html	いちき串木野市／市県民税、国民健康保険税、介護保険料、後期高齢者医療保険料の災害減免について 本文へスキップします。 いちき串木野市 文字サイズ・色合い変更 Foreign Language 携帯サイト サイトマップ 行政機構図 検索・共通メニュー コンテンツメニュー ホーム 暮らし 防災・安全・安心 健康・福祉・子育て・介護 教育・文化・スポーツ 観光・産業・企業誘致 市政情報 （市の取組、ふるさと納税等） ホーム > 暮らし > 税・保険料 > 市県民税、国民健康保険税、
51	23	霧島市	納税が困難な方へ（猶予・減免）	https://www.city-kirishima.jp/hisyokouhou/kurashi/zekin/yuyogenmen/index.html	鹿児島県霧島市｜納税が困難な方へ（猶予・減免） 本文へスキップします。 霧島市 Kirishima city website 文字サイズ・色合い変更 音声読み上げ Foreign Languages 検索の仕方 検索・メニュー ホーム くらし 子育て 健康・福祉 消防・救急 防災 教育・文化 スポーツ まちづくり 産業・企業誘致 市政情報 ホーム > くらし > 税金 > 納税が困難な方へ（猶予・減免） 税金 税を考える週間 市税証明 納税の方法 納税が困難な方へ（猶予・減免
49	30	いちき串木野市	児童手当	https://www.city.ichikikushikino.lg.jp/fukushi2/kenko/fukushi/kosodate/jido.html	いちき串木野市／児童手当 本文へスキップします。 いちき串木野市 文字サイズ・色合い変更 Foreign Language 携帯サイト サイトマップ 行政機構図 検索・共通メニュー コンテンツメニュー ホーム 暮らし 防災・安全・安心 健康・福祉・子育て・介護 教育・文化・スポーツ 観光・産業・企業誘致 市政情報 （市の取組、ふるさと納税等） ホーム > 健康・福祉・子育て・介護 > 子育て > 子育てに関する各種制度・手当 > 各種手当 > 児童手当 各種手当 児童手当 児
49	30	いちき串木野市	児童扶養手当	https://www.city.ichikikushikino.lg.jp/fukushi2/kenko/kosodate/teate/jidofuyo.html	いちき串木野市／児童扶養手当 本文へスキップします。 いちき串木野市 文字サイズ・色合い変更 Foreign Language 携帯サイト サイトマップ 行政機構図 検索・共通メニュー コンテンツメニュー ホーム 暮らし 防災・安全・安心 健康・福祉・子育て・介護 教育・文化・スポーツ 観光・産業・企業誘致 市政情報 （市の取組、ふるさと納税等） ホーム > 健康・福祉・子育て・介護 > 子育て > 子育てに関する各種制度・手当 > 各種手当 > 児童扶養手当 各種手当 児童
49	30	いちき串木野市	不妊治療費等助成事業	https://www.city.ichikikushikino.lg.jp/kodomo2/kenko/kenko/chiryo/chiryo.html	いちき串木野市／不妊治療費等助成事業 本文へスキップします。 いちき串木野市 文字サイズ・色合い変更 Foreign Language 携帯サイト サイトマップ 行政機構図 検索・共通メニュー コンテンツメニュー ホーム 暮らし 防災・安全・安心 健康・福祉・子育て・介護 教育・文化・スポーツ 観光・産業・企業誘致 市政情報 （市の取組、ふるさと納税等） ホーム > 健康・福祉・子育て・介護 > 子育て > 妊娠・出産・産後・子どもの健康 > 不妊治療費等助成事業 妊娠・出産
49	30	曽於市	曽於市鉄道利用団体促進事業補助金について	https://www.city.soo.kagoshima.jp/kurashi/koukyoukoutu/2026-0626-1631-10.html	曽於市鉄道利用団体促進事業補助金について｜くらしの情報｜曽於市 --> 本文へ移動 音声読み上げブラウザ 窓口から探す(部署別案内一覧) MENU 閉じる ホーム くらしの情報 観光・イベント 産業・ビジネス 行政情報 閉じる --> --> ホーム > くらしの情報 > 公共交通 > 曽於市鉄道利用団体促進事業補助金について --> 曽於市鉄道利用団体促進事業補助金について ツイート 曽於市鉄道利用団体促進事業補助金について 概要 市内の駅を出発地(到着地)として利用する団
49	30	曽於市	結婚新生活支援事業について	https://www.city.soo.kagoshima.jp/kurashi/kurashisumai/teizyuusokusinn/2023-0331-1528-10.html	結婚新生活支援事業について｜くらしの情報｜曽於市 --> 本文へ移動 音声読み上げブラウザ 窓口から探す(部署別案内一覧) MENU 閉じる ホーム くらしの情報 観光・イベント 産業・ビジネス 行政情報 閉じる --> --> ホーム > くらしの情報 > 暮らし・住まい > 定住促進制度 > 結婚新生活支援事業について --> 結婚新生活支援事業について ツイート 概要 結婚に伴う経済的負担を軽減するため，新婚世帯に対し，新生活のスタートアップに係るコスト（引越費用・家賃
49	30	曽於市	曽於市食の支援事業について	https://www.city.soo.kagoshima.jp/kurashi/kurashisumai/teizyuusokusinn/2024-0312-0846-10.html	曽於市食の支援事業について｜くらしの情報｜曽於市 --> 本文へ移動 音声読み上げブラウザ 窓口から探す(部署別案内一覧) MENU 閉じる ホーム くらしの情報 観光・イベント 産業・ビジネス 行政情報 閉じる --> --> ホーム > くらしの情報 > 暮らし・住まい > 定住促進制度 > 曽於市食の支援事業について --> 曽於市食の支援事業について ツイート 曽於市食の支援事業 曽於暮らしの魅力を発信することにより、本市への定住を推進することを目的に、曽於市に住む新
49	30	曽於市	奨学金返還支援事業について	https://www.city.soo.kagoshima.jp/kurashi/kurashisumai/teizyuusokusinn/2026-0323-1143-10.html	奨学金返還支援事業について｜くらしの情報｜曽於市 --> 本文へ移動 音声読み上げブラウザ 窓口から探す(部署別案内一覧) MENU 閉じる ホーム くらしの情報 観光・イベント 産業・ビジネス 行政情報 閉じる --> --> ホーム > くらしの情報 > 暮らし・住まい > 定住促進制度 > 奨学金返還支援事業について --> 奨学金返還支援事業について ツイート 奨学金返還支援事業 市が定める要件を満たす者が、市内に居住し、及び就業する場合に、前年度に返還した奨学金の全
49	30	曽於市	曽於市居宅介護支援事業所介護予防支援補助金について	https://www.city.soo.kagoshima.jp/kurashi/hokennnennkinn/kaigohokenn/kaigoyoboushienhojo.html	曽於市居宅介護支援事業所介護予防支援補助金について｜くらしの情報｜曽於市 --> 本文へ移動 音声読み上げブラウザ 窓口から探す(部署別案内一覧) MENU 閉じる ホーム くらしの情報 観光・イベント 産業・ビジネス 行政情報 閉じる --> --> ホーム > くらしの情報 > 保険・年金 > 介護保険 > 曽於市居宅介護支援事業所介護予防支援補助金について --> 曽於市居宅介護支援事業所介護予防支援補助金について ツイート この補助金は、曽於市民が介護保険サービスを利
49	30	曽於市	人間ドック・検診費の助成	https://www.city.soo.kagoshima.jp/kurashi/hokennnennkinn/kokuho/ninngenndokku.html	人間ドック・検診費の助成｜くらしの情報｜曽於市 --> 本文へ移動 音声読み上げブラウザ 窓口から探す(部署別案内一覧) MENU 閉じる ホーム くらしの情報 観光・イベント 産業・ビジネス 行政情報 閉じる --> --> ホーム > くらしの情報 > 保険・年金 > 国民健康保険 > 人間ドック・検診費の助成 --> 人間ドック・検診費の助成 ツイート 健康診断・検診 健康診断・検診​は健康状態を知り、病気を未然に防ぐことができる効果的な手段です。 何の症状もないから大
49	30	曽於市	スポーツ備品購入費補助金について	https://www.city.soo.kagoshima.jp/kurashi/kosodatekyouiku/shakaikyouiku/2026-0330-0915-32.html	スポーツ備品購入費補助金について｜くらしの情報｜曽於市 --> 本文へ移動 音声読み上げブラウザ 窓口から探す(部署別案内一覧) MENU 閉じる ホーム くらしの情報 観光・イベント 産業・ビジネス 行政情報 閉じる --> --> ホーム > くらしの情報 > 子育て・教育 > 社会教育 > スポーツ備品購入費補助金について --> スポーツ備品購入費補助金について ツイート 曽於市では、青少年のスポーツ振興を目的に、スポーツ備品を購入する団体に対し、補助金を交付していま
49	30	曽於市	就学援助制度について	https://www.city.soo.kagoshima.jp/kurashi/kosodatekyouiku/syuugakuhozyo/2021-0726-1325-30.html	就学援助制度について｜くらしの情報｜曽於市 --> 本文へ移動 音声読み上げブラウザ 窓口から探す(部署別案内一覧) MENU 閉じる ホーム くらしの情報 観光・イベント 産業・ビジネス 行政情報 閉じる --> --> ホーム > くらしの情報 > 子育て・教育 > 就学補助 > 就学援助制度について --> 就学援助制度について ツイート 曽於市では、経済的な理由によって就学が困難な小学生・中学生の保護者に対して、学用品費や学校給食費等の一部を援助しています。援助の期間
