slug	organization	title	maxAmount	url	evidence
nagasaki-official-004-013-2026	東彼杵町	東彼杵町 妊婦のための支援給付金	公式ページ記載の給付額・支援額に従う	https://www.town.higashisonogi.lg.jp/kosodate_kyoiku/ninshin_shussan_kenshin/3206.html	妊婦のための支援給付金 妊婦のための支援給付金／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に関するよくある質問 認定こど
nagasaki-official-004-014-2026	東彼杵町	東彼杵町 子育て用品購入費補助	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.higashisonogi.lg.jp/kosodate_kyoiku/kosodate/912.html	子育て用品購入費補助 子育て用品購入費補助／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に関するよくある質問 認定こども園
nagasaki-official-004-015-2026	東彼杵町	東彼杵町 幼児教育・保育の無償化	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.higashisonogi.lg.jp/kosodate_kyoiku/hoikuen_yochien/538.html	幼児教育・保育の無償化 幼児教育・保育の無償化／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に関するよくある質問 認定こど
nagasaki-official-004-016-2026	東彼杵町	東彼杵町 子ども福祉医療制度	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.higashisonogi.lg.jp/kosodate_kyoiku/jidofukushi/368.html	子ども福祉医療制度 子ども福祉医療制度／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に関するよくある質問 認定こども園等に
nagasaki-official-004-017-2026	東彼杵町	東彼杵町 児童手当	所得・対象区分に応じて手当等を支給	https://www.town.higashisonogi.lg.jp/kosodate_kyoiku/jidofukushi/369.html	児童手当 児童手当／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に関するよくある質問 認定こども園等に関するよくある質問
nagasaki-official-004-018-2026	東彼杵町	東彼杵町 児童扶養手当	所得・対象区分に応じて手当等を支給	https://www.town.higashisonogi.lg.jp/kosodate_kyoiku/jidofukushi/370.html	児童扶養手当 児童扶養手当／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に関するよくある質問 認定こども園等に関するよくあ
nagasaki-official-004-019-2026	東彼杵町	東彼杵町 特別児童扶養手当	所得・対象区分に応じて手当等を支給	https://www.town.higashisonogi.lg.jp/kosodate_kyoiku/jidofukushi/371.html	特別児童扶養手当 特別児童扶養手当／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に関するよくある質問 認定こども園等に関す
nagasaki-official-004-020-2026	東彼杵町	東彼杵町 児童手当制度改正	所得・対象区分に応じて手当等を支給	https://www.town.higashisonogi.lg.jp/kosodate_kyoiku/jidofukushi/2917.html	令和6年10月分から児童手当が変わります 令和6年10月分から児童手当が変わります／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問
nagasaki-official-004-021-2026	東彼杵町	東彼杵町 通学費半額助成	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.higashisonogi.lg.jp/kosodate_kyoiku/kyoiku/3547.html	東彼杵町は通学費を半額助成します 東彼杵町は通学費を半額助成します／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に関するよ
nagasaki-official-004-022-2026	東彼杵町	東彼杵町 骨髄等移植ドナー支援助成金交付事業	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.higashisonogi.lg.jp/kenko_fukushi/kenko/2520.html	東彼杵町骨髄等移植ドナー支援助成金交付事業 東彼杵町骨髄等移植ドナー支援助成金交付事業／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご
nagasaki-official-004-023-2026	東彼杵町	東彼杵町 新生児聴覚検査	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.higashisonogi.lg.jp/kosodate_kyoiku/ninshin_shussan_kenshin/2310.html	新生児聴覚検査 新生児聴覚検査／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に関するよくある質問 認定こども園等に関するよ
nagasaki-official-004-024-2026	東彼杵町	東彼杵町 非課税世帯給付金・定額減税給付金	公式ページ記載の給付額・支援額に従う	https://www.town.higashisonogi.lg.jp/kurashi_tetsuzuki/zeikin/3399.html	非課税世帯給付金・定額減税給付金 非課税世帯給付金・定額減税給付金／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に関するよ
nagasaki-official-004-025-2026	東彼杵町	東彼杵町 まごころ奨学金	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.higashisonogi.lg.jp/kosodate_kyoiku/kyoiku/1637.html	まごころ奨学金 まごころ奨学金／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に関するよくある質問 認定こども園等に関するよ
nagasaki-official-004-026-2026	東彼杵町	東彼杵町 未就園児の一時預かり事業	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.higashisonogi.lg.jp/kosodate_kyoiku/kosodate/1520.html	未就園児の一時預かり事業 未就園児の一時預かり事業／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に関するよくある質問 認定
nagasaki-official-004-027-2026	東彼杵町	東彼杵町 こども誰でも通園制度	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.higashisonogi.lg.jp/kosodate_kyoiku/kosodate/2775.html	東彼杵町こども誰でも通園制度について 東彼杵町こども誰でも通園制度について／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に
nagasaki-official-004-028-2026	東彼杵町	東彼杵町 国民年金保険料の免除・納付猶予制度	所得・対象区分に応じて手当等を支給	https://www.town.higashisonogi.lg.jp/kenko_fukushi/kokuminnenkin/389.html	国民年金保険料の免除・納付猶予制度／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に関するよくある質問 認定こども園等に関す
nagasaki-official-004-029-2026	東彼杵町	東彼杵町 お試し住宅「大迫の宿」	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.higashisonogi.lg.jp/iju_teiju/508.html	長崎県東彼杵町の暮らしを体験！お試し住宅「大迫の宿」 長崎県東彼杵町の暮らしを体験！お試し住宅「大迫の宿」／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よく
nagasaki-official-004-030-2026	東彼杵町	東彼杵町 資源回収	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.higashisonogi.lg.jp/kurashi_tetsuzuki/gomi_jokaso/408.html	資源回収 資源回収／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に関するよくある質問 認定こども園等に関するよくある質問
nagasaki-official-004-031-2026	東彼杵町	東彼杵町 妊婦一般健康診査	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.higashisonogi.lg.jp/kosodate_kyoiku/ninshin_shussan_kenshin/2303.html	妊婦一般健康診査 妊婦一般健康診査／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に関するよくある質問 認定こども園等に関す
nagasaki-official-004-032-2026	東彼杵町	東彼杵町 一時預かり	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.higashisonogi.lg.jp/kosodate_kyoiku/kosodate/373.html	お子様の一時預かり お子様の一時預かり／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に関するよくある質問 認定こども園等に
nagasaki-official-004-033-2026	東彼杵町	東彼杵町 夜間・休日一時預かり	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.higashisonogi.lg.jp/kosodate_kyoiku/kosodate/374.html	お子様の夜間・休日一時預かり お子様の夜間・休日一時預かり／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に関するよくある質
nagasaki-official-004-034-2026	東彼杵町	東彼杵町 小中学校入学祝金	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.higashisonogi.lg.jp/kosodate_kyoiku/kyoiku/2737.html	東彼杵町小中学校入学祝金 東彼杵町小中学校入学祝金／東彼杵町 スマートフォン版を表示 本文へ 背景色変更 文字サイズ Foreign Language 目的別で探す 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引っ越し・ 住まい 高齢・介護 おくやみ よく利用されるメニュー 町営バス・デマンド交通 電子申請サービス 手続き検索ナビ 申請書ダウンロード ごみ出し検索 よくある質問 よくあるご質問 観光に関するよくある質問 認定
nagasaki-official-004-035-2026	川棚町	川棚町 太陽光発電設備等設置費用補助	公式ページ記載の補助率・上限額または支援内容に従う	https://www.kawatana.jp/topics/news/post-1155.html	--> 太陽光発電設備等の設置費用の一部を補助します[お知らせ]｜川棚町 文字サイズ 標準 拡大 背景色 あ あ あ メール配信情報 メール配信登録 検索 担当課 サイトマップ 問い合わせ 暮らし・手続き 移住・定住 文化・スポーツ 事業者の方へ 町政情報 検索 トップページ トピックス お知らせ 太陽光発電設備等の設置費用の一部を補助します お知らせ 太陽光発電設備等の設置費用の一部を補助します 川棚町では、 再生可能エネルギーによる
nagasaki-official-004-036-2026	川棚町	川棚町 児童手当の手続き	所得・対象区分に応じて手当等を支給	https://www.kawatana.jp/topics/news/post-1248.html	--> 児童手当の手続き漏れはありませんか？[お知らせ]｜川棚町 文字サイズ 標準 拡大 背景色 あ あ あ メール配信情報 メール配信登録 検索 担当課 サイトマップ 問い合わせ 暮らし・手続き 移住・定住 文化・スポーツ 事業者の方へ 町政情報 検索 トップページ トピックス お知らせ 児童手当の手続き漏れはありませんか？ お知らせ 児童手当の手続き漏れはありませんか？ ０歳から高校生年代の児童を養育している方のうち、現在児童手当を
nagasaki-official-004-037-2026	川棚町	川棚町 活きいきタクシー助成事業	公式ページ記載の補助率・上限額または支援内容に従う	https://www.kawatana.jp/topics/news/post-958.html	--> 川棚町活きいきタクシー助成事業について（お知らせ）[お知らせ]｜川棚町 文字サイズ 標準 拡大 背景色 あ あ あ メール配信情報 メール配信登録 検索 担当課 サイトマップ 問い合わせ 暮らし・手続き 移住・定住 文化・スポーツ 事業者の方へ 町政情報 検索 トップページ トピックス お知らせ 川棚町活きいきタクシー助成事業について（お知らせ） お知らせ 川棚町活きいきタクシー助成事業について（お知らせ） 町内にお住まいのご高
nagasaki-official-004-038-2026	川棚町	川棚町 長崎県養育費確保支援事業	公式ページ記載の補助率・上限額または支援内容に従う	https://www.kawatana.jp/topics/news/post-955.html	--> 長崎県養育費確保支援事業について[お知らせ]｜川棚町 文字サイズ 標準 拡大 背景色 あ あ あ メール配信情報 メール配信登録 検索 担当課 サイトマップ 問い合わせ 暮らし・手続き 移住・定住 文化・スポーツ 事業者の方へ 町政情報 検索 トップページ トピックス お知らせ 長崎県養育費確保支援事業について お知らせ 長崎県養育費確保支援事業について 県では、養育費の取決めを行うひとり親に対し、養育費の継続した履行確保を図る
nagasaki-official-004-039-2026	川棚町	川棚町 空き家バンク物件情報	公式ページ記載の補助率・上限額または支援内容に従う	https://www.kawatana.jp/akiyabank/index.html	空き家バンク物件情報 --> 空き家バンク物件情報｜川棚町 文字サイズ 標準 拡大 背景色 あ あ あ メール配信情報 メール配信登録 検索 担当課 サイトマップ 問い合わせ 暮らし・手続き 移住・定住 文化・スポーツ 事業者の方へ 町政情報 検索 トップページ 空き家バンク物件情報 空き家バンク物件情報 令和7年07月07日 物件登録番号２１：川棚町下組郷 令和8年01月26日 物件登録番号２７：川棚町百津郷 令和8年03月10日 物
nagasaki-official-004-040-2026	小値賀町	小値賀町 中小企業振興資金	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.ojika.lg.jp/shigoto_sangyo/1395.html	【小値賀町中小企業振興資金】貸付利率の変更のお知らせ 【小値賀町中小企業振興資金】貸付利率の変更のお知らせ／小値賀町 スマートフォン版を表示 本文へ キーワードから探す ページ番号から探す 検索 背景色変更 文字サイズ Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language くらし・手続き くらし・手続き 医療・健康 ・
nagasaki-official-004-041-2026	小値賀町	小値賀町 安心出産支援	10,000円を限度	https://www.town.ojika.lg.jp/kurashi_joho/2/503.html	安心出産支援／小値賀町 スマートフォン版を表示 本文へ キーワードから探す ページ番号から探す 検索 背景色変更 文字サイズ Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language くらし・手続き くらし・手続き 医療・健康 ・福祉 医療・健康・福祉 子育て・教育 子育て・教育 観光・文化 ・スポーツ 観光・文化・スポー
nagasaki-official-004-042-2026	小値賀町	小値賀町 高齢者福祉	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.ojika.lg.jp/iryo_kenko_fukushi/2/321.html	高齢者福祉 高齢者福祉／小値賀町 スマートフォン版を表示 本文へ キーワードから探す ページ番号から探す 検索 背景色変更 文字サイズ Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language くらし・手続き くらし・手続き 医療・健康 ・福祉 医療・健康・福祉 子育て・教育 子育て・教育 観光・文化 ・スポーツ 観光・文
nagasaki-official-004-043-2026	小値賀町	小値賀町 空き家バンク	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.ojika.lg.jp/kurashi_tetsuzuki/7/338.html	空き家バンク 空き家バンク／小値賀町 スマートフォン版を表示 本文へ キーワードから探す ページ番号から探す 検索 背景色変更 文字サイズ Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language くらし・手続き くらし・手続き 医療・健康 ・福祉 医療・健康・福祉 子育て・教育 子育て・教育 観光・文化 ・スポーツ 観光
nagasaki-official-004-044-2026	小値賀町	小値賀町 子育て支援情報	公式ページ記載の補助率・上限額または支援内容に従う	https://www.town.ojika.lg.jp/kosodate_kyoiku/2/index.html	子育て支援情報 子育て支援情報／小値賀町 スマートフォン版を表示 本文へ キーワードから探す ページ番号から探す 検索 背景色変更 文字サイズ Select Language English 中文（繁体） 中文（簡体） &#54620;&#44397;&#50612; Go Select your language くらし・手続き くらし・手続き 医療・健康 ・福祉 医療・健康・福祉 子育て・教育 子育て・教育 観光・文化 ・スポーツ
