"municipality","rescore","priority","status","title","url","snippet"
"函南町","34","medium","200","健康・福祉・医療／函南町","https://www.town.kannami.shizuoka.jp/shinseisho/sinseikenkou/index.html"," カテゴリ6を開く 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO PC版で表示する 閉じる 現在のページ ホーム 申請書ダウンロード 健康・福祉・医療 健康・福祉・医療 ページID : 3923 不妊・不育症治療助成制度 精神障害者入院医療費助成制度 令和8年4月1日から高齢者肺炎球菌予防接種が変わります 介護保険関連申請書ダウンロード よくある質問 サイト内検索 キーワード ページID 申請書ダウンロード 函"
"函南町","32","low","200","第七次函南町総合計画の策定／函南町","https://www.town.kannami.shizuoka.jp/soshiki/1002/7/6323.html","#50612; GO PC版で表示する 閉じる 現在のページ ホーム 組織から探す 企画財政課 政策・計画（町の取り組み） 第七次函南町総合計画の策定 第七次函南町総合計画の策定 更新日：2026年06月15日 ページID : 6323 策定にあたって 総合計画は、町の将来像及びまちづくりの基本方針を定める行政運営の最上位計画で、各分野の個別計画や施策の方向性を示すものです。 2017（平成29）年度から始まった第六次函南町総合計画では、「環境・健康・交流都市 函南 ～住んでよし 訪れてよし 函南町～」の実現に向けてまちづくりを進めてきましたが、2026（令和8）年度をもって計画期間が終了します。 このため、少子高齢化の進行や人口減少の加速化、災害の激甚化、デジタル化の進展など、町を取り巻く"
"函南町","30","low","200","くらし・手続き／函南町","https://www.town.kannami.shizuoka.jp/kurashi_tetsuzuki/index.html","307;&#20013;&#25991; &#54620;&#44397;&#50612; GO PC版で表示する 閉じる 現在のページ ホーム くらし・手続き くらし・手続き ページID : 1649 くらしの相談・窓口 防災・消防・交通安全・防犯 届出・証明（戸籍・住民登録等） 税金 保険・年金 ペット・動物 住まい 移住・定住 水道・下水道 ごみ・リサイクル 環境保全 公共交通・駐車場 電子申請 補助金 給付金 函南町まるごとサポート事業（重層的支援体制整備事業） 毎週水曜日は窓口業務を延長しています（証明発行等） よくある質問 サイト内検索 キーワード ページID ホーム 函南町役場 〒419-0192 静岡県田方郡函南町平井717番地の13 開庁時間： 8時30分から17時15分（"
"函南町","30","medium","200","後期高齢者医療制度／函南町","https://www.town.kannami.shizuoka.jp/life_event/koreisha_fukushikaigo/4099.html","後期高齢者医療制度／函南町 本文へ 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・ スポーツ 産業・まちづくり 行政情報 サイト内検索 キーワード ページID くらし・手続き カテゴリ1を開く 子育て・教育 カテゴリ2を開く 医療・健康・福祉 カテゴリ3を開く 観光・文化・スポーツ カテゴリ4を開く 産業・まちづくり カテゴリ5を開く 行政情報 カテゴ"
"函南町","30","medium","200","高齢者・福祉介護／函南町","https://www.town.kannami.shizuoka.jp/life_event/koreisha_fukushikaigo/index.html","高齢者・福祉介護／函南町 本文へ 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・ スポーツ 産業・まちづくり 行政情報 サイト内検索 キーワード ページID くらし・手続き カテゴリ1を開く 子育て・教育 カテゴリ2を開く 医療・健康・福祉 カテゴリ3を開く 観光・文化・スポーツ カテゴリ4を開く 産業・まちづくり カテゴリ5を開く 行政情報 カテゴリ"
"函南町","29","low","200","ホーム／函南町","https://www.town.kannami.shizuoka.jp/index.html","開く 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO PC版で表示する 閉じる シティプロモーション ふるさと納税 事業者向け情報 くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・ スポーツ 産業・まちづくり 行政情報 サイト内検索 キーワード ページID ページIDとは トピックス もしものときは 防災 ゴミの出し方・分け方 新着情報 現在、新着情報はございません。 新着情報一覧を見る RSS ライ"
"函南町","29","medium","200","医療・健康／函南町","https://www.town.kannami.shizuoka.jp/iryo_kenko_fukushi/iryo_kenko/index.html","しい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO PC版で表示する 閉じる 現在のページ ホーム 医療・健康・福祉 医療・健康 医療・健康 ページID : 1683 大人の健診・検診 予防接種 医療費助成 母と子どもの健康 健康づくり 食育 令和8年度成人健康診査のご案内 不妊・不育症治療助成制度 丹那地区の住民を対象とした巡回診療 函南町保健福祉センター 休日夜間救急医療 函南町内の医療機関 救急安心電話相談窓口【#7119】 よくある質問 サイト内検索 キーワード ページID 医療・健"
"函南町","29","medium","200","補助金／函南町","https://www.town.kannami.shizuoka.jp/jigyosha/2199.html","補助金／函南町 本文へ 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・ スポーツ 産業・まちづくり 行政情報 サイト内検索 キーワード ページID くらし・手続き カテゴリ1を開く 子育て・教育 カテゴリ2を開く 医療・健康・福祉 カテゴリ3を開く 観光・文化・スポーツ カテゴリ4を開く 産業・まちづくり カテゴリ5を開く 行政情報 カテゴリ6を開く "
"函南町","29","low","200","函南町の優れた地域資源を「函南ブランド」として認定しています／函南町","https://www.town.kannami.shizuoka.jp/sangyo_machizukuri/sangyoshinko/5/2943.html","4620;&#44397;&#50612; GO PC版で表示する 閉じる 現在のページ ホーム 産業・まちづくり 産業振興 函南ブランド 函南町の優れた地域資源を「函南ブランド」として認定しています 函南町の優れた地域資源を「函南ブランド」として認定しています 更新日：2026年04月07日 ページID : 2943 函南ブランド認定品紹介パンフレット 函南ブランド認定品の紹介パンフレットです。令和8年3月1日現在の認定品が確認できます。 左の画像をクリックしてご覧ください。 ふるさと納税 ふるさと納税の返礼品にもなっています。（※一部の認定品） 制度・概要 ふるさと納税各インターネットサイト ※現地寄附型 函南ブランドとは 函南町の豊かな自然から生まれ、育まれ、愛されてきた自慢の逸品が「"
"函南町","28","low","200","住まい／函南町","https://www.town.kannami.shizuoka.jp/kurashi_tetsuzuki/sumai/index.html","oreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO PC版で表示する 閉じる 現在のページ ホーム くらし・手続き 住まい 住まい ページID : 1669 函南町の町営住宅 函南町空き家バンク登録のご案内 防犯灯 令和8年度リフォーム助成事業 受付の終了 マンションの管理 函南町感震ブレーカー設置事業費補助金 よくある質問 サイト内検索 キーワード ページID くらし・手続き 函南町役場 〒419-0192 静岡県田方郡函南町平井717番地の13 開庁時間： 8時30分から17時15分（土・日曜日、祝日、年末"
"函南町","28","low","200","くらし・手続き／函南町","https://www.town.kannami.shizuoka.jp/shinseisho/sinseikurashi/index.html"," カテゴリ6を開く 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO PC版で表示する 閉じる 現在のページ ホーム 申請書ダウンロード くらし・手続き くらし・手続き ページID : 3921 国民健康保険 申請（届出）書ダウンロード 戸籍・住民票・転出証明書の郵便請求 税証明の郵便請求 住民税各種申請書 水道各種届出書（ダウンロード用） 下水道各種申請書のご案内（ダウンロード用） 函南駅前町営駐車場申請書・各種"
"函南町","26","low","200","補助金／函南町","https://www.town.kannami.shizuoka.jp/kurashi_tetsuzuki/hojokin/index.html","補助金／函南町 本文へ 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・ スポーツ 産業・まちづくり 行政情報 サイト内検索 キーワード ページID くらし・手続き カテゴリ1を開く 子育て・教育 カテゴリ2を開く 医療・健康・福祉 カテゴリ3を開く 観光・文化・スポーツ カテゴリ4を開く 産業・まちづくり カテゴリ5を開く 行政情報 カテゴリ6を開く "
"函南町","25","low","200","函南町ごみ焼却場・リサイクルプラザ／函南町","https://www.town.kannami.shizuoka.jp/shisetsu/gomi_kankyo/2896.html","、安全に衛生的に処理できる施設です。 “ごみは資源”を基本テーマに、それぞれのごみに適した処理システムを採用し、効率よく、リサイクル効果をあげています。 ごみ焼却場では、ダイオキシン等の大気汚染防止、水質汚濁防止、騒音・臭気防止など、きめ細かな公害防止対策を施設の隅々にいたるまで実施しています。 利用案内 ご家庭の粗大ごみなどの焼却場への持ち込みは次のとおり受け付けています。 焼却場 ご利用案内 受付日と時間 平日（月曜～金曜） 午前8時30分から正午まで/午後1時から午後4時30分まで 毎月最終日曜日（12月を除く） 午前9時から正午まで/午後1時から午後3時まで （注意）土曜・日曜・祝日は受け付けておりません。 （注意）年末年始の受け入れについては11月と12月の広報でお知らせします。 "
"函南町","24","low","200","母と子どもの健康／函南町","https://www.town.kannami.shizuoka.jp/iryo_kenko_fukushi/iryo_kenko/4/index.html"," Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO PC版で表示する 閉じる 現在のページ ホーム 医療・健康・福祉 医療・健康 母と子どもの健康 母と子どもの健康 ページID : 1797 健診・相談 教室 子どもの予防接種 手当・助成 離乳食の進め方（初期・中期） 離乳食の進め方（後期・完了期） 母子健康手帳交付 子育てアプリ「かんnavi」 産後ケア事業 「ママお助け隊参上」のご案内 こども家庭センター 令和8年度 母子保健サービスの一覧 よくある質問 サイト内検索 キーワード ページID 医療・健康 函南町役場 〒"
"函南町","24","low","200","健全育成・青少年／函南町","https://www.town.kannami.shizuoka.jp/kosodate_kyoiku/kenzenikusei_seishonen/index.html","Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO PC版で表示する 閉じる 現在のページ ホーム 子育て・教育 健全育成・青少年 健全育成・青少年 ページID : 1681 函南町いじめ防止基本方針 函南町子ども会活動推進事業費補助金 令和9年はたちの集い実行委員の募集 かんなみ見守りサポーター よくある質問 サイト内検索 キーワード ページID 子育て・教育 函南町役場 〒419-0192 静岡県田方郡函南町平井717番地の13 開庁時間： 8時30分から17時15分（土・日曜日、祝日、年末年始を除く） 電話番号： 05"
"函南町","24","low","200","子育てふれあい・地域交流センター(かんなみ知恵の和館内）／函南町","https://www.town.kannami.shizuoka.jp/kosodate_kyoiku/kosodate/6/2838.html","育て交流センター）は、子どもからお年寄りまでが気軽に集い、“学び”や“遊び”“体験”などを通して、世代を超えたさまざまな人たちが交流するための施設です。 場所 函南町上沢107-1 函南町文化センター東隣の白い建物がかんなみ知恵の和館です。 子育て交流センターはかんなみ知恵の和館1階にあります。 駐車場は文化センターの駐車場をご利用ください。 開館時間 午前8時30分から午後5時15分（施設の利用受付） 各施設の利用時間は次のとおりです。 各施設の利用時間 施設名 利用時間 プレイルーム 午前9時30分から午前11時30分 午後1時から午後4時 ふれあいプラザ（屋外プレイゾーン） 午前9時30分から午後4時 多目的室1・2・3（1階） 午前9時から午後5時 研修室1・2・3（2階） 午前9時"
"函南町","24","low","200","函南町の電子申請サービス（オンライン申請）／函南町","https://www.town.kannami.shizuoka.jp/kurashi_tetsuzuki/denshishinsei/3792.html","函南町の電子申請サービス（オンライン申請）／函南町 本文へ 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・ スポーツ 産業・まちづくり 行政情報 サイト内検索 キーワード ページID くらし・手続き カテゴリ1を開く 子育て・教育 カテゴリ2を開く 医療・健康・福祉 カテゴリ3を開く 観光・文化・スポーツ カテゴリ4を開く 産業・まちづくり カテゴリ5"
"函南町","24","low","200","地球温暖化対策／函南町","https://www.town.kannami.shizuoka.jp/kurashi_tetsuzuki/kankyohozen/2/index.html","日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO PC版で表示する 閉じる 現在のページ ホーム くらし・手続き 環境保全 地球温暖化対策 地球温暖化対策 ページID : 1771 令和8年度住宅用太陽光発電システム等設置事業費補助金 省エネ家電購入費補助金 地球温暖化対策アプリ『クルポ』で楽しみながらエコにチャレンジ 指定暑熱避難施設（クーリングシェルター） 公共施設への太陽光発電設備導入可能性調査 グリーン購入の推進 【国補助金】令和7年度補正予算省エネ支援パッケージ 環境"
"函南町","24","low","200","給付金／函南町","https://www.town.kannami.shizuoka.jp/kurashi_tetsuzuki/kyuufukin/index.html","給付金／函南町 本文へ 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・ スポーツ 産業・まちづくり 行政情報 サイト内検索 キーワード ページID くらし・手続き カテゴリ1を開く 子育て・教育 カテゴリ2を開く 医療・健康・福祉 カテゴリ3を開く 観光・文化・スポーツ カテゴリ4を開く 産業・まちづくり カテゴリ5を開く 行政情報 カテゴリ6を開く "
"函南町","24","low","200","母と子どもの健康／函南町","https://www.town.kannami.shizuoka.jp/life_event/kosodate/4107.html","Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO PC版で表示する 閉じる 現在のページ ホーム ライフイベントから探す 子育て 母と子どもの健康 母と子どもの健康 ページID : 4107 健診・相談 教室 子どもの予防接種 手当・助成 離乳食の進め方（初期・中期） 離乳食の進め方（後期・完了期） 母子健康手帳交付 子育てアプリ「かんnavi」 産後ケア事業 「ママお助け隊参上」のご案内 こども家庭センター 令和8年度 母子保健サービスの一覧 よくある質問 サイト内検索 キーワード ページID 子育て 函南町役場 〒41"
"函南町","23","low","200","ホーム／函南町","https://www.town.kannami.shizuoka.jp/","開く 文字サイズ 背景色 ルビふり ルビをけす 音声読み上げ やさしい日本語 やさしい日本語をけす Foreign Language English &#32321;&#39636;&#20013;&#25991; &#31616;&#20307;&#20013;&#25991; &#54620;&#44397;&#50612; GO PC版で表示する 閉じる シティプロモーション ふるさと納税 事業者向け情報 くらし・手続き 子育て・教育 医療・健康・福祉 観光・文化・ スポーツ 産業・まちづくり 行政情報 サイト内検索 キーワード ページID ページIDとは トピックス もしものときは 防災 ゴミの出し方・分け方 新着情報 現在、新着情報はございません。 新着情報一覧を見る RSS ライ"
"函南町","22","low","200","教育委員会／函南町","https://www.town.kannami.shizuoka.jp/kosodate_kyoiku/kyoikuiinkai/index.html"," GO PC版で表示する 閉じる 現在のページ ホーム 子育て・教育 教育委員会 教育委員会 ページID : 1679 函南町教育大綱 教育委員会の定例会・臨時会 教育委員会 議案 教育委員会 会議録 函南町教育委員会 自己点検・評価報告書 函南町総合教育会議 地域学校協働活動 函南町教育支援センターのご案内 田方教科書センター 函南町立小中学校外国語指導助手派遣業務委託公募型プロポーザルの実施 令和8年度、令和9年度 学校等給食用物資供給指定店の申請受付 函南町立学校等給食調理業務委託公募型プロポーザルの実施 函南町給食費等管理システム導入・運用収納業務に関する公募型プロポーザル 学校給食 よくある質問 サイト内検索 キーワード ページID 子育て・教育 函南町役場 〒419-0192 静"
