status	slug	organization	title	url	final
200	kumamoto-official-008-021-2026	錦町	小・中学校での子育て支援の詳細について	https://www.town.kumamoto-nishiki.lg.jp/kiji003795/index.html	https://www.town.kumamoto-nishiki.lg.jp/kiji003795/index.html
200	kumamoto-official-008-022-2026	錦町	結婚された方の新生活を応援します！	https://www.town.kumamoto-nishiki.lg.jp/kiji003461/index.html	https://www.town.kumamoto-nishiki.lg.jp/kiji003461/index.html
200	kumamoto-official-008-023-2026	錦町	錦町障害児通所サービス利用者負担額助成について	https://www.town.kumamoto-nishiki.lg.jp/kiji003798/index.html	https://www.town.kumamoto-nishiki.lg.jp/kiji003798/index.html
200	kumamoto-official-008-024-2026	多良木町	多良木町自転車用ヘルメット購入費の補助について	https://www.town.taragi.lg.jp/gyousei/bosai_anzen/bosai/tetsuzuki/3492.html	https://www.town.taragi.lg.jp/gyousei/bosai_anzen/bosai/tetsuzuki/3492.html
200	kumamoto-official-008-025-2026	多良木町	防犯機能付電話機等購入補助について	https://www.town.taragi.lg.jp/gyousei/bosai_anzen/bosai/tetsuzuki/4163.html	https://www.town.taragi.lg.jp/gyousei/bosai_anzen/bosai/tetsuzuki/4163.html
200	kumamoto-official-008-026-2026	多良木町	防犯カメラの設置補助金について	https://www.town.taragi.lg.jp/gyousei/bosai_anzen/bosai/tetsuzuki/3697.html	https://www.town.taragi.lg.jp/gyousei/bosai_anzen/bosai/tetsuzuki/3697.html
200	kumamoto-official-008-027-2026	多良木町	国民健康保険の一部負担金減免制度について	https://www.town.taragi.lg.jp/gyousei/kenko_iryo_fukushi/hoken/oshirase/2604.html	https://www.town.taragi.lg.jp/gyousei/kenko_iryo_fukushi/hoken/oshirase/2604.html
200	kumamoto-official-008-028-2026	多良木町	不妊治療費等助成事業内容	https://www.town.taragi.lg.jp/gyousei/kenko_iryo_fukushi/iryo_kenko/oshirase/155.html	https://www.town.taragi.lg.jp/gyousei/kenko_iryo_fukushi/iryo_kenko/oshirase/155.html
200	kumamoto-official-008-029-2026	多良木町	がん患者のウィッグ・乳房補整具等の購入費用補助について	https://www.town.taragi.lg.jp/gyousei/kenko_iryo_fukushi/iryo_kenko/oshirase/3752.html	https://www.town.taragi.lg.jp/gyousei/kenko_iryo_fukushi/iryo_kenko/oshirase/3752.html
200	kumamoto-official-008-030-2026	多良木町	グループホーム家賃等助成事業	https://www.town.taragi.lg.jp/gyousei/kenko_iryo_fukushi/kaigohoken/tetsuzuki/2380.html	https://www.town.taragi.lg.jp/gyousei/kenko_iryo_fukushi/kaigohoken/tetsuzuki/2380.html
200	kumamoto-official-008-031-2026	多良木町	年金生活者支援給付金制度	https://www.town.taragi.lg.jp/gyousei/kenko_iryo_fukushi/nenkin/oshirase/2991.html	https://www.town.taragi.lg.jp/gyousei/kenko_iryo_fukushi/nenkin/oshirase/2991.html
200	kumamoto-official-008-032-2026	多良木町	特別障害者手当について	https://www.town.taragi.lg.jp/gyousei/kenko_iryo_fukushi/shogaishafukushi/tetsuzuki/2659.html	https://www.town.taragi.lg.jp/gyousei/kenko_iryo_fukushi/shogaishafukushi/tetsuzuki/2659.html
200	kumamoto-official-008-033-2026	多良木町	障害児福祉手当について	https://www.town.taragi.lg.jp/gyousei/kenko_iryo_fukushi/shogaishafukushi/tetsuzuki/2660.html	https://www.town.taragi.lg.jp/gyousei/kenko_iryo_fukushi/shogaishafukushi/tetsuzuki/2660.html
200	kumamoto-official-008-034-2026	多良木町	障がい者に対する医療費助成について	https://www.town.taragi.lg.jp/gyousei/kenko_iryo_fukushi/shogaishafukushi/tetsuzuki/2415.html	https://www.town.taragi.lg.jp/gyousei/kenko_iryo_fukushi/shogaishafukushi/tetsuzuki/2415.html
200	kumamoto-official-008-035-2026	多良木町	学校給食費の無償化について	https://www.town.taragi.lg.jp/gyousei/kosodate_kyoiku_sports/kyushoku/oshirase/3193.html	https://www.town.taragi.lg.jp/gyousei/kosodate_kyoiku_sports/kyushoku/oshirase/3193.html
200	kumamoto-official-008-036-2026	多良木町	多良木町 子ども医療費助成事業があります！	https://www.town.taragi.lg.jp/gyousei/kosodate_kyoiku_sports/shien/tetsuzuki/2337.html	https://www.town.taragi.lg.jp/gyousei/kosodate_kyoiku_sports/shien/tetsuzuki/2337.html
200	kumamoto-official-008-037-2026	多良木町	妊婦等包括相談支援事業および妊婦のための支援給付金について	https://www.town.taragi.lg.jp/gyousei/kosodate_kyoiku_sports/shien/tetsuzuki/2336.html	https://www.town.taragi.lg.jp/gyousei/kosodate_kyoiku_sports/shien/tetsuzuki/2336.html
200	kumamoto-official-008-038-2026	多良木町	特別児童扶養手当について	https://www.town.taragi.lg.jp/gyousei/kosodate_kyoiku_sports/shien/tetsuzuki/2685.html	https://www.town.taragi.lg.jp/gyousei/kosodate_kyoiku_sports/shien/tetsuzuki/2685.html
200	kumamoto-official-008-039-2026	多良木町	児童手当について	https://www.town.taragi.lg.jp/gyousei/kosodate_kyoiku_sports/shien/tetsuzuki/2304.html	https://www.town.taragi.lg.jp/gyousei/kosodate_kyoiku_sports/shien/tetsuzuki/2304.html
200	kumamoto-official-008-040-2026	多良木町	放課後児童クラブ利用者負担助成金について	https://www.town.taragi.lg.jp/gyousei/kosodate_kyoiku_sports/shien/tetsuzuki/2307.html	https://www.town.taragi.lg.jp/gyousei/kosodate_kyoiku_sports/shien/tetsuzuki/2307.html
200	kumamoto-official-008-041-2026	多良木町	児童扶養手当について	https://www.town.taragi.lg.jp/gyousei/kosodate_kyoiku_sports/shien/tetsuzuki/2310.html	https://www.town.taragi.lg.jp/gyousei/kosodate_kyoiku_sports/shien/tetsuzuki/2310.html
200	kumamoto-official-008-042-2026	多良木町	上水道使用料 基本料金の一部減免について	https://www.town.taragi.lg.jp/gyousei/kurashi/jogesuido/oshirase/4148.html	https://www.town.taragi.lg.jp/gyousei/kurashi/jogesuido/oshirase/4148.html
200	kumamoto-official-008-043-2026	多良木町	多良木町浄化槽設置整備事業補助金について	https://www.town.taragi.lg.jp/gyousei/kurashi/jogesuido/tetsuzuki/4152.html	https://www.town.taragi.lg.jp/gyousei/kurashi/jogesuido/tetsuzuki/4152.html
200	kumamoto-official-008-044-2026	多良木町	多良木町住宅リフォーム事業補助金について	https://www.town.taragi.lg.jp/gyousei/kurashi/jogesuido/tetsuzuki/4156.html	https://www.town.taragi.lg.jp/gyousei/kurashi/jogesuido/tetsuzuki/4156.html
200	kumamoto-official-008-045-2026	多良木町	令和2年7月豪雨災に伴う作業道復旧補助金について	https://www.town.taragi.lg.jp/gyousei/shigoto_sangyo/ringyo/hojokin/2810.html	https://www.town.taragi.lg.jp/gyousei/shigoto_sangyo/ringyo/hojokin/2810.html
200	kumamoto-official-008-046-2026	多良木町	多良木町森林作業道補修改良事業補助金について	https://www.town.taragi.lg.jp/gyousei/shigoto_sangyo/ringyo/hojokin/2621.html	https://www.town.taragi.lg.jp/gyousei/shigoto_sangyo/ringyo/hojokin/2621.html
200	kumamoto-official-008-047-2026	多良木町	多良木町木造住宅促進事業補助金（新築補助）について	https://www.town.taragi.lg.jp/gyousei/shigoto_sangyo/ringyo/hojokin/2408.html	https://www.town.taragi.lg.jp/gyousei/shigoto_sangyo/ringyo/hojokin/2408.html
200	kumamoto-official-008-048-2026	多良木町	空き家・空き店舗等活用事業補助金について	https://www.town.taragi.lg.jp/gyousei/shigoto_sangyo/shokogyoshinko/oshirase/3250.html	https://www.town.taragi.lg.jp/gyousei/shigoto_sangyo/shokogyoshinko/oshirase/3250.html
200	kumamoto-official-008-049-2026	湯前町	就学に必要な費用を援助します	https://www.town.yunomae.lg.jp/kosodate/kiji0032538/index.html	https://www.town.yunomae.lg.jp/kosodate/kiji0032538/index.html
200	kumamoto-official-008-050-2026	湯前町	湯前町省エネ家電買換促進補助金について	https://www.town.yunomae.lg.jp/kiji0035093/index.html	https://www.town.yunomae.lg.jp/kiji0035093/index.html
200	kumamoto-official-008-051-2026	湯前町	結婚新生活支援事業について	https://www.town.yunomae.lg.jp/kiji0033471/index.html	https://www.town.yunomae.lg.jp/kiji0033471/index.html
200	kumamoto-official-008-052-2026	湯前町	介護サービス事業所・施設の新型コロナウイルス感染症対策について補助します	https://www.town.yunomae.lg.jp/kiji0032390/index.html	https://www.town.yunomae.lg.jp/kiji0032390/index.html
200	kumamoto-official-008-053-2026	湯前町	生ごみ処理容器や処理機の購入補助があります	https://www.town.yunomae.lg.jp/kiji003695/index.html	https://www.town.yunomae.lg.jp/kiji003695/index.html
200	kumamoto-official-008-054-2026	湯前町	医療用補整具の購入費や在宅療養サービス費用を助成します	https://www.town.yunomae.lg.jp/kiji0033969/index.html	https://www.town.yunomae.lg.jp/kiji0033969/index.html
200	kumamoto-official-008-055-2026	湯前町	全国スポーツ大会等出場奨励金について	https://www.town.yunomae.lg.jp/kiji0033418/index.html	https://www.town.yunomae.lg.jp/kiji0033418/index.html
200	kumamoto-official-008-056-2026	湯前町	はり・灸施術費を助成します。	https://www.town.yunomae.lg.jp/kiji0032869/index.html	https://www.town.yunomae.lg.jp/kiji0032869/index.html
200	kumamoto-official-008-057-2026	湯前町	子どもの医療費を助成します。	https://www.town.yunomae.lg.jp/kiji0032836/index.html	https://www.town.yunomae.lg.jp/kiji0032836/index.html
200	kumamoto-official-008-058-2026	湯前町	団体等補助金の申請について	https://www.town.yunomae.lg.jp/kiji0031680/index.html	https://www.town.yunomae.lg.jp/kiji0031680/index.html
200	kumamoto-official-008-059-2026	湯前町	生衛業受動喫煙防止対策事業助成金について	https://www.town.yunomae.lg.jp/kiji0031171/index.html	https://www.town.yunomae.lg.jp/kiji0031171/index.html
200	kumamoto-official-008-060-2026	水上村	新婚さんの新生活支援について	https://www.vill.mizukami.lg.jp/kiji0031091/index.html	https://www.vill.mizukami.lg.jp/kiji0031091/index.html
200	kumamoto-official-008-061-2026	水上村	ＬＰガス支援金のお知らせ	https://www.vill.mizukami.lg.jp/kiji0031303/index.html	https://www.vill.mizukami.lg.jp/kiji0031303/index.html
200	kumamoto-official-008-062-2026	水上村	令和８年度水上村移住支援金のご案内	https://www.vill.mizukami.lg.jp/kiji0031079/index.html	https://www.vill.mizukami.lg.jp/kiji0031079/index.html
200	kumamoto-official-008-063-2026	水上村	水上村老朽危険空家等除却促進事業補助金のご案内	https://www.vill.mizukami.lg.jp/kiji0031085/index.html	https://www.vill.mizukami.lg.jp/kiji0031085/index.html
200	kumamoto-official-008-064-2026	水上村	新生児聴覚検査費用の助成のお知らせ	https://www.vill.mizukami.lg.jp/kiji003734/index.html	https://www.vill.mizukami.lg.jp/kiji003734/index.html
200	kumamoto-official-008-065-2026	水上村	水上っ子みらい応援助成金(入学祝い金)について	https://www.vill.mizukami.lg.jp/kiji0031002/index.html	https://www.vill.mizukami.lg.jp/kiji0031002/index.html
200	kumamoto-official-008-066-2026	水上村	ドライブレコーダー設置費の補助を行っています!	https://www.vill.mizukami.lg.jp/kiji003520/index.html	https://www.vill.mizukami.lg.jp/kiji003520/index.html
200	kumamoto-official-008-067-2026	水上村	水上村奨学金の募集について	https://www.vill.mizukami.lg.jp/kiji0031208/index.html	https://www.vill.mizukami.lg.jp/kiji0031208/index.html
200	kumamoto-official-008-068-2026	水上村	令和6年(2024年)10月より児童手当が変わります	https://www.vill.mizukami.lg.jp/kiji003890/index.html	https://www.vill.mizukami.lg.jp/kiji003890/index.html
200	kumamoto-official-008-069-2026	水上村	水上村高等学校等通学費等支援補助制度について!	https://www.vill.mizukami.lg.jp/kiji003891/index.html	https://www.vill.mizukami.lg.jp/kiji003891/index.html
200	kumamoto-official-008-070-2026	水上村	水上村語学検定料(英検・漢検)補助金について	https://www.vill.mizukami.lg.jp/kiji003880/index.html	https://www.vill.mizukami.lg.jp/kiji003880/index.html
200	kumamoto-official-008-071-2026	水上村	自動車踏み間違い防止装置設置費の補助を行っています!	https://www.vill.mizukami.lg.jp/kiji003521/index.html	https://www.vill.mizukami.lg.jp/kiji003521/index.html
200	kumamoto-official-008-072-2026	水上村	定額減税を補足する給付金（不足額給付）のご案内	https://www.vill.mizukami.lg.jp/kiji0031121/index.html	https://www.vill.mizukami.lg.jp/kiji0031121/index.html
200	kumamoto-official-008-073-2026	水上村	生ごみ電動処理機・生ごみ処理容器の購入補助制度のご案内	https://www.vill.mizukami.lg.jp/kiji003915/index.html	https://www.vill.mizukami.lg.jp/kiji003915/index.html
200	kumamoto-official-008-074-2026	水上村	LPガス使用世帯へ支援金（第3弾）を給付します	https://www.vill.mizukami.lg.jp/kiji0031125/index.html	https://www.vill.mizukami.lg.jp/kiji0031125/index.html
200	kumamoto-official-008-075-2026	水上村	住宅用火災警報器設置費の補助を始めます!	https://www.vill.mizukami.lg.jp/kiji003198/index.html	https://www.vill.mizukami.lg.jp/kiji003198/index.html
200	kumamoto-official-008-076-2026	水上村	チャイルドシート購入補助金について	https://www.vill.mizukami.lg.jp/kiji003334/index.html	https://www.vill.mizukami.lg.jp/kiji003334/index.html
200	kumamoto-official-008-077-2026	水上村	不妊治療費補助を拡充しました!	https://www.vill.mizukami.lg.jp/kiji003730/index.html	https://www.vill.mizukami.lg.jp/kiji003730/index.html
200	kumamoto-official-008-078-2026	水上村	国民健康保険の一部負担金減免制度について	https://www.vill.mizukami.lg.jp/kiji00374/index.html	https://www.vill.mizukami.lg.jp/kiji00374/index.html
200	kumamoto-official-008-079-2026	水上村	就学援助について	https://www.vill.mizukami.lg.jp/kiji003125/index.html	https://www.vill.mizukami.lg.jp/kiji003125/index.html
200	kumamoto-official-008-080-2026	水上村	水上村の保育料等完全無償化について	https://www.vill.mizukami.lg.jp/kiji003894/index.html	https://www.vill.mizukami.lg.jp/kiji003894/index.html
