municipalityCode,municipalityName,rescore,hasStrong,hasAmount,hasTarget,hasDeadline,title,h1,sourceUrl,snippet
"20448","生坂村","53","true","true","true","true","","","https://www.village.ikusaka.nagano.jp/gyousei/kenkoufukusi/seijin/fukusi_iryouhi.htm","給付金として給付を受けることができます。 福祉医療費給付制度 区分 対象者 所得制限 ※２ 乳幼児及び児童 出生の日から満１８歳に達する日以降の最初の３月３１日までの方 ※１ 保険適用外となる９歳から１５歳の弱視・斜視及び先天性白内障術後の屈折矯正の治療用として用いる眼鏡及びコンタクトレンズについて支給（再給付については、前回給付から２年以上後であること） なし 障害者 障害手帳１級から３級の方 なし 療育手帳Ａ１、Ａ２、Ｂ１、Ｂ２の方"
"20452","筑北村","53","true","true","true","true","子育て","子育て","https://www.vill.chikuhoku.lg.jp/kosodate-kyoiku/kosodate/","補助金・支援制度・その他書式 筑北村カレンダー 筑北村トップページ Language 閉じる 読み上げる 子育て 2026年7月8日 おひさまにこにこ便り 2026年5月7日 筑北村立保育園への入園について 2025年9月24日 産後ケア事業のお知らせ 2025年5月20日 筑北村こども計画（第3期子ども・子育て支援事業計画）について 2025年3月26日 令和7年4月から子どもの医療費を無料化します 2024年11月14日 子どもサポ"
"20446","麻績村","48","true","true","true","true","","","https://www.vill.omi.nagano.jp/kurashi/gomi/jumin927.html","補助金について｜麻績村 文字サイズ 標準 大 背景色 白 黒 ふりがな Translate ENGLISH（英語） 汉语（中国語：簡体字） 漢語（中国語：繁体字） 한국어（韓国語） やさしい日本語 くらし 麻績村について 事業者の方へ 移住希望者の方へ 観光 サイト内を検索 組織から探す TOP くらし ゴミ・環境 麻績村住宅用太陽光発電システム設置事業補助金について 麻績村住宅用太陽光発電システム設置事業補助金について 更新日：202"
"20446","麻績村","48","true","true","true","true","","","https://www.vill.omi.nagano.jp/omimura/soneijutaku/gikaijimukyoku2509.html","無償化について 通学路の危険個所、駅前通りの横断歩道における安全対策について 塚原 利彦 議員 公共交通について 障がい者への支援等について 村長一期目の振り返りと次期に向けた政策について 清水清 刈間 利恵 議員 昨今の詐欺被害について これからの学校のあり方について 生活インフラについて 聖高原駅のエレベーター設置について 聖高原駅前の整備について 空き家バンクの状況について 麻績知名度アップの具体策は この記事へのお問い合わせ 議"
"20446","麻績村","48","true","true","true","true","","","https://www.vill.omi.nagano.jp/omimura/shisaku_keikaku/shinko159.html","補助金交付要綱 (556.9KB) この記事へのお問い合わせ 振興課 長野県東筑摩郡麻績村麻3837 電話番号 0263-67-4853 Fax番号 0263-67-3094 メール omisinko@vill.omi.nagano.jp ※対応時間：8時30分～17時15分（土,日,祝日を除く。) ※受付は24時間行っておりますが、お返事は業務時間内になることをご承知おきください。 麻績村について 情報公開 公共施設 議会 財政 村政"
"20446","麻績村","48","true","true","true","true","","","https://www.vill.omi.nagano.jp/kurashi/anzen_bosai/shinko128.html","補助金｜麻績村 文字サイズ 標準 大 背景色 白 黒 ふりがな Translate ENGLISH（英語） 汉语（中国語：簡体字） 漢語（中国語：繁体字） 한국어（韓国語） やさしい日本語 くらし 麻績村について 事業者の方へ 移住希望者の方へ 観光 サイト内を検索 組織から探す TOP くらし 安全・防災 麻績村空き家改修及び片づけ等事業補助金 麻績村空き家改修及び片づけ等事業補助金 更新日：2022年06月15日 空き家改修及び片づ"
"20446","麻績村","48","true","true","true","true","","","https://www.vill.omi.nagano.jp/kurashi/anzen_bosai/somu407.html","手当の口頭指示があった場合は、指示に従って積極的に実施してください。 救急車のサイレンが聞こえたら，出きるだけ近くに案内する人を出し，誘導してください。 救急隊が到着したら救急隊員に次のことを知らせてください。 救急隊が到着するまでの傷病者の容態変化 応急手当をした場合は、その内容 傷病者に持病がある場合は、その病名、かかりつけ病院等 事故を目撃した場合は、その状況 119番受付員から電話を通じて応急手当の口頭指導があった場合は、その指"
"20448","生坂村","48","true","true","true","true","","","https://www.village.ikusaka.nagano.jp/gyousei/muradukuri/kizuna_sienkin.htm","支援金募集 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト） を無効のまま文字サイズを変更する場合には、ご利用のブラウザの表示メニューから文字サイズを変更してください。 ホーム 行政情報 村づくり推進室 令和8年度「生坂村絆づくり支援金」募集のお知らせ 村独自の支援金制度「絆づくり支援金」の今年度事業の募集を行います。 この支援金制度は、地区や"
"20448","生坂村","48","true","true","true","true","","","https://www.village.ikusaka.nagano.jp/gyousei/soumuka/tokuteitiikidukuri.htm","手当、時間外手当、退職手当、扶養手当を支給します。 休暇 年次有給休暇、夏季休暇、その他有給、慶弔休暇（採用期間、勤務時間等により、取得要件や日数が異なります。） 福利厚生：加入要件を満たす場合、健康保険、厚生年金保険、雇用保険、労災保険、等の適用があります。 応募方法および注意事項 応募期間 令和７年４月８日（火）～８月２９日（金）8時～17時（土・日・祝日除く）、郵送の場合、当日消印有効 注意事項 所定の応募用紙（写真添付）と必要書"
"20448","生坂村","48","true","true","true","true","","","https://www.village.ikusaka.nagano.jp/gyousei/muradukuri/inaka.htm","補助金 事 業 名 （対象経費） 対象者 補助率 （補助限度額） その他要件 （全てに該当） 空き家改修事業 （空き家の改修工事費） 購入者 賃借者 １/２ （50万円） 子育て世帯は100万円 ･空き家バンクへの登録 ･対象経費10万円以上 ･村内業者利用 空き家整備事業 （空き家の片づけ（家財等処分委託費）等） 所有者 購入者 賃借者 １/２ （20万円） ･空き家バンクへの登録 空き家解体事業 （購入した空き家の解体工事費等） 購"
"20448","生坂村","48","true","true","true","true","","","https://www.village.ikusaka.nagano.jp/gyousei/sinkouka/taisinsindan.htm","補助金】 診断結果により補強工事を実施する方には工事費の５分の４（最高１１５万円）が補助されます。（補強にかかわる工事でないと対象となりません） (注)耐震診断を行った結果で、総合評点が1.0未満の木造住宅について耐震補強工事が実施できます。(工事のついでに壁紙を替える・電気器具を替える等補強工事以外は対象になりません。) シェルターを設置したいけど・・・ 診断結果により耐震シェルター設置工事を実施する方には工事費の２分の１（最高２０万"
"20448","生坂村","48","true","true","true","true","","","https://www.village.ikusaka.nagano.jp/gyousei/sinkouka/reform.htm","補助金を交付します。 補助対象者 生坂村に住所を有する個人 納期の到来した村税を完納している者 補助を受けようとするリフォーム等について、村の他の制度による補助又は国、県等の補助を受けていない者 補助対象住宅 補助対象者が所有する、又は所有者がリフォームすることに承諾している住宅 併用住宅においては、居住部分 補助対象工事 村内の施工業者が補助対象工事の主たる業者であること 補助対象工事に要する経費が20万円以上であること 工事完了及び"
"20448","生坂村","48","true","true","true","true","","","https://www.village.ikusaka.nagano.jp/gyousei/juuminka/ningen.htm","助成金 文字サイズ変更機能を利用するにはJavaScript（アクティブスクリプト）を有効にしてください。JavaScript（アクティブスクリプト） を無効のまま文字サイズを変更する場合には、ご利用のブラウザの表示メニューから文字サイズを変更してください。 ホーム 暮らしの情報 住民課 生坂村国民健康保険・後期高齢者医療人間ドック・脳ドック助成金制度 生坂村の国民健康保険か後期高齢者医療制度（75歳以上）の被保険者が、医療機関において"
"20450","山形村","48","true","true","true","true","福祉","福祉","https://www.vill.yamagata.nagano.jp/health/welfare/","補助金 2025年8月22日 福祉バス路線図 2025年2月14日 精神障害者に対する旅客鉄道株式会社等の旅客運賃の割引について 2024年10月8日 【松本広域消防局】NET119（緊急通報システム）について 2024年8月23日 定額減税しきれないと見込まれる方への調整給付について 2024年7月22日 令和6年度新たな住民税非課税世帯等に対する物価高騰対策支援給付金（10万円）の支給について 2024年7月22日 物価高騰対応重点"
"20450","山形村","48","true","true","true","true","ふるさと応援寄附金を募集しています！","ふるさと応援寄附金を募集しています！","https://www.vill.yamagata.nagano.jp/docs/1904.html","一時金や損害保険の満期払戻金なども一時所得に該当しますのでご注意ください。 一時所得について詳しくはこちら(国税庁ホームページ) 関連リンク 総務省 ふるさと納税ポータルサイト カテゴリー 税金 税金 新着情報 募集 お問い合わせ 企画振興課 地域振興係 電話: 0263-98-5666 Fax: 0263-98-3078 リンクURL: お問い合わせはこちら Adobe Reader ピックアップ --> 目的ナビ 妊娠･出産 子育て"
"20450","山形村","48","true","true","true","true","不妊・不育症治療補助を申請される方へ","不妊・不育症治療補助を申請される方へ","https://www.vill.yamagata.nagano.jp/docs/2151.html","補助金額を除く経費であること 補助金額 治療費1組につき治療費の2分の1で20万円が上限です。 補助金は1組の夫婦につき1年度1回を限度に通算5回を限度として補助します。 例えば・・・ 不妊・不育症治療に80万円かかって、長野県助成金を30万円もらった場合 (80万円－30万円)&times;1/2＝25万円 20万円が上限なので、山形村からの補助金は20万円となります。 申請に必要な書類 申請書類（保健福祉センターに置いてあります） "
"20450","山形村","48","true","true","true","true","山形村産後ケアのご案内","山形村産後ケアのご案内","https://www.vill.yamagata.nagano.jp/docs/1938.html","減免があります。 例:1日3万円の施設を1泊2日利用した場合の自己負担額12,000円 ご利用方法 利用予定の医療機関等にお問合せ、ご相談の上、下記子育て支援課へお申し込みください。 また、申請書には医師または助産師の意見が必要です。 満床等の場合、ご希望の施設が利用できない場合があります。 各様式は下記からダウンロードできます。 様式ダウンロード 山形村産後ケア（宿泊型・通所型）利用申請書 (PDF 129KB) 山形村産後ケア利用申"
"20450","山形村","48","true","true","true","true","一時預かり事業等利用者負担軽減事業のご案内","一時預かり事業等利用者負担軽減事業のご案内","https://www.vill.yamagata.nagano.jp/docs/66178.html","補助金額 キャプション 区分 対象年齢 対象事業 補助上限額（対象事業1人あたり） 対象期間 1 満6歳未満の児童 ※1 一時預かり 事業 生活保護を受給している世帯 日額3,000円 令和8年4月1日から 令和9年3月31日まで 2 住民税非課税世帯※3 日額2,400円 3 村民税の所得割が77,101円未満の世帯※4 日額2,100円 4 村長が必要と認めた世帯 日額1,500円 5 満3歳未満の児童 ※1 一時預かり 事業等 ※"
"20450","山形村","48","true","true","true","true","おたふくかぜワクチンの任意予防接種費用助成","おたふくかぜワクチンの任意予防接種費用助成","https://www.vill.yamagata.nagano.jp/docs/otahukukazeyobousessyu.html","助成金申請書 (PDF 112KB) （ダウンロードして記入していただくか、窓口でもお渡しします） 注意事項 おたふくかぜワクチン予防接種は任意接種（予防接種法に基づかない予防接種）です。予防接種の効果及び副反応等についてご理解いただき、保護者の意思に基づき、接種を判断してください。 接種による健康被害が生じたときは、 医薬品副作用被害救済制度 ＜外部リンク＞の範囲における補償の対象となります。 カテゴリー 子育て・教育 健康・福祉 子"
"20450","山形村","48","true","true","true","true","保育料について","保育料について","https://www.vill.yamagata.nagano.jp/docs/2192.html","無償化により3歳から5歳までのお子さんの利用者負担額(保育料)は無償となりました。 ※これまで保育料の一部に含まれていた副食(おかず・おやつ等)費はお支払いいただきます。 (ただし、年収360万円未満相当世帯の子どもたちと、全ての世帯における保育所等を利用する子どものうちで第3子以降の子どもたちについては、副食の費用が免除されます。) なお、3歳未満児(0歳～2歳児)のお子さんについてはこれまで通り利用者負担額(保育料)の負担があります"
"20450","山形村","48","true","true","true","true","医療費の助成","医療費の助成","https://www.vill.yamagata.nagano.jp/docs/1992.html","手当法、国民年金法の各項目に該当する人で、申請により医療費を助成します。 ただし、生活保護を受けている場合は対象となりません。 必要なもの 身体障がい者手帳または療育手帳 マイナ保険証等 印鑑 預金口座番号 転入者は所得証明書 ●母子家庭および父子家庭医療費の助成 母子家庭 母子家庭（18歳未満の児童を扶養している場合）、および父母のない児童を養育している人は、申請により医療費を助成します。 父子家庭 母子家庭と同様ですが、18歳未満の"
"20450","山形村","48","true","true","true","true","国民年金","国民年金","https://www.vill.yamagata.nagano.jp/docs/1990.html","一時金 届出が必要なときは 裁定請求の手続き 国民年金は、すべての人に共通の「基礎年金」として支給されています。 このため、自営業の人、会社などに勤務するサラリーマンや公務員の人、サラリーマンなどの配偶者も20歳から60歳までは国民年金に強制加入となり、国外に住む人も任意加入できるしくみとなっています。 国民年金にはどんな人が加入するの 日本国内に住む20歳から60歳未満の人はすべて国民年金に強制加入が原則で、加入する人は3つのグループ"
"20450","山形村","48","true","true","true","true","国民健康保険","国民健康保険","https://www.vill.yamagata.nagano.jp/docs/1922.html","一時金 産科医療補償制度に加入している医療機関で出産した場合、子ども1人につき50万円（制度未加入の場合は48万8千円）が支払われます。 なお、原則として村の国保から直接医療機関へ出産一時金を支払いますので、役場での手続きは不要です。 葬祭費 国保の被保険者が亡くなられたときには、5万円が支給されます。 移送費 重病人の入院、転院などの移送に費用がかかった場合、必要と認められれば支給されます。 訪問看護療養費 在宅医療の必要を医師が認め"
"20450","山形村","48","true","true","true","true","子どものインフルエンザ予防接種（任意）費用の助成","子どものインフルエンザ予防接種（任意）費用の助成","https://www.vill.yamagata.nagano.jp/docs/40790.html","補助金の申請は必要はありません。 接種費用は、医療機関によって異なります。直接医療機関にお問い合わせください。 山形村内医療機関（50 音順） ●宮原医院 （0263-97-1055） ●山形協立診療所（0263-98-3933） ●横山医院（0263-98-2884） 山形村以外の医療機関で接種する場合 医療機関に事前に予約をしてください。 村指定の予診票はありません。医療機関で予診票を受け取り、記入して予防接種を受けてください。 一"
"20450","山形村","48","true","true","true","true","からだの不自由な人、生活にお困りの人","からだの不自由な人、生活にお困りの人","https://www.vill.yamagata.nagano.jp/docs/1898.html","手当 難病にり患して者に支給される手当です。 キャプション 受給対象者 申請の手続きに必要なもの 難病のうち、特定疾病に指定されているものにかかっている人（べーチット病など） 申請書、診断書または、証明書の写し、印鑑、申請者名義の貯金口座番号 からだの不自由な人に からだに障害のある人には、身体障害者手帳が交付されます。障害者として、いろいろいな援護を受けるときには、この手帳を持っていることが条件となります。 ただし、身体が不自由だと思"
"20451","朝日村","48","true","true","true","true","空き家バンク（空き家を借りたい方）","空き家バンク（空き家を借りたい方）","https://www.vill.asahi.nagano.jp/official/kurashi_tetsuzuki/jutaku_jogesuido/jyuutaku/624.html","補助金について 空き家バンクの利用について、朝日村では3つの補助（助成）金を交付しています。 空き家改修補助金 空き家バンクに登録した物件で、賃貸契約または売買契約が決まった物件の改修工事を行う場合、改修費用に対して補助金を交付します。 ・対象者：賃貸の場合は「物件の所有者」、売買の場合は「物件の購入者」 ・補助額： 限度額50万円 （さらに、下水道事業分担金の2分の1として上限17万5千円を補助） ・対象となる改修工事 水回りの修繕 "
"20452","筑北村","48","true","true","true","true","筑北村ポータルアプリ「ちくほくナビ」の運用を開始しました！","筑北村ポータルアプリ「ちくほくナビ」の運用を開始しました！","https://www.vill.chikuhoku.lg.jp/docs/3409.html","補助金・支援制度・その他書式 筑北村カレンダー 筑北村トップページ Language 閉じる 読み上げる 筑北村ポータルアプリ「ちくほくナビ」の運用を開始しました！ ツイート ページ公開日：2025年2月3日 「ちくほくナビ」で何ができるの？ 「ちくほくナビ」はスマートフォンで村のホームページのお知らせや、回覧板、施設等の電話番号の確認や、村内放送の内容の確認などができます。 あなたに合わせた情報が表示されます 本人情報を登録することで"
"20452","筑北村","48","true","true","true","true","筑北村移住サポート住宅をご利用ください","筑北村移住サポート住宅をご利用ください","https://www.vill.chikuhoku.lg.jp/docs/ijusupport-main.html","補助金・支援制度・その他書式 筑北村カレンダー 筑北村トップページ Language 閉じる 読み上げる 筑北村移住サポート住宅をご利用ください ツイート ページ公開日：2025年2月5日 ようこそ、筑北村へ。 旅行や観光だけではなく、〝暮らす〟ことでしか得られない経験や気付きを届けられる場所にしたい。 筑北村で暮らす日々の中で見つけた小さな感動を、ひとりでも多くの人に感じてもらいたい。 そんな想いで、移住希望者へ向けて筑北村移住サポー"
"20452","筑北村","48","true","true","true","true","“ほくほくちくほく”ふるさと筑北応援寄附金（ふるさと納税）","“ほくほくちくほく”ふるさと筑北応援寄附金（ふるさと納税）","https://www.vill.chikuhoku.lg.jp/furusato/","補助金・支援制度・その他書式 筑北村カレンダー 筑北村トップページ Language 閉じる 読み上げる “ほくほくちくほく”ふるさと筑北応援寄附金（ふるさと納税） ツイート ページ公開日：2026年6月2日 自然に恵まれた「安心」と「活力」のあふれるむらづくりを目指して 筑北村は、写真にあるように周囲を山々に囲まれた人口5,000人弱の小さな農山村です。村では、日本昔話のような豊かな自然とふるさとの原風景を残しつつ、将来を見据えた筑北"
"20452","筑北村","48","true","true","true","true","長野県知事選挙 期日前投票の投票立会人の募集について","長野県知事選挙 期日前投票の投票立会人の募集について","https://www.vill.chikuhoku.lg.jp/docs/5456.html","補助金・支援制度・その他書式 筑北村カレンダー 筑北村トップページ Language 閉じる 読み上げる 長野県知事選挙 期日前投票の投票立会人の募集について ツイート ページ公開日：2026年6月24日 筑北村選挙管理委員会では、令和８年８月に執行予定の長野県知事選挙の期日前投票の立会人を募集します。 立会人になることを希望される方は、お申込み前に以下のリンクから「立会人募集案内」をダウンロードして必ずお読みください。 なお、希望者が"
"20452","筑北村","48","true","true","true","true","カノンの会（大人の発達障がい当事者会）交流会 参加者募集","カノンの会（大人の発達障がい当事者会）交流会 参加者募集","https://www.vill.chikuhoku.lg.jp/docs/4993.html","補助金・支援制度・その他書式 筑北村カレンダー 筑北村トップページ Language 閉じる 読み上げる カノンの会（大人の発達障がい当事者会）交流会 参加者募集 ツイート ページ公開日：2026年6月10日 カノンの会は、「大人の発達障がい当事者会」として令和7年6月より、安曇野市で開催しています。 会では、当事者やご家族が日頃思っていること、感じていること、悩みや趣味等を自由に語り合うことにより、気持ちが安らげることを目的に開催して"
"20452","筑北村","46","true","false","true","true","補助金・支援制度・その他書式","補助金・支援制度・その他書式","https://www.vill.chikuhoku.lg.jp/download/","補助金・支援制度・その他書式 - 筑北村公式ホームページ 本文へ language 閲覧支援機能 メニュー ASSIST 閲覧支援 文字サイズ 小さく 標準 大きく ふりがな ふりがなをつける ふりがなをはずす 読み上げ 読み上げる 背景色 白 黄 青 黒 閉じる MENU メニュー 防災関係 暮らし 子育て・教育 健康・福祉 移住・定住 スポーツ・レジャー 行政情報 募集情報 補助金・支援制度・その他書式 筑北村カレンダー 筑北村トッ"
"20446","麻績村","45","true","true","true","false","","","https://www.vill.omi.nagano.jp/kurashi/teate_hojokin/index.html","手当・補助金｜麻績村 文字サイズ 標準 大 背景色 白 黒 ふりがな Translate ENGLISH（英語） 汉语（中国語：簡体字） 漢語（中国語：繁体字） 한국어（韓国語） やさしい日本語 くらし 麻績村について 事業者の方へ 移住希望者の方へ 観光 サイト内を検索 組織から探す TOP くらし 手当・補助金 手当・補助金 結婚新生活支援事業（地域少子化対策重点推進補助事業）について 麻績村子育てガイド 麻績村高齢者補聴器購入費用"
"20446","麻績村","41","true","false","true","true","","","https://www.vill.omi.nagano.jp/kurashi/fukushi_kaigo/index.html","手当 介護 麻績村高齢者補聴器購入費用助成事業について 介護保険・高齢者福祉・日常生活総合事業関係申請書 麻績村第9期介護保険事業計画・高齢者福祉計画 地域包括支援センターをご活用ください くらし 上下水道 ゴミ・環境 税・年金・保険 手当・補助金 健康・医療 福祉・介護 教育 安全・防災 妊娠・出産・子育て 生涯学習 暮らし・住まい 証明・手続き ライフシーン 妊娠・出産 子育て 健康・医療 転入・転出 福祉・介護 お悔み このページ"
"20446","麻績村","41","true","false","true","true","","","https://www.vill.omi.nagano.jp/kurashi/kurashi_sumai/index.html","補助金について 【村内に空き家をお持ちの方】空き家バンクに登録してみませんか？ 空き家等情報登録制度（空き家バンク制度） 消費生活 新型コロナウイルス感染症 人権への配慮と相談窓口について 新型コロナウイルスに便乗した悪質商法にご注意ください 聖高原駅前駐車場の利用について 『麻績村相談窓口一覧』作成しました。 ながの結婚支援ネットワークからのお知らせ 犬の飼育 くらし 上下水道 ゴミ・環境 税・年金・保険 手当・補助金 健康・医療 福"
